id,account_id,month,aop_amount
3036,988889888907,2025-03-01,0.0
3037,990686183829,2024-04-01,0.0
3038,990686183829,2024-05-01,0.0
3039,990686183829,2024-06-01,0.0
3040,990686183829,2024-07-01,0.0
3041,990686183829,2024-08-01,0.0
3042,990686183829,2024-09-01,0.0
3043,990686183829,2024-10-01,0.0
3044,990686183829,2024-11-01,0.0
3045,990686183829,2024-12-01,0.0
3046,990686183829,2025-01-01,0.0
3047,990686183829,2025-02-01,0.0
3048,990686183829,2025-03-01,0.0
3073,993403631306,2024-04-01,0.0
3074,993403631306,2024-05-01,0.0
3075,993403631306,2024-06-01,0.0
3076,993403631306,2024-07-01,0.0
3077,993403631306,2024-08-01,0.0
3078,993403631306,2024-09-01,0.0
3079,993403631306,2024-10-01,0.0
3080,993403631306,2024-11-01,0.0
3081,993403631306,2024-12-01,0.0
3082,993403631306,2025-01-01,0.0
3083,993403631306,2025-02-01,0.0
3084,993403631306,2025-03-01,0.0
