"Service","EC2-Instances($)","S3($)","Elastic MapReduce($)","EC2-Other($)","Relational Database Service($)","Elastic Container Service for Kubernetes($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic File System($)","Transfer Family($)","Lambda($)","MongoDB on Hardened  Linux 2 (ARM)($)","DynamoDB($)","ElastiCache($)","Secrets Manager($)","Cost Explorer($)","Key Management Service($)","API Gateway($)","SES($)","EC2 Container Registry (ECR)($)","Service Catalog($)","SQS($)","Route 53($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Backup($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-11-02","4406.2279389724","2389.6015444569","2453.203180622","500.0208239848","39.2364172842","4.8","9.1367959995","8.1735130272","6.5451154228","5.0776012244","7.2","0.2061525776","1.2","1.1644169548","0.576","0.3245849992","0.25","0.2792740008","0.2500776911","0.1645637373","0.0721264752","0","0.0035188","","0","0.0000019128","0.0000015057","0.0000000044","","0","0","","9833.7136496531"
"2024-11-03","4305.3702220444","2344.8471611573","2350.6753766004","481.7621748962","39.2364172879","4.8","9.1233939662","8.0615439776","6.5310000871","5.1012019971","7.2","1.2427056736","1.2","1.1647236226","0.576","0.3247099992","0.43","0.2789860008","0.2002193492","0.1683270939","0.0721264752","0","0.003766","","0","0.0000014349","0.0000017542","0.0000000044","","0","0","","9568.3700594222"
"2024-11-04","4215.8571824053","2462.4846926735","2324.3921480896","447.7729977965","39.2364173126","4.8","9.334901386","8.1074390735","6.7735678547","5.1246359205","7.2","1.2017537753","1.2","1.1650301879","0.576","0.3244949992","0.25","0.2810620008","0.1993596873","0.1664340978","0.0721264752","0","0.004486","","0","0.0000019128","0.0000017581","0.0000000044","","0","0","","9536.524733411"
"2024-11-05","4120.6345005568","2457.950373034","2268.5398980188","452.1647275093","39.2364172981","4.8","9.3325799691","8.1058135734","6.6212347548","5.1496638207","7.2","1.249063322","1.2","1.1653358448","0.576","0.3244999992","0.25","0.2784010008","0.196502507","0.161598972","0.0721264752","0","0.0039056","","0.0000000161","0.0000014349","0.0000015047","0.0000000044","","0","0","","9385.2126452161"
"2024-11-06","4345.2961532425","2464.5458977483","2398.8793903824","445.2315517245","39.2364169707","4.8","9.2332146681","8.0857113741","6.4151207142","5.1742670115","7.2","0.9609030558","1.2","1.1656356409","0.576","0.3240949992","0.43","0.2781850008","0.1947162859","0.1454516813","0.0721264752","0","0.0042896","","0.0000230028","0.0000019128","0.0000020066","0.0000000044","","0","0","","9739.449153502"
"2024-11-07","4219.032102975","2527.3823962815","2336.5330685568","440.4374987615","39.2364169464","4.8","9.4748467209","8.1294877103","5.9651575583","5.1976943052","7.2","2.3762134173","1.2","1.165937003","0.576","0.3250499992","0.25","0.2708800008","0.1937749237","0.1432269077","0.0721264752","0","0.0038716","","0.0000240161","0.0000014349","0.0000017542","0.0000000044","","0","0","","9609.9657773524"
"2024-11-08","4132.5868033865","2513.093512649","2323.5832287056","426.0336022089","39.2364168163","4.8","9.2135547205","8.0799171422","5.9923006959","5.2270362812","7.2","5.0853619541","1.2","1.1662415069","0.576","0.3254099992","0.25","0.2678050008","0.1903507386","0.1314275611","0.0721264752","0","0.004368","","0.000027","0.0000019128","0.0000017591","0.0000000044","","0","0","0","9484.3154945183"
"2024-11-09","4066.0776230098","2396.5989705492","2270.62297087","431.3745979467","39.2364169647","4.8","9.1242257846","8.0596613657","5.8802812894","5.2524441471","7.2","4.8415413808","1.2","1.1665447688","0.576","0.3251099992","0.25","0.2668480008","0.1619539557","0.133226169","0.0721264752","0","0.0039852","","0.000027","0.0000014349","0.0000017542","0.0000000044","","0","0","","9253.2245580702"
"2024-11-10","3918.7591453921","2327.4804355423","2188.8744342184","408.7485924672","39.2364168267","4.8","9.1245073602","8.0561087292","5.814293489","5.2758651128","7.2","4.8669537528","1.2","1.166849476","0.576","0.3252849992","0.25","0.2671390008","0.1627195499","0.1370000102","0.0721264752","0","0.0037316","","0.0000285","0.0000019128","0.0000017591","0.0000000044","","0","0","","8932.3976361783"
"2024-11-11","4100.8446415441","2461.078204966","2263.69070176","410.2724253961","39.2364168333","4.8","9.1874168704","8.078298109","6.0010591756","5.2991602007","7.2","4.9122576632","1.2","1.1671518244","0.576","0.3115016659","0.25","0.2695360008","0.1617581671","0.1332811195","0.0721264752","0","0.0040304","","0.000018","0.0000014349","0.0000017537","0.0000000044","","0","0","","9324.7459893643"
"2024-11-12","4057.3036876332","2478.7092583807","2288.1254412072","434.6535398468","39.2364168332","4.8","9.238219371","8.1192802829","6.0303091041","5.3219346024","7.2","3.6053880973","1.2","1.1674561861","0.576","0.3242749992","0.24","0.2761030008","0.1643258286","0.1613378058","0.0721264752","0.0035","0.0044056","","0.0000165","0.0000019128","0.0000020066","0.0000000044","","0","0","","9346.5330256783"
"2024-11-13","3900.1452929391","2442.855651243","2209.1681980676","395.0369739797","39.2364169443","4.8","9.2163138357","8.1895731796","5.8653150325","5.3446045358","7.2","1.2082104779","1.2","1.1677653327","0.576","0.3237949992","0.43","0.2783110008","0.1662084074","0.1352642995","0.0721264752","0.0042","0.0041056","","0.000018","0.0000019128","0.0000015057","0.0000000044","","0","0","","9032.6243477729"
"2024-11-14","3849.0927622828","2431.6339593243","2184.6356637088","388.7260797329","39.2364168909","4.8","9.1577273349","8.1072258219","5.8842440025","5.3683003614","7.2","1.0793302113","1.2","1.1680769209","0.576","0.3109916659","0.25","0.2780800008","0.1651251164","0.129863368","0.0721264752","0.0042","0.0041052","","0.000018","0.0000014349","0.0000015057","0.0000000044","","0","0","","8939.0802993639"
"2024-11-15","3822.5774750545","2471.6714333118","2151.5692768484","382.2178594159","39.2364168432","4.8","9.2451792291","8.0905378732","6.0345006544","5.3924272835","7.2","4.0685933719","1.2","1.1683796011","0.576","0.3244149992","0.25","0.2779090008","0.1658319966","0.1367810786","0.0721264752","0.0042","0.0040804","","0.0000195","0.0000014349","0.0000020076","0.0000000044","","0","0","","8916.2834463843"
"2024-11-16","3937.9142918164","2415.7102094826","2242.1969096984","405.0650732872","39.2364168361","4.8","9.1281481482","8.065324882","5.8476047372","5.4158509157","7.2","4.9822831158","1.2","1.1686822898","0.576","0.3243999992","0.25","0.2746420008","0.1636026644","0.1308160242","0.0721264752","0.0049","0.0040112","","0.000018","0.0000019128","0.0000015052","0.0000000044","","0","0","","9089.7313149956"
"2024-11-17","4109.0933914879","2367.5896761268","2297.7422059716","425.3860380745","39.2364168389","4.8","9.1605530585","8.0606335627","5.8050567847","5.4414255783","7.2","4.9324179665","1.2","1.168982843","0.576","0.3243249992","0.25","0.2745490008","0.1625003443","0.1374997155","0.0721264752","0.0042","0.0039512","","0.0000165","0.0000014349","0.0000017542","0.0000000044","","0","0","","9288.6219697219"
"2024-11-18","3961.376522421","2459.1306569193","2213.832529876","397.6509760528","39.2364168913","4.8","9.2116704551","8.1126550915","5.911722442","5.4697905832","7.2","4.5865594782","1.2","1.1692828866","0.576","0.3247599992","0.25","0.2763130008","0.1640807848","0.1358188191","0.0721264752","0.0042","0.0040844","","0.0000225","0.0000014349","0.0000015057","0.0000001908","","0","0","","9120.6961922075"
"2024-11-19","3992.1980351544","2532.4747455126","2219.1325416004","400.3836106847","39.2364173011","4.8","9.4060020003","8.5111169253","6.0258903912","5.4889212143","7.2","4.1197247624","1.2","1.1695862571","0.576","0.3243749992","0.25","0.2756800008","0.162152117","0.1395042041","0.0721264752","0.0035","0.0040248","","0.0000185","0.0000014349","0.0000017591","0.0000002704","0.0000000378","0","0","","9233.1539764023"
"2024-11-20","4201.2669036352","2476.4918351631","2345.3452184928","441.1909493911","39.2364173092","4.8","9.5166309934","8.6556357593","6.0040956467","5.5110158918","7.2","0.7000158158","1.2","1.1698913975","0.576","0.3256749992","0.43","0.2826490008","0.1691912838","0.150783857","0.0721264752","0.0035","0.0042068","","0.0000165","0.0000019128","0.0000015057","0.0000003383","","0","0","","9550.3027621687"
"2024-11-21","4072.8951481168","2442.4363974425","2255.3611078676","399.2452446403","39.2364173157","4.8","9.4847133246","8.6515519666","5.8778937342","5.5350546404","7.2","1.7456882803","1.2","1.1702046175","0.576","0.3268599992","0.25","0.2783380008","0.1680102543","0.1219276269","0.0721264752","0.0042","0.0037132","","0.0000195","0.0000014349","0.0000020066","0.0000003383","","0","0","","9256.6406207827"
"2024-11-22","4078.4877098475","2504.8790214722","2263.5973323416","401.0637532951","39.2364173127","4.8","9.4819971865","8.6984882472","5.8850312476","5.5577599385","7.2","4.1919721532","1.2","1.1705087726","0.576","0.3252299992","0.25","0.2757400008","0.1622385576","0.1131084513","0.0721264752","0.0042","0.0036736","","0.000015","0.0000019128","0.0000015057","0.000000489","","0","0","","9337.2323278063"
"2024-11-23","4414.5778767294","2424.3414370916","2457.3691476612","465.365399149","39.236417326","4.8","9.4806676619","8.6594362285","5.8110020233","5.5809766307","7.2","4.3729330455","1.2","1.1708058688","0.576","0.3239249992","0.25","0.2731540008","0.1592450358","0.1170340128","0.0721264752","0.0042","0.00343","","0.0000165","0.0000014349","0.0000015052","0.000000489","","0","0","","9850.9452338688"
"2024-11-24","4205.8451542764","2335.8366927277","2323.836181784","429.5873659844","39.2364172642","4.8","9.4806669539","8.6334214864","5.7998775637","5.6045773003","7.2","3.9320739843","1.2","1.1711047886","0.576","0.3241699992","0.25","0.2756080008","0.162683431","0.1212328795","0.0721264752","0.0035","0.0034808","","0.0000165","0.0000014349","0.0000017581","0.000000489","","0","0","","9383.9523558816"
"2024-11-25","4408.0625972096","2515.2443542988","2425.607801606","467.7677175492","39.236417306","4.8","9.4975210026","8.6705534235","5.9230861298","5.6282205891","7.2","4.0846394789","1.2","1.1714088795","0.576","0.3245049992","0.25","0.2799280008","0.166725388","0.1300392175","0.0721264752","0.0042","0.004552","","0.0000195","0.0000019128","0.0000017542","0.000000489","","0","0","","9905.9024172097"
"2024-11-26","4113.5140569988","2447.3596819723","2261.5131840868","425.7377365511","39.2364173051","28.8","9.5134067411","8.6600060185","5.9074398146","5.6525981493","7.2","3.867615305","1.2","1.1717147306","0.576","0.3111016659","0.24","0.2794420008","0.1631098212","0.1222416687","0.0721264752","0.0035","0.0040164","","0.000015","0.0000014349","0.0000015057","0.000000489","","0","0","","9361.1054141346"
"2024-11-27","3584.6029874185","2475.3712790928","2211.8555996772","422.3038989921","39.2364173538","28.8","9.5279891835","8.6831454749","5.8561617769","5.68074891","7.2","2.1923805667","1.2","1.1720215012","0.576","0.3242349992","0.43","0.2803450008","0.1708247465","0.1342259475","0.0721264752","0.0049","0.0042308","","0.0000165","0.0000014349","0.0000017591","0.0000006236","","0","0","","8805.6795382344"
"2024-11-28","3466.0265201346","2523.7477794579","2299.9852739656","439.420102627","39.2364169613","28.8","9.4899580129","8.658735456","5.9506195434","5.7019573205","7.2","2.9142970735","1.2","1.1723349893","0.576","0.3242849992","0.25","0.2804980008","0.1675835114","0.123347095","0.0725599817","0.0042","0.0042876","","0.000015","0.0000019128","0.0000017542","0.0000006236","","0","0","","8841.3067760207"
"2024-11-29","3277.657170577","2499.1665358146","2202.5386634812","404.3505661512","39.2364168423","28.8","9.5026704736","8.6703937939","5.9083303548","5.7256400015","7.2","3.3174319325","1.2","1.1726408942","0.576","0.3241799992","0.25","0.2768980008","0.1652581589","0.1229723904","0.072947748","0.0049","0.004408","","0.0000165","0.0000019128","0.0000017591","0.0000006236","","0","0","","8496.2440454096"
"2024-11-30","3351.9899169245","2377.0534586423","2232.0158294252","427.9497949237","39.2364168765","28.8","9.4849467828","8.6354798068","5.824056581","5.7491151292","7.2","2.5568491802","1.2","1.1729432782","0.576","0.3240549992","0.25","0.2772940008","0.1646900191","0.1200343919","0.072947748","0.0042","0.0036116","","0.000015","0.0000014349","0.0000020066","0.0000006236","","0","0","","8500.6616593745"
"2024-12-01","3227.6834856294","2317.8923077922","2125.8753836236","372.5072629466","39.1025971672","28.8","9.4882724251","8.641031091","5.7110033037","5.586583265","7.2","0.0212688805","1.2","0.90576","0.576","0.3139774192","0.25","0.273690192","0.2427187975","0.1433034083","0.0705945912","0","0.0038432","0.1","0","0.0000019128","0.0000017527","0.0000006035","","0","0","","8152.5890880015"
"2024-12-02","3583.2844256351","2439.7546063457","2365.8312214744","418.144363461","39.1025971682","28.8","9.5044495735","8.6996721948","5.8590650905","5.6098822469","7.2","3.432459471","1.2","1.086912","0.576","0.3139324192","0.25","0.276495192","0.2425403685","0.4580847819","0.0705945912","0","0.0048832","","0","0.0000014349","0.0000015057","0.0000006035","","0","0","","8919.702188758"
"2024-12-03","3288.7502775374","2409.7146008306","2174.1174422112","378.3574965822","39.1025972568","28.8","9.4991995585","8.6597154887","5.8205141845","5.6336046819","7.2","3.7374031324","1.2","1.171050366","0.576","0.3139124192","0.43","0.275145192","0.2405207973","0.1200513567","0.0705945912","0","0.0041824","","0","0.0000019128","0.0000020061","0.0000006035","","0","0","","8363.794313109"
"2024-12-04","3476.7291953092","2448.7326575852","2347.8651858044","416.3715181505","39.1025971738","28.8","9.4964816684","8.6592886607","5.7914689656","5.6620155077","7.2","3.6795115246","1.2","1.1713428968","0.576","0.3139824192","0.43","0.273948192","0.1941849652","0.1380229339","0.0705945912","0","0.0042536","","0","0.0000014349","0.0000015047","0.0000007579","","0","0","","8802.4622536459"
"2024-12-05","3110.0202141053","2406.9091862099","2041.113275664","344.3409483408","39.10259715","28.8","9.4902881761","8.6591907052","5.6927559588","5.6810729663","7.2","4.7322809554","1.2","1.1716383988","0.576","0.3010841934","0.25","0.273444192","0.193124043","0.1304976335","0.0705945912","0","0.003814","","0","0.0000019128","0.0000020066","0.0000009026","","0","0","","8015.9120121057"
"2024-12-06","3459.8531161893","2483.3809133935","2298.487045118","401.8551364484","39.1025971606","28.8","8.0886236027","8.6558373528","5.7899202851","5.7036338593","7.2","4.0847129676","1.2","1.1719326476","0.576","0.3137474192","0.25","0.275589192","0.1958298213","0.1212786116","0.0705945912","0","0.0041808","","0","0.0000014349","0.0000015057","0.0000010196","","0","0","","8755.1806934204"
"2024-12-07","3459.5392116555","2370.9036789458","2261.5093729072","401.9878992341","39.1025973811","28.8","5.7497388006","8.640177896","5.6473673978","5.7255659379","7.2","4.6961855752","1.2","1.1722281729","0.576","0.3137174192","0.25","0.272847192","0.1943848809","0.1212684188","0.0705945912","0","0.0035184","","0","0.0000014349","0.0000017532","0.0000010202","","0","0","","8603.6763590145"
"2024-12-08","3805.7786204849","2358.0906265604","2464.4570039796","471.5446439476","39.1025971677","28.8","6.1035293229","8.6370964469","5.6583592689","5.751464295","7.2","2.9690331852","1.2","1.1725250819","0.576","0.3138374192","0.24","0.274842192","0.1964081713","0.1291104914","0.0705945912","0","0.0040136","","0.0000135","0.0000019128","0.0000017586","0.0000010202","","0","0","","9208.2703243977"
"2024-12-09","3275.8078568917","2567.7197138653","2103.601470072","355.5868635055","39.1025971643","28.8","6.9765365699","8.6858583838","5.8524265664","5.7747444346","7.2","4.1638728186","1.2","1.1728190772","0.576","0.3148874192","0.25","0.269100192","0.18764911","0.117143851","0.0705945912","0.0035","0.0054268","","0.000027","0.0000014349","0.0000020066","0.0000010202","0.0000000314","0","0","","8413.4390928058"
"2024-12-10","3139.6337901246","2368.680831282","2000.3054973932","324.2373406699","39.1025971611","28.8","8.0044821554","8.6663131482","5.642029212","5.7993545258","7.2","2.0606321107","1.2","1.1730363226","0.576","0.3151124192","0.25","0.177798192","0.1062720813","0.1168562251","0.0705945912","0.0042","0.0044824","","0.00003","0.0000019128","0.0000017542","0.0000010202","","0","0","","7942.1272547015"
"2024-12-11","3475.2964653825","2506.3304104033","2108.9451121816","394.0211288028","39.1025974393","28.8","8.0150354193","8.6571754198","6.6797261079","5.820378974","7.2","3.7596844974","1.2","1.1732282983","0.576","0.3142224192","0.43","0.231981192","0.1566817551","0.4960405838","0.0705945912","0.0028","0.004676","","0.0000195","0.0000014349","0.0000017591","0.0000011688","","0","0","","8597.2839633303"
"2024-12-12","3528.9796447899","2530.5699792954","2252.2609380804","391.2374445246","39.1025976529","28.8","8.0118169383","8.6936691763","6.101554728","5.8449866535","7.2","5.1195905548","1.2","1.1735137046","0.576","0.3138724192","0.25","0.269859192","0.1627038288","0.1206629268","0.0705945912","0.0056","0.00444","","0.0000165","0.0000019128","0.0000015047","0.0000011688","","0","0","","8816.069490143"
"2024-12-13","3563.5818591376","2479.1878335317","2240.1335209912","418.3416077082","39.1025983796","28.8","8.010102345","8.6512542633","5.7745790859","5.8686704125","7.2","4.9916059846","1.2","1.1738017561","0.576","0.3138524192","0.25","0.268551192","0.1612706706","0.1172333506","0.0705945912","0.0035","0.0045884","","0.0000165","0.0000014349","0.0000020061","0.0000011688","","0","0","","8813.7830453291"
"2024-12-14","3708.0674260752","2374.5167775483","2361.6001483936","415.8877632716","39.1025975315","28.8","8.0050559855","8.6389249731","5.6805611115","5.8916112293","7.2","4.3839206206","1.2","1.1740879271","0.576","0.3139774192","0.25","0.265719192","0.1591424556","0.1169399302","0.0705945912","0.0042","0.003578","","0.000015","0.0000014349","0.0000020076","0.0000011688","","0","0","","8971.9090458668"
"2024-12-15","3727.1627588763","2409.497549539","2393.6565627884","434.6353457056","39.1025973437","28.8","8.011710922","8.6395478891","5.739228671","5.9147751277","7.2","3.6291088988","1.2","1.1743771948","0.576","0.3137174192","0.25","0.269406192","0.1643749732","0.1153956014","0.0705945912","0.0042","0.0042856","","0.0000165","0.0000019128","0.0000015052","0.0000011689","","0","0","","9076.1315584203"
"2024-12-16","3536.630854801","2505.4375132459","2253.684290924","381.6879766886","39.1025978627","28.8","8.0089113143","8.6605649087","5.7535442521","5.9376834804","7.2","3.2160807079","1.2","1.1746690624","0.576","0.3140724192","0.25","0.268815192","0.1633706922","0.1193864858","0.0705945912","0.0042","0.004288","","0.0000165","0.0000019128","0.0000020061","0.0000011689","","0","0","","8788.2654362162"
"2024-12-17","3410.380697046","2415.3572337207","2124.3889367712","374.0859276032","39.1025988094","28.8","8.0083834958","8.6553080992","5.8341582134","5.9608429969","7.2","4.2868610886","1.2","1.1749593648","0.576","0.3139974192","0.25","0.270072192","0.1625551386","0.1206332531","0.0705945912","0.0042","0.0049508","","0.000015","0.0000014349","0.0000015047","0.0000011689","","0","0","","8436.2089297118"
"2024-12-18","3338.2989941411","2445.358181103","2086.2320158208","350.2278178019","39.1025995117","28.8","8.0086868196","8.664602763","5.7215525761","5.9885510873","7.2","4.5588864964","1.2","1.175248625","0.576","0.3008391934","0.43","0.267939192","0.1597055983","0.1199692289","0.0705945912","0.0035","0.003872","","0.0000135","0.0000019128","0.0000020056","0.0000011892","","0","0","","8332.4695751573"
"2024-12-19","3594.1376118385","2484.8360607371","2265.4180314572","392.0375078162","39.1025996405","28.8","8.006017958","8.6691049069","5.6562239744","6.008425253","7.2","2.6756231989","1.2","1.1755314694","0.576","0.3138574192","0.25","0.264030192","0.1570772744","0.1159595128","0.0705945912","0.0042","0.0049836","","0.000015","0.0000014349","0.0000015057","0.0000014299","","0","0","","8846.6794602102"
"2024-12-20","3646.2143850385","2468.0827073143","2283.4664319544","415.2208127723","39.1025981972","28.8","8.0099440812","8.6615835027","5.6872509689","6.0329701462","7.2","1.712958378","1.2","1.1758163182","0.576","0.3138624192","0.25","0.268266192","0.1590811305","0.1172812771","0.0705945912","0.0049","0.0055352","","0.0000165","0.0000014349","0.0000020076","0.0000015154","","0","0","","8922.3330009398"
"2024-12-21","3769.6724344016","2408.8552130087","2374.4821473516","446.7641077534","39.1025973445","28.8","8.009979077","8.639814961","5.5925991713","6.0547861431","7.2","3.2102512197","1.2","1.1760955939","0.576","0.3008141934","0.24","0.262908192","0.1567688904","0.1199915205","0.0705945912","0.0042","0.0042268","","0.0000165","0.0000019128","0.0000015057","0.0000015154","","0","0","","9110.4955516472"
"2024-12-22","3745.7792655026","2349.5185342013","2356.5075542016","416.0749318298","39.1025972795","28.8","8.0069560033","8.6425203802","5.6586927055","6.0781271848","7.2","2.2337647997","1.2","1.1763797636","0.576","0.3139774192","0.25","0.268230192","0.1590520198","0.1241704211","0.0705945912","0.0042","0.0041088","","0.000015","0.0000014349","0.0000017591","0.0000015154","","0","0","","8977.7496770046"
"2024-12-23","3537.7018704808","2414.2036180203","2230.171957602","396.8571457059","39.1025987226","28.8","8.0099108349","8.7064598207","5.7713111997","6.1019067958","7.2","3.986245508","1.2","1.1766672125","0.576","0.3138674192","0.25","0.264330192","0.1582563548","0.1596571575","0.0705945912","0.0042","0.00452","","0.000015","0.0000014349","0.0000017542","0.000001515","","0","0","","8690.791137322"
"2024-12-24","3579.2485768591","2419.9538197706","2231.6366985652","412.6702005135","39.1026001387","28.8","8.0093580077","8.655238129","5.6779249165","6.1273322396","7.2","1.4738018676","1.2","1.1769509206","0.576","0.3007191934","0.25","0.268245192","0.1605202775","0.1319530398","0.0705945912","0.0035","0.0045764","","0.000015","0.0000014349","0.0000015057","0.0000014965","","0","0","","8752.6986300591"
"2024-12-25","3833.5076937779","2390.1625790501","2438.3865697368","453.3489589249","39.1025995156","28.8","8.0112030301","8.6356915606","5.5737529755","6.1487041846","7.2","3.3779840127","1.2","1.1772358931","0.576","0.3138474192","0.43","0.264900192","0.1591983823","0.1147120504","0.0705945912","0.0035","0.003944","","0.0000135","0.0000019128","0.0000017591","0.0000015827","","0","0","","9226.5696880516"
"2024-12-26","3547.5031032144","2427.3042521582","2273.0224274176","413.1710310446","39.1025993163","28.8","8.009110755","8.6538409226","5.8433296035","6.1722882282","7.2","3.9608496732","1.2","1.1775205678","0.576","0.3137274192","0.25","0.271164192","0.1588771578","0.1134711515","0.0705945912","0.0042","0.0046488","","0.000015","0.0000014349","0.0000017542","0.0000015827","","0","0","","8772.8830559849"
"2024-12-27","3494.0992782395","2402.0091097279","2265.06909886","398.144242892","39.10259909","28.8","8.0067411071","8.6863943774","5.7979665299","6.1950905338","7.2","3.3343740844","1.2","1.1778053449","0.576","0.3137424192","0.25","0.271281192","0.1601741492","0.112026943","0.0705945912","0.0042","0.0043772","","0.000015","0.0000014349","0.0000015057","0.0000015587","","0","0","","8670.5851167808"
"2024-12-28","3651.1122463177","2389.8237837367","2357.9177431608","431.6179256631","39.1025973256","28.8","8.0089870153","8.6378228117","5.596399569","6.2178437572","7.2","3.6599437748","1.2","1.1780917073","0.576","0.3138374192","0.25","0.269598192","0.1615809306","0.1090809794","0.0705945912","0.0049","0.00355","","0.0000165","0.0000019128","0.0000015057","0.0000015586","","0","0","","8941.8325484287"
"2024-12-29","3561.1173407777","2400.8919119679","2294.9288357924","408.6854868089","39.1025978913","28.8","8.006108875","8.6353834829","5.7030993112","6.2398150321","7.2","2.0796788462","1.2","1.1783809139","0.576","0.3138524192","0.25","0.272058192","0.1614730249","0.1124253671","0.0705945912","0.0035","0.0037292","","0.000015","0.0000014349","0.0000020076","0.0000015584","","0","0","","8775.5322924948"
"2024-12-30","3683.3117821352","2466.9507714764","2397.9467265188","423.5825742192","39.1025980378","28.8","8.0088191499","8.6509166557","5.7308950816","6.2625416383","7.2","4.4150720142","1.2","1.1786697396","0.576","0.3138174192","0.25","0.272904192","0.1602158344","0.1086212814","0.0705945912","0.0042","0.0048208","","0.0000135","0.0000019128","0.0000015057","0.0000015584","","0","0","","9084.1025592618"
"2024-12-31","3725.3152253725","2451.5073983309","2313.720463776","411.4049854077","39.1025980903","28.8","8.0075626939","8.644838937","5.7437159059","6.2860742902","7.2","4.8875724145","1.2","1.1789494081","0.576","0.3136424192","0.25","0.266955192","0.1546570506","0.1171769973","0.0705945912","0.0035","0.004592","","0.000015","0.0000014349","0.0000017542","0.0000015583","","0","0","","9014.7565226247"
"2025-01-01","3661.9018781845","2380.7345103566","2290.7830001252","413.7845536457","39.1025986589","28.8","8.0101783645","8.6473434138","5.6689519188","6.3080138285","7.2","0.019840926","1.2","1.086912","0.576","0.3138124192","0.44","0.262293192","0.2314372718","0.1276072824","0.0705945912","0","0.0045256","0.1","0","0.0000019128","0.0000017591","0.0000015423","","0","0","","8855.3740569933"
"2025-01-02","3470.5275623349","2435.2039798903","2239.27199104","399.002976391","39.1025987661","28.8","8.0095500817","8.657153541","5.8253480918","6.3322369919","7.2","4.8490256067","1.2","1.1795109033","0.576","0.3136724192","0.29","0.265686192","0.2272621673","0.1160560766","0.0705945912","0","0.0051452","","0","0.0000014349","0.0000015057","0.0000016607","","0","0","","8657.0263548863"
"2025-01-03","3602.116696284","2528.9440590879","2325.5868699256","409.9078133673","39.1025989304","28.8","8.0067834828","8.7430508596","5.8146582886","6.3541106821","7.2","3.9393666322","1.2","1.1797895887","0.576","0.3136524192","0.47","0.261153192","0.2254787706","0.1188518786","0.0705945912","0","0.004906","","0","0.0000019128","0.0000015052","0.0000016607","","0","0","","8978.9364390595"
"2025-01-04","3673.7435849287","2377.0282104107","2400.5161423992","440.0995272994","39.1025972953","28.8","8.0079884483","8.6383076177","5.6006050754","6.3768922239","7.2","1.5946512147","1.2","1.1800685789","0.576","0.3136124192","0.29","0.266424192","0.1878953495","0.1125971832","0.0705945912","0","0.0042948","","0","0.0000014349","0.0000015057","0.0000016607","","0","0","","9000.9099986286"
"2025-01-05","3765.6223585218","2379.5132464074","2447.7338950916","466.9073448228","39.1025988477","28.8","8.0108235813","8.6389561024","5.6638708617","6.3997108487","7.2","0.652275827","1.2","1.1803583851","0.576","0.3136174192","0.3","0.273828192","0.1922378677","0.1599780302","0.0705945912","0","0.004772","","0","0.0000014349","0.0000017591","0.0000016607","","0","0","","9168.5164722525"
"2025-01-06","3519.171612112","2447.634754213","2230.5945074992","420.1091191753","39.1025997545","28.8","8.0088967771","8.7059090559","5.9078194821","6.4219754897","7.2","0.6682696108","1.2","1.1806476886","0.576","0.3139574192","0.29","0.273810192","0.1898267252","0.1210180542","0.0705945912","0","0.0052984","","0","0.0000014349","0.0000015057","0.0000016607","","0","0","","8726.5466208413"
"2025-01-07","3516.4541985941","2443.2662753947","2255.7828177492","431.5004454664","39.1025977377","28.8","8.0089769901","8.6595156726","5.8223472957","6.4480503723","7.2","0.6731422658","1.2","1.1809368956","0.576","0.3136424192","0.29","0.270387192","0.1896007802","0.1176132426","0.0705945912","0","0.00468","","0","0.0000014349","0.0000017542","0.0000016607","","0","0","","8755.9318275092"
"2025-01-08","3339.6079726895","2469.2063578929","2187.2185091992","392.656640037","39.102597999","28.8","8.0089861275","8.6707848073","5.8042454409","6.4721691302","7.2","1.9471243457","1.2","1.1812248297","0.576","0.3137924192","0.48","0.270780192","0.1879805486","0.1299090811","0.0705945912","0","0.0051388","","0","0.0000014349","0.0000017591","0.0000016716","","0","0","","8499.1108129966"
"2025-01-09","3140.4142057389","2484.5030464697","2024.4099717068","351.8574834394","39.1025985289","28.8","8.0069613273","8.6646243965","5.7728155661","6.4973972532","7.2","4.7260858769","1.2","1.1815065102","0.576","0.3137524192","0.29","0.263490192","0.1795217027","0.1203772408","0.0705945912","0.0042","0.0057936","","0.0000000028","0.0000019128","0.0000015057","0.0000016295","","0","0","","8114.1604316106"
"2025-01-10","3521.7587832856","2417.1195183768","2270.8700668084","411.6931040886","39.1025991953","28.8","8.0113575936","8.6540573239","5.7902599263","6.5207775539","7.2","3.8230321879","1.2","1.1817800765","0.576","0.3137624192","0.29","0.264642192","0.1776236335","0.120877613","0.0705945912","0.0042","0.0056844","","0","0.0000014349","0.0000015047","0.0000016042","","0","0","0","8733.5487258095"
"2025-01-11","3587.1938746217","2405.5322891793","2337.1160507632","419.6289123713","39.1025982572","28.8","8.0082574433","8.6336780373","5.5383939939","6.5432418464","7.2","2.2492638392","1.2","1.1820585679","0.576","0.3136174192","0.29","0.263190192","0.1822140404","0.1115504271","0.0705945912","0.0028","0.0045012","","0","0.0000014349","0.0000017591","0.0000015696","","0","0","","8859.7430915542"
