"Service","EC2-Instances($)","VPC($)","EC2-Other($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","Elastic Load Balancing($)","ElastiCache($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Service Catalog($)","Cost Explorer($)","DynamoDB($)","Route 53($)","Key Management Service($)","S3($)","SQS($)","SNS($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-02-13","12.8496170307","9.3606470974","8.4659563187","14.4","6.8442509975","1.7760479735","1.944","0.0862342864","0.0493402608","0.0042","0.08","0.021312","","0.000996","0.0014219279","0.0000096","0.00001","","0.0000015293","0.0000014438","","0","0","","55.884046466"
"2025-02-14","14.8591729718","9.3605754911","8.4702673449","14.4","7.0148461667","1.7742834065","1.944","0.0860342864","0.0493402608","0.0084","0.09","0.021312","","0.000936","0.0011713642","0.0000064","0.000008","","0.0000015327","0.0000019184","","0","0","","58.0803571435"
"2025-02-15","13.0693521299","9.3605904256","8.4660810958","14.4","7.0785845558","1.7745026215","1.944","0.0861142864","0.0493402608","0.0084","0.09","0.021312","","0.000912","0.0014713911","0.0000072","0.0000075","","0.0000017861","0.00000192","","0","0","","56.350679173"
"2025-02-16","12.7867528517","9.3606168417","8.4715366352","14.4","7.3008467015","1.7755336574","1.944","0.0860342864","0.0493402608","0.007","0.11","0.021312","","0.000804","0.0012667662","0.0000056","0.0000085","","0.0000015339","0.0000014413","","0","0","","56.3150610761"
"2025-02-17","12.5355749275","9.3605813912","8.4704374243","14.4","7.3173335728","1.7756769333","1.944","0.0861142864","0.0493402608","0.0084","0.08","0.021312","","0.000828","0.0012742338","0.0000064","0.000008","","0.0000015327","0.00000192","","0","0","","56.0508908828"
"2025-02-18","12.7240361642","9.3605620957","8.4697974224","14.4","7.2489655198","1.7751680663","1.944","0.0860342864","0.0493402608","0.0084","0.09","0.021312","","0.00084","0.001259222","0.000008","0.0000085","","0.0000015287","0.0000014405","","0","0","","56.1797345068"
"2025-02-19","12.4413933478","9.3605800814","8.4780503759","14.4","7.7933754766","1.7762658163","1.944","0.0860742864","0.0493402608","0.007","0.09","0.021312","","0.000876","0.0013148671","0.0000072","0.000009","","0.0000020346","0.0000019192","","0","0","","56.4496026661"
"2025-02-20","12.5356010988","9.3605818317","8.4854120003","14.4","8.387027887","1.7758010518","1.944","0.0860342864","0.0493402608","0.0056","0.09","0.021312","","0.000978","0.0015268833","0.0000072","0.0000085","","0.000001784","0.0000014421","","0","0","0","57.1432342262"
"2025-02-21","12.5148096545","9.3606059223","8.4437232681","14.4","7.5124760519","1.7756606689","1.944","0.0860342864","0.0493402608","0.0084","0.11","0.021312","","0.000912","0.0012752455","0.0000064","0.000009","","0.0000017798","0.0000019192","","0","0","","56.2285684574"
"2025-02-22","12.4099345491","9.3606084022","8.4210599459","14.4","7.9314697328","1.7745013648","1.944","0.0860742864","0.0493402608","0.0084","0.08","0.021312","","0.000888","0.0012077901","0.0000056","0.000006","","0.0000015251","0.0000014405","","0","0","","56.4888108977"
"2025-02-23","12.9751523896","9.3606051875","8.4267138993","14.4","7.3276131878","1.7751486696","1.944","0.0859542864","0.0493402608","0.0084","0.09","0.021312","","0.0009","0.001209784","0.0000056","0.000008","","0.0000017829","0.0000014413","","0","0","","56.4663664892"
"2025-02-24","14.9220095625","9.3605898103","8.4230790465","14.4","7.303037171","1.7743702482","1.944","0.0860342864","0.0493402608","0.007","0.09","0.021312","","0.000864","0.0011171156","0.0000056","0.0000065","","0.0000015262","0.0000014397","","0","0","","58.3827685672"
"2025-02-25","13.5718500893","9.3606341711","8.4327920423","14.4","7.1880746726","1.7752079142","1.944","0.0860342864","0.0493402608","0.007","0.11","0.021312","","0.000876","0.0010341876","0.0000072","0.0000065","","0.0000020266","0.0000014405","","0","0","","56.9481727914"
"2025-02-26","14.5618933273","9.3605833104","8.4283824396","14.4","7.6113993308","1.775273993","1.944","0.0859542864","0.0493402608","0.0084","0.22","0.021312","","0.000936","0.0015759675","0.0000048","0.0000065","","0.0000012733","0.0000014397","","0","0","","58.4690649288"
"2025-02-27","14.922001226","9.3606514864","8.4205493219","14.4","7.1721777912","1.7760420629","1.944","0.0824228578","0.0493402608","0.0084","0.09","0.021312","","0.00084","0.0011044391","0.0000056","0.0000065","","0.0000012698","0.0000014397","","0","0","","58.2488562556"
"2025-02-28","13.2892618136","9.3605749677","8.464900457","14.4","7.4495662197","1.7758576349","1.944","0.0859142864","0.0493402608","0.0056","0.11","0.021312","","0.000804","0.0011656625","0.000004","0.000006","","0.0000015237","0.0000009614","","0","0","","56.9583097877"
"2025-03-01","13.1635867995","9.3605712499","8.0628667172","14.4","7.5964998241","1.7752730491","1.944","0.0776993536","0.044565396","0","0.09","0.003108","0.2","0.000402","0.0010034097","0.0000064","0","","0.0000012703","0.0000014397","","0","0","","56.7195849091"
"2025-03-02","13.069371286","9.3605899741","8.0516705943","14.4","7.348621192","1.7765693854","1.944","0.0776593536","0.044565396","0","0.08","0.021312","","0.000756","0.0011330106","0.0000048","0","","0.0000015251","0.0000014405","","0","0","","56.1762559576"
"2025-03-03","14.1998080545","9.3606567298","8.0618984809","14.4","6.8704276942","1.7758973425","1.944","0.0776593536","0.044565396","0","0.09","0.021312","","0.000864","0.00110186","0.0000064","0","","0.0000015237","0.0000014397","","0","0","","56.8482002749"
"2025-03-04","13.2579407611","9.3607126557","8.0658809364","14.4","7.0582804679","1.7761803102","1.944","0.0776593536","0.044565396","0","0.09","0.021312","","0.000804","0.0011320863","0.0000064","0","","0.0000015267","0.0000014413","","0","0","","56.0984773352"
"2025-03-05","14.5765858368","9.3607105329","8.0574562391","14.4","6.9223033664","1.7748699126","1.944","0.0776993536","0.044565396","0","0.11","0.021312","","0.000912","0.0011708266","0.0000056","0","","0.0000015253","0.0000014397","","0","0","","57.291594029"
"2025-03-06","13.5403718824","9.360983471","8.0253550858","14.4","7.2910126344","1.7766084697","1.944","0.0776193536","0.044565396","0","0.08","0.021312","","0.000828","0.0010989388","0.0000048","0","","0.0000012738","0.0000014397","","0","0","","56.5637627452"
"2025-03-07","13.0066661101","9.3610134153","8.0310070111","14.4","7.563981036","1.7743818555","1.944","0.0776193536","0.044565396","0","0.09","0.021312","","0.000732","0.0010367607","0.000004","0","","0.0000010158","0.0000014389","","0","0","","56.316321393"
"2025-03-08","13.1007718368","9.3610555497","8.0238324131","14.4","8.9214926999","1.7749471697","1.944","0.0776193536","0.044565396","0","0.09","0.021312","","0.000756","0.0010092173","0.000004","0","","0.0000015232","0.0000009598","","0","0","","57.7613681191"
"2025-03-09","13.1635494694","9.3610009884","8.024075449","14.4","8.3971091516","1.7752205146","1.944","0.0776193536","0.044565396","0","0.13","0.021312","","0.000768","0.0011223058","0.000004","0","","0.0000015237","0.0000009606","","0","0","","57.3403491127"
"2025-03-10","14.5765946884","9.3609974035","8.1088708835","14.4","7.9980498329","1.77588746","1.944","0.0776193536","0.044565396","0.0042","0.1","0.021312","","0.000804","0.0010101654","0.000004","0.0000045","","0.0000015207","0.0000014389","","0","0","","58.4139226429"
"2025-03-11","14.6935069078","9.3610074625","8.1878693122","14.4","8.635386399","1.7747218484","1.944","0.0776593536","0.044565396","0.0042","0.09","0.021312","","0.000783","0.0010343069","0.0000032","0.000005","","0.0000010188","0.0000014405","","0","0","","59.2360566457"
"2025-03-12","13.7867911844","9.3610641163","8.2767097476","14.4","7.6126564591","1.7745121297","1.944","0.0776193536","0.044565396","0.0028","0.09","0.021312","","0.000768","0.0009429775","0.000004","0.0000055","","0.0000015207","0.0000009606","","0","0","","57.3937533455"
"2025-03-13","14.3638201414","9.3610907478","8.3710270361","14.4","7.2262081714","1.7744896729","1.944","0.0776993536","0.044565396","0.0028","0.11","0.021312","","0.000768","0.0010229088","0.000004","0.0000045","","0.0000010188","0.0000009606","","0","0","","57.6988139074"
"2025-03-14","15.1788232752","9.3610667236","8.3722978205","14.4","7.1598806122","1.775727081","1.944","0.0776193536","0.044565396","0.0042","0.08","0.021312","","0.000756","0.0010488018","0.000004","0.000006","","0.0000012708","0.0000014389","","0","0","","58.4213097736"
"2025-03-15","13.9228331009","9.3610821484","8.404017934","14.4","7.6026767397","1.7757854007","1.944","0.0775793536","0.044565396","0.0084","0.09","0.021312","","0.000756","0.0009689569","0.0000048","0.0000045","","0.0000015223","0.0000014397","","0","0","","57.6539892922"
"2025-03-16","12.6982672312","9.3610549335","8.4368589245","14.4","8.125010685","1.7749196211","1.944","0.0776193536","0.044565396","0.007","0.11","0.021312","","0.000756","0.0011027789","0.000004","0.0000045","","0.0000012671","0.0000009606","","0","0","","57.0024776515"
"2025-03-17","14.6136574789","9.3620270391","8.4358989758","14.4","8.0879748227","1.7752161329","1.944","0.0775793536","0.044565396","0.0056","0.08","0.021312","","0.000564","0.0009673682","0.000004","0.000005","","0.0000007659","0.000000959","","0","0","","58.8493732921"
"2025-03-18","13.2948832997","9.3619069026","8.4364353482","14.4","8.2243572627","1.7752885761","1.944","0.0774593536","0.044565396","0.007","0.11","0.021312","","0.000396","0.0008783752","0.0000008","0.000002","","0.0000005049","0.000000479","","0","0","","57.698486298"
"2025-03-19","13.1473293926","9.3620050099","9.4765232774","5.48277889","3.4461503888","1.7751954821","1.944","0.0774543536","0.044565396","0.0014","0.08","0.021312","","0.00036","0.0006663486","","0.0000005","","","","","0","","","44.859741039"
"2025-03-20","12.9562622536","9.3620030264","8.6929139558","2.4","1.5829226007","1.7759055287","1.944","0.0774543536","0.044565396","","0.08","0.021312","","0.00036","0.0004986342","","","","","","","0","0","","38.938197749"
"2025-03-21","12.978402017","9.3611847282","8.6826106076","2.4","1.6597032397","1.7747527076","1.944","0.0774543536","0.044565396","","0.1","0.021312","","0.00036","0.0006703844","","","","","","","0","","","39.0450154341"
"2025-03-22","13.4831663419","9.3611192622","8.681357752","2.4","1.5839169983","1.7748807807","1.944","0.0774543536","0.044565396","","0.08","0.021312","","0.000336","0.0004716679","","","","","","","0","","","39.4525805526"
"2025-03-23","13.2319721732","9.361145268","8.6852918421","14.4","1.5837454974","1.7747229973","1.944","0.0774543536","0.044565396","","0.08","0.021312","","0.000384","0.0005719821","","","","","","","0","","","51.2051655097"
"2025-03-24","12.9808174395","9.3611846824","8.6841328413","14.4","1.5858880884","1.7760811275","1.944","0.0774543536","0.044565396","","0.1","0.021312","","0.00036","0.0005391021","","","","","","","0","0","","50.9763350308"
"2025-03-25","12.6983247667","9.3612403834","8.7024712765","14.4","1.5843933479","1.7740230027","1.944","0.0774543536","0.044565396","","0.08","0.021312","","0.000312","0.0006247127","","","","","","","0","0","","50.6887212395"
"2025-03-26","14.6135562187","9.3612175638","8.6922813149","14.4","1.5846833668","1.7746284113","1.944","0.0774543536","0.044565396","","0.08","0.021312","","0.000336","0.0005775433","","0.0000005","","","","","0","0","","52.5946126684"
"2025-03-27","15.2030936951","9.3612488021","8.6895173381","14.4","1.5840651128","1.7735845898","1.944","0.0774543536","0.044565396","","0.1","0.021312","","0.000336","0.0005987582","0.0000008","","","","0.000000479","","0","0","","53.1997773247"
"2025-03-28","13.6444953231","9.361178522","8.6917748689","14.4","1.5830330854","1.7751921832","1.944","0.0742285472","0.044565396","0.0014","0.08","0.021312","","0.000456","0.0005625448","","","","0.0000002499","","","0","","0","51.6221987205"
"2025-03-29","13.3575737955","9.3612771441","8.688079443","14.4","1.5880194457","1.7761421975","1.944","0.0774543536","0.044565396","","0.08","0.021312","","0.000504","0.0005296137","","","","","","","0","","","51.3394573891"
"2025-03-30","10.1861639222","9.3611398814","8.6867414178","14.4","1.5777169302","1.7744794523","1.944","0.0774543536","0.044565396","","0.1","0.021312","","0.000504","0.0005924683","","","","","","","0","","","48.1746698218"
"2025-03-31","11.4421767346","9.3612459188","8.6866798764","14.4","1.5780042994","1.7749924194","1.944","0.0742285472","0.044565396","","0.08","0.021312","","0.00048","0.0004958286","","","","","","","0","","","49.4081810204"
"2025-04-01","10.9341628653","9.3612132013","8.8619746551","14.4","1.5810249955","1.7763565585","1.944","0.0800349992","0.0460509096","","0.08","0.003552","0.2","0","0.0005838386","","","","0.0000002499","","","0","0","","49.268954273"
"2025-04-02","10.0936348763","9.3612279103","9.2636476865","7.772024305","1.6521526259","1.7763878738","1.944","0.0767016659","0.0460509096","","0.08","0.021312","","0.000528","0.0005796399","","","","","","","0","0","","42.0882474932"
"2025-04-03","9.4011788844","9.3611667989","8.7485731367","2.4","1.6632148925","1.7764318588","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000504","0.0005221815","","","","","","","0","","","35.5429896616"
"2025-04-04","9.1500139867","9.3612346984","8.756386387","2.4","1.6621158908","1.7766184499","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000408","0.0006112637","","","","","","","0","","","35.2987865853"
"2025-04-05","9.0871813991","9.3611796357","8.7584086762","2.4","1.6655384544","1.7762358494","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000504","0.0006442292","0.0000008","","","","0.000000479","","0","0","","35.2410914318"
"2025-04-06","9.0871623928","9.3612768053","8.7583376159","2.4","1.6635985114","1.7766126626","1.944","0.0800349992","0.0460509096","","0.08","0.021312","","0.000504","0.000571231","","","","","","","0","","","35.2194611278"
"2025-04-07","9.1499985296","9.3612175189","8.7602854948","2.4","1.6655231234","1.775495652","1.944","0.0800349992","0.0460509096","","0.08","0.021312","","0.000504","0.0004987313","","","","","","","0","","","35.2849209588"
"2025-04-08","9.0872587972","9.3612851949","8.7834042769","2.4","1.9976738294","1.776399227","1.944","0.0767016659","0.0460509096","","0.1","0.021312","","0.00048","0.0005850089","","","","","","","0","","","35.5951509098"
"2025-04-09","9.0872283267","9.3612045557","8.7643384058","2.4","1.6657727074","1.7749393955","1.944","0.0767016659","0.0460509096","","0.1","0.021312","","0.000456","0.000697046","0.0000008","","","","","","0","0","","35.2427018126"
"2025-04-10","9.0872049785","9.3612694333","8.7674679535","2.4","1.6635634781","1.7773523212","1.944","0.0800349992","0.0460509096","0","0.08","0.021312","","0.000564","0.000610582","0.0000016","","","","0.000000479","","0","0","","35.2294327344"
"2025-04-11","9.0835257647","9.3612213087","8.7681931403","2.4","1.6648852438","1.7758956756","1.944","0.0800349992","0.0460509096","0","0.09","0.021312","","0.000528","0.0006309744","","","","0.0000002499","","","0","","","35.2362782662"
"2025-04-12","8.5847780763","9.3612585504","8.7702008178","2.4","1.6642595607","1.7768494375","1.944","0.0800349992","0.0460509096","","0.08","0.021312","","0.000504","0.0005427361","","","","","","","0","","","34.7297910876"
"2025-04-13","8.5847646243","9.3612531859","8.7679723692","2.4","1.6661577088","1.7758601701","1.944","0.0800749992","0.0460509096","0","0.08","0.021312","","0.0006","0.0005840424","0.0000024","0.000001","","0.000000255","0.000000479","","0","0","","34.7286341435"
"2025-04-14","8.584804539","9.3613186558","8.769492048","2.4","1.6667382006","1.7763834798","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000504","0.0005105801","","","","","","","0","","","34.7511494121"
"2025-04-15","8.5848091043","9.3612959403","8.7714390078","2.4","1.6629395754","1.7770293778","1.944","0.0767016659","0.0460509096","","0.08","0.021312","","0.00054","0.0006732771","0.0000008","","","","0.000000479","","0","0","","34.7267921372"
"2025-04-16","8.5848287141","9.3613372939","8.7773405421","2.4","1.6689777794","1.7746386354","1.944","0.0767416659","0.0460509096","0","0.08","0.021312","","0.000504","0.0005729114","0.0000008","0.000001","","0.000000255","0.000000479","","0","0","","34.7363069858"
"2025-04-17","8.5848141852","9.3612593772","8.7763304566","2.4","1.6682117379","1.7759571992","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000528","0.0006179863","","","","","","","0","","","34.7591168512"
"2025-04-18","8.5848032368","9.3613248397","8.7715859899","2.4","1.6662067012","1.7754410094","1.944","0.0800349992","0.0460509096","","0.08","0.021312","","0.000504","0.000632852","","","","","","","0","","","34.7318965378"
"2025-04-19","8.5779902273","9.3612947279","8.7688841575","2.4","1.6697690527","1.7761950038","1.944","0.0800349992","0.0460509096","0","0.09","0.021312","","0.00048","0.0007147021","","0.0000005","","0.0000002499","","","0","0","","34.73672653"
"2025-04-20","9.0872222283","9.3613597221","8.7834401589","2.4","1.6579450503","1.7766671889","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000528","0.0006382562","","","","","","","0","0","","35.2591985135"
"2025-04-21","8.5847559267","9.3612554666","8.7693525548","2.4","1.662492942","1.7749947999","1.944","0.0800349992","0.0460509096","","0.08","0.021312","","0.000504","0.0006066706","","","","","","","0","","","34.7253602694"
"2025-04-22","8.5849415728","9.3613171687","8.7974740571","2.4","1.6645532378","1.7746586354","1.944","0.0800349992","0.0460509096","","0.1","0.021312","","0.000528","0.0006129488","","","","","","","0","","","34.7754835294"
"2025-04-23","8.584884581","9.3612492184","8.7714689489","2.4","1.6623426917","1.7747666922","1.944","0.0767016659","0.0460509096","0","0.08","0.021312","","0.000528","0.0007222086","","","","0.0000002499","","","0","","","34.7240271662"
"2025-04-24","8.5848473974","9.3613000228","8.7748980161","2.4","1.6614029069","1.7769536352","1.944","0.0804749992","0.0460509096","0","0.12","0.021312","","0.000744","0.0024937007","0.0000168","0.000015","","0.0000010355","0.0000009657","","0","0","","34.7745113891"
"2025-04-25","8.5848052586","9.3612343735","8.7714464078","2.4","1.6623114909","1.7768060386","1.944","0.0813949992","0.0460509096","0","0.11","0.021312","","0.000933","0.0067941935","0.0000552","0.000048","","0.000002108","0.000001941","","0","0","","34.7671959207"
"2025-04-26","8.5847906048","9.3612725534","8.7704195061","2.4","1.6606433266","1.7752362568","1.944","0.0807549992","0.0460509096","0","0.08","0.021312","","0.000948","0.0052839108","0.0000416","0.000037","","0.0000018243","0.0000014561","","0","0","","34.7307939477"
"2025-04-27","8.5847804197","9.3612381495","8.769589311","2.4","1.6642374602","1.7773729296","1.944","0.0804749992","0.0460509096","0","0.11","0.021312","","0.000936","0.0025622262","0.0000176","0.000015","","0.0000015421","0.0000014429","","0","0","","34.76258999"
"2025-04-28","8.5848211296","9.3612405919","8.7744592666","2.4","1.6636080703","1.7760653304","1.944","0.0807549992","0.0460509096","0","0.09","0.021312","","0.000948","0.0037951117","0.0000288","0.000019","","0.0000015576","0.0000014389","","0","0","0","34.7471062058"
"2025-04-29","8.5849654482","9.3611746938","8.7965989804","2.4","1.6636774205","1.7754253142","1.944","0.0773816659","0.0460509096","0.0042","0.09","0.021312","","0.000888","0.0033536717","0.0000248","0.000023","","0.0000015503","0.0000014473","","0","0","","34.7690789019"
"2025-04-30","8.5848028231","9.3612452402","8.7777998334","2.4","1.6655694706","1.7758248466","1.944","0.0814749992","0.0460509096","0.0042","0.09","0.021312","","0.001152","0.0070533765","0.0000576","0.0000435","","0.0000021114","0.0000019428","","0","0","","34.7605906534"
"2025-05-01","8.5857410206","9.3611824038","8.6319328983","2.4","1.6261096851","1.7909635094","1.944","0.0788543536","0.044565396","0","0.09","0.003552","0.2","0.000855","0.0058378664","0.0000464","0","","0.0000021098","0.0000019419","","0","0","","34.7636445849"
"2025-05-02","8.5848509848","9.3612823859","8.6234618494","2.4","1.6528515448","1.7884789285","1.944","0.0776943536","0.044565396","0","0.1","0.021312","","0.00078","0.0016323911","0.0000096","0","","0.0000010218","0.0000009614","","0","0","","34.6009214173"
