"Service","EC2-Other($)","EC2-Instances($)","VPC($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","EC2 Container Registry (ECR)($)","Route 53($)","S3($)","Key Management Service($)","SQS($)","SNS($)","Step Functions($)","Glacier($)","Simple Workflow Service($)","DynamoDB($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-02-07","15.2938680724","8.4758567968","3.9600055444","2.4","1.8437541642","1.5570550758","0.1004050008","0.09","0","0.029357724","","0.0062078748","0.000984","0.000008","0","0.0000015352","","0.0000019208","0.0000000576","","0","0","","33.7575057668"
"2025-02-08","15.2943702842","8.444438933","3.9600094235","2.4","1.8371611178","1.5561264226","0.1004500008","0.13","0","0.029357724","","0.0063526224","0.00102","0.000008","0","0.0000017871","","0.0000014429","0.0000000576","","0","0","","33.7592978159"
"2025-02-09","15.2937485808","8.4130102057","3.9600043677","2.4","1.8447695318","1.5527861375","0.1004500008","0.09","0.0042","0.029357724","","0.0062045523","0.000984","0.0000064","0.000009","0.0000017889","","0.0000014421","0.0000000576","","0","0","","33.6955337892"
"2025-02-10","15.2954996592","8.6956570748","3.9600029476","2.4","1.8447741885","1.5630585487","0.0962383341","0.09","0.0042","0.029357724","","0.0065826777","0.000972","0.0000088","0.0000095","0.0000017821","","0.0000019216","0.0000000576","","0","0","","33.9863652159"
"2025-02-11","15.3067718291","8.4730491504","3.9600021837","2.4","1.8404755262","1.5565470667","0.1004050008","0.09","0.0028","0.029357724","","0.0062312892","0.000972","0.0000072","0.000012","0.0000015327","","0.0000014454","0.0000000576","","0","0","","33.7666340058"
"2025-02-12","15.2939609911","8.507212298","3.9600052139","2.4","1.8433380083","1.5569325502","0.0962833341","0.1","0.0042","0.029357724","","0.0064081175","0.000996","0.0000088","0.00001","0.0000015341","","0.000001443","0.0000000576","","0","0","","33.7987160718"
"2025-02-13","15.2946246229","8.7270626229","3.9600021354","2.4","1.8419035132","1.555918599","0.1004050008","0.09","0.0042","0.029357724","","0.0062958781","0.000972","0.000008","0.00001","0.0000017909","","0.0000014429","0.0000000576","","0","0","","34.0107633877"
"2025-02-14","15.2954074001","8.9468379082","3.9600015904","2.4","1.8365107132","1.5576592583","0.1003600008","0.09","0.0084","0.029357724","","0.0061976445","0.000972","0.0000072","0.000008","0.0000017782","","0.0000014405","0.0000000576","","0","0","","34.2317227158"
"2025-02-15","15.2962313686","8.6642449148","3.9600020168","2.4","1.8408057974","1.555987439","0.1004050008","0.09","0.0084","0.029357724","","0.0062001369","0.000972","0.0000056","0.0000085","0.0000017831","","0.00000192","0.0000000576","","0","0","","33.952624259"
"2025-02-16","15.2979134627","8.6369973554","3.9600020143","2.4","1.841173444","1.5572293632","0.1004050008","0.11","0.0056","0.029357724","","0.0061138654","0.000972","0.0000064","0.0000085","0.0000015295","","0.0000014413","0.0000000576","","0","0","","33.9457821582"
"2025-02-17","15.2990611349","8.6014411463","3.9600066864","2.4","1.834925943","1.5589159168","0.1003150008","0.08","0.007","0.029357724","","0.0063105386","0.000972","0.0000064","0.000008","0.0000017812","","0.00000192","0.0000000576","","0","0","","33.8783242496"
"2025-02-18","15.3028755072","8.5386840709","3.9600230858","2.4","1.8390811236","1.5575390796","0.1004050008","0.09","0.0084","0.029357724","","0.0061394906","0.000972","0.0000072","0.0000095","0.0000017831","","0.0000014413","0.0000000576","","0","0","","33.8334970645"
"2025-02-19","15.3028577916","8.4758682416","3.9600026087","2.4","1.8388058573","1.5573535051","0.1003150008","0.09","0.0084","0.029357724","","0.0062209982","0.00096","0.000008","0.0000095","0.0000015327","","0.0000019192","0.0000000576","","0","0","","33.7701627368"
"2025-02-20","15.3055765998","8.6328655735","3.9600053511","2.4","1.8413071801","1.5561257652","0.1004050008","0.09","0.0084","0.029357724","","0.0062022282","0.000972","0.000008","0.0000075","0.0000020302","","0.0000014405","0.0000000576","","0","0","0","33.931236451"
"2025-02-21","15.3074308536","8.6328879363","3.9600055027","2.4","1.8391459324","1.5575873286","0.1003600008","0.1","0.0056","0.029357724","","0.0062456718","0.000972","0.000008","0.000008","0.0000015347","","0.00000192","0.0000000576","","0","0","","33.9396124625"
"2025-02-22","15.3042527871","8.4758498072","3.9600055433","2.4","1.8427669134","1.5554731678","0.1003600008","0.09","0.007","0.029357724","","0.0060362543","0.000948","0.0000056","0.0000075","0.0000015248","","0.0000014413","0.0000000576","","0","0","","33.7720663216"
"2025-02-23","15.3043039871","8.570037161","3.9600089715","2.4","1.8388096277","1.5562723871","0.1002700008","0.08","0.0084","0.029357724","","0.0060591629","0.000948","0.0000056","0.000007","0.0000020266","","0.0000019192","0.0000000576","","0","0","","33.8544836255"
"2025-02-24","15.3077110434","8.9468589241","3.9600026689","2.4","1.8452631559","1.5593865335","0.1003600008","0.09","0.0098","0.029357724","","0.0061701995","0.000924","0.0000064","0.0000075","0.0000015281","","0.0000014405","0.0000000576","","0","0","","34.2558511763"
"2025-02-25","15.3491856672","8.884188463","3.9600027281","2.4","1.8393952751","1.555916128","0.1003150008","0.11","0.0042","0.029357724","","0.0060656249","0.000924","0.0000064","0.0000075","0.0000017768","","0.0000014413","0.0000000576","","0","0","","34.2395677868"
"2025-02-26","15.3173468644","8.8526324934","3.96000288","2.4","1.8412494915","1.5540112041","0.1003150008","0.23","0.007","0.029357724","","0.0061169551","0.000924","0.0000048","0.0000075","0.0000015269","","0.0000014405","0.0000000576","","0","0","","34.2989719383"
"2025-02-27","15.314707427","8.9468742156","3.9600028153","2.4","1.8391056712","1.5551598104","0.0961933341","0.09","0.0098","0.029357724","","0.0061158117","0.000936","0.0000048","0.000006","0.0000015267","","0.0000014405","0.0000000576","","0","0","","34.2482666341"
"2025-02-28","15.3128683086","8.8213886997","3.9600233648","2.4","1.8392571215","1.5470348868","0.1003150008","0.11","0.007","0.029357724","","0.0061189495","0.000936","0.000004","0.0000065","0.0000015265","","0.0000014397","0.0000000576","","0","0","","34.1343135795"
"2025-03-01","14.6278226661","8.7898400599","3.9600075851","2.4","1.8422343186","1.5453174943","0.0905925816","0.08","0","0.0265166592","0.2","0.0054957196","0.000561","0","0","0.0000012703","","0.0000014405","0","","0","0","","33.5683907952"
"2025-03-02","14.6280777589","8.6956361766","3.9600095112","2.4","1.8408329664","1.5473176326","0.0906375816","0.09","0","0.0265166592","","0.0055158986","0.000936","0.0000048","0","0.0000017777","","0.0000014397","0.0000000528","","0","0","","33.2854882553"
"2025-03-03","14.6314882842","8.7270632433","3.9600100385","2.4","1.8434007311","1.5492568655","0.0905925816","0.09","0","0.0265166592","","0.0054412924","0.000948","0.0000056","0","0.0000015253","","0.0000014397","0.0000000528","","0","0","","33.3247263136"
"2025-03-04","14.6895682327","8.8215352409","3.9600067726","2.4","1.8385360902","1.5498260495","0.0905925816","0.09","0","0.0265166592","","0.005502563","0.000948","0.0000048","0","0.0000015265","","0.0000014405","0.0000000528","","0","0","","33.4730400095"
"2025-03-05","14.6319538363","8.8525586508","3.9600212244","2.4","1.8454919564","1.5505957715","0.0905925816","0.11","0","0.0265166592","","0.0056007426","0.000936","0.0000048","0","0.0000015253","","0.0000014405","0.0000000528","","0","0","","33.4742752414"
"2025-03-06","14.6528999086","8.8525465461","3.9600027706","2.4","1.8427116184","1.5487753753","0.0905925816","0.08","0","0.0265166592","","0.0054321189","0.000936","0.000004","0","0.0000012671","","0.0000009598","0.0000000528","","0","0","","33.4604198584"
"2025-03-07","14.6564877293","8.789803392","3.9600022181","2.4","1.84065529","1.5475704022","0.0905475816","0.09","0","0.0265166592","","0.0054258839","0.000918","0.0000048","0","0.0000012738","","0.0000009606","0.0000000528","","0","0","","33.4079342435"
"2025-03-08","14.638967458","8.726941147","3.9600050646","2.4","1.8397204975","1.5494477257","0.0905475816","0.09","0","0.0265166592","","0.0054771498","0.000936","0.000004","0","0.0000012657","","0.0000014389","0.0000000528","","0","0","","33.3285660408"
"2025-03-09","14.6399519268","8.7269315758","3.9600019005","2.4","1.8426908796","1.5424478447","0.0905475816","0.13","0","0.0265166592","","0.0055099458","0.000912","0.000004","0.0000055","0.0000015221","","0.0000009606","0.0000000528","","0","0","","33.3655223495"
"2025-03-10","14.6423185659","8.8525650314","3.9600056575","2.4","1.8436731644","1.7891995324","0.0905475816","0.1","0.0035","0.0265166592","","0.0053493246","0.000954","0.0000032","0.0000045","0.0000015218","","0.0000014397","0.0000000528","","0","0","","33.7146402313"
"2025-03-11","14.6636090623","8.9154703122","3.960011057","2.4","1.8406879799","1.5578951637","0.0905475816","0.09","0.0028","0.0265166592","","0.0053956712","0.00093","0.0000048","0.0000055","0.0000010174","","0.0000009598","0.0000000528","","0","0","","33.5538758171"
"2025-03-12","14.6505298731","8.9154408927","3.960016828","2.4","1.8397425402","1.5498368133","0.0905475816","0.09","0.0042","0.0265166592","","0.0054165236","0.0009","0.0000048","0.000005","0.0000012722","","0.0000014389","0.0000000528","","0","0","","33.5331602756"
"2025-03-13","14.6529901133","8.9153933409","3.9600151896","2.4","1.8419272712","1.5481231534","0.0867841407","0.11","0.0035","0.0265166592","","0.0054470839","0.00093","0.000004","0.0000055","0.0000010174","","0.0000014389","0.0000000528","","0","0","","33.5516389613"
"2025-03-14","14.6510794023","8.9153472161","3.9600128965","2.4","1.8381427886","1.5459575449","0.0905475816","0.08","0.0035","0.0265166592","","0.0053316414","0.000936","0.000004","0.0000055","0.0000015207","","0.0000009598","0.0000000528","","0","0","","33.5173837639"
"2025-03-15","14.650984943","8.9153600868","3.9600123017","2.4","1.8419553186","1.5470309608","0.0905475816","0.09","0.0028","0.0265166592","","0.0053896596","0.000912","0.0000056","0.0000055","0.0000012738","","0.0000014397","0.0000000528","","0","0","","33.5315233776"
"2025-03-16","14.6517683426","8.444383149","3.9600114644","2.4","1.8382010081","1.5462754104","0.0905475816","0.11","0.007","0.0265166592","","0.0055691145","0.000924","0.0000032","0.0000045","0.0000012673","","0.0000014389","0.0000000528","","0","0","","33.0812071888"
"2025-03-17","14.6534601587","8.8525631779","3.9600098016","2.4","1.8356968491","1.544947769","0.0905025816","0.09","0.007","0.0265166592","","0.0053336284","0.000648","0.000004","0.000004","0.0000010158","","0.0000014381","0.0000000528","","0","0","","33.4666891322"
"2025-03-18","15.1858616656","8.7774481266","3.9600080726","2.4","1.8424638323","1.5435119403","0.0906475816","0.1","0.0056","0.0265166592","","0.0052944775","0.000408","0.0000024","0.0000110195","0.0000007548","","0.000000479","0.0000000528","","0","0","","33.9377750618"
"2025-03-19","14.6006474844","8.7237019813","3.9600076447","2.4","1.8437632267","1.4674291486","0.0903225816","0.09","0.0028","0.0265166592","","0.0049677105","0.00036","","","","","0.000000479","0.0000000528","","0","0","","33.2105169688"
"2025-03-20","14.5867196257","8.7270887645","3.9600123234","2.4","1.8376302121","1.4680530954","0.0903225816","0.08","","0.0265166592","","0.0049328768","0.000384","","","","","","0.0000000528","","0","","","33.1816601915"
"2025-03-21","14.5841247284","8.7493899423","3.9600123368","2.4","1.8437943227","1.4709731021","0.0903225816","0.1","","0.0265166592","","0.0050649722","0.00036","","","","","","0.0000000528","","0","0","","33.2305586981"
"2025-03-22","14.5851004162","8.7056323548","3.9600118165","2.4","1.8394517749","1.469732638","0.0903225816","0.08","","0.0265166592","","0.0049016966","0.00036","","","","","","0.0000000528","","0","","","33.1620299906"
"2025-03-23","14.5847495686","8.6998209423","3.9600100294","2.4","1.841343221","1.4706610865","0.0903225816","0.08","","0.0265166592","","0.004939539","0.000384","","","","","","0.0000000528","","0","","","33.1587476804"
"2025-03-24","14.5890757055","8.7270209885","3.9600086411","2.4","1.8434939278","1.4688298241","0.0903225816","0.1","","0.0265166592","","0.0050389178","0.00036","","","","","","0.0000000528","","0","0","","33.2106672984"
"2025-03-25","14.6069769919","8.6792210556","3.9600074332","2.4","1.839936792","1.4697523343","0.0903225816","0.08","","0.0265166592","","0.0049239328","0.000384","","","","","","0.0000000528","","0","0","","33.1580418334"
"2025-03-26","14.6301165048","8.8499161132","3.960003162","2.4","1.8428314143","1.4661301619","0.0903225816","0.08","","0.0265166592","","0.0049508042","0.00036","","0.0000005","0.000000255","","","0.0000000528","","0","","","33.351148209"
"2025-03-27","14.6146838742","8.971145471","3.9600048522","2.4","1.8377736","1.4674119432","0.0903225816","0.1","0.0014","0.0265166592","","0.0049904763","0.00036","","","","","","0.0000000528","","0","","","33.4746095105"
"2025-03-28","14.6002661463","8.8840135045","3.9600048604","2.4","1.8426447909","1.464339383","0.0865591407","0.08","0.0014","0.0265166592","","0.0050235918","0.00048","","","","","","0.0000000528","","0","","0","33.3512481296"
"2025-03-29","14.591946897","8.73590617","3.9600036679","2.4","1.8417473083","1.4644860571","0.0903225816","0.08","","0.0265166592","","0.0049168232","0.000528","","","","","","0.0000000528","","0","","","33.1963742171"
"2025-03-30","14.5925741988","8.4758015214","3.9600024514","2.4","1.8393479298","1.4597970327","0.0903225816","0.1","","0.0265166592","","0.0049707617","0.000552","","","","","","0.0000000528","","0","0","","32.9498851894"
"2025-03-31","14.5952179204","8.4443822387","3.9600021921","2.4","1.8415187836","1.4616219332","0.0865591407","0.08","","0.0265166592","","0.0049320551","0.000528","","","","","","0.0000000528","","0","","","32.9012789758"
"2025-04-01","14.8363162683","8.5021996672","3.9600030058","2.4","1.8447233859","1.6474043471","0.0933333336","0.08","0","0.0274005456","0.2","0.0050530197","0.000072","","","","","","0.0000000552","","0","","","33.5965056284"
"2025-04-02","14.8648634554","8.4062173735","3.9600050475","2.4","1.8395487606","1.7020221983","0.0894444447","0.08","","0.0274005456","","0.0051092051","0.000528","","","","","","0.0000000552","","0","","","33.3751390859"
"2025-04-03","14.8168536747","8.3744208632","3.9600054188","2.4","1.841704396","1.4682056672","0.0933333336","0.1","","0.0274005456","","0.005104043","0.000504","","","","","","0.0000000552","","0","","","33.0875319973"
"2025-04-04","14.8132209839","8.4129773671","3.9600070927","2.4","1.8427532369","1.4674995401","0.0933333336","0.1","","0.0274005456","","0.0051108256","0.00054","","0","","","","0.0000000552","","0","0","","33.1228429807"
"2025-04-05","14.8141873061","8.3501823636","3.9600091448","2.4","1.8413931472","1.4659475398","0.0933783336","0.1","0","0.0274005456","","0.0051350386","0.000528","0.0000008","0","","","","0.0000000552","","0","","","33.0581622745"
"2025-04-06","14.8144732244","8.3450349711","3.9600054192","2.4","1.8373459747","1.4654197883","0.0933333336","0.08","","0.0274005456","","0.0051894317","0.000528","","","","","","0.0000000552","","0","","","33.0287307438"
"2025-04-07","14.8383714529","8.4130071183","3.9600122622","2.4","1.8453140979","1.7959873958","0.0933333336","0.08","","0.0274005456","","0.0050863235","0.000552","","","","","","0.0000000552","","0","","","33.459064585"
"2025-04-08","14.854074361","8.350317675","3.9600015321","2.4","1.8411962667","1.4626817849","0.0894444447","0.1","","0.0274005456","","0.0050801181","0.000552","","","","","","0.0000000552","","0","","","33.0907487833"
"2025-04-09","14.8190631433","8.3815948976","3.9600015886","2.4","1.8371695226","1.4639279695","0.0895094447","0.1","0","0.0274005456","","0.0051210425","0.000534","","","","","","0.0000000552","","0","0","","33.0843222096"
"2025-04-10","14.8216740793","8.350167633","3.960001606","2.4","1.8395567072","1.7235521585","0.0933783336","0.08","0","0.0274005456","","0.0050825847","0.000552","0.0000008","0.000001","0.0000002499","","","0.0000000552","","0","0","","33.301367753"
"2025-04-11","14.8237651506","8.3501997448","3.9600017523","2.4","1.8453214028","1.4649168251","0.0933333336","0.08","0","0.0274005456","","0.0051576141","0.000576","0.0000008","","0.0000002499","","","0.0000000552","","0","0","","33.050673474"
"2025-04-12","14.8277757405","8.3501769695","3.9600050695","2.4","1.8454716044","1.4977848296","0.0933333336","0.08","","0.0274005456","","0.0051233264","0.000552","","","","","","0.0000000552","","0","","","33.0876234743"
"2025-04-13","14.8325890481","8.3501760189","3.9600016907","2.4","1.8412509875","1.5144824048","0.0933783336","0.09","0","0.0274005456","","0.0050997951","0.000612","0.0000008","0.000002","0.000000255","","","0.0000000552","","0","0","","33.1149939345"
"2025-04-14","14.8321888734","8.350181796","3.960002305","2.4","1.8389995141","1.5189326714","0.0933333336","0.1","0","0.0274005456","","0.0050776061","0.000528","","","","","","0.0000000552","","0","","","33.1266447004"
"2025-04-15","14.8349398474","8.3501984536","3.960002914","2.4","1.8403954809","1.8510735592","0.0894444447","0.08","0","0.0274005456","","0.0051390539","0.0006","0.0000008","0.000001","","","","0.0000000552","","0","0","","33.4391961545"
"2025-04-16","14.8539869912","8.3501792551","3.9600048885","2.4","1.8411902838","1.465312287","0.0894894447","0.09","0","0.0274005456","","0.0050657922","0.000564","0.0000008","0.000001","0.000000255","","","0.0000000552","","0","","","33.0831955983"
"2025-04-17","14.8602788988","8.3489822888","3.9600060847","2.4","1.8419020335","1.4806772055","0.0933333336","0.1","","0.0274005456","","0.0050725726","0.000552","","","","","","0.0000000552","","0","","","33.1182050183"
"2025-04-18","14.8445607185","8.3502137717","3.960004494","2.4","1.839527873","1.5348815494","0.0933333336","0.08","","0.0274005456","","0.0050534244","0.000552","","","","","","0.0000000552","","0","","","33.1355277654"
"2025-04-19","14.8403406495","8.3502122425","3.9600021082","2.4","1.843887547","1.5082279244","0.0933333336","0.08","0","0.0274005456","","0.0050671301","0.000528","","0.0000005","0.0000002499","","","0.0000000552","","0","0","","33.109000286"
"2025-04-20","14.8523569706","8.3502865314","3.9600018684","2.4","1.8416777425","1.4668640198","0.0933333336","0.1","","0.0274005456","","0.0051838194","0.000552","","","","","","0.0000000552","","0","0","","33.0976568865"
"2025-04-21","14.8377827339","8.3501651764","3.9600021907","2.4","1.8386481654","1.4714816827","0.0933333336","0.08","","0.0274005456","","0.0050962713","0.000552","","","","","","0.0000000552","","0","","","33.0644621548"
"2025-04-22","14.8784740601","8.3504626171","3.9600017419","2.4","1.8383097404","1.4730430612","0.0933333336","0.1","","0.0274005456","","0.0050645456","0.000552","","","","","","0.0000000552","","0","","","33.1266417007"
"2025-04-23","14.8451687911","8.3502701557","3.960002821","2.4","1.8429354463","1.468712737","0.0894444447","0.08","0","0.0274005456","","0.0050307154","0.000552","","","","","","0.0000000552","","0","","","33.069517712"
"2025-04-24","14.8460257165","8.35028003","3.960005826","2.4","1.8392126373","1.684140891","0.0938283336","0.11","0","0.0274005456","","0.0069448271","0.000828","0.0000176","0.000016","0.0000010355","","0.0000009648","0.0000000552","","0","0","","33.3187024626"
"2025-04-25","14.8448692508","8.3502392715","3.9600100789","2.4","1.8400464682","1.4702973901","0.0949083336","0.11","0","0.0274005456","","0.0112434161","0.00126","0.0000448","0.0000515","0.0000021064","","0.0000019419","0.0000000552","","0","0","","33.1103751583"
"2025-04-26","14.844944863","8.3502347937","3.9600038832","2.4","1.8396147473","1.4624973897","0.0945033336","0.09","0","0.0274005456","","0.0096160204","0.001032","0.0000424","0.0000395","0.0000015773","","0.0000014561","0.0000000552","","0","0","","33.0799325651"
"2025-04-27","14.8421803117","8.3502333291","3.9600030466","2.4","1.8396501293","1.4817584958","0.0937833336","0.1","0","0.0274005456","","0.0070448076","0.000984","0.0000176","0.0000155","0.0000015351","","0.0000019216","0.0000000552","","0","0","","33.1030746112"
"2025-04-28","14.8450464835","8.3502508467","3.9600019857","2.4","1.8395882466","1.4805498494","0.0935583336","0.09","0","0.0274005456","","0.0081180577","0.001032","0.0000288","0.0000265","0.0000012925","","0.0000019276","0.0000000552","","0","0","0","33.0956049241"
"2025-04-29","14.8720084173","8.3504113933","3.9600021169","2.4","1.8453487664","1.4820988054","0.0901194447","0.09","0.0042","0.0274005456","","0.0078825662","0.001044","0.0000256","0.0000225","0.0000015488","","0.0000014481","0.0000000552","","0","0","","33.1305672079"
"2025-04-30","14.8790623629","8.3502242028","3.9600017894","2.4","1.838863759","1.4790660638","0.0949533336","0.09","0.0042","0.0274005456","","0.0113991241","0.001296","0.0000576","0.000054","0.0000021094","","0.0000019428","0.0000000552","","0","0","","33.1365828886"
"2025-05-01","14.6564875293","8.3502369591","3.9600017798","2.4","1.8424124734","1.4572814415","0.0918975816","0.09","0","0.0265166592","1","0.0111615156","0.00126","0.000056","0","0.0000021075","","0.0000019419","0","","0","0","","33.8873159889"
"2025-05-02","14.6401646718","8.3502695963","3.960003522","2.4","1.8446059582","1.4585526109","0.0905925816","0.1","0","0.0265166592","","0.0059961096","0.000912","0.0000096","0","0.0000010218","","0.0000009614","0.0000000528","","0","0","","32.8776253456"
