"Service","Relational Database Service($)","EC2-Instances($)","EC2-Other($)","API Gateway($)","DynamoDB($)","CloudWatch($)","DocumentDB (with MongoDB compatibility)($)","S3($)","DynamoDB Accelerator (DAX)($)","Lambda($)","Elastic Load Balancing($)","OpenSearch Service($)","VPC($)","Elastic Container Service for Kubernetes($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SES($)","Route 53($)","Athena($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2024-08-18","5558.2244667531","1025.5338447859","819.1722124354","515.08280348","68.1164176749","58.2354644986","48.010450446","67.6972951668","33.576","57.4475789116","32.948371187","25.148706355","26.9392756473","2.4","2.4116379024","1.0303139616","1.298944036","0.226296","","0.036698064","0.01","0.0126","0.0035732","0.0001212241","0.0000019128","0.0000018083","","0","0","0","","","8343.5630754508"
"2024-08-19","5563.0303309706","1024.5948344217","822.8304096884","515.46838966","68.5303027055","58.342895862","48.0104541893","68.1937882439","33.576","57.5084148386","33.1504335677","25.1487053139","27.0179592827","2.4","2.4125029024","1.0303139616","0.6691601629","0.2287268","","0.036578064","0.01","0.0126","0.0035728","0.0001439178","0.0000014349","0.0000018202","","0","0","0","","","8352.2065206081"
"2024-08-20","5569.9330225921","1031.3882398954","829.7296501664","521.9416847389","68.4798353087","59.039401666","48.0104713191","68.6121071745","33.576","58.0813109538","33.7003285104","25.1487098332","27.3209712598","2.4","2.4158679024","1.0320534361","0.9246531879","0.232304","","0.036578064","0.01","0.0196","0.003614","0.0002665763","0.0000019128","0.0000020732","","0","0","0","","","8382.036674571"
"2024-08-21","5569.7017228147","1027.4245511999","835.6559605573","524.3117322034","68.427934803","59.2122627565","48.0104766451","69.1286388269","33.576","58.3740014754","34.0720349549","25.1487056824","27.5291382079","2.4","2.4146029024","1.037375063","0.8423614685","0.225196","","0.036500064","0.01","0.0175","0.0036176","0.0002637692","0.0000014349","0.0000015553","","0","0","0","","","8387.5605799847"
"2024-08-22","5561.8541557502","1036.2879380084","845.6577693959","522.2899088286","68.6886788731","59.7110594431","48.0105445823","69.5410923595","33.576","58.1542809448","34.0033423589","25.1486900173","27.5190103096","2.4","2.3614173648","1.0445010176","1.6497343628","0.230152","","0.036587064","0.01","0.0168","0.0035948","0.0001888125","0.0000019128","0.0000020734","","0","0","0","","","8398.1954502796"
"2024-08-23","5521.9655825694","1045.3956543277","851.3972497398","528.9413588071","71.7123502577","60.622301324","48.0110310631","70.1039199701","33.576","58.7647043172","34.3617089546","25.1486827636","27.7201661125","2.4","2.4159479024","1.0452120048","1.5106214916","0.2297232","","0.035378064","0.01","0.0189","0.0036232","0.000188298","0.0000019128","0.0000018083","","0","0","0","","","8385.3903080887"
"2024-08-24","5528.2496184569","1048.2942077916","853.167622489","530.04560168","69.1076463639","60.5973416528","48.0113084143","70.5161448914","33.576","58.8370920634","34.2708298864","25.1486821417","27.7111405039","2.4","2.4164029024","1.0452120048","0.6745177314","0.2295596","","0.036098064","0.01","0.0196","0.0035896","0.0001754513","0.0000019128","0.0000018198","","0","0","0","","","8394.3683954218"
"2024-08-25","5532.359786197","1042.4280778969","840.1312926048","509.57257036","68.8448512033","58.8793447854","48.0113075576","70.9477853369","33.576","56.9193323977","32.8874399767","25.1486821303","26.9097165244","2.4","2.4173729024","1.0452120048","0.8394053282","0.2289392","","0.035858064","0.01","0.0203","0.0036048","0.0002184514","0.0000014349","0.0000020732","","0","0","0","","","8353.6171012299"
"2024-08-26","5543.7823051677","1056.5004027297","829.1117541172","508.9443525899","69.1872820522","58.9613958121","48.0113104521","71.2454319026","33.576","56.9383838929","32.9879881653","25.148682356","26.9592630705","2.4","2.4150129024","1.0462658316","0.5577688687","0.2312672","","0.036104064","0.01","0.0168","0.003622","0.00016","0.0000019128","0.0000018083","","0","0","0","","","8368.071556896"
"2024-08-27","5546.8211122305","1086.1897447068","828.0870993842","517.6334435332","70.9964919284","59.6721236192","48.0130421305","71.7065447705","33.576","57.6891744809","33.7601318973","25.1486816666","27.3269095581","2.4","2.4157929024","1.0511696271","0.6401099338","0.22703","","0.034661064","0.01","0.0175","0.0036168","0.0001864521","0.0000019128","0.0000018198","","0","0","0","","","8413.4205704182"
"2024-08-28","5549.7765818239","1073.0239731249","828.8901810685","502.4056972172","71.7524418415","58.5643877292","48.0171222986","72.2272830569","33.576","56.2529497014","33.2419456584","25.1486814934","26.7514093076","2.4","2.3632673648","1.0636397363","0.880394211","0.228998","","0.035978064","0.01","0.0168","0.0036356","0.0001747246","0.0000014349","0.0000018083","","0","0","0","","","8386.6315452654"
"2024-08-29","5554.5980917839","1131.2572156004","835.8930217647","476.3494609553","69.4855667835","56.5410206857","48.0280880401","73.0424694146","33.576","53.9458956676","32.9405919243","25.1486883263","25.797905709","2.4","2.4157179024","1.0759276206","0.6948142875","0.2339888","","0.035702064","0.01","0.0154","0.0036244","0.0001482246","0.0000014349","0.0000020732","","0","0","0","","","8423.4893434626"
"2024-08-30","5556.9820577939","1121.5168205281","846.8466009765","395.4605498186","69.378766274","50.1171714535","48.0403993235","74.7244749581","33.576","46.6751734562","34.2079053425","25.1486878784","23.3929831788","2.4","2.4101229024","1.0801669008","0.7629608408","0.229934","0.541785","0.036194064","","0.0077","0.0035872","0.000096","0.0000019128","0.0000012902","","0","0","0","","","8333.5401410931"
"2024-08-31","5560.6555127545","1118.943409448","854.8209638398","407.3965915168","69.5141254778","50.947577229","48.0557323516","73.9032135403","33.576","47.7939802957","35.35639354","25.1486856278","23.7906508629","2.4","2.4085929024","1.0801669008","0.6849033189","0.2299988","","0.036686064","0.02","0.0091","0.0035696","0.0000535","0.0000009566","0.0000013015","","0","0","0","","","8356.7759098284"
"2024-09-01","5624.8969639306","1116.914510332","873.8957128705","595.8628116536","47.8931805038","47.6584120576","48.0697129551","54.9454402407","33.576","44.8126771251","35.0073585434","25.2477618719","23.7455499191","2.4","2.4513233336","1.116172464","0.6725454288","0.4210364","","0.0376533336","0.01","0","0.0035564","0","0.0000019128","0.00000129","","0","0","0","","","8579.6383825662"
"2024-09-02","5635.6828052608","1121.1460181227","881.6823441778","587.4940668684","70.2559077769","51.6069420739","48.057157624","55.0523600591","33.576","46.5183943482","34.8889198529","25.2477624327","23.8957617512","2.4","2.4497133336","1.1168244981","1.0232535701","0.2245924","","0.0376533336","0.01","0","0.0035772","0.0000020194","0.0000014349","0.0000015549","","0","0","0","","","8622.3700596932"
"2024-09-03","5645.2496083885","1115.913985434","889.6842682238","487.9634994756","70.2862171199","54.9659969855","48.0547218845","55.0380931545","33.576","48.5020662309","35.8473180223","25.2477628161","24.2295984245","2.4","2.4500383336","1.1170083432","0.7682778371","0.2162892","","0.0376533336","","0","0.0035824","0.0000022419","0.0000014349","0.0000018085","","0","0","0","","","8541.5519910929"
"2024-09-04","5655.0103497338","1106.8705837884","889.6773422931","480.8598826758","70.7922798975","51.6200077838","48.0595573924","55.178534026","33.576","48.0300787608","34.9492531953","25.2477627773","23.7884647354","2.4","2.4502933336","1.1179575131","1.0475303213","0.2322852","0.00208","0.0376533336","0.01","0","0.003578","0.0000022442","0.0000014349","0.0000015549","","0","0","0","","","8530.9614799952"
"2024-09-05","5661.4826383067","1106.1751109975","878.7602839058","480.3103613525","70.6871925994","51.7076780858","48.0556781151","55.2405738455","33.576","47.8214768588","34.6960423988","25.2477632229","23.7275660814","2.4","2.4496233336","1.1188762609","0.7801811157","0.2363428","","0.0375393336","0.01","0","0.0035756","0.0000015681","0.0000014349","0.0000013015","","0","0","0","","","8524.5245085185"
"2024-09-06","5670.97201171","1110.7214868938","864.7678697565","455.3483479241","71.0814878873","51.7828013551","48.0590466382","55.2130250834","33.576","48.1022939909","34.9406671457","25.2477622152","23.8739093642","2.4","2.4495733336","1.1190402264","1.3109706727","0.2343308","","0.0375333336","0.01","0.007","0.0035584","0.0000022361","0.0000014349","0.0000015549","","0","0","0","","","8501.2587219566"
"2024-09-07","5676.9176880589","1054.4617569362","843.7336486355","387.12650172","70.8194610026","49.8771235","48.0562237642","55.0777228894","33.576","45.9607656331","33.151297516","25.2477622674","22.9770944985","2.4","2.4502083336","1.1190402264","0.6539763913","0.233662","","0.0376533336","0.01","0.0077","0.0035704","0.0000001428","0.0000014349","0.0000015549","","0","0","0","","","8353.8988602393"
"2024-09-08","5679.8725525974","1090.5893565139","847.1347718844","394.8006475","70.6513743058","50.510702374","48.0553988454","55.1133594449","33.576","46.6404343654","33.636048295","25.2477614383","23.1711865119","2.4","2.4499983336","1.1190402264","0.7721757024","0.2316132","","0.0363693336","0.01","0.0084","0.0035656","0","0.0000014349","0.0000015549","","0","0","0","","","8406.0307594622"
"2024-09-09","5689.484175413","1055.1921053308","860.1249411487","414.9616131653","70.9520441945","52.2426198529","48.0529077383","55.1982779154","33.576","48.5130177877","35.4561012768","25.2477616376","24.0210928947","2.4","2.4492783336","1.1201951557","0.8613211803","0.2369548","","0.0374133336","0.01","0.0049","0.0035848","0.0000011203","0.0000009566","0.0000018202","","0","0","0","","","8420.146309856"
"2024-09-10","5696.5589787454","1054.7347007374","863.4325928194","414.4359647809","72.1512950465","55.7697154452","48.0480779207","55.3789178824","33.576","48.4686044201","35.2705621269","25.2477419008","23.9860731982","2.4","2.4519983336","1.120698276","0.846539223","0.2328132","","0.0377793336","0.01","0.0105","0.0036044","0.0000002251","0.0000019128","0.0000015549","","0","0","0","","","8434.1731614829"
"2024-09-11","5705.1443263114","1054.2365129723","865.558877739","386.4547855958","71.2670570521","53.0308870789","48.0497257329","55.5217924256","33.576","45.9748316404","34.2190316528","25.247740226","23.1457361419","2.4","2.4502283336","1.120698276","0.6465261545","0.2326852","1.29477","0.0375333336","0.01","0.0063","0.0035936","0.000000224","0.0000014349","0.0000015564","","0","0","0","","","8409.6296426821"
"2024-09-12","5712.6281877728","1083.9157194769","873.5313668101","343.567700581","71.4399104221","46.664493845","48.0509759186","55.6689347967","33.576","42.1153249422","34.7954128113","25.2477408502","21.7269565276","2.4","2.3958044447","1.120698276","0.8954702951","0.2334256","1.0108","0.0363333336","0.01","0.0077","0.0035764","0.00000245","0.0000014349","0.0000020738","","0","0","0","","","8401.0425390626"
"2024-09-13","5721.3012490946","1070.6975420958","874.7619466725","341.5009994738","71.6197466899","44.7761067207","48.0542709218","55.6227986502","33.576","41.884088013","34.8340968479","25.2477412001","21.6615742646","2.4","2.4502083336","1.120698276","0.7002137433","0.2300228","0.06977","0.0376533336","0.01","0.0077","0.0035648","0.0000572246","0.0000014349","0.0000015551","","0","0","0","","","8392.568052146"
"2024-09-14","5738.5269257443","1059.8878411851","875.8750975642","334.3338082","71.5981655376","44.0988795231","48.0574269685","55.5940130113","33.576","41.2641982413","34.1442864533","25.2477412716","21.3330596173","2.4","2.4499133336","1.120698276","0.6838507424","0.2365196","","0.0376533336","0.01","0.0063","0.0035564","0.000063353","0.0000014349","0.0000015551","","0","0","0","","","8390.4860013462"
"2024-09-15","5732.5950555044","1059.0277134807","870.2793039231","320.49813992","71.8695815008","42.9548082709","48.0548273292","55.6345979455","33.576","39.9987714087","32.8799871372","25.2477426889","20.8326160298","2.4","2.4509683336","1.120698276","0.5263476591","0.2243544","","0.0362133336","0.01","0.0056","0.003568","0.0000584502","0.0000014349","0.0000018083","","0","0","0","","","8360.2269568349"
"2024-09-16","5719.8503698154","1062.1985174845","881.4055736907","318.580070835","72.2455892313","43.0388832609","48.0483857357","55.688068447","33.576","39.8544882582","34.0183418981","25.247740482","20.7677556302","2.4","2.4498533336","1.120698276","0.6064019282","0.224998","","0.0360933336","0.01","0.0077","0.0035736","0.0000585","0.0000019128","0.0000018198","","0","0","0","","","8361.379165473"
"2024-09-17","5670.157689849","1063.2856762541","886.3016003476","277.0563829904","71.7633243911","39.6157239816","48.0483927798","55.7912902673","33.576","36.1354801802","35.2680292198","25.2477399221","19.7470689426","2.4","2.4510833336","1.1228311533","1.3231648085","0.2324016","","0.0376533336","0.01","0.007","0.003594","0.000059","0.0000014349","0.0000018083","","0","0","0","","","8269.5821895978"
"2024-09-18","5678.0623453062","1087.6654129336","893.5282651559","275.8213634796","71.8287379256","39.6147230481","48.0523940708","55.9494681634","33.576","36.0659240397","35.7134464595","25.2477403107","19.3600026317","2.4","2.4501433336","1.1279812232","0.6228471781","0.2347536","","0.0376623336","0.01","0.0077","0.0036156","0.0000585","0.0000014349","0.0000018198","","0","0","0","","","8307.380588548"
"2024-09-19","5690.882929653","1059.9376520665","875.982555435","278.0124213427","71.9532093005","39.6467940242","48.0538714687","56.1847305162","33.576","36.3004178708","35.2896991313","25.247739261","19.5138167499","2.4","2.4498533336","1.1366053244","0.7489421812","0.233128","","0.0377313336","0.01","0.007","0.0036116","0.0008036109","0.0000014349","0.0000015549","","0","0","0","","","8277.6095151933"
"2024-09-20","5699.7461640403","1078.2434518733","874.696928013","283.6977200063","71.9969251508","40.3327681084","48.0551130869","56.1069878705","33.576","36.7081873368","35.6581463042","25.2477397471","19.6493525422","2.4","2.4495933336","1.1405708633","0.915071386","0.233062","","0.0376623336","0.01","0.0063","0.0035944","0.0000600674","0.0000019128","0.0000018083","","0","0","0","","","8310.9114021848"
"2024-09-21","5708.1401582914","1044.6696206109","872.5722195787","272.48683784","72.2340031378","39.4164766427","48.0526624604","56.2273908213","33.576","35.711231394","34.6623896616","25.2477406771","19.1558988087","2.4","2.4508083336","1.1413428096","0.696906197","0.229534","","0.0362133336","0.01","0.0063","0.003556","0.0000615","0.0000014349","0.0000015553","","0","0","0","","","8269.1273550886"
"2024-09-22","5716.4115587386","1044.7932551793","852.9440901396","263.0194444547","72.2882397345","38.5599632816","48.0527355945","56.2226181912","33.576","34.8394743015","33.4444441232","25.2477405873","18.8412681295","2.4","2.4496533336","1.1413428096","0.7742761037","0.232776","","0.0376533336","0.01","0.007","0.0035592","0.000056","0.0000014349","0.0000020738","","0","0","0","","","8245.2971527447"
"2024-09-23","5724.7852815463","1095.7355670374","860.4652408443","272.4887102826","72.2899260257","39.4552457039","48.0506728295","56.3387262709","33.576","35.7154058146","34.2855400783","25.24774309","19.2293847657","2.4","2.4519733336","1.1470729082","0.9759883954","0.2374536","","0.0376623336","0.01","0.0077","0.0036176","0.000056","0.0000014349","0.0000015551","","0","0","0","","","8324.93497145"
"2024-09-24","7595.7897495042","1226.5811387306","877.035361632","263.7089338019","72.871180832","38.7403006734","48.0492069268","57.4865226608","38.292","34.9149602985","33.7147883992","25.2477556371","18.9167394372","2.4","2.4493283336","1.1586110328","0.5765129518","0.2307492","","0.0379443336","0.01","0.007","0.0035356","0.0427000282","0.0000014349","0.0000015549","","0","0","0","","","10338.2650230035"
"2024-09-25","13813.5303068242","1623.310966383","907.7869306349","280.7776152751","88.6820213426","39.9201083749","48.0530523702","60.3638073726","46.152","36.4371290603","35.4136704517","25.2477574728","19.6115635764","2.4","2.3995744447","1.1586110328","1.338872832","0.2318348","","0.0389703336","0.01","0.0035","0.0037128","0.0319925932","0.0000009566","0.0000015549","","0","0","0","","","17032.9040004865"
"2024-09-26","13335.4067410375","1590.1027494521","924.0072546512","298.2642540425","95.5187723318","40.7286447496","48.0553366861","60.4964306937","46.152","38.0513629704","37.5072419443","25.2477582835","20.3078177259","2.4","2.4553983336","1.1586110328","1.3612554843","0.2320532","1.875525","0.0391143336","0.01","0.0105","0.0037028","0.0710028619","0.0000019128","0.0000018198","","0","0","0","","","16569.4635313474"
"2024-09-27","6781.4352529304","1327.47325023","916.5609226496","316.9830181313","96.1748392171","42.2175660528","48.0552611644","57.5719268991","46.152","39.7358424518","39.7237914737","25.2477588717","21.2370307349","2.4","2.4551783336","1.1586110328","1.1777254724","0.2343636","","0.0376533336","0.01","0.0161","0.0035768","0.0044664316","0.0000014349","0.0000015553","","0","0","0","","","9766.066138801"
"2024-09-28","6524.3648968917","1219.6027841268","909.2914253541","302.92814454","95.8332017746","41.0042929371","48.0581637773","57.3948558942","46.152","38.4440726672","38.3591084206","25.2477618037","20.5978313195","2.4","2.4022544447","1.1586110328","0.7474320388","0.2392432","","0.0377703336","0.01","0.0161","0.0035724","0.0001720948","0.0000019128","0.0000020734","","0","0","0","","","9374.2936990377"
"2024-09-29","6696.1168292281","1214.2149090927","903.255544854","288.9771129","95.7615094963","39.7883278056","48.0536489897","57.5312619823","46.152","37.2024265571","37.570912889","25.2477599423","20.0300678598","2.4","2.4567783336","1.1586110328","1.1686702535","0.238232","","0.0377913336","0.01","0.0175","0.003578","0.0022854378","0.0000019128","0.0000020732","","0","0","0","","","9517.3957619742"
"2024-09-30","6737.9984204545","1221.2598468991","890.9214615226","301.0542408881","90.1221427445","40.9305492926","48.0541642587","57.640530551","45.333","38.2805851636","38.8140470262","25.2477631738","20.5610798809","2.4","2.4568083336","1.1601144254","1.4332129545","0.2433144","","0.0379563336","0.01","0.0175","0.003594","0.0006039727","0.0000014349","0.0000015549","","0","0","0","","","9563.9809392652"
"2024-10-01","6670.0598560702","1210.3847069535","869.9703074423","436.0478755756","52.0270453775","36.440051169","48.0362696145","56.5646117484","43.344","35.6837912132","38.6512890424","25.1486862158","20.2527931102","2.4","2.4145879024","1.1247997584","0.8481913756","1.2312384","","0.035507064","0.01","0","0.0035592","0.0001134189","0.0000019128","0.0000020732","","0","0","0","","","9550.6792846379"
"2024-10-02","6680.8083345737","1238.251729735","874.354779132","438.4237490769","75.0245187466","39.8255963326","48.0362839404","56.5875039607","43.344","36.4867453716","38.8544310702","25.1486867833","19.9667357913","2.4","2.4141829024","1.1247997584","1.3472117642","0.2249928","","0.036809064","0.02","0","0.0035972","0.0000006751","0.0000019128","0.0000015549","","0","0","0","","","9622.6846921461"
"2024-10-03","6535.3281634204","1271.1273119828","877.2015244943","392.2027065368","74.9292026869","39.7395629007","48.0385573876","56.7928956859","43.344","37.757916666","38.3290901445","25.1486877562","19.9389674489","2.4","2.4167179024","1.1281622614","0.9554683643","0.2336504","0.00144","0.036914064","0.01","0.0168","0.0036204","0.0029507717","0.0000014349","0.0000018085","","0","0","0","","","9467.0843145182"
"2024-10-04","5971.6266516863","1189.0490244605","877.8951653671","329.1254430146","78.9366276951","38.4588491577","48.0414207455","57.3492912699","43.344","36.3592647061","37.7160558904","25.1486895226","19.5468370339","2.4","2.4144829024","1.1321486712","1.459489647","0.235016","0.25331","0.036746064","0.01","0.0224","0.0036064","0.0003615175","0.0000019128","0.0000020237","","0","0","0","0","","8760.5648856883"
"2024-10-05","5981.2000871461","1184.4160776947","886.9580443538","343.5043752","75.1416070183","39.2790826864","48.0407442037","56.82932428","43.344","37.4820498328","38.9482461968","25.1486877938","19.8029799397","2.4","2.4147329024","1.1321486712","1.1794541734","0.241592","","0.036686064","0.01","0.0301","0.0035864","0.0000006752","0.0000014349","0.0000015047","","0","0","0","","","8787.5436101719"
"2024-10-06","5987.4871547217","1184.7586419631","896.1529754447","354.5628548","75.4056299926","40.0477996219","48.0432366819","56.9480698392","43.344","38.3458627661","39.6649796003","25.1486915585","20.0027069988","2.4","2.4156479024","1.1321486712","1.034914616","0.239236","","0.036686064","0.01","0.0301","0.003586","0.0000002251","0.0000019128","0.0000020076","","0","0","0","","","8817.2149273879"
"2024-10-07","6000.0999324438","1186.4721992564","889.2336784162","324.5619819061","75.304174912","38.1413405412","48.0394645131","57.7458991579","43.344","36.0118048637","37.2726452483","25.1486845508","19.3014929078","2.4","2.4153479024","1.1333471349","0.9810963453","0.2357632","0.87792","0.036686064","0.01","0.0315","0.00362","0.0000004492","0.0000014349","0.0000015057","","0","0","0","","","8788.8025827537"
"2024-10-08","6002.5023839188","1201.6006578153","869.991332818","312.5762002129","75.4058237386","37.831202895","48.0310167461","57.0689338958","43.344","35.6579671666","36.2832020545","25.1486816389","19.2447091092","2.4","2.4140679024","1.1376847746","0.9270146777","0.2344436","","0.036686064","0.01","0.0315","0.003628","0.0000002251","0.0000019128","0.0000020071","","0","0","0","","","8771.8811411734"
"2024-10-09","6007.8101998837","1192.7607930784","875.3149109671","278.9180228997","75.5083816016","38.6949585242","48.0300368084","57.2797226131","43.344","36.323590276","37.0791274658","25.1486814418","19.4640517854","2.4","2.4139429024","1.1411953092","0.8724884739","0.2329276","","0.036686064","0.01","0.0238","0.0036224","0.0000644669","0.0000019128","0.0000017532","","0","0","0","","","8742.8112082276"
"2024-10-10","6017.4935544262","1194.9037962505","879.6487671996","279.9363311747","75.7038858085","38.7274987145","48.0316465829","57.52082923","43.344","36.4034125148","37.489285643","25.1486807675","19.5608294798","2.4","2.4135579024","1.1465412655","1.5388224038","0.2318992","","0.036563064","0.01","0.0266","0.003606","0.0031841612","0.0000014349","0.0000017591","","0","0","0","","","8761.7232949829"
"2024-10-11","6023.4226536385","1202.037267923","879.5049557187","270.2477406993","75.9983196839","37.9512741695","48.0325641131","57.5457497386","43.344","35.4617475357","36.2059846936","25.1486810078","19.1482412163","2.4","2.4150729024","1.1485817304","1.3571252229","0.231844","0.01838","0.036686064","0.01","0.0329","0.00361","0.0002382229","0.0000014349","0.0000017537","","0","0","0","","","8761.7036214692"
"2024-10-12","6026.7126996201","1187.7637820244","857.067697615","262.10078202","77.8845164597","37.1883482511","48.0403483165","57.5835181394","43.344","34.6997936133","36.2492574345","25.1486811076","18.8012401842","2.4","2.4164929024","1.1485817304","0.7497624171","0.2369216","","0.036686064","0.01","0.035","0.0035948","0.0001901751","0.0000014349","0.0000017537","","0","0","0","","","8719.6218976634"
"2024-10-13","6034.9827480126","1189.5892938239","858.9063892326","269.20145728","76.1793698983","37.724460588","48.039770789","57.6732421806","43.344","35.3519635537","36.4459006479","25.1486818191","19.0505572036","2.4","2.4176129024","1.1485817304","0.7615794689","0.23688","","0.036686064","0.01","0.0364","0.0035832","0.0001974501","0.0000019128","0.0000017591","","0","0","0","","","8738.689359517"
"2024-10-14","6044.9571835302","1191.9683547727","875.2602742546","286.861880877","76.2348852015","39.2406610553","48.0415335329","58.0514599576","43.344","36.9256800252","37.9957470609","25.1486818315","19.828272321","2.4","2.3641673648","1.1512816152","0.8347734139","0.2356472","2.592455","0.036899064","0.02","0.0392","0.003612","0.0002361124","0.0000019128","0.0000020066","","0","0","0","","","8793.5368901101"
"2024-10-15","6037.1514764316","1245.8838605645","891.8160639349","291.35333811","76.7839369361","39.6218620632","48.0413618687","59.9149932125","43.344","37.324228839","37.631912555","25.1486818825","19.8595928442","2.4","2.4168729024","1.154187959","1.1171281166","0.2487012","0.42027","0.036809064","0.01","0.0343","0.0035784","0.0002263131","0.0000014349","0.0000020076","","0","0","0","","","8861.7173866398"
"2024-10-16","6039.249649707","1207.381829293","885.2314420974","280.743144432","76.5179798401","38.7309856355","48.0387261051","58.4995834906","43.344","36.3882504128","36.6674234273","25.1486816063","19.4611214133","2.4","2.4136529024","1.1557888312","0.3297200069","0.2502984","0.23513","0.036812064","0.01","0.0357","0.0036584","0.0002368824","0.0000018855","0.0000015057","","0","0","0","","","8802.2738183385"
"2024-10-17","6019.0273080907","1204.5783227539","886.0020052205","278.3799109632","76.3795122917","38.5077474432","48.0406071384","58.2613498214","43.344","36.1497820304","36.4573838603","25.1486814591","19.384435834","2.4","2.4155579024","1.1574590113","0.7630885046","0.2483844","","0.036704064","0.01","0.0315","0.0036152","0.0001796756","0.0000017763","0.0000020076","","0","0","0","","","8776.7275394486"
"2024-10-18","6031.5702654543","1188.0053836829","880.8167979789","267.1835270224","76.4543308785","37.5872182251","48.0389894319","58.1750868431","43.344","35.1742948387","35.3113521528","25.1486815765","19.0596031378","2.4","2.4136579024","1.1581403736","0.7667196099","0.2479004","","0.036686064","0.01","0.0287","0.0036004","0.0001419789","0.0000014349","0.0000017532","","0","0","0","","","8752.9350811398"
"2024-10-19","6039.950568302","1189.5386115009","890.1769031329","271.6710534568","76.588420429","37.8637349327","48.0356954951","58.3384432279","43.344","35.5626119133","35.5575912094","25.1486814871","19.0231204452","2.4","2.4157979024","1.1581403736","0.9115240342","0.250128","","0.036563064","0.01","0.0315","0.0035992","0.0001355","0.0000019128","0.0000017591","","0","0","0","","","8778.0168272784"
"2024-10-20","6049.9558045777","1189.9803892875","888.9401731327","271.1420593","76.5766097584","37.7689794043","48.0379342719","58.4456445471","43.344","35.5214603198","35.1908869444","25.1486809408","18.9917152925","2.4","2.4148279024","1.1581403736","0.7990854845","0.2477876","","0.035210064","0.01","0.0273","0.0035852","0.0001752256","0.0000014349","0.0000020076","","0","0","0","","","8786.1404530697"
"2024-10-21","6052.9226616488","1188.1620023938","901.0999193562","283.3262985088","76.7436979658","38.8738695993","48.0349114295","58.5059189659","43.344","36.6531710562","36.2619716195","25.1486812463","19.5590069125","2.4","2.3618173648","1.161200102","0.6738679009","0.2497928","","0.036692064","0.01","0.0259","0.0036016","0.0001362925","0.0000019128","0.0000015052","","0","0","0","","","8815.5591222448"
"2024-10-22","6189.3632482925","1210.3592363293","904.4231919637","279.6118551772","75.8594852895","39.1223333394","48.0280260505","58.7291138914","43.344","36.2963673083","36.2768159182","25.1486817353","19.3622781284","2.4","2.4121129024","1.1637267764","0.7522756155","0.2505128","","0.036794064","0.01","0.0231","0.0036044","0.0119557297","0.0000014349","0.0000020066","","0","0","0","","","8972.9887191532"
"2024-10-23","6577.837718567","1200.7196204068","909.3716708531","276.5217668207","64.4230210863","39.6768372196","48.0287787148","58.9793882341","43.344","35.9943456146","36.0156619182","25.1486805177","19.2262451514","2.4","2.4135279024","1.1655011794","0.7139687846","0.2471156","","0.036815064","0.01","0.0231","0.0036072","0.0001446254","0.0000019128","0.0000017591","","0","0","0","","","9342.301519132"
"2024-10-24","6591.5330172436","1196.5792597889","907.201372027","280.7006431259","59.9872724491","40.124599835","48.0321465101","59.5783709829","43.344","36.4164599111","36.4811745711","25.1486651201","19.3389876705","2.4","2.3595873648","1.1679796374","0.8284413437","0.247418","0.20028","0.036686064","0.01","0.0252","0.0036","0.0001439016","0.0000019128","0.0000017542","","0","0","0","","","9351.7453092138"
"2024-10-25","6604.9161695717","1208.5026546706","896.2609954895","279.4863777777","58.5908064024","39.9279877995","48.0354304175","59.4710356755","43.344","36.311145969","36.6664191224","25.1486632099","19.2722853658","2.4","2.4134579024","1.1716462368","0.9224855725","0.249744","","0.036686064","0.01","0.0203","0.003604","0.0001382054","0.0000014349","0.0000015052","","0","0","0","","","9363.1620363927"
"2024-10-26","6613.7700791191","1197.089918702","869.3024530588","273.79942212","57.8901788531","39.3114799919","48.046457079","59.4405077234","43.344","35.8026697433","36.1557611931","25.1486636908","19.0275225234","2.4","2.4115629024","1.172855352","0.8551386877","0.2472568","","0.036686064","0.01","0.0231","0.00358","0.0001189006","0.0000019128","0.0000017586","","0","0","0","","","9325.289416176"
"2024-10-27","6615.0828909126","1195.72171883","865.6860740846","263.0673738","57.6630747939","38.3518973255","48.0468911206","59.423174195","43.344","34.8411530335","34.9573373917","25.1486650497","18.559401266","2.4","2.3595523648","1.172855352","0.992319664","0.2481572","","0.036563064","0.01","0.0196","0.003574","0.0001157246","0.0000014349","0.0000017542","","0","0","0","","","9307.1363923616"
"2024-10-28","6621.6666805722","1204.9459228264","883.0392078623","283.4601943049","57.9320925963","40.1439765564","48.0528575463","59.5414191728","43.344","36.6733818433","36.9874904112","25.1486736007","19.5002660558","2.4","2.4122929024","1.172855352","0.7933053127","0.2533112","","0.036686064","0.01","0.0091","0.0036092","0.0000979014","0.0000019128","0.0000017591","","0","0","0","","","9367.527424953"
