"Service","Relational Database Service($)","EC2-Instances($)","EC2-Other($)","API Gateway($)","DynamoDB($)","CloudWatch($)","DocumentDB (with MongoDB compatibility)($)","S3($)","DynamoDB Accelerator (DAX)($)","Lambda($)","Elastic Load Balancing($)","OpenSearch Service($)","VPC($)","Elastic Container Service for Kubernetes($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SES($)","Route 53($)","Athena($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2025-01-09","7460.8242362439","1204.5824698411","896.3482774489","239.1112758453","56.9611214516","86.186497748","48.0364826975","66.2885437638","43.344","29.344241811","34.5254578073","25.1486671771","12.4067076758","2.4","2.3963029024","1.2680906581","0.9043127265","0.2293544","","0.035855064","0.05","0.0042","0.0035756","0.0000009021","0.0000019208","0.0000017891","","0","0","0","","","10210.3996754743"
"2025-01-10","7478.0295450851","1202.3180029708","902.3265979678","248.0014886453","56.8843867507","86.5941649756","48.0371929236","66.410248201","43.344","30.0238446152","35.4738085516","25.1486719321","12.6039329156","2.4","2.3961729024","1.2722610048","1.373695031","0.2293712","","0.035987064","0.05","0.0049","0.0035812","0.0000009006","0.0000014429","0.0000017842","","0","0","0","","","10242.9618580643"
"2025-01-11","7485.9640202234","1201.6208685936","886.4790436443","238.8994384","56.6744867891","85.6597197235","48.0343506996","66.3066233422","43.344","29.3288580593","34.2549962735","25.1486677143","12.319237268","2.4","2.3962629024","1.2722610048","1.3009569059","0.2208948","","0.035993064","0.05","0.0042","0.0035704","0.0000004504","0.0000014421","0.0000015327","","0","0","0","","","10221.7184532331"
"2025-01-12","7493.5440753933","1200.4847092377","886.6324356638","201.15878748","56.4129795121","85.0917100618","48.0367320786","66.3585191941","43.344","28.9140178537","33.2634809731","25.1486677829","12.1405915635","2.4","2.3968079024","1.2722610048","1.3552839183","0.2229008","","0.035915064","0.06","0.0021","0.0035728","0.0000004497","0.0000014429","0.0000015313","","0","0","0","","","10188.279551708"
"2025-01-13","7492.9653656156","1215.6015648894","898.3140234563","205.1385748882","56.4820371245","87.2815081085","48.0360957725","66.5956115279","43.344","29.5057537788","34.7334169337","25.1486675693","12.5123776298","2.4","2.3966979024","1.2725471078","1.8557592847","0.2332144","","0.035951064","0.05","0.0035","0.0035964","0.000001225","0.0000019216","0.0000017891","","0","0","0","","","10223.9102683891"
"2025-01-14","7450.3433732652","1204.3649256508","876.6835808971","191.6620076954","56.6774534134","84.7206741102","48.0320020806","66.4542370305","43.344","28.2904170306","32.819170908","25.1486659671","11.9537595127","2.4","2.3963679024","1.274540367","1.1917107326","0.232274","","0.035987064","0.05","0.0063","0.0036012","0.000086676","0.0000014413","0.0000015322","","0","0","0","","","10128.0851384771"
"2025-01-15","7424.6376716493","1203.6792906063","881.5760524833","195.8858803975","56.688730968","84.9964166487","48.0328195307","66.5709222484","43.344","28.6683070953","33.5572079888","25.1486655315","12.251337744","2.4","2.3964679024","1.2770395023","1.1498045022","0.2291496","","0.036104064","0.05","0.0084","0.0036088","0.0006646248","0.0000014421","0.0000015341","","0","0","0","","","10112.5885448637"
"2025-01-16","7138.9636760349","1210.0457222999","890.0211153298","203.2862135216","56.8574938704","85.927191789","48.0330530349","66.8430318282","43.344","29.350376394","34.355467524","25.1486664731","12.394135733","2.4","2.3450173648","1.2793989509","1.0065254047","0.2414212","0.051745","0.036059064","0.05","0.0084","0.003696","0.0091364785","0.0000014421","0.0000015327","","0","0","0","","","9852.0015462705"
"2025-01-17","6604.3634630373","1209.3383024638","883.034291377","205.4744199736","56.859849734","86.1982407809","48.0313923925","67.1560692994","43.344","29.5375369167","34.7320211439","25.1486762656","12.4074193353","2.4","2.3962879024","1.2816902302","0.8555121164","0.2357","","0.035858064","0.06","0.0084","0.0035676","0.0000855358","0.0000014421","0.0000015327","","0","0","0","","","9312.9027871436"
"2025-01-18","6617.7268088957","1208.9446394949","885.7448693564","204.77161572","56.7368216743","85.9639115277","48.031967515","67.1582043325","43.344","29.487372071","34.3690483036","25.1486780136","12.3362960668","2.4","2.3968579024","1.2821990448","1.1295891017","0.228828","","0.035858064","0.05","0.0056","0.0035776","0.0000799006","0.0000014421","0.0000020355","","0","0","0","","","9327.2968260626"
"2025-01-19","6661.2394741764","1211.0078593999","885.1453559578","200.84843324","56.6506690823","85.5622845273","69.8014073212","67.1271267818","43.344","29.1390110296","33.4765807647","25.1486789558","12.0931632312","2.4","2.3963129024","1.2821990448","0.9624078016","0.2282488","","0.035948064","0.06","0.0056","0.003576","0.0007508857","0.0000019208","0.0000012777","","0","0","0","","","9387.959091165"
"2025-01-20","6657.9900642056","1213.4499760503","898.0639119994","209.1171730618","56.9082634859","86.5018598743","80.7971367523","67.051003559","43.344","29.8934239013","34.6579524079","25.1486791984","12.4351263909","2.4","2.3962479024","1.2821990448","0.8079696971","0.2380964","","0.035927064","0.06","0.0084","0.0035892","0.0000885477","0.0000014429","0.0000017856","","0","0","0","","","9422.5910919716"
"2025-01-21","6645.3273503814","1212.0498392226","886.9041305168","195.7398250649","56.8264529349","85.280828879","80.7982521043","66.9902950605","43.344","28.6740289585","33.3044697691","25.1486792295","12.2140606663","2.4","2.3957579024","1.2821990448","1.4208399507","0.2418936","","0.035690064","0.05","0.0084","0.0035868","0.0003317432","0.0000014413","0.0000015327","","0","0","0","","","9380.4409148669"
"2025-01-22","6649.6139815994","1213.2021967832","893.9273789906","197.7730770282","56.7140086493","85.5407383571","80.8039262732","67.012108968","43.344","28.8494486343","33.0563594963","25.1486706094","12.1268702995","2.4","2.3969179024","1.2841161986","0.9457328344","0.2394744","","0.035789064","0.05","0.0084","0.00359","0.0000933999","0.0000014429","0.0000017828","","0","0","0","","","9394.4768827135"
"2025-01-23","6636.9236677928","1227.5296006011","897.0277320734","197.7091247272","56.5543015119","85.8494138563","80.8116532903","67.1761618064","43.344","28.8364620712","32.8075742944","25.148669514","12.069950523","2.4","2.4103887624","1.2896713503","0.7485219832","0.2372544","","0.036065064","0.06","0.0084","0.0035832","0.0004049902","0.0000014405","0.0000017831","","0","0","0","","","9398.9826050357"
"2025-01-24","6588.9205074719","1218.2568259772","908.516361502","202.6665719073","56.8297060976","86.4811833622","80.8087262868","67.3816520058","43.344","29.2679977283","33.9011320887","25.1486685169","12.1879308161","2.4","2.4238593536","1.2931623456","0.8580510007","0.2360508","","0.036131064","0.08","0.0056","0.003584","0.0003002021","0.0000014437","0.0000015343","","0","0","0","","","9361.0480055048"
"2025-01-25","6591.1683556524","1216.5445594641","906.6539388736","195.45079554","56.6787045934","85.437827137","80.8037904743","67.2585257054","43.344","28.6280658903","32.7253773162","25.1486682701","11.9317361658","2.4","2.4225843536","1.2931623456","0.7886300047","0.2271164","","0.036329064","0.09","0.007","0.0035568","0.0002440709","0.0000014429","0.0000015359","","0","0","0","","","9349.0429711002"
"2025-01-26","6592.6680890566","1217.7633824512","902.1128167512","187.42716104","56.3576774637","63.7159993471","80.8035703207","67.2469417666","43.344","27.8941877125","31.5578236431","25.1486681835","11.6566080527","2.4","2.4226093536","1.2931623456","0.8097419087","0.2296676","","0.036329064","0.11","0.0084","0.0035884","0.0002680725","0.0000014421","0.0000020383","","0","0","0","","","9315.0106960137"
"2025-01-27","6601.6462364575","1220.4000964897","951.6818469137","199.0955058386","56.9289699054","65.3272144112","80.8017761998","67.1983976992","43.344","28.9530037344","33.6021493349","25.1486382995","12.0927348294","2.4","2.4217243536","1.2940461261","0.7916261199","0.2405432","","0.036494064","0.09","0.0084","0.0035808","0.000251573","0.0000014437","0.0000015403","","0","0","0","","","9393.5072393339"
"2025-01-28","6612.0610638313","1218.8655442852","979.281701499","186.1186283154","58.7736333621","63.8190020381","80.7993315012","67.1939990164","43.344","27.7674484809","31.9689819736","25.1486340616","11.809194769","2.4","2.4255693536","1.2976145719","0.8717442521","0.2532044","","0.036404064","0.15","0.0084","0.0036104","0.0002185574","0.0000014413","0.0000017907","","0","0","0","","","9414.3979319648"
"2025-01-29","6665.9441264526","1225.2611690354","988.7321521634","193.6960900522","56.6747635111","64.3672757327","80.8044646082","67.2119600725","43.344","28.4576629855","32.6288624414","25.1486367736","11.8627026821","3.783158388","2.4233593536","1.3053453212","0.9546867948","0.2558096","","0.036185064","0.09","0.007","0.0035964","0.0002825988","0.0000019208","0.0000015327","","0","0","0","","","9492.9932934846"
"2025-01-30","6638.9426099873","1233.2394257823","996.5977641097","198.2925620082","57.0744144433","64.7275068399","80.8096528487","67.2374877959","43.344","28.8700395504","33.5021626656","25.1486355834","12.0882952683","4.8","2.4237243536","1.3095220855","1.0680510624","0.2633596","","0.036404064","0.11","0.007","0.0035928","0.0014859127","0.0000014437","0.0000017846","","0","0","0","","","9489.8976999895"
"2025-01-31","6588.0304243406","1246.0891232852","1006.0700858272","205.4822702353","56.5882142563","65.4049569391","80.8179587766","67.4655577181","43.344","29.5264016002","35.720542318","36.4046134252","12.3775528491","4.8","2.4237293536","1.3115970432","0.7803395318","0.259746","0.009975","0.054744182","0.09","0.0056","0.0035956","0.0003266112","0.0000014421","0.0000017872","","0","0","0","","","9483.061358122"
"2025-02-01","6827.0877230837","1255.1066028041","1073.929561383","306.944078","39.1591345217","84.6250624418","80.9761354299","73.2706015306","43.344","28.2904545831","36.9375937048","46.5658194102","12.5547757776","4.8","2.5600807136","1.4521252992","0.7280088718","0.65401","","0.0721575696","0.09","0","0.003572","0.0000025978","0.0000019216","0.0000015371","","0","0","0","","","9919.1515031812"
"2025-02-02","6837.8974407285","1254.4284608148","1036.7860613641","287.0153685","56.6928358113","86.3888570181","80.9706366333","73.2505559817","43.344","28.3732084492","34.279806411","46.5658194063","12.1150120239","4.8","2.5599107136","1.4521252992","0.9297966907","0.2440224","","0.0764325696","0.11","0","0.0035756","0.000002075","0.0000014397","0.0000017856","","0","0","0","","","9888.2839317156"
"2025-02-03","6845.8227460208","1255.592955219","1048.3850765292","299.2822600372","57.0417924317","87.3298342513","80.9681497314","73.1464505282","43.344","29.3548327203","35.5993699056","46.5658172293","13.1510779052","4.770312055","2.5581957136","1.4521252992","0.8823649733","0.2537496","","0.0762375696","0.09","0","0.0035952","0.0000020775","0.0000014421","0.0000015343","","0","0","0","","","9925.6709479738"
"2025-02-04","6849.4284268474","1261.207063704","1048.75490405","273.0925026832","56.8496285968","86.8909688131","61.2265265694","73.8638920099","43.344","28.8042016268","34.6472218931","46.5658164007","13.4827071985","4.8","2.5602007136","1.4524674192","0.9396811047","0.2589104","","0.0764115696","0.09","0","0.0036344758","0.0000027039","0.0000014429","0.0000015357","","0","0","0","","","9888.3391717583"
"2025-02-05","6856.2216549461","1256.4417053156","1055.4315819732","237.1368147061","56.7477728053","87.1364416263","48.1033266707","73.4912976173","43.344","29.1526706124","35.3124177581","46.5658198944","13.5736681224","4.8","2.5598457136","1.4532443712","1.2309236986","0.2581172","","0.0764295696","0.09","0","0.0036932759","0.0000020803","0.0000019208","0.0000017921","","0","0","0","","","9849.13143167"
"2025-02-06","6832.1697388149","1273.7350158026","1057.6608265789","235.653463015","56.9481734843","87.4801281884","48.1040830738","73.5176012872","43.344","29.0580492665","35.0705159488","46.565829667","13.5575959497","4.8","2.5600457136","1.4834890789","0.8506440048","0.256848","","0.0764655696","0.11","0","0.003710069","0.0000031343","0.0000014437","0.0000017864","","0","0","0","","","9843.0062298774"
"2025-02-07","6710.7999688997","1285.4120632889","1065.6598445998","246.3501987684","56.8745029421","88.5734825412","48.1035778506","73.4779089848","43.344","29.8687691111","36.8820615586","46.5658299672","13.7593616758","4.8","2.5587957136","1.4532443712","1.1883904828","0.2589268","","0.0763575696","0.09","0","0.0037056621","0.0002036357","0.0000014413","0.0000015385","","0","0","0","","","9756.101197403"
"2025-02-08","6723.3897382779","1283.9120546913","1061.2847238593","238.026502","57.0014704486","87.7803886536","48.1040871959","73.4364088313","43.344","29.2320937514","35.9343629144","46.5658292133","13.5629932259","4.8","2.5592507136","1.4532443712","1.0998434869","0.2456536","","0.0762795696","0.13","0","0.003710469","0.0002025982","0.0000014446","0.0000015322","","0","0","0","","","9751.9428408482"
"2025-02-09","6734.1083151622","1283.1532488647","1045.4735108231","235.141074","56.7731223554","87.7871518276","48.1091767683","73.121592322","43.344","29.0045343801","35.1159365331","46.5658303478","13.406719592","4.8","2.5591607136","1.4532443712","0.8981696175","0.2490808","","0.0764295696","0.09","0.0042","0.0037204828","0.0002716137","0.000001443","0.0000017904","","0","0","0","","","9741.2384933781"
"2025-02-10","6749.8920348662","1285.4656425929","1062.7700869856","247.8123938769","56.7998169422","88.9864250517","48.1045365106","73.2302373118","43.344","29.968398157","37.4423609727","46.5658305135","13.8531741062","4.8","2.5310192853","1.4532443712","0.7932415456","0.264924","0.02968","0.0763935696","0.09","0.0035","0.0037080759","0.0002380694","0.0000019216","0.0000017843","","0","0","0","","","9794.2808905102"
"2025-02-11","6733.4536318242","1300.2709424346","1064.7426001843","247.9628436913","56.8418517819","89.1876592184","48.0981343157","73.39549029","43.344","29.9593715163","37.2792644776","46.5658290263","13.9854936351","4.8","2.6533842856","1.4547725152","1.0446747423","0.2594196","","0.0766335696","0.09","0.0042","0.0037093034","0.000254572","0.0000014421","0.0000017933","","0","0","0","","","9795.4741642192"
"2025-02-12","6686.8943400365","1301.6791469637","1072.3311571513","212.2791480153","57.004186733","89.482411998","48.0979095986","73.4058606893","43.344","30.1077915093","37.8313528029","46.5658288604","13.9959563441","4.8","3.6211302369","1.4718435368","0.767021714","0.2610728","","0.0764655696","0.11","0.0035","0.0045125848","0.0002986047","0.0000019216","0.0000015324","","0","0","0","","","9724.1349392032"
"2025-02-13","6701.4237732859","1352.1442875316","1038.2935645098","204.0218869475","67.8091186317","91.4964928552","57.7927940498","74.5773941349","43.344","29.3634102262","37.2165846048","46.5658279622","13.701143216","4.8","4.0504535699","1.4900194838","0.8349458033","0.2636876","","0.0772095696","0.09","0.0035","0.0054919808","0.0011021103","0.0000014421","0.0000017904","","0","0","0","","","9769.3666913058"
"2025-02-14","6753.8150976941","1362.2777603298","1013.2063477359","213.268686459","56.9809576875","94.1139805319","55.4856966045","73.6122840337","43.344","30.1915550921","37.071996244","46.5658273463","14.0809926063","4.8","4.0667657128","1.4980025174","0.8719555628","0.2676596","","0.0765195696","0.09","0.0084","0.0055859944","0.0006717318","0.00000192","0.0000015308","","0","0","0","","","9805.7007465047"
"2025-02-15","6604.7313172186","1360.2744356581","1013.5988964971","214.78554664","56.7547596009","93.7490535739","48.1593459044","73.2472781459","43.344","30.3143735236","37.4416900938","46.5658277887","14.174293164","4.8","4.0628457128","1.4996846736","0.7106111342","0.252728","","0.0748934744","0.09","0.007","0.005425269","0.0002745946","0.0000014413","0.0000017861","","0","0","0","","","9648.644283895"
"2025-02-16","6616.9004647941","1360.1102164488","1022.0976518001","216.57805792","57.0569442686","93.8264270473","48.166785798","73.2699920196","43.344","30.4757256611","38.4051644508","46.5658275597","14.1851232836","4.8","4.0634407128","1.4996846736","0.8319250742","0.2524756","","0.0762285696","0.11","0.0084","0.0054188552","0.0002775883","0.0000014405","0.0000017766","","0","0","0","","","9672.6302353425"
"2025-02-17","6647.4642100064","1360.28497598","1025.1364274293","213.6071671301","57.0263135878","93.7238750453","48.1694576655","73.5451992834","43.344","30.2020948203","37.7993412038","46.5658272015","14.1218791772","4.8","4.0698707128","1.5059749512","1.0820331058","0.2672368","","0.0763335696","0.09","0.0084","0.0060653917","0.0013227145","0.0000019208","0.0000017909","","0","0","0","","","9702.8980094879"
"2025-02-18","6626.3518773535","1340.5650680378","1019.99510826","210.3956124623","78.6436019311","93.0636216827","54.9011993081","73.8365420557","43.344","29.9208533794","37.4300494776","46.5658256702","13.9701501517","4.8","4.0942507128","1.5221788993","0.9256681004","0.2554484","","0.0763725696","0.09","0.0056","0.0070908552","0.0116485044","0.0000014413","0.0000017826","","0","0","0","","","9680.7717710357"
"2025-02-19","6635.3653922953","1331.1295541521","1013.66328336","208.9726441803","51.7105735597","93.2387020995","56.1008244369","73.8416937045","43.344","29.7813734962","37.1445019609","46.5658253756","13.9126683937","4.8","4.1487007128","1.5451910887","0.6234709069","0.252552","","0.0764505696","0.09","0.007","0.0070952552","0.0012653653","0.0000014405","0.0000017863","","0","0","0","","","9646.32276614"
"2025-02-20","6656.501930149","1342.1269538378","1002.2590912752","213.3059434319","53.5614688079","93.9740261057","56.1042706244","73.8798257769","43.344","30.1772530111","37.3106758182","46.5658256331","14.0648124802","4.8","4.2590807128","1.5691067968","0.8141569967","0.2842412","","0.0769275696","0.09","0.0084","0.0070872552","0.0014039393","0.0000019193","0.000001529","","0","0","0","0","","9675.0864848701"
"2025-02-21","6670.8755757288","1345.9575805796","988.335346667","214.2948607502","99.0963654918","94.8008785922","56.1557125653","73.7410795133","43.344","30.277011214","37.0207510818","46.5658259551","14.0377898106","4.8","4.3448157128","1.5858788165","0.8162788821","0.2914696","","0.0762135696","0.11","0.007","0.0070656552","0.001733162","0.0000014421","0.0000017817","","0","0","0","","","9726.5432365717"
"2025-02-22","6678.130753207","1344.2406377282","985.2679899007","219.50689306","127.5781474417","95.1850128678","56.0881417636","73.6925178769","43.344","30.749642426","37.7996606624","46.5658262421","14.1572227772","4.8","4.3793107128","1.5908399592","0.9032641081","0.2525408","","0.0764235696","0.09","0.007","0.0070540621","0.000650749","0.0000014397","0.0000015325","","0","0","0","","","9764.4135328866"
"2025-02-23","6632.4049619173","1345.9267267112","988.4900689757","225.26590044","122.5791454686","95.3656629047","56.0880586659","73.714254907","43.344","31.2658203905","38.1701118978","46.5658256027","14.2570931508","4.8","4.3803257128","1.5908399592","0.7463187185","0.2549624","","0.0766845696","0.09","0.0084","0.0070468414","0.0002300744","0.0000019184","0.0000015306","","0","0","0","","","9725.3924427571"
"2025-02-24","6656.6056489517","1360.8660665427","988.6768008304","208.6326290947","117.8644888601","94.6064058236","56.0920422985","74.0988739415","43.344","29.757805041","36.7856826647","46.5658260127","13.8629389415","4.8","4.3784957128","1.6217291625","0.9772065134","0.2756068","","0.0766335696","0.09","0.0056","0.0070968552","0.0012251068","0.0000014422","0.0000017782","","0","0","0","","","9739.9928059438"
"2025-02-25","6655.0984357168","1362.9749067907","994.1729725106","210.705477701","114.6049766821","94.4283181765","56.0910771986","74.2568369559","43.344","29.9512301395","36.7562314662","30.7417920671","13.9083289485","4.8","4.4286957128","1.6493938488","0.6907088388","0.276756","","0.0767025696","0.11","0.0056","0.0070752414","0.0002865191","0.0000014413","0.0000015267","","0","0","0","","","9729.079806052"
"2025-02-26","6624.3822618409","1364.0302960624","990.655995288","202.7587111861","114.3937213853","72.5700762412","56.0863542008","74.7385374473","43.344","29.2320088468","35.3569569983","25.4671091454","13.5546093221","4.8","4.4638957128","1.6617329328","0.8747721509","0.272796","","0.0766185696","0.23","0.0084","0.0070440483","0.0002140742","0.0000014405","0.0000017828","","0","0","0","","","9658.9661146765"
"2025-02-27","6712.1807778542","1366.4802703172","1002.6131135693","207.2478670968","114.9265617886","73.8955944995","56.0903810703","74.8652720719","43.344","29.6302263459","36.6716783369","37.7746934783","13.8237563145","4.8","4.4323921414","1.6866553323","0.7165217363","0.2781092","","0.0766485696","0.09","0.0084","0.0070812414","0.000228073","0.0000014405","0.0000010188","","0","0","0","","","9781.6402314967"
"2025-02-28","6713.7774459982","1367.1996985292","1021.0198693814","220.5444735934","116.4385475345","75.2085049834","56.0908830968","74.9700433453","43.344","30.8333148682","38.4246380537","46.5658296239","14.318411413","4.8","4.5082957128","1.7138203911","0.7521264481","0.27659","","0.0764265696","0.11","0.0084","0.0070968483","0.0003081051","0.0000014405","0.0000015253","","0","0","0","","","9830.9887274618"
"2025-03-01","6433.291593697","1363.6382048219","959.8553042688","325.027171","69.5947362659","89.3640909943","55.9986474854","65.6307194925","43.344","29.2961074942","38.4349070952","45.9289170451","14.3658014022","4.8","4.2346404816","1.5497694624","0.8650665461","1.8627572","","0.066007128","0.09","0","0.0070468483","0.0000020742","0.0000014397","0.0000015237","","0","0","0","","","9547.2454937665"
"2025-03-02","6442.3027796112","1369.2351782308","948.6473742713","303.6717635","104.6450822723","91.378070042","55.9958020939","65.7672761103","43.344","29.5055942216","35.5771262068","45.9289165607","13.8539464985","4.8","4.2343004816","1.5497694624","0.6719874935","0.2591976","","0.069274128","0.09","0","0.0070240414","0.0000020728","0.0000009614","0.0000015267","","0","0","0","","","9561.5344673872"
"2025-03-03","6516.2168117855","1334.0634119885","954.9861321159","308.3554645923","111.5515467393","92.2121516328","56.0061475506","65.7252613967","43.344","29.8750817969","36.4754667183","45.9289164025","14.0177944258","4.8","4.2340604816","1.5635280753","0.8639542224","0.2725864","1.795545","0.069637128","0.09","0","0.0064376414","0.0000020696","0.0000014397","0.0000015237","","0","0","0","","","9622.4539411268"
"2025-03-04","6517.6820042364","1331.8552565377","966.5734748524","293.7806169245","114.7698341426","93.5274661097","56.0031395822","66.3692384705","43.344","30.8927035204","37.5043118114","45.9289167703","14.3107317553","4.8","4.2358454816","1.5599665489","0.9237895041","0.2699796","","0.069724128","0.09","0","0.0061552552","0.0000027115","0.0000019192","0.0000017801","","0","0","0","","","9624.497161642"
"2025-03-05","6542.8380921842","1330.0467264606","957.3082505379","249.1371151632","114.3361991801","92.8160167017","56.0028407435","66.7786127611","43.344","30.0643188554","36.1218496166","45.9289110422","14.0157292958","4.8","4.2364504816","1.5640361437","0.963524333","0.2800552","","0.069784128","0.11","0","0.0061160414","0.0000025916","0.0000009614","0.0000015253","","0","0","0","","","9590.7686339483"
"2025-03-06","6561.4800008723","1320.4800334757","957.9057077887","247.294556231","115.3066002814","92.4024601741","56.337830763","67.0415200549","43.344","29.9511556156","36.530672689","45.9289113269","13.982107379","4.8","4.2350154816","1.5650192213","1.0607496658","0.2797292","0.25425","0.069301128","0.09","0","0.0060992757","0.0001620772","0.0000014389","0.0000012738","","0","0","0","","","9600.3458854139"
"2025-03-07","6521.9458209515","1314.7095565301","952.0956147892","250.0024924125","115.8850469428","92.4844578274","56.0063030617","67.3677615554","43.344","30.1753172112","38.524215841","45.9289111288","14.1597461173","4.8","4.2341304816","1.581258004","1.4017541622","0.2797868","","0.068932128","0.09","0","0.0061392345","0.0002025889","0.0000014397","0.0000012657","","0","0","0","","","9555.0914504735"
"2025-03-08","6458.6534799399","1273.1639124673","931.6136450211","233.8460197954","114.9009670379","90.1945275322","56.0045691781","67.4979284486","43.344","28.9437717231","35.6697253725","45.9289098768","13.7736186618","4.8","4.2331104816","1.5983668224","0.7692977306","0.2501248","","0.068998128","0.09","0","0.0053000345","0.0001215534","0.0000009606","0.0000010188","","0","0","0","","","9405.3503965846"
"2025-03-09","6425.5680651341","1272.8388222935","934.3307237452","250.3054624","115.6251440314","91.3132186982","56.0009810531","67.7801708365","43.344","30.2012947827","35.9357993346","45.928910308","14.0956411142","4.8","4.2348254816","1.5983668224","1.3551055075","0.2475852","","0.068776128","0.13","0","0.0053008414","0.0002505888","0.0000014389","0.0000015237","","0","0","0","","","9395.7084472638"
"2025-03-10","6492.3728340196","1316.3278895056","928.4379619296","234.2423294757","115.4596411136","91.3897609839","56.0469115038","68.3411709624","43.344","28.9456978627","34.9537951787","45.9289099138","13.7750492219","4.8","4.2387104816","1.6037537977","0.7311834129","0.2717312","","0.069421128","0.11","0.0028","0.0061368345","0.0002090715","0.0000009606","0.0000015239","","0","0","0","","","9481.399900082"
"2025-03-11","6407.4995159431","1322.4999412985","935.2339364149","248.7498914826","115.3041180981","93.5662392374","56.0151539269","68.8244473103","43.344","30.935617969","38.035717499","45.928909822","14.3659496148","4.8","4.1970246752","1.6127733296","1.4310233864","0.278418","","0.068713128","0.09","0.0028","0.0061492414","0.000170056","0.0000014397","0.0000012708","","0","0","0","","","9432.7905131437"
"2025-03-12","6380.1062115705","1321.2505882857","947.3495442873","235.1149439706","115.5438880108","94.5849027007","56.0157497375","69.2830971298","43.344","32.2079268569","40.4680742108","45.9289101239","15.2397218412","4.8","4.2484204816","1.6163341246","1.2064264159","0.2876408","","0.068968128","0.09","0.0042","0.0061036345","0.0011893644","0.0000009598","0.0000010183","","0","0","0","","","9408.7668436528"
"2025-03-13","6347.6049948417","1318.2586832285","949.2116364562","226.4240232061","115.0905234602","93.321623554","56.0037084069","69.7284435828","43.344","31.3962204384","39.3566957394","45.9289108421","14.8892488409","4.8","4.1956946752","1.6199558329","0.6864959822","0.3119808","","0.069043128","0.1","0.0042","0.0060724276","0.0000845161","0.0000014389","0.0000012652","","0","0","0","","","9362.3522426633"
"2025-03-14","6296.9851407606","1317.080188319","926.6689415046","197.39002416","113.592022877","89.7200127981","56.0037128675","69.9697669642","43.344","28.7686111634","35.104609562","45.9289104514","13.6696366116","4.8","4.2487504816","1.620151536","0.7241904719","0.2968296","","0.069073128","0.09","0.0035","0.0060616345","0.0007815043","0.0000009606","0.0000012722","","0","0","0","","","9246.0849186285"
"2025-03-15","6310.785846622","1274.0147842016","935.2540077688","210.50067556","115.0343259704","90.8886631449","55.9997730048","70.2448578735","43.344","29.945660339","36.7230633702","45.9289112437","14.4398831546","4.8","4.2473504816","1.620151536","0.698077491","0.282856","","0.068770128","0.09","0.0014","0.0052864345","0.0004166662","0.0000009598","0.0000010174","","0","0","0","","","9244.918762968"
"2025-03-16","6408.7358630598","1273.0049082533","944.4697500715","215.56004148","114.2910632602","91.279295964","55.9980653939","70.6325662989","43.344","30.4052987984","37.2421637398","45.9289106266","14.442101946","4.8","4.2477754816","1.620151536","0.7698242983","0.2833096","","0.068770128","0.11","0.0084","0.0053024345","0.0002115663","0.0000014389","0.0000015202","","0","0","0","","","9357.2477768962"
"2025-03-17","6487.1244138155","1319.2643901707","945.1749364497","233.4084654827","114.8225530191","93.5156629116","56.0084679497","71.1258369166","43.344","32.0184888528","39.2148514385","45.928910213","15.0317644732","4.8","4.2494454816","1.6207757403","0.920458342","0.3080644","","0.067645128","0.09","0.007","0.0061064345","0.0002060761","0.0000004814","0.0000015172","","0","0","0","","","9508.0524452942"
"2025-03-18","6505.8333465903","1320.6690817365","983.8851601363","224.0165321813","116.2082853476","93.6150578323","55.9990837343","71.3274215918","43.344","31.1666805756","38.6575203429","45.9289102812","14.75395846","4.8","4.2469554816","1.6317970779","0.8970742931","0.3218252","","0.066904128","0.1","0.0028","0.0061168207","0.0004244307","","0.0000005049","","0","0","0","","","9557.478936747"
"2025-03-19","6430.2631622936","1321.0793080174","961.5991032741","220.6891580463","115.401094589","93.3065032858","56.0047251717","71.2523530278","43.344","30.8603101074","38.2617944272","45.9289093593","14.6138207413","4.8","4.2845054816","1.6406826088","0.6841925073","0.3032164","","0.066559128","0.08","0.007","0.006122","0.0002936316","","0.00000051","","0","0","0","","","9454.4768146082"
"2025-03-20","6443.3623422704","1321.0748279566","963.8321286253","222.1656657932","114.7912032798","93.3548506631","56.0336545665","71.4070054141","43.344","30.9943874652","38.2186275749","45.9289097791","14.6964389276","4.8","4.3004754816","1.642167012","0.7030155924","0.2926168","","0.066499128","0.08","","0.0061092","0.0002973759","","","","0","0","0","","","9471.0952229057"
"2025-03-21","6458.5963732319","1318.7206206586","970.8127702541","223.0398985453","115.7242176656","93.1914777389","56.0038413149","71.4791786038","43.344","31.0930530778","38.1479691605","45.9289192794","14.6732632655","4.8","4.3008854816","1.642167012","0.7121252513","0.2879312","","0.066820128","0.1","","0.0060972","0.0011744583","","","","0","0","0","","","9492.6727835275"
