"Service","EC2-Instances($)","EC2-Other($)","VPC($)","CloudWatch($)","ElastiCache($)","OpenSearch Service($)","Elastic Load Balancing($)","S3($)","Secrets Manager($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Lambda($)","SNS($)","SQS($)","Simple Workflow Service($)","Step Functions($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-05-02","224.6437268564","34.2480990533","11.7837133181","8.0037724118","5.904","12.1297180237","1.7465985476","0.1672392332","0.5854951616","2.4","0.1708898707","0.1299677304","0.037112064","0.01","","0","0.0000063959","0.0000017635","0.0000084","0.0000014349","0.0000007602","0","0","","301.9603510253"
"2024-05-03","224.6436204246","34.2820407434","11.6922045413","7.9738093262","5.904","12.1297176981","1.7471453137","0.1695700162","0.5864151616","2.4","0.1708875906","0.1299677304","0.037340064","0.01","","0","0.0000110064","0.0000024223","0.000008","0.0000019128","0.0000010136","0","0","","301.8767429652"
"2024-05-04","224.3029517297","34.3204393364","11.6906485239","8.002177122","5.904","12.129719051","1.7462674549","0.1667785867","0.5864151616","2.4","0.1708878761","0.1299677304","0.037112064","0.02","","0","0.0000423293","0.000001744","0.0000088","0.0000019128","0.0000010136","0","0","","301.6074204364"
"2024-05-05","224.292197674","34.28657321","11.6578128202","8.0250784526","5.904","12.1297193647","1.7445351851","0.1617322785","0.5857251616","2.4","0.1708860231","0.1299677304","0.037226064","0.01","","0","0.0000164917","0.0000021855","0.0000084","0.0000014349","0.0000007602","0","0","","301.5354832365"
"2024-05-06","224.6438800099","34.3289040964","11.5713643736","8.0694449887","5.904","12.1297188561","1.7473897969","0.1788745944","0.5852651616","2.4","0.1708890159","0.1299677304","0.037112064","0.01","","0","0.0000170397","0.0000025302","0.0000092","0.0000019128","0.0000010136","0","0","","301.9068423842"
"2024-05-07","224.6441763795","34.3884010698","11.571812738","8.0749059025","5.904","12.1297168297","1.747092258","0.1792804968","0.5859551616","2.4","0.1708890159","0.1299677304","0.037226064","0.01","","0","0.0000190417","0.0000023109","0.0000084","0.0000019128","0.0000010136","0","0","","301.9734563252"
"2024-05-08","223.9624884617","34.3813964759","11.5730130897","8.0685422239","5.904","12.1297162778","1.7467756251","0.182568862","0.5622216132","2.4","0.1708881604","0.1299677304","0.037280064","0.01","","0","0.0000163773","0.0000022002","0.0000088","0.0000014349","0.0000007602","0","0","","301.2588881567"
"2024-05-09","224.6441127023","34.4486913555","11.5846124711","8.0623278903","5.904","12.1297157815","1.7734278082","0.1848243465","0.5864151616","2.4","0.1708897281","0.1299677304","0.036656064","0.01","","0","0.0000089625","0.0000029692","0.0000076","0.0000019128","0.0000010136","0","0","","302.0656634976"
"2024-05-10","224.6441930413","34.4960597011","11.5938056884","8.0547719265","5.904","12.1297150156","1.7869540504","0.1818237836","0.5864151616","2.4","0.170888303","0.1299677304","0.036884064","0.01","","0","0.0000156085","0.0000021991","0.0000096","0.0000014349","0.0000010136","0","0","","302.125508322"
"2024-05-11","224.6440828962","34.4994981238","11.6904599461","8.04513897","5.904","12.1297155835","1.7861471806","0.1770972655","0.5617616132","2.4","0.1708891582","0.1299677304","0.037112064","0.01","","0","0.0000197606","0.0000019791","0.0000092","0.0000019128","0.0000010136","0","0","","302.1859043976"
"2024-05-12","224.6441789989","34.4992784339","11.690477914","8.0423230768","5.904","12.1297160249","1.7849968362","0.1734489175","0.5864151616","2.4","0.1708860232","0.1299677304","0.037112064","0.01","","0","0.000027419","0.0000025305","0.0000096","0.0000019128","0.0000007602","0","0","","302.2028434039"
"2024-05-13","224.3034479457","34.5193372373","11.7202961765","8.0568830306","5.904","12.1297147234","1.7876491379","0.1845890958","0.5606116132","2.4","0.1708893004","0.1299677304","0.037112064","0.01","","0","0.0000217252","0.0000030839","0.0000084","0.0000014349","0.0000010136","0","0","","301.9145337128"
"2024-05-14","224.6441812274","34.5408103483","11.8131141963","8.0400826499","5.904","12.1297407875","1.7883962302","0.1861272598","0.5859551616","2.4","0.1708900134","0.1299677304","0.037112064","0.01","","0","0.0000028251","0.0000015504","0.0000088","0.0000019128","0.0000010136","0","0","","302.3803937707"
"2024-05-15","224.6443121541","34.5504208711","11.8111628968","8.0235247997","5.904","12.1297447993","1.7877439014","0.1869855262","0.5622216132","2.4","0.1708860227","0.1299677304","0.037112064","0.01","","0","0.0000047147","0.0000011028","0.0000088","0.0000019128","0.0000007602","0","0","","302.3480996694"
"2024-05-16","224.6439317836","34.5435793555","11.7905931904","7.9183938356","5.904","12.1297447666","1.7874223042","0.1883449078","0.5857251616","2.4","0.1708897283","0.1299677304","0.037112064","0.01","","0","0.0000034586","0.0000016522","0.0000096","0.0000019128","0.0000010136","0","0","","302.2397224652"
"2024-05-17","224.5792793351","34.5757407059","11.6904664458","7.8453037895","5.904","12.1297462268","1.7869969457","0.1870868758","0.5864151616","2.4","0.1708881605","0.1299677304","0.037226064","0.01","","0","0.0000019355","0.0000009928","0.0000092","0.0000014349","0.0000010136","0","0","","302.0331320179"
"2024-05-18","224.6442870175","34.5761269127","11.6904992063","7.8062525595","5.904","12.1297464971","1.7860513297","0.1852470315","0.5868751616","2.4","0.1708834579","0.1299677304","0.037112064","0.01","","0","0.0000038584","0.0000004407","0.0000096","0.0000014349","0.0000007602","0","0","","302.0570650624"
"2024-05-19","224.573903979","34.5726015112","11.663702059","7.7215170817","5.904","12.1297463122","1.7846334836","0.1805057579","0.5854951616","2.4","0.1708893011","0.1299677304","0.037112064","0.01","","0","0.0000022065","0.0000011039","0.0000084","0.0000019128","0.0000010136","0","0","","301.8640890785"
"2024-05-20","224.6390792011","34.6033012087","11.5701859703","7.6858562455","5.904","12.1297460357","1.7867651535","0.1922617074","0.5861851616","2.4","0.1708884457","0.1299677304","0.037112064","0.01","","0","0.0000026606","0.0000013233","0.0000092","0.0000014349","0.0000007602","0","0","","301.8453643029"
"2024-05-21","224.2386692477","34.6410509956","11.5645144171","7.6852057442","5.904","12.1297459605","1.7868830417","0.1944508423","0.5859551616","2.4","0.1708847408","0.1299677304","0.037112064","0.01","","0","0.0000077271","0.0000014065","0.0000084","0.0000019128","0.0000010136","0","0","","301.4784604059"
"2024-05-22","224.6444868967","34.6377134564","11.6234949932","7.6925882697","5.904","12.1297465459","1.7873908796","0.1973423804","0.5617616132","2.4","0.1708824607","0.1299677304","0.037112064","0.01","","0","0.0000014564","0.000000772","0.000008","0.0000019128","0.0000010136","0","0","","301.926500445"
"2024-05-23","210.5601446044","34.655291843","11.683143829","7.7114727464","5.904","12.1297463683","1.7874058284","0.1944630862","0.5861851616","2.4","0.1708878753","0.1299677304","0.037112064","0.01","","0","0.0000021564","0.000001103","0.000008","0.0000014349","0.0000007602","0","0","","287.9598345915"
"2024-05-24","207.7431385825","34.6652767702","11.6886907394","7.7463713943","5.904","12.129747577","1.7879007651","0.1989479445","0.5859551616","2.4","0.1708878753","0.1299677304","0.037226064","0.01","","0","0.0000034438","0.0000017588","0.0000084","0.0000019128","0.0000010136","0","0","","285.1981271333"
"2024-05-25","206.6105940932","34.6747723221","11.8030772776","7.7397826918","5.904","12.1297474474","1.7866515154","0.1915096634","0.5850351616","2.4","0.170886593","0.1299677304","0.037112064","0.01","","0.0014","0.0000014771","0.0000007719","0.0000084","0.0000014349","0.0000007602","0","0","","284.174549404"
"2024-05-26","206.5869987639","34.6753891906","11.8030904775","7.7382676525","5.904","12.1297476252","1.7853448701","0.1892599953","0.5859551616","2.4","0.1708875906","0.1299677304","0.037352064","0.01","","0.0014","0.0000017043","0.0000008839","0.0000084","0.0000019128","0.0000010136","0","0","","284.1476750363"
"2024-05-27","207.9006956514","34.6984474286","11.8037969407","7.7481255953","5.904","12.1297477191","1.787876926","0.2009085591","0.5857251616","2.4","0.1708870205","0.1299677304","0.036533064","0.01","","0.0014","0.0000076626","0.0000013226","0.000008","0.0000014349","0.0000007602","0","0","","285.508130977"
"2024-05-28","222.3654747513","34.7097367613","11.7454991682","7.7946446059","5.904","12.129747371","1.7876538663","0.2037716745","0.5852651616","2.4","0.170888303","0.1299677304","0.036884064","0.01","","0.0014","0.0000023876","0.0000012133","0.0000084","0.0000019128","0.0000010136","0","0","","299.9749483848"
"2024-05-29","223.1753558992","34.724273059","12.5109692354","7.8282376571","5.904","12.1297479191","1.7870542033","0.2033437061","0.5854951616","2.4","0.1708887307","0.1299677304","0.036767064","0.01","","0.0014","0.0000072875","0.0000012129","0.0000084","0.0000019128","0.0000010136","0","0","","301.5975201927"
"2024-05-30","210.4301852328","34.728085173","14.5624201366","7.8319731135","5.904","12.1297474084","1.7879710735","0.2070595124","0.5857251616","2.4","0.1708898701","0.1299677304","0.037235064","0.01","","0.0014","0.0000042021","0.0000008807","0.0000084","0.0000014349","0.0000007602","0","0","","290.9166751542"
"2024-05-31","207.7431237191","34.7349001174","14.4445025894","7.84217732","5.904","12.1297476769","1.7872138787","0.2070248781","0.5852651616","2.4","0.1708894432","0.1299677304","0.037235064","0.01","","0.0014","0.000002225","0.0000011007","0.000008","0.0000019128","0.0000010136","0","0","","288.1274618309"
"2024-06-01","220.6788029766","35.8005408134","14.4786381971","7.8514745811","5.904","12.1596614183","1.7859814449","0.207207028","0.60485","2.4","0.170814915","0.1342999872","0.0383013336","0.01","1","0","0.000001","0.0000005518","0.0000084","0.0000019128","0.0000007602","0","0","","303.22458532"
"2024-06-02","221.5679299146","35.7994293006","14.5640081447","7.8446530293","5.904","12.1596615766","1.7850289848","0.2034067633","0.60439","2.4","0.170890679","0.1342999872","0.0381873336","0.01","","0","0.0000016999","0.0000008838","0.0000096","0.0000014349","0.0000010136","0","0","","303.1859003459"
"2024-06-03","220.6517743873","35.8187824398","14.6449109201","7.8584496217","5.904","12.1596737329","1.7880076449","0.2152170463","0.60485","2.4","0.1708922461","0.1342999872","0.0381873336","0.01","","0","0.0000011439","0.000000552","0.0000076","0.0000019128","0.0000007602","0","0","","302.3990573288"
"2024-06-04","217.8109374111","35.8225913175","14.7036949361","7.8525284018","5.904","12.159674532","1.78766806","0.2131697213","0.60439","2.4","0.1708911066","0.1342999872","0.0381843336","0.01","","0","0.0000055585","0.0000015431","0.0000064","0.0000014349","0.0000010136","0","0","","299.6120457573"
"2024-06-05","222.0823392987","35.838387332","14.6846919737","7.8494935767","5.904","12.1596749509","1.787764746","0.216982918","0.60439","2.4","0.1708928168","0.1342999872","0.0373893336","0.01","","0","0.0000015147","0.0000007729","0.0000088","0.0000019128","0.0000010136","0","0","","303.8803209476"
"2024-06-06","224.640330805","35.83403227","14.684027686","7.8439422426","5.904","12.1596739493","1.7883397024","0.2186340783","0.60416","2.4","0.1708945267","0.1342999872","0.0377313336","0.01","","","0.0000046751","0.0000009924","0.0000084","0.0000019128","0.0000007602","0","0","","306.4300833216"
"2024-06-07","224.642439931","35.8362680433","14.6504852707","7.8329369075","5.904","12.1596743501","1.7878334062","0.2173335115","0.60416","2.4","0.1708929594","0.1342999872","0.0376173336","","","0","0.0000021772","0.0000011041","0.0000072","0.0000014349","0.0000007602","0","0","","306.3779543769"
"2024-06-08","224.644683607","35.8253410783","14.5640169997","7.7701218619","5.904","12.1596744177","1.7858685109","0.2137613427","0.60416","2.4","0.1708913917","0.1342999872","0.0376173336","0.01","","0","0.0000008834","0.0000004416","0.000006","0.0000014349","0.0000010136","0","0","","306.2244463042"
"2024-06-09","223.8702415994","35.8242111627","14.496757023","7.752049453","5.904","12.1596738379","1.7847433762","0.2105275492","0.60439","2.4","0.1708908216","0.1342999872","0.0377313336","0.01","","0","0.0000099148","0.0000012103","0.0000072","0.0000019128","0.0000010136","0","0","","305.3595373953"
"2024-06-10","224.6449329304","35.8530605786","14.5140648682","7.7677223115","5.904","12.1596738748","1.7876303158","0.2231739176","0.5787","2.4","0.1708956666","0.1342999872","0.0376173336","0.01","","0","0.0000015314","0.000000772","0.000006","0.0000014349","0.0000007602","0","0","","306.1857822828"
"2024-06-11","223.8727983078","35.9655451187","14.6051165338","7.7868433966","5.904","12.1596735095","1.7883374925","0.2260655361","0.6118377784","2.4","0.1708899664","0.1342999872","0.0376533336","0.01","","0","0.0028445621","0.0000014298","0.0000064","0.0000019128","0.0000007602","0","0","","305.6759160255"
"2024-06-12","223.360451588","36.0293515949","14.691053754","8.2935284078","5.904","12.1596733608","1.7891316235","0.2284450491","0.6173133344","2.4","0.170893529","0.1342999872","0.0376323336","0.01","","0","0.0007775664","0.0000018554","0.000006","0.0000014349","0.0000010136","0","0","","305.8265624326"
"2024-06-13","223.8616033217","36.7263292009","14.6974667999","8.0650637169","5.904","12.1596743203","1.7888252204","0.2303583526","0.6169333344","2.4","0.1708911068","0.1342999872","0.0376203336","0.01","","0","0.0014994885","0.0000014276","0.0000068","0.0000019128","0.0000010136","0","0","","306.8045763372"
"2024-06-14","218.8195195521","36.8963933897","14.692194858","8.064713284","5.904","12.1596754952","1.7884335329","0.2270702832","0.6162283344","2.4","0.1708933867","0.1342999872","0.0372873336","0.01","","0","0.0000019688","0.0000009913","0.000004","0.0000014349","0.0000007602","0","0","","301.9207185922"
"2024-06-15","216.8579232205","36.8923336035","14.6919987286","8.0644105348","5.904","12.1596752537","1.7872794459","0.2237540092","0.6145283344","2.4","0.1708911064","0.1342999872","0.0358894447","0.01","","0","0.0000017709","0.0000008821","0.000002","0.0000009566","0.0000005068","0","0","","299.9469897853"
"2024-06-16","216.2920078731","36.8943538446","14.6242134162","8.0496737556","5.904","12.1596742318","1.7852504695","0.2174668414","0.6140583344","2.4","0.1708869742","0.1342999872","0.0373923336","0.01","","0","0.000008546","0.0000015433","0.0000004","0.0000004782","0.0000002534","0","0","","299.2932892825"
"2024-06-17","216.185311475","37.3491199645","14.5407378188","8.0856497799","5.904","12.1596734446","1.787106141","0.2287278084","0.5968000003","2.4","0.1708899668","0.1342999872","0.0377103336","","","","0.0000330273","0.0000015052","","","0","0","","","299.5800612526"
"2024-06-18","147.9422284613","37.5315497738","14.453807878","8.1120454393","5.904","12.1596733318","1.7873822233","0.2311299619","0.6008705553","2.4","0.1708899666","0.1342999872","0.0367083336","","","","0.0000035023","0.0000017609","","","","0","","","231.4645911753"
"2024-06-19","147.7373425448","37.5480342671","14.4734439927","8.1415566113","5.904","12.1596734692","1.7873765297","0.2350477556","0.6273566664","2.4","0.1708945267","0.1342999872","0.0363663336","","","0","0.0000026877","0.0000013197","","","","0","0","","231.3553966917"
"2024-06-20","148.807876049","37.8429743789","14.4897446165","8.1097530198","5.904","12.159675888","1.7886607268","0.2363449658","0.6286866664","2.4","0.1708854065","0.1342999872","0.0357183336","","","0","0.0000964962","0.0000025236","","","0","0","","","232.7087190583"
"2024-06-21","148.7224906774","37.8626343575","14.4572847488","8.0856793487","5.904","12.1596647258","1.7855708175","0.2283353494","0.6012955553","2.4","0.1708787092","0.1342999872","0.0371643336","0.03","","0","0.0000024355","0.0000012123","0.0000008","0.0000004782","0.0000002534","0","0","","232.5793037898"
"2024-06-22","146.8227244398","37.8691304029","14.4525554322","8.0742716563","5.904","12.1596570051","1.7845850262","0.2257709925","0.6269266664","2.4","0.1708812742","0.1342999872","0.0371643336","","","0","0.0000013459","0.0000006622","","","0.0000005068","0","0","","230.6619697313"
"2024-06-23","145.2486603257","37.8682130941","14.4537223492","8.0660090353","5.904","12.1596575443","1.7836371671","0.2220558462","0.6293266664","2.4","0.1708801341","0.1342999872","0.0371643336","0.09","","0","0.0000019437","0.000000995","0.0000028","0.0000014349","0.0000007602","0","0","","229.167634417"
"2024-06-24","58.8355251325","23.668547711","14.491033092","6.0303549008","5.904","12.1596607423","1.7434146431","0.1928240848","0.6339466664","2.4","0.1706478587","0.1342999872","0.0370503336","0.01","","0.0021","0.0001442296","0.000005752","0.0000108","0.0000014349","0.0000010136","0","0","","126.4135683825"
"2024-06-25","18.6054511329","19.153322099","14.4528421981","5.3095395961","5.1250779658","12.1596612103","1.7283700846","0.1792066814","0.6333566664","2.4","0.1705697698","0.1342999872","0.0376293336","0.01","","0.0021","0.0000384252","0.0000015368","0.0000104","0.0000019128","0.0000007602","0","0","","80.1014797602"
"2024-06-26","15.334403396","11.2958765836","14.4464662292","5.050388617","2.9522238528","12.1596611708","1.7279316278","0.1801524486","0.6346416664","2.4","0.1705697688","0.1342999872","0.0376233336","0.01","","0.0021","0.0014475092","0.0000012125","0.0000104","0.0000014349","0.0000010136","0","0","","66.537800252"
"2024-06-27","15.5350847624","9.5866978537","14.4400042532","4.986837369","2.9521166952","9.1197402544","1.7288851526","0.1792610637","0.6325466664","2.4","0.1705697691","0.1342999872","0.0376773336","","","0.0014","0.0000545771","0.000001104","0.000008","0.0000019128","0.0000010136","0","0","","61.905187768"
"2024-06-28","12.0818535983","9.0576815352","13.0511161062","4.5820585543","2.9521166952","","1.7285021178","0.1799874907","0.6342216664","0.966460667","0.0639601634","0.1342999872","0.0373953336","0.01","","0.0021","0.0000286648","0.0000012023","0.0000128","0.0000014349","0.0000010136","0","0","","45.4817990309"
"2024-06-29","10.1666825928","8.6212778743","12.175313994","4.3072027508","2.9521166952","","1.7274777878","0.1768953316","0.6346066664","","0.000000068","0.1342999872","0.0377193336","0.01","","0.0007","0.0000015249","0.0000007715","0.0000124","0.0000019128","0.0000007602","0","0","","40.9443104511"
"2024-06-30","10.1130204375","8.6373824454","12.1747821101","4.3072039318","2.9521166952","","1.7264500699","0.1723623753","0.6346066664","","0.000000068","0.1342999872","0.0369003336","0.01","","0.0021","0.0000021958","0.0000011047","0.0000104","0.0000014349","0.0000010136","0","0","","40.9012412694"
"2024-07-01","10.1288348652","8.4390470893","12.1788306173","4.3020426439","2.952112932","","1.7293471693","0.1774993638","0.6144966128","","0","0.1299677304","0.036536064","0.01","1","0","0.0000018","0.0000011031","0.0000124","0.0000019128","0.0000010136","0","0","","41.6987333175"
"2024-07-02","10.2744408935","8.4442077885","12.1775029217","4.3020414584","2.952112932","","1.7288785325","0.1765430911","0.6160666128","","0.0000000701","0.1299677304","0.035738064","0.01","","0","0.0000014354","0.0000007717","0.0000128","0.0000019128","0.0000010136","0","0","","40.8475180285"
"2024-07-03","10.2747649741","8.4687828141","12.1755150103","4.3069222457","2.952112932","","1.7282081862","0.1752032021","0.6131916128","","0.0000000701","0.1299677304","0.035852064","0.01","","0","0.0000019856","0.0000009916","0.0000124","0.0000019128","0.0000007602","0","0","","40.870538892"
"2024-07-04","10.2474806548","8.4564227348","12.0058561641","4.2865993117","2.952112932","","1.7277828631","0.1910090445","0.6138416128","","0.0000000701","0.1299677304","0.036536064","0.01","","0","0.0000077375","0.0000009816","0.0000112","0.0000014349","0.0000010136","0","0","","40.6576315499"
"2024-07-05","10.2752170832","8.4881982979","11.935019653","4.2030410683","2.952112932","","1.7274192552","0.2536538678","0.6122316128","","0.0000000714","0.1299677304","0.036536064","0.01","","0","0.0000013021","0.0000006614","0.0000092","0.0000019128","0.0000010136","0","0","","40.6234117259"
"2024-07-06","10.2751836352","8.4935315745","12.0273715746","4.1868422457","2.952112932","","1.7267335515","0.2344721451","0.6117516128","","0.0000000714","0.1299677304","0.036650064","0.01","","0","0.0000019355","0.0000009926","0.0000088","0.0000019128","0.0000007602","0","0","","40.6846315383"
"2024-07-07","10.2215735287","8.4886175399","12.1753015798","4.1895010671","2.952112932","","1.7266838847","0.2043212165","0.6122316128","","0.0000000714","0.1299677304","0.036536064","0.01","","0","0.0000013043","0.0000006622","0.0000084","0.0000014349","0.0000010136","0","0","","40.7468600423"
"2024-07-08","10.2644814812","8.5298119128","12.1765318934","4.1780625073","2.952112932","","1.7286457939","0.2582879541","0.6117516128","","0.0000000714","0.1299677304","0.036428064","0.02","","0","0.0000022688","0.0000010996","0.0000072","0.0000019128","0.0000010136","0","0","","40.8860954481"
"2024-07-09","10.275427378","8.5424345118","12.1767769262","4.0666218539","2.952112932","","1.728585601","0.2542804924","0.5867227956","","0.0000000701","0.1299677304","0.036536064","0.01","","0","0.000001748","0.0000008809","0.0000092","0.0000019128","0.0000007602","0","0","","40.7594808573"
"2024-07-10","10.2754404696","8.5418867799","12.1753693624","3.0879102809","2.952112932","","1.7284318242","0.2547382921","0.5886427956","","0.0000000701","0.1299677304","0.036536064","0.01","","0","0.0000008563","0.000000442","0.0000092","0.0000019128","0.0000010136","0","0","","39.7810500259"
"2024-07-11","10.2753902063","8.5559045757","12.1757692586","3.0780410646","2.952112932","","1.7285053089","0.2648387505","0.5888827956","","0.0000000714","0.1299677304","0.036536064","0.01","","0","0.0000012458","0.0000006613","0.0000124","0.0000014349","0.0000010136","0","0","","39.7959655136"
"2024-07-12","10.2752502617","8.5897036293","12.0932168768","3.0780418521","2.952112932","","1.728716583","0.3676131219","0.6146316128","","0.0000000701","0.1299677304","0.036536064","0.01","","0.021","0.0000017438","0.0000008822","0.0000124","0.0000019128","0.0000010136","0","0","","39.8968086865"
"2024-07-13","10.2750696677","8.6060384183","11.9348317279","3.0780426395","2.952112932","","1.7267000237","0.8005680411","0.6143916128","","0.0000000714","0.1299677304","0.036422064","0.01","","0.0203","0.0000022063","0.0000011044","0.0000096","0.0000019128","0.0000007602","0","0","","40.1844605125"
"2024-07-14","10.2750877069","8.5985870388","11.9348757852","3.078041067","2.952112932","","1.725590693","0.2102463623","0.6136716128","","0.0000000701","0.1299677304","0.036536064","0.01","","0.0224","0.0000012876","0.0000006612","0.0000116","0.0000014349","0.0000010136","0","0","","39.5871330598"
"2024-07-15","10.2749733351","8.6345950009","11.9353395224","3.0781811851","2.952112585","","1.7274340798","0.9853172799","0.6141516128","","0.0000000701","0.1299677304","0.036542064","0.01","","0.021","0.0000012812","0.0000006627","0.0000124","0.0000019128","0.0000010136","0","0","","40.3996317358"
"2024-07-16","10.2750332751","8.6488390965","11.9352918005","3.0780418539","2.9521085902","","1.7280215551","0.8582079632","0.6141516128","","0.0000000701","0.1299677304","0.036536064","0.01","","0.0238","0.000001798","0.000000884","0.0000124","0.0000019128","0.0000010136","0","0","","40.2900176202"
"2024-07-17","10.3582348971","8.687314107","11.939253765","3.0876018533","2.9521060666","","1.7281220034","0.8301109444","0.6230416664","","0.0000000701","0.1299677304","0.036551064","0.01","","0.0196","0.0000017438","0.0000009895","0.000012","0.0000019128","0.0000007602","0","0","","40.401921574"
"2024-07-18","10.4508447665","8.6833539507","11.9347957374","3.0718002821","2.9520991646","","1.7275416222","0.8344768112","0.6009183868","","0.0000000701","0.1299677304","0.036539064","0.01","","0.0224","0.0000008647","0.0000003308","0.0000116","0.0000014349","0.0000010136","0","0","","40.45475283"
"2024-07-19","10.3700408997","8.6856355857","11.9354448209","3.044501069","2.952091114","","1.7268365437","0.8956891389","0.6247648384","","0.0000000714","0.1299677304","0.036425064","0.01","","0.0196","0.0000013772","0.0000006626","0.0000096","0.0000019128","0.0000018085","0","0","","40.4310122372"
"2024-07-20","10.3286591673","8.673328759","11.9350147519","3.0204414595","2.9520812252","","1.7266371297","0.8369759043","0.6237848384","","0.0000000714","0.1299677304","0.036539064","0.01","","0.0133","0.0000015084","0.0000007728","0.0000068","0.0000019128","0.0000015549","0","0","","40.28674265"
"2024-07-21","10.3700570874","8.6622480077","11.9348260676","3.0204422463","2.9520731444","","1.7251945549","0.2095916998","0.6230498384","","0.0000000714","0.1299677304","0.035969064","0.01","","0.0119","0.0000019771","0.0000009952","0.0000052","0.0000014349","0.0000020732","0","0","","39.6853311927"
"2024-07-22","10.3287116326","8.6959889722","11.9378779986","3.0046521123","2.952072876","","1.7279444015","1.0597865695","0.6228898384","","0.0000000701","0.1299677304","0.036425064","0.01","","0.0119","0.0000020397","0.000000993","0.0000052","0.0000019128","0.0000015549","0","0","","40.518228966"
"2024-07-23","10.3700578027","8.6795337219","11.9353698345","3.0072841533","2.9520729288","","1.7275147868","0.9198251248","0.6269698384","","0.0000000701","0.1299677304","0.036587064","0.01","","0.0182","0.0000046437","0.0000009897","0.000012","0.0000014349","0.0000020732","0","0","","40.4134041972"
"2024-07-24","10.3592122437","8.6668635266","11.9348457767","3.0348406771","2.9520735612","","1.7269068218","0.2652908872","0.6267248384","","0.0000000701","0.1299677304","0.036425064","0.01","","0.0224","0.0000011896","0.0001445516","0.0000092","0.0000019128","0.0000015549","0","0","","39.7657096061"
"2024-07-25","10.844191745","8.7040063578","11.9375321646","3.0562319269","2.952074097","","1.728516415","1.5321278884","0.6254998384","","0.0000000701","0.1299677304","0.036425064","0.01","","0.0182","0.0000094001","0.0001297507","0.00001","0.0000019128","0.0000020734","0","0","","41.5749264346"
"2024-07-26","10.9868191865","8.7126247197","11.9351336148","3.0636422488","2.9520737472","","1.7277564382","0.8888862899","0.6250098384","","0.0000000714","0.1299677304","0.036539064","0.01","","0.0175","0.0000020021","0.0001154947","0.0000092","0.0000014349","0.0000020732","0","0","","41.0860831542"
"2024-07-27","10.9454406928","8.7128602614","12.0990154398","3.0636414595","2.9520737236","","1.7275541683","0.8267166211","0.6254998384","","0.0000000714","0.1299677304","0.036539064","0.01","","0.0175","0.0000015084","0.0001192724","0.0000088","0.0000019128","0.0000018083","0","0","","41.1469423726"
"2024-07-28","10.8513816549","8.6988478473","12.174797773","3.0636418508","2.9520734426","","1.7263313428","0.7135127569","0.6250098384","","0.0000000701","0.1299677304","0.036539064","0.01","","0.0182","0.0000016854","0.0001148829","0.0000088","0.0000014349","0.0000018198","0","0","","41.0004319942"
"2024-07-29","11.0409557251","8.7305889556","12.175382291","3.1321974908","2.9520732072","","1.727588123","0.5608226378","0.6240298384","","0.0000000701","0.1299677304","0.036650064","0.01","","0.014","0.0000015105","0.000092273","0.0000068","0.0000019128","0.0000020736","0","0","","41.1343607033"
"2024-07-30","11.0958552164","8.7374164","13.0668312019","3.1847091817","2.9520732356","","1.7298506611","0.9662142802","0.6233998384","","0.0000000714","0.1299677304","0.036647064","0.01","","0.014","0.0000171397","0.0000917149","0.0000064","0.0000014349","0.0000015551","0","0","","42.5470831257"
"2024-07-31","11.2748455305","8.7238812417","13.4242253687","3.2047254971","2.9520735664","","1.7287435756","0.8959501485","0.6236348384","","0.0000000701","0.1299677304","0.036647064","0.01","","0.014","0.0000013146","0.0000786616","0.0000064","0.0000019128","0.0000018198","0","0","","43.0187847402"
"2024-08-01","10.9814677968","8.7303692384","13.4248977965","3.1977451063","2.9520737758","","1.7291204339","0.8819118868","0.6230498384","","0.0000000714","0.1299677304","0.036539064","0.01","0.2","0","0.000001","0.0000005527","0.0000048","0.0000014349","0.0000012902","0","0","","42.8971518165"
"2024-08-02","11.0264597299","8.7341214476","13.2593480564","3.1977470761","2.9520738484","","1.7278094546","0.8965699338","0.6257448384","","0.0000000701","0.1299677304","0.036539064","0.01","","0","0.0000022355","0.0000011018","0.000008","0.0000019128","0.0000020734","0","0","","42.5963965732"
"2024-08-03","11.0507285909","8.7174233486","13.1808158578","3.1978242223","2.9520737764","","1.7268450216","0.8553616663","0.6238648384","","0.0000000701","0.1299677304","0.036533064","0.01","","0.014","0.0000628565","0.0000019705","0.0000064","0.0000014349","0.0000015549","0","0","","42.4955124036"
"2024-08-04","11.0926771517","8.6588857069","13.1808566059","3.1977463211","2.9520734982","","1.7256021993","0.6904325256","0.6230498384","","0.0000000701","0.1299677304","0.036527064","0.01","","0.0133","0.0000016897","0.0000008829","0.0000068","0.0000019128","0.0000018198","0","0","","42.3111318168"
"2024-08-05","11.4486682631","8.6695084031","13.181907076","3.1977455437","2.9520732936","","1.7276431688","0.5754006966","0.6237848384","","0.0000000714","0.1299677304","0.036527064","","","0.0126","0.0000013375","0.0000007454","0.0000064","0.0000014349","0.0000020732","0","0","","42.5558381401"
