"Service","EC2-Instances($)","EC2-Other($)","VPC($)","CloudWatch($)","ElastiCache($)","OpenSearch Service($)","Elastic Load Balancing($)","S3($)","Secrets Manager($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Lambda($)","SNS($)","SQS($)","Simple Workflow Service($)","Step Functions($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-01-02","12.6648152124","9.0840171915","13.1800070377","9.1451277318","1.9681615218","","1.72932044","1.2360523777","0.6220698384","","0","0.1299677304","0.034907064","0.06","","0","","0","0.0000036","0.0000014349","0.0000017581","0","0","","49.8544529387"
"2025-01-03","12.664814014","9.0851409627","13.1800271158","9.1704777318","1.9681619516","","1.7302748141","1.437817394","0.6220698384","","0.0000000714","0.1299677304","0.034883064","0.04","","0","","0","0.0000032","0.0000014349","0.0000017542","0","0","","50.0636410773"
"2025-01-04","12.66479957","9.0744315736","13.1800144731","9.1993177318","1.968162379","","1.7293307412","1.4212820776","0.6218248384","","0.0000000714","0.1299677304","0.034907064","0.05","","0","","0","0.0000036","0.0000014349","0.0000017591","0","0","","50.0740450445"
"2025-01-05","12.6648013745","9.0631081613","13.1800129295","9.1993177318","1.9681621486","","1.7272099601","1.2435277364","0.6225598384","","0.0000000701","0.1299677304","0.034907064","0.06","","0","","0","0.0000036","0.0000014349","0.0000015057","0","0","","49.8935812857"
"2025-01-06","12.6647539499","9.0883361891","13.1800126187","9.2561585168","1.9681616624","","1.7294647423","0.4059070755","0.5958683868","","0.0000000701","0.1299677304","0.034931064","0.05","","0","0.0000004105","0.0000002186","0.000004","0.0000019128","0.0000015057","0","0","","49.1035700536"
"2025-01-07","12.6409327452","9.099680263","13.1800156613","9.2855877327","1.9681616336","","1.7301182614","2.1428479093","0.6223148384","","0.0000000714","0.1299677304","0.034955064","0.05","","0","","0","0.0000036","0.0000014349","0.0000015057","0","0","","50.8845884513"
"2025-01-08","12.6648460274","9.1038699514","13.1801499831","9.2857177327","1.9681624052","","1.7295113375","1.4011927156","0.6218248384","","0.0000000701","0.1299677304","0.034907064","0.06","","0","","0","0.0000036","0.0000014349","0.0000017542","0","0","","50.1801566449"
"2025-01-09","12.6648173122","9.1124108191","13.1800162767","9.2857177327","1.9681626712","","1.7300137586","1.219533966","0.6223148384","","0.0000000714","0.1299677304","0.034931064","0.04","","0.0035","","0","0.000004","0.0000014349","0.0000015057","0","0","","49.9913931813"
"2025-01-10","12.6648101576","9.1196892046","13.1799115359","9.2857177327","1.9681627424","","1.7294450731","1.5247227812","0.6218248384","","0.0000000714","0.1299677304","0.034907064","0.05","","0.0021","","0","0.000004","0.0000019128","0.0000017591","0","0","","50.3112666036"
"2025-01-11","12.6648078031","9.1106733163","13.1799443641","9.2857177327","1.9681627122","","1.7277536743","1.4006839639","0.6220698384","","0.0000000701","0.1299677304","0.034931064","0.05","","0.0035","","0","0.000004","0.0000014349","0.0000015057","0","0","","50.1782192101"
"2025-01-12","12.6647990362","9.0971878981","13.179955666","9.2860877327","1.968162249","","1.7272590876","1.211212197","0.6220698384","","0.0000000714","0.1299677304","0.034907064","0.06","","0.0042","","0","0.0000036","0.0000014349","0.0000015057","0","0","","49.9858151114"
"2025-01-13","12.6648124983","9.1333095336","13.1799318152","9.2858577327","1.968161867","","1.7295078","1.005408295","0.6218248384","","0.0000000714","0.1299677304","0.034907064","0.05","","0.0042","","0","0.000004","0.0000014349","0.0000017591","0","0","","49.80789644"
"2025-01-14","12.6648049301","9.1312366565","13.2266633588","9.2857181252","1.9681618374","","1.7279791361","1.3757271059","0.6220698384","","0.0000000701","0.1299677304","0.034907064","0.04","","0.0035","0.0000002063","0.0000476093","0.0000036","0.0000019128","0.0000017532","0","0","","50.2107909345"
"2025-01-15","12.6648405187","9.151604302","13.2999506122","9.2857177332","1.9681622366","","1.7285688327","1.4235451839","0.6220698384","","0.0000000701","0.1299677304","0.034907064","0.05","","0.0028","","0.0000415","0.0000032","0.0000014349","0.0000015057","0","0","","50.3621817628"
"2025-01-16","12.6648099665","9.1531904289","13.2999668335","9.2857177332","1.9681625064","","1.7297017278","1.394189376","0.5960183868","","0.0000000714","0.1299677304","0.034907064","0.05","","0.0028","","0.0000485","0.0000036","0.0000014349","0.0000015057","0","0","","50.3094868655"
"2025-01-17","12.6648242911","9.1585516037","13.3001277968","9.2531777332","1.9681627352","","1.7290535782","1.3968223193","0.6223148384","","0.0000000701","0.1299677304","0.034907064","0.06","","0.0042","","0.0000415","0.0000036","0.0000014349","0.0000015057","0","0","","50.322157801"
"2025-01-18","12.6648004975","9.1496726087","13.3002164602","9.1993177332","1.9681632508","","1.7280771381","1.4633134593","0.6220698384","","0.0000000714","0.1299677304","0.034907064","0.05","","0.0042","","0.000045","0.000004","0.0000014349","0.0000017586","0","0","","50.3147580455"
"2025-01-19","12.6648158147","9.1374221637","13.3002178917","9.1993177332","1.9681636036","","1.7271173921","1.2376213293","0.6218248384","","0.0000000714","0.1299677304","0.034931064","0.06","","0.0035","","0.000045","0.0000036","0.0000014349","0.0000017537","0","0","","50.0849514211"
"2025-01-20","12.6648148492","9.1821510038","13.3149492553","9.2455777332","1.968163647","","1.729643488","1.0777707074","0.6218248384","","0.0000000714","0.1299677304","0.034907064","0.04","","0.0028","","0.000045","0.000004","0.0000014349","0.0000015057","0","0","","50.0126223287"
"2025-01-21","12.6648188011","9.1996805109","13.3002478125","9.2857177332","1.9681635214","","1.7292616446","1.4498160353","0.6218248384","","0.0000000701","0.1299677304","0.034931064","0.05","","0.0028","","0.00005","0.0000036","0.0000019128","0.0000017591","0","0","","50.4372870338"
"2025-01-22","12.6648850968","9.2006525397","13.3002517022","9.2857177332","1.9681638538","","1.7292769744","1.2740336032","0.6218248384","","0.0000000714","0.1299677304","0.034844064","0.05","","0.0042","","0.000045","0.000004","0.0000014349","0.0000015057","0","0","","50.2638701481"
"2025-01-23","13.1672449453","9.2136662078","13.3027188168","9.2857177332","1.9681643486","","1.7292775571","1.4498277489","0.6220698384","","0.0000000714","0.1299677304","0.034868064","0.06","","0.0042","","0.0000415","0.000004","0.0000014349","0.0000015057","0","0","","50.9677715025"
"2025-01-24","13.2928146802","9.2164008564","13.4202165486","9.2857177332","1.968164475","","1.7294057045","1.4793896847","0.6223148384","","0.0000000701","0.1299677304","0.034907064","0.08","","0.0035","","0.0000535","0.000004","0.0000014349","0.0000020071","0","0","","51.2628603275"
"2025-01-25","12.9160053193","9.209804957","13.4202078591","9.2857177332","1.9681648554","","1.7282845728","1.3858136123","0.6225598384","","0.0000000714","0.1299677304","0.034955064","0.08","","0.0028","","0.0000435","0.0000036","0.0000019128","0.0000015052","0","0","","50.7843321313"
"2025-01-26","12.9160081612","9.1999880809","13.3610906992","9.2857177332","1.9681651724","","1.7268464588","0.3661253499","0.6218248384","","0.0000000714","0.1299677304","0.034742064","0.11","","0.0028","","0.00005","0.000004","0.0000014349","0.0000017591","0","0","","49.7233335538"
"2025-01-27","12.9505501894","9.2368125476","13.3002229986","9.2857177332","1.9681649398","","1.729306129","2.0172186459","0.6223148384","","0.0000000701","0.1299677304","0.034304064","0.09","","0.0042","","0.0000485","0.000004","0.0000014349","0.0000017542","0","0","","51.3688355755"
"2025-01-28","13.0272611712","9.2394989685","13.3002294866","9.2485977332","1.9681647978","","1.7291605658","1.5823925461","0.6220698384","","0.0000000701","0.1299677304","0.034979064","0.15","","0.0042","","0.0000545","0.000004","0.0000014349","0.0000015057","0","0","","51.0365834127"
"2025-01-29","13.4186006965","9.2576113737","13.2991368422","9.1993177332","1.9681653394","","1.7292030111","1.4744125193","0.6223148384","","0.0000000701","0.1299677304","0.034931064","0.09","","0.0042","","0.00005","0.000004","0.0000019128","0.0000015057","0","0","","51.2279186368"
"2025-01-30","13.7952353398","9.2540149308","13.3002383198","9.1993177332","1.9681658916","","1.7290999846","1.5198514001","0.6220698384","","0.0000000701","0.1299677304","0.034931064","0.11","","0.0021","","0.00005","0.0000036","0.0000014349","0.0000015052","0","0","","51.6650488429"
"2025-01-31","13.6018089974","9.2599412418","13.3001977408","9.1993177332","1.968166367","","1.7292854284","1.5580981279","0.6220698384","","0.0000000701","0.1299677304","0.034907064","0.08","","0.0035","","0.00005","0.0000048","0.0000019128","0.0000020071","0","0","","51.4873190593"
"2025-02-01","13.1526345794","10.0608427493","13.3001501729","9.2222160624","1.9681846806","","1.7277901134","1.5162682158","0.6886742864","","0.0000000703","0.1438928328","0.0363952848","0.09","0.2","0","","0","0.0000036","0.0000014349","0.0000015047","0","0","","52.1070555877"
"2025-02-02","13.1672187509","10.0452870363","13.3834513709","9.2222160624","1.9681846712","","1.7269923082","0.3980872936","0.6884292864","","0.0000000703","0.1438928328","0.0383632848","0.11","","0","","0","0.0000044","0.0000014349","0.0000015057","0","0","","50.8921303084"
"2025-02-03","13.7952228979","10.0844228049","13.4201834991","9.2583164549","1.9681842044","","1.7295151897","2.1370705004","0.6596128578","","0.0000000689","0.1438928328","0.0383872848","0.09","","0","0.0000002063","0.0000001093","0.000004","0.0000014349","0.0000017591","0","0","","53.3248161052"
"2025-02-04","13.9271098131","10.0980092552","13.4201434611","9.2222160629","1.9681842666","","1.7295309437","1.5549276305","0.6886742864","","0.0000000689","0.1438928328","0.0383872848","0.09","","0","","0","0.0000044","0.0000019128","0.0000017537","0","0","","52.8810839725"
"2025-02-05","13.7952232758","10.0972075843","13.3011092097","9.2222160629","1.9681850542","","1.7295831715","1.4938793617","0.6884292864","","0.0000000703","0.1438928328","0.0384112848","0.09","","0","","0","0.0000044","0.0000014349","0.0000015052","0","0","","52.5681445345"
"2025-02-06","14.0464599186","10.1086187274","13.3001599074","9.2222160629","1.9681856758","","1.7293293614","1.5753545918","0.6884292864","","0.0000000689","0.1438928328","0.0383392848","0.1","","0","","0","0.0000032","0.0000014349","0.0000017542","0","0","","52.9209921073"
"2025-02-07","14.0464231506","10.1135938217","13.3001726212","9.2222160629","1.9681858584","","1.7290369061","1.6067901663","0.6884292864","","0.0000000703","0.1438928328","0.0384352848","0.09","","0","","0","0.0000044","0.0000014349","0.0000015057","0","0","","52.9471834021"
"2025-02-08","13.9181519172","10.101410576","13.311458713","9.2222160629","1.9681858634","","1.727851257","1.5755846986","0.6891642864","","0.0000000689","0.1438928328","0.0383632848","0.13","","0","","0","0.0000044","0.0000014349","0.0000017591","0","0","","52.826287155"
"2025-02-09","13.6696131539","10.0929544882","13.3001331207","9.2222160629","1.9681858702","","1.7264294597","1.350592679","0.6884292864","","0.0000000689","0.1438928328","0.0383632848","0.09","","0.0028","","0.0000315","0.0000032","0.0000019128","0.0000015057","0","0","","52.293648426"
"2025-02-10","14.4232316124","10.1355628819","13.3001639466","9.1882168479","1.9681853446","","1.7288633465","1.1953685356","0.6605928578","","0.0000000703","0.1438928328","0.0384112848","0.09","","0.0028","0.0000004125","0.0000512208","0.000004","0.0000014349","0.0000015047","0","0","","52.8753481341"
"2025-02-11","14.0489173759","10.1428933867","13.3737350658","9.1358172415","1.9681854654","","1.7289417262","1.4876685214","0.6889192864","","0.0000000703","0.1438928328","0.0383152848","0.09","","0.0042","0.0000006188","0.0000573317","0.000004","0.0000019128","0.0000017537","0","0","","52.8515518742"
"2025-02-12","14.191509314","10.1430158617","13.4202404122","9.1358164581","1.9681862618","","1.7288407675","1.5206360942","0.6603478578","","0.0000000689","0.1438928328","0.0383392848","0.1","","0.0035","0.0000002063","0.0000596106","0.0000032","0.0000014349","0.0000017591","0","0","","53.0543914247"
"2025-02-13","14.5488237631","10.1510936453","13.4202219126","9.1358160661","1.9681865818","","1.7286134728","1.5234131178","0.6881842864","","0.0000000703","0.1438928328","0.0384112848","0.09","","0.0042","","0.000045","0.000004","0.0000014349","0.0000015057","0","0","","53.4409089744"
"2025-02-14","15.3464554782","10.163060755","13.327619544","9.1358160661","1.9681872366","","1.7285534675","1.5257686809","0.6881842864","","0.0000000703","0.1438928328","0.0383392848","0.09","","0.0028","","0.0000365","0.0000032","0.0000014349","0.0000017542","0","0","","54.1587205917"
"2025-02-15","14.6744059499","10.1648498697","13.3001874996","9.1358160661","1.9681878958","","1.727261275","1.434162116","0.6879392864","","0.0000000703","0.1438928328","0.0368571896","0.09","","0.0028","","0.0000385","0.0000028","0.0000019128","0.0000015052","0","0","","53.3664047692"
"2025-02-16","14.2981510594","10.1735621854","13.3001885487","9.1358160661","1.9681874762","","1.7265277032","1.285468094","0.6879392864","","0.0000000703","0.1438928328","0.0383392848","0.11","","0.0042","","0.00004","0.0000028","0.0000014349","0.0000020066","0","0","","52.8723188488"
"2025-02-17","14.4258139497","10.2142716917","13.3403062177","8.8119360661","1.9681869826","","1.7282430133","1.1070599058","0.6879392864","","0.0000000689","0.1438928328","0.0383392848","0.09","","0.0042","","0.0000365","0.0000036","0.0000019128","0.0000015057","0","0","","52.5602328183"
"2025-02-18","14.1746646501","10.2282811373","13.3002181586","8.6174160661","1.9681873826","","1.7277634772","1.5289278783","0.6879392864","","0.0000000689","0.1438928328","0.0383392848","0.08","","0.0035","","0.000045","0.0000036","0.0000014349","0.0000020071","0","0","","52.4991822651"
"2025-02-19","14.300246421","10.2490526362","13.3015510817","8.6174160661","1.9681879456","","1.7278680956","1.5084798081","0.6881842864","","0.0000000703","0.1438928328","0.0383392848","0.09","","0.0028","","0.0000395","0.0000036","0.0000014349","0.0000015057","0","0","","52.6360645692"
"2025-02-20","14.2117510299","10.2633877474","13.3007144409","8.6174160661","1.9681885806","","1.7279592681","1.5424939039","0.6876942864","","0.0000000703","0.1438928328","0.0383632848","0.09","","0.0028","","0.000042","0.0000036","0.0000019128","0.0000020076","0","0","0","52.5947110316"
"2025-02-21","14.4258372322","10.2835361356","13.3006674082","8.6174160661","1.9681883486","","1.7279979084","0.4694586525","0.6879392864","","0.0000000703","0.1438928328","0.0383722848","0.11","","0.0042","","0.00004","0.0000028","0.0000014349","0.0000015057","0","0","","51.7775519665"
"2025-02-22","14.3002284451","10.2880218905","13.3002895953","8.6174160661","1.9681877568","","1.7269748166","2.5997523969","0.6876942864","","0.0000000703","0.1438928328","0.0384712848","0.09","","0.0042","","0.00004","0.0000024","0.0000014349","0.0000017591","0","0","","53.7651750356"
"2025-02-23","14.6770146919","10.2848098836","13.1893818356","8.6174160661","1.9681876842","","1.7256122416","1.2474534203","0.6876942864","","0.0000000703","0.1438928328","0.0384232848","0.08","","0.0028","","0.0000335","0.0000036","0.0000019128","0.0000012518","0","0","","52.6627265622"
"2025-02-24","15.305041028","10.3311591524","13.1807375412","8.8554960661","1.968186871","","1.7278623687","1.2013635217","0.6876942864","","0.0000000689","0.1438928328","0.0383572848","0.09","","0.0035","","0.000033","0.0000032","0.0000014349","0.0000017591","0","0","","53.533330416"
"2025-02-25","14.6770337332","10.3680292554","13.1807062624","9.2197091773","1.9681867942","","1.7285879627","1.5507193275","0.6876942864","","0.0000000689","0.1438928328","0.0383332848","0.11","","0.0028","0.0000034688","0.0000368206","0.0000032","0.0000014349","0.0000015057","0","0","","53.6757394156"
"2025-02-26","15.3050192424","10.3626868239","13.2093363377","9.395016069","1.9681877332","","1.7276462157","1.4029735482","0.6876942864","","0.0000000689","0.1438928328","0.0384292848","0.23","","0.0042","","0.0000315","0.0000024","0.0000014349","0.0000012523","0","0","","54.4751190302"
"2025-02-27","15.4305952962","10.3870461364","13.3006787031","9.3950164615","1.968187917","","1.7284825792","1.5154460731","0.6588778578","","0.0000000703","0.1438928328","0.0383812848","0.09","","0.0042","0.0000002063","0.0000271093","0.0000028","0.0000014349","0.0000015057","0","0","","54.6608382684"
"2025-02-28","14.6769995683","10.404975224","13.1861993901","9.3950160695","1.9681878624","","1.7287009549","0.4741628487","0.6874492864","","0.0000000689","0.1438928328","0.0384232848","0.1","","0.0014","","0.000035","0.000002","0.0000014349","0.0000012572","0","0","","52.8054470829"
"2025-03-01","14.4650024804","9.5528422802","13.1806596972","9.2269564493","1.9681697416","","1.7270829056","2.5129446794","0.6210898384","","0","0.1299677304","0.033083064","0.09","1","0","","0","0","0.0000014349","0.0000012523","0","0","","54.5078015537"
"2025-03-02","14.5513988227","9.5395674027","13.1823457758","9.3721177397","1.9681698596","","1.726288268","1.3203464943","0.6210898384","","0.0000000714","0.1299677304","0.034943064","0.09","","0","","0","0.0000032","0.0000009566","0.0000015057","0","0","","52.5362407293"
"2025-03-03","14.6770339222","9.5744178555","13.1808576376","9.3722477397","1.968169525","","1.7280066127","0.4570309981","0.6213348384","","0.0000000714","0.1299677304","0.034943064","0.09","","0","","0","0.000002","0.0000014349","0.0000017542","0","0","","51.8340151841"
"2025-03-04","14.6770653608","9.5889130068","13.180940574","9.3721177397","1.9681697286","","1.7284285758","2.1981335812","0.6210898384","","0.0000000714","0.1299677304","0.035276064","0.09","","0","","0","0.0000024","0.0000014349","0.0000015057","0","0","","53.5901076117"
"2025-03-05","15.1794217831","9.5807654249","13.1809246384","9.3721177397","1.96817037","","1.7281325032","1.4800883376","0.6213348384","","0.0000000701","0.1299677304","0.034967064","0.1","","0","","0","0.0000024","0.0000014349","0.0000015057","0","0","","53.3758958404"
"2025-03-06","14.7598234497","9.5920083562","13.1806125247","9.3721177397","1.968170068","","1.7278445526","1.4062618309","0.6208448384","","0.0000000714","0.1299677304","0.034919064","0.09","","0","","0","0.000002","0.0000014349","0.0000015057","0","0","","52.8825751666"
"2025-03-07","14.2481382322","10.2966381752","13.2013095555","9.3721254503","1.9681698032","","1.7279454927","1.4824754288","0.6208448384","","0.0000000714","0.1299677304","0.034877064","0.09","","0","0.0000066271","0.0000001029","0.0000024","0.0000014349","0.0000012572","0","0","","53.1725036642"
"2025-03-08","14.6106553535","12.7160639157","13.1806313895","9.3719777453","1.9681698852","","1.7266843427","0.4172749996","0.6208448384","","0.0000000714","0.1299677304","0.034919064","0.09","","0","","0","0.000002","0.0000014349","0.0000015057","0","0","","54.8671942763"
"2025-03-09","14.551401584","13.7461576126","13.1806352424","9.3721177453","1.968169779","","1.7260618908","2.3905300644","0.6208448384","","0.0000000714","0.1299677304","0.034895064","0.12","","0","","0.000006","0.0000024","0.0000014349","0.0000012523","0","0","","57.8407927099"
"2025-03-10","15.3050346517","13.7982735078","13.1806332487","9.3721177453","1.9681693278","","1.7282056286","0.4515610925","0.6208448384","","0.0000000701","0.1299677304","0.034907064","0.11","","0.0035","","0.000025","0.0000016","0.0000009566","0.0000012572","0","0","","56.7032437191"
"2025-03-11","14.9794792631","13.7903265048","13.2302359737","9.3721177453","1.9681692796","","1.7281113967","1.2035568719","0.5947933868","","0.0000000701","0.1299677304","0.034931064","0.09","","0.0042","","0.0000265","0.000002","0.0000014349","0.0000012523","0","0","","57.1259204736"
"2025-03-12","14.8439846202","13.8050570438","13.1806317142","9.3721177453","1.9681698984","","1.727659526","2.7592817593","0.6210898384","","0.0000000714","0.1299677304","0.034829064","0.09","","0.0035","","0.000025","0.0000016","0.0000009566","0.0000012572","0","0","","58.5363178252"
"2025-03-13","14.8439031749","13.7962063907","13.180661288","9.2924423977","1.9681705712","","1.7270793976","0.4340041102","0.6208448384","","0.0000000701","0.1299677304","0.034919064","0.1","","0.0021","0.00000605","0.0000247038","0.0000024","0.0000014349","0.0000015052","0","0","","56.1303351271"
"2025-03-14","15.4302531183","13.7803667057","13.1805977615","9.1129386842","1.9681706756","","1.7255487319","1.4757767522","0.6208448384","","0.0000000701","0.1299677304","0.034931064","0.09","","0.0035","0.000027998","0.0000304171","0.000002","0.0000009566","0.0000012523","0","0","","57.5529587563"
"2025-03-15","14.8025078602","11.3776592775","13.1806740839","9.1129200889","1.9681702352","","1.7266999928","1.4765479065","0.6210898384","","0.0000000701","0.1299677304","0.034853064","0.09","","0.0028","0.0000033333","0.0000256019","0.000002","0.0000014349","0.0000012523","0","0","","54.5239237703"
"2025-03-16","14.4833909023","9.4163053699","13.235519869","9.1134520821","1.9681697952","","1.7260903475","2.3253876315","0.6205998384","","0.0000000701","0.1299677304","0.035045064","0.11","","0.0035","0.0000575584","0.0000256009","0.000002","0.0000009566","0.0000015057","0","0","","53.167516322"
"2025-03-17","14.9281297239","9.0329231803","13.3006843872","9.1010977815","1.9681698516","","1.7282502911","1.1637281476","0.6205998384","","0.0000000714","0.1299677304","0.034169064","0.08","","0.0021","","0.00002","0.0000016","0.0000009566","0.0000015057","0","0","","52.0898441297"
"2025-03-18","14.6341225727","9.0351178463","13.2648118449","8.8537177815","1.9681705184","","1.7280381005","1.5242128776","0.6201098384","","0.0000000714","0.1299677304","0.033611064","0.11","","0.0035","","0.000007","0.0000012","0.0000004782","0.0000005019","0","0","","51.9053894262"
"2025-03-19","14.1745758804","9.0552453703","13.1806382582","8.8537177815","1.9681710654","","1.7281891025","1.5432162772","0.6196198384","","0.0000000714","0.1299677304","0.033413064","0.08","","","","","","","0.0000002534","0","","","51.3667546931"
"2025-03-20","14.4257549518","9.0485880519","13.1807753002","9.025438174","1.9681715024","","1.7284319965","0.4278258594","0.6197148384","","0.0000000701","0.1299677304","0.033413064","0.08","","","0.0000002063","0.0000006098","","","","0","","","50.6680823552"
"2025-03-21","14.4257113348","9.0335451628","13.1807443525","9.199317782","1.968171862","","1.7280881069","2.4918904625","0.6196198384","","0.0000000714","0.1299677304","0.033479064","0.1","","","","","","","","0","","","52.9105357677"
"2025-03-22","14.4257177642","9.0469913","13.1808193152","9.199317782","1.9681716278","","1.7273574558","0.4124390965","0.6196198384","","0.0000000701","0.1299677304","0.033545064","0.08","","0.0007","","","","","","0","","","50.8246470444"
"2025-03-23","14.4257117729","9.0426177653","13.1806966268","9.199317782","1.968171295","","1.726260554","2.0047745394","0.6196198384","","0.0000000701","0.1299677304","0.033347064","0.08","","","","","","","","0","","","52.4104850383"
"2025-03-24","14.425723217","9.0811729085","13.1808830415","9.199317782","1.9681708258","","1.7276678817","0.4289306765","0.6196198384","","0.0000000714","0.1299677304","0.033503064","0.1","","0.0014","","","","","","0","0","","50.8963570372"
"2025-03-25","14.1745744738","9.1121563345","13.1807961976","9.199317782","1.9681694448","","1.7285720247","2.3632283982","0.6196198384","","0.0000000701","0.1299677304","0.032068978","0.08","","","","","","","","0","","","52.5884712725"
"2025-03-26","15.1793310975","9.1023001536","13.1809105101","9.1993181745","1.9681693046","","1.7285080164","1.4479754205","0.6196198384","","0.0000000701","0.1299677304","0.033347064","0.08","","","0.0000002042","0.0000026098","","","","0","","","52.6694501941"
"2025-03-27","15.5133256542","9.1090307497","13.1807922209","9.1993177825","1.9681700994","","1.7284763885","1.5057617495","0.6196198384","","0.0000000714","0.1299677304","0.033413064","0.1","","","","","","","","0","","","53.0878753489"
"2025-03-28","14.7597288166","9.1082465464","13.1809190902","9.1993177825","1.9681702634","","1.7282078295","1.4573956986","0.6196198384","","0.0000000701","0.1299677304","0.033743064","0.09","","","","","","","","0","","0","52.2753167301"
"2025-03-29","14.474951601","9.1042513743","13.1808006374","9.1994477825","1.9681703436","","1.7269807306","1.3591583321","0.6196198384","","0.0000000714","0.1299677304","0.033479064","0.08","","","","","","","","0","","","51.8768275057"
"2025-03-30","13.0441117094","9.0964020543","13.1809261277","9.1993177825","1.9681696926","","1.7260193939","0.3843288753","0.6196198384","","0.0000000701","0.1299677304","0.033875064","0.1","","","","","","","","0","0","","49.4827383386"
"2025-03-31","13.546503273","9.1213245451","13.1808505816","9.1993177825","1.9681690668","","1.7273919121","1.3693026372","0.5938133868","","0.0000000701","0.1299677304","0.033941064","0.08","","","","","","","","0","","","50.9505820496"
"2025-04-01","13.2676854016","9.4035380181","13.2061800186","9.2064417084","1.9681747916","","1.728241361","1.1464240797","0.6402650008","","0","0.1342999872","0.0336813336","0.08","1","","","","","","","0","","","51.8149317006"
"2025-04-02","13.0441428109","9.3928023592","13.3009060209","9.2064417084","1.968175674","","1.729002228","2.6391028909","0.6135983341","","0.000000068","0.1342999872","0.0350163336","0.08","","","","","","","","0","0","","52.1434884152"
"2025-04-03","12.7929228168","9.3956760699","13.3009080192","9.1093917084","1.9681763732","","1.7292009359","1.5711674539","0.6402650008","","0.000000068","0.1342999872","0.0350163336","0.09","","","","","","","","0","","","50.7670247669"
"2025-04-04","12.6673210957","9.4016561136","13.3008377162","8.9187417084","1.968175461","","1.7292540205","1.6324872087","0.6402650008","","0.000000068","0.1342999872","0.0348843336","0.1","","","","","","","","0","","","50.5279227137"
"2025-04-05","12.6673081533","9.3951023531","13.3008806512","8.8608417084","1.9681715028","","1.7285391021","1.5409576777","0.6405100008","","0.000000068","0.1342999872","0.0350823336","0.1","","0","","0","","","0.0000002485","0","0","","50.3716937867"
"2025-04-06","12.6673011834","9.3867527591","13.3878852861","8.8608417084","1.9681673412","","1.7272274012","0.394236742","0.6402650008","","0.000000068","0.1342999872","0.0351063336","0.08","","0","","","","","","0","","","49.282083811"
"2025-04-07","12.6317957648","9.4127914708","13.39693069","8.9741621009","1.9681650884","","1.729231244","2.1355701416","0.6403600008","","0.000000068","0.1342999872","0.0349503336","0.08","","","0.0000002063","0.0000001093","","","","0","","","51.1382572057"
"2025-04-08","12.6673766312","9.4404429184","13.300798447","9.2245621014","1.9681629076","","1.728404909","1.5057405396","0.6136983341","","0.000000068","0.1342999872","0.0350163336","0.1","","","0.0000002063","0.0000001098","","","","0","","","50.7185034932"
"2025-04-09","12.6673338057","9.4508493733","13.3009752109","9.2798773501","1.9681605742","","1.7286249321","1.577196748","0.6138433341","","0.000000068","0.1342999872","0.0348183336","0.1","","0","","","","","0.0000002485","0","0","","50.8559799657"
"2025-04-10","12.6673328053","9.4583194305","13.3912115432","9.2928417094","1.9681551328","","1.7291340256","1.614136954","0.6405100008","","0.000000068","0.1342999872","0.0350823336","0.09","","0","","0.0000055","","","0.0000002485","0","0","","51.0210297389"
"2025-04-11","12.6673149168","9.4692295109","13.4210098969","9.2928417094","1.9681127034","","1.7288281798","1.5915347924","0.6402650008","","0.000000068","0.1342999872","0.0350823336","0.08","","0","","","0.0000004","0.0000004782","","0","","","51.0285199774"
"2025-04-12","12.4160926466","9.4699312557","13.334917125","9.2929817094","1.9680740568","","1.7280865718","1.4964788933","0.6402650008","","0.000000068","0.1342999872","0.0350163336","0.08","","","","","","","","0","","","50.5961436482"
"2025-04-13","12.4161002769","9.461463786","13.3010070206","9.2928417094","1.9680732438","","1.7268858428","1.2965337062","0.6405100008","","0.000000068","0.1342999872","0.0350823336","0.1","","0","","0.000007","0.0000004","","0.0000002485","0","0","","50.3728056238"
"2025-04-14","12.4161388332","9.4853943005","13.300998652","9.2928417094","1.968072733","","1.727806517","1.1994513938","0.6402650008","","0.000000068","0.1342999872","0.0350163336","0.1","","","","","","","","0","","","50.3002855285"
"2025-04-15","12.4161322813","9.5056331626","13.3010832867","9.2928417094","1.9680729382","","1.7287470052","1.512897979","0.6135983341","","0.000000068","0.1342999872","0.0350823336","0.09","","0","","0.000005","","","","0","0","","50.5983940853"
"2025-04-16","12.4162812353","9.5261058676","13.2117900902","9.7334178431","1.9680739394","","1.7296005042","1.5464147125","0.6405800008","","0.000000068","0.1342999872","0.0350823336","0.08","","","0.000003496","0.0000173598","0.0000004","","0.0000002485","0","0","","51.0216680862"
"2025-04-17","12.4163800546","9.5658364014","13.181088975","10.5888428947","1.9680742138","","1.7282238809","1.5427314945","0.6402650008","","0.000000068","0.1342999872","0.0348843336","0.1","","","0.0000006146","0.0000018313","","","","0","","","51.9006297504"
"2025-04-18","12.4171694772","9.576989608","13.1809647395","10.5888616019","1.968074028","","1.7276941177","1.5367544621","0.6402650008","","0.000000068","0.1342999872","0.0350823336","0.08","","0","0.0007000806","","","","0","0","","","51.8868555046"
