"Service","EC2-Instances($)","EC2-Other($)","Elastic MapReduce($)","ElastiCache($)","Relational Database Service($)","S3($)","CloudWatch($)","VPC($)","Elastic Load Balancing($)","Route 53($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","SQS($)","Lambda($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Systems Manager($)","CodeArtifact($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Total costs($)"
"2025-02-22","1410.2094935361","1217.2249166531","216.1152","162.048","87.7729101255","121.1695797407","14.4772889329","7.7930306658","12.812839737","9.4916276","7.2","1.5667301439","1.2451439525","0.7211744112","0.3531821432","0.09","0.007","0.000151228","0.000371776","0.0000566394","0.0000014405","0.0000015269","","0","","0","0","","","3270.2987002527"
"2025-02-23","1436.2148951636","1214.0413373755","216.1152","162.048","87.7733711346","121.6653549211","14.303596994","7.7930470773","12.8260140674","9.4664464","7.2","1.5713274295","1.2452216522","0.7210964112","0.3535671432","0.08","0.0056","0.000200436","0.0008669812","0.0000579436","0.0000019184","0.0000015322","","0","","0","0","","","3293.425204581"
"2025-02-24","1655.6722631382","1211.3358879529","213.333525216","162.048","87.1760744244","122.378204546","14.3635596206","7.7930582233","12.6920536464","9.4844932","7.2","1.6255051287","1.2558501669","0.7216694112","0.3529921432","0.09","0.0084","0.000138832","0.0003714572","0.0000515737","0.0000014405","0.0000017815","","0","","0","0","","","3507.5321019027"
"2025-02-25","1561.9449448859","1175.2182058279","218.5344","162.048","90.0702494928","122.8243002776","14.9935414758","7.7929971627","12.6765271221","9.485372","7.2","1.6052997937","1.2877160676","0.7220624112","0.3525971432","0.11","0.0084","0.000321636","0.0010854399","0.0000483257","0.0000014413","0.0000015299","","0","","0","0","","","3386.8760720333"
"2025-02-26","1635.2341187684","1186.900082701","218.5344","162.048","92.2484330936","123.2725691753","14.8132913587","7.7930299992","12.5294959225","9.487716","7.2","1.6187540061","1.2617398963","0.7230014112","0.3533421432","0.23","0.0084","0.000419624","0.0013485817","0.0000477247","0.0000009606","0.0000015251","","0","","0","0","","","3474.2581928916"
"2025-02-27","1668.8413887493","1208.9163012532","218.5306631424","162.048","92.2489409232","123.9260665983","14.9361317936","7.7930929905","12.6646519667","9.5107712","7.2","1.6262249579","1.3496418963","0.7212434112","0.3418678575","0.09","0.007","0.001746428","0.0003489967","0.0000535909","0.0000014405","0.0000015251","","0","","0","0","","","3530.7541387213"
"2025-02-28","1525.4930086113","1149.0635322004","218.280937896","140.104","90.1868668663","124.4200425001","15.0273337654","7.7931518391","12.831663852","9.505764","7.2","1.5922754804","1.3282146197","0.7210424112","0.3553421432","0.11","0.007","0.00198042","0.000590018","0.0000451032","0.0000014397","0.0000015223","","0","","0","0","","","3304.0227946883"
"2025-03-01","1423.3635961647","1017.7561293399","218.5344","121.536","87.6516663877","113.4542841745","14.6585742436","7.793148325","12.7607390951","9.609484","7.2","0.3169143678","1.1483562576","0.643605216","0.3235224192","0.08","0","0.001853228","0.0000226","0.0000012168","0.0000009606","0.0000015251","","0","","0","0","","","3036.8322995216"
"2025-03-02","1436.5901555879","1009.6417444267","218.5344","121.536","87.6516199311","113.7003722109","15.0709405485","7.7931301189","12.4700473164","9.5088144","7.2","1.2315347949","1.1483562576","0.655062216","0.3229024192","0.09","0","0.001840832","0.0002629651","0.0000011109","0.0000019192","0.0000015237","","0","","0","0","","","3043.147188579"
"2025-03-03","1563.1988188144","1052.5776350712","216.7174401168","133.352","83.5735863612","114.2838584793","15.1815810142","7.7932203427","12.5508361902","9.513154","7.2","1.250209787","1.1557351846","0.659472216","0.3310624192","0.09","0","0.00243962","0.002091879","0.000001866","0.0000014397","0.0000015237","","0","","0","0","","","3219.4331463252"
"2025-03-04","1750.2478486418","1186.6846353393","214.6269052704","146.856","61.0844814779","114.9554161232","16.990634405","7.7932810104","12.7857287716","9.5396436","7.2","1.4919439596","1.1498614355","0.691175108","0.3304374192","0.09","0","0.002654828","0.002624478","0.000002383","0.0000014405","0.0000015251","","0","","0","0","","","3532.5232772165"
"2025-03-05","1737.687033509","1163.1973568791","212.4864","162.048","62.6493123561","116.1845796941","18.4011732737","7.7931680883","12.6443019192","9.512272","7.2","1.6097501198","1.1512317967","0.720043344","0.3201074192","0.11","0","0.00206042","0.0009461309","0.0000013165","0.0000014397","0.0000015267","","0","","0","0","","","3513.717741233"
"2025-03-06","1629.6650075921","1148.1304823078","218.623377672","162.048","74.4584057989","116.5532183908","24.8766711542","7.7934695436","12.6567551759","9.5061336","7.2","1.6042016535","1.1520038284","0.719815344","0.3202274192","0.09","0","0.002069624","0.0007040245","0.0000018641","0.0000009606","0.0000015207","","0","","0","0","","","3415.4005474743"
"2025-03-07","1569.5021825765","1141.0489002007","216.444113424","156.984","81.1633412611","116.921121953","22.9489925513","7.7934577222","12.7365747819","9.5081176","7.2","1.5863672557","1.152708767","0.720280344","0.3197824192","0.08","0","0.00182682","0.0006219429","0.0000019411","0.0000014389","0.0000012687","","0","","0","0","","","3346.1123942682"
"2025-03-08","1479.7020067815","1113.1203914492","209.924705592","162.048","79.2125032356","116.6792711412","20.1258312101","7.7934158767","12.3989596035","9.4987872","7.2","1.5667719897","1.1532645355","0.719260344","0.3195124192","0.09","0","0.00066042","0.0004750533","0.0000008841","0.0000009606","0.0000012722","","0","","0","0","","","3221.5538199684"
"2025-03-09","1466.9911426094","1104.4299249235","206.4384","162.048","79.2122542307","116.9132709124","20.5491368238","7.7934335491","12.4026391937","9.4942568","7.2","1.5667471599","1.1561973233","0.718813344","0.3194774192","0.13","0","0.000136416","0.0003275882","0.0000353841","0.0000014389","0.0000015218","","0","","0","0","","","3197.364196638"
"2025-03-10","1675.6755967224","1125.208365559","214.853411304","162.048","89.5211829122","117.9074899432","20.9163398324","7.7934564651","12.3146355764","9.5048896","7.2","1.6072543093","1.1603808856","0.720283344","0.3196674192","0.11","0.0042","0.00166802","0.001206661","0.000042841","0.0000009606","0.0000012673","","0","","0","0","","","3446.8680736227"
"2025-03-11","1762.3293011741","1151.9366371695","218.5344","162.048","103.7669282668","118.935917546","20.6750052047","7.7934337178","12.7135445307","9.5108732","7.2","1.6273298761","1.1733842679","0.719428344","0.3098049998","0.09","0.0042","0.00190762","0.0004573718","0.0000436295","0.0000014389","0.0000012708","","0","","0","0","","","3579.3705996284"
"2025-03-12","1770.6001289763","1189.3871576578","218.5344","162.048","103.7875870118","120.674715632","22.8911838061","7.7937725846","13.1207808596","9.502446","7.2","1.6271390503","1.1752337565","0.719218344","0.3257974192","0.09","0.0028","0.00241442","0.0012528192","0.0000440626","0.0000009598","0.0000010188","","0","","0","0","","","3629.4840743786"
"2025-03-13","1761.2226391871","1171.5341778934","218.5344","162.048","103.7879219514","119.793962303","20.7473385927","7.7935973814","12.9483949931","9.5069628","7.2","1.6260865746","1.1692732067","0.719665344","0.3190674192","0.11","0.0028","0.001826816","0.0002761465","0.0000372091","0.0000009606","0.0000012708","","0","","0","0","","","3599.0664300496"
"2025-03-14","1762.6060836876","1157.3283413219","218.518947864","162.048","103.787587722","119.8750085559","20.3541430212","7.7935887874","12.4051547948","9.5040705188","7.2","1.6257874512","1.1768546319","0.718663344","0.3190924192","0.08","0.0042","0.001846416","0.0003822277","0.0000397275","0.0000014389","0.0000012701","","0","","0","0","","","3585.3477952001"
"2025-03-15","1696.4655569205","1166.5558260123","218.5344","162.048","103.7888058336","119.6823972338","20.1158308918","7.7936496922","12.5962602299","9.5063356","7.2","1.6161327115","1.1768588377","0.719491344","0.3200074192","0.09","0.0042","0.00194642","0.0003868653","0.0000434411","0.0000009606","0.0000015237","","0","","0","0","","","3528.2161319372"
"2025-03-16","1502.7746080468","1171.8584704397","218.5344","162.048","103.7886775923","119.9694403605","20.1415633884","7.7936486371","12.833221397","9.5135576","7.2","1.5667765649","1.2196310721","0.718831344","0.3200024192","0.11","0.007","0.00192322","0.0005112844","0.0000410183","0.0000009598","0.0000010158","","0","","0","0","","","3340.4003063603"
"2025-03-17","1754.6769538215","1168.7259151393","248.298832432","158.672","120.0919477803","120.6127062777","20.6723795438","7.7935009084","13.3585282563","9.5044332","7.2","1.6076045765","1.1991296087","0.718294344","0.3203574192","0.09","0.0056","0.002226416","0.0019570706","0.0000414178","0.000000959","0.0000012638","","0","","0","0","","","3633.5524104349"
"2025-03-18","1607.8921334305","1183.4292859287","229.25339892","162.048","129.2036755031","121.2292777191","20.7244368737","7.7935494227","13.2875804396","9.4901284","7.2","1.5859288656","1.1864291789","0.711895344","0.3209674192","0.1","0.007","0.00212402","0.0007115579","0.000023678","","0.0000007615","","0","","0","0","","","3495.4665474625"
"2025-03-19","1764.3055081312","1156.1053247481","214.3045605456","136.728","124.7295579378","121.057985148","21.5894203534","7.7935610335","13.2704750708","9.494264","7.2","1.5716963654","1.1943393731","0.713020344","0.3192724192","0.09","0.0042","0.0012088","0.0016763513","0.0000139311","","","","","","0","0","","","3580.4740845525"
"2025-03-20","1867.0848882064","1134.2006054798","206.7712455312","124.912","124.784862364","121.3977770739","22.1048809888","9.1754700329","13.203765975","9.457504","7.2","1.6990474454","1.1881699585","0.802716848","0.3190574192","0.08","","0.0004912","0.0010936482","0.0000139311","","0.0000002499","","","","0","","","","3644.3835903523"
"2025-03-21","1886.241152497","1151.301890898","207.3402831816","128.288","129.209547757","123.7478631183","24.7012721101","11.0336465805","13.1876441514","9.550276","8.131553722","1.7363697581","1.2176768095","0.8447706","0.3206024192","0.1","","0.000368","0.000765614","0.0000249596","","","","","","0","","","","3696.9537081763"
"2025-03-22","1952.7621616164","1165.0528423109","214.632","162.048","129.6255400315","129.8810409571","24.2141287517","11.0336136384","13.2442879361","9.4540148","9.6","1.6696436209","1.1823596713","0.8430576","0.3198403224","0.08","","0.0001124","0.0003439677","0.000019996","","","","","","0","","","","3825.6430076204"
"2025-03-23","1945.9003031395","1151.7431282297","212.1018659496","162.048","132.070834489","121.7675154888","25.7111161241","11.0336965056","12.8006035027","9.4545796","45.6","1.6696150525","1.1752309656","0.8428686","0.3313806448","0.08","","0.0001416","0.0003532677","0.0000102969","","","","","","0","","","","3834.3312434565"
"2025-03-24","1928.4999280538","1163.1920792171","206.4384","162.048","131.8077565973","121.7227908427","24.8899834392","12.0510287712","13.2908236554","9.4546156","45.6","1.7185353451","1.1753753533","0.915631384","0.3245663976","0.1","","0.0003588","0.0006664804","0.0000181845","","","","","","0","","","","3823.2305581216"
"2025-03-25","1967.8346645394","1160.2011256054","208.7094059064","162.048","133.9991385832","121.3884392636","24.8130660308","14.2463025178","12.997579589","9.4970644","47.083039611","1.7762374555","1.1760732649","0.940254706","0.341388064","0.08","","0.0003308","0.0006717514","0.0000121272","","0.0000002499","","","","0","","","","3867.1327944655"
"2025-03-26","2239.8766789641","1279.616261513","238.126882924","219.44","174.6733231268","122.1024450247","27.6685098399","14.2736868924","14.2252995359","9.5030656","48","1.776295102","1.2410411152","0.976355856","0.4230734928","0.08","","0.0008104039","0.0009858184","0.0000263112","","","","","","0","","","","4392.0047415203"
"2025-03-27","2528.5113357024","1369.1290392796","252.9408","243.072","180.8971079653","122.4695978706","76.3310915911","14.2737152559","14.3124561148","9.503412","48","1.7761392204","1.1801136699","0.972959856","0.4427583312","0.1","","0.0015096","0.0008638018","0.0000293397","","","","","","0","","","","4863.9149295987"
"2025-03-28","2147.0027815509","1266.8428423776","214.3674089424","167.112","95.1958006755","123.0078551504","68.663540739","14.2737511727","14.2850606989","9.499406","48","1.7762111151","1.2230945908","0.976529856","0.4268545678","0.08","","0.0034088","0.0006078495","0.0000169596","","","","","","0","","","0","4172.7371710462"
"2025-03-29","1915.4123644052","1247.0643664873","196.7616","121.536","54.9503306781","123.1650942422","31.1178847407","14.274674598","14.1017574449","9.4995232","48","1.7761601958","1.18066044","0.977708856","0.4341914496","0.08","","0.001746","0.000139819","0.0000224188","","","","","","0","","","","3780.3342249756"
"2025-03-30","1526.3321070582","1145.8632269372","196.7616","121.536","92.1222216827","123.5389033327","31.8337717236","14.2737360177","13.5338420429","9.498584","48","1.7761459985","1.18066044","0.958583856","0.4342514496","0.1","","0.0013508","0.0003728259","0.000024228","","","","","","0","","","","3327.745382393"
"2025-03-31","1397.6647214352","1023.9528163812","196.7616","121.536","61.3834139582","123.9322832188","34.6600727448","14.27463177","11.4348559063","9.5003204","48","1.7761685905","1.1806761385","0.948017856","0.426839568","0.08","","0.0000896","0.0001340878","0.0000139388","","0.0000000009","","","","0","","","","3047.512655595"
"2025-04-01","1393.9606892835","1010.0718702137","196.7616","121.536","41.0853384161","128.5260163266","29.3636238558","14.2737607719","10.5240006885","9.6006664","48","0.1621837506","1.2203258351","0.9668256744","0.4352216672","0.08","","0.0000476","0.000032","0.0000053907","","","","0","","0","","","","3006.5682078741"
"2025-04-02","1381.5959586723","1006.5955403742","196.7616","121.536","41.0853385917","128.9596679032","31.7797974144","14.2747044934","10.3938924882","9.4970932","48","0.3753904654","1.2283526845","0.9782346744","0.4351966672","0.08","","0.0000388","0.0000336","0.000005285","","","","","","0","","","","2993.5768453139"
"2025-04-03","1379.807496006","1005.5207074195","196.7616","121.536","41.3862244584","129.5751466","33.2365701166","14.2737763173","10.3068244864","9.4984768","29.70980278","1.4409725291","1.2215666072","0.9782586744","0.4351116672","0.1","","0.0000052","0.0000221793","0.0000033903","","","","","","0","","","","2975.7885652317"
"2025-04-04","1349.7254694256","1002.0508583229","196.7616","121.536","68.5135833517","129.8654912245","33.1341474127","14.2737106083","10.2617767781","9.501626","24","1.5013038534","1.2223092459","0.9788646744","0.4352116672","0.1","","0.0000388","0.0001306568","0.0000049758","","","","","","0","","","","2963.8621269973"
"2025-04-05","1331.7831882951","1003.5298186354","196.7616","121.536","98.3973843666","130.4209589663","31.0722812661","14.2737431381","10.3209571139","9.4990824","24","1.5985610125","1.2225350087","0.9788946744","0.4351816672","0.1","","0.0000056039","0.00005605","0.0000014798","0.000000479","0.0000002499","","0","","0","0","","","2975.9302504069"
"2025-04-06","1331.5720064442","996.7528009905","196.7616","121.536","98.3973859856","130.7747883169","31.4222690744","14.2737426067","10.092477507","9.4962664","24","1.5985687971","1.2226861744","0.9785976744","0.4351266672","0.09","0","","0.0000624877","0.0000020162","","","","","","0","0","","","2969.4043811423"
"2025-04-07","1281.1970857378","1007.8564872852","196.7616","121.536","53.4445004805","131.4032130036","30.6748486362","14.2736804696","10.3762695838","9.4946348","24","1.5985722696","1.2238301425","0.9795516744","0.4353716672","0.08","","0.0000880039","0.0001144295","0.000004267","","","","","","0","0","","","2885.3358524508"
"2025-04-08","1210.800542333","1006.230050862","196.7616","121.536","19.2846740218","132.1047218923","30.5537684714","14.2736505634","18.1630958941","9.4919312","24","1.5985709873","1.2608410545","0.9782466744","0.4209816672","0.1","","0.0001512","0.0001944609","0.0000021219","","","","","","0","0","","","2787.5590234042"
"2025-04-09","1207.9622092422","985.7980800146","196.7616","121.536","19.2846745529","132.5937957693","29.2208507204","14.2737849958","10.5171616523","9.4963424","24","1.5985800386","1.2611239123","0.9789306744","0.4208216672","0.1","","0.0001584039","0.0002163171","0.0000024875","","","","","","0","0","","","2755.8043328485"
"2025-04-10","1208.6149689411","986.4926831753","196.7616","94.95","19.284673612","133.1981631112","30.6800988546","14.2748562727","10.5456627357","9.4933468","24","1.5985225493","1.2572130233","0.9801216744","0.4394866672","0.09","0","0.0006688039","0.0005698617","0.0000152805","0.0000009582","","","","","0","0","","","2732.6626523211"
"2025-04-11","1080.3045728644","856.8763077592","196.7616","44.7600233232","17.6348902421","132.5150175764","34.075793774","14.2739053054","10.4878722738","9.4855772","22.188245","1.5985525775","1.2956546985","0.9796536744","0.4313466672","0.08","0","0.0007464079","0.0004843886","0.000015764","","0.000000255","","0","","0","","","","2423.7502597516"
"2025-04-12","999.1631433806","805.5571867783","196.7616","40.5600399816","15.0660682817","132.5347232706","36.080748043","14.2748820769","10.5132391936","9.48385","21.6","1.5985789639","1.2694757982","0.9787806744","0.4294566672","0.08","","0.000348","0.0003576634","0.0000542025","","","","","","0","","","","2285.9525329759"
"2025-04-13","987.4766712191","794.5858382365","196.7616","40.5601723604","14.9180072482","132.8859322503","36.4271360301","14.2738235499","10.0848321151","9.4841852","21.6","1.5984504954","1.2695030047","0.9805416744","0.4287266672","0.08","0","0.0002216079","0.0002426048","0.0000216502","","0.000000255","","0","","0","0","","","2263.4159061692"
"2025-04-14","1005.3848483452","797.3229898414","196.7616","40.5616285272","14.9180065732","133.3882975263","38.1031386292","14.2737034022","10.2131713843","9.4880048","21.6","1.5985612022","1.2695030046","0.9787776744","0.4277816672","0.1","","0.0000704","0.0001567671","0.0000145805","","0.000000255","","","","0","","","","2286.39025458"
"2025-04-15","1021.335559064","825.101665947","196.7616","40.5616285272","14.9180065008","133.9087189934","39.0552140306","14.2737095877","25.3704836942","9.483776","21.6","1.5969030322","1.2553343098","0.9798756744","0.4146066672","0.08","0","0.0003624","0.0003379068","0.0000165439","0.0000009582","","","","","0","0","","","2346.6977998374"
"2025-04-16","969.4594912425","847.2629980052","196.7616","40.561649247","14.9180065537","134.5442999497","38.0493859625","14.2735757472","40.4771890462","9.4865188","21.6","1.589311978","1.2780103999","0.9794496744","0.4284016672","0.08","0","0.0002776079","0.0003100587","0.0000127276","0.000000479","0.0000005049","","0","","0","0","","","2331.7504896516"
"2025-04-17","914.366625877","800.6991169801","196.7616","40.5618771648","14.918006667","135.347374014","38.7539897954","14.2716147536","10.2279941523","9.4912104","21.6","1.5827982778","1.275299168","0.9787776744","0.4287216672","0.1","","0.000272","0.000323203","0.0000211995","","","","","","0","","","","2201.3656229941"
"2025-04-18","908.0303320368","795.773290489","196.7616","40.561950566","14.9180066431","135.7608440173","38.8296504613","14.2715511369","10.1213867186","9.492338","21.6","1.5827554269","1.2836937176","0.9793266744","0.4282166672","0.08","","0.0001664","0.000219915","0.0000145526","","","","","","0","","","","2190.4753434227"
"2025-04-19","894.5158329954","796.9339800034","196.7616","40.5627579792","14.9180065774","135.3923054677","39.2292737616","14.271544806","10.0845652451","9.4918956","21.6","1.5828036539","1.2765650118","0.9787776744","0.4278016672","0.08","","0.0000832","0.0001722984","0.0000109105","","","","","","0","","","","2178.107976852"
"2025-04-20","913.2803690158","788.4789838867","196.7616","40.5627308284","14.9180065046","135.7891765426","43.7690341654","14.2725901017","10.0444095178","9.4911368","21.6","1.5828037588","1.2765650118","0.9793266744","0.4281916672","0.1","0","0.0001064","0.0001777061","0.0000124945","","","","","","0","0","","","2193.3352210758"
"2025-04-21","898.0200707799","795.9072084225","196.7616","40.5624321696","14.9180065506","136.2374518185","45.4757767322","14.2710515494","10.1328375637","9.4884908","21.6","1.5795499186","1.2851958265","0.9796896744","0.4282216672","0.08","","0.0002144","0.0003297244","0.0000127276","","","","","","0","","","","2187.7281403251"
"2025-04-22","859.8664312316","780.9464466973","196.7616","40.5624321696","14.9180065024","136.6191237969","51.6868493356","14.2699539218","9.9238259973","9.48490558","21.6","1.5715467465","1.2854973232","0.9793296744","0.4284416672","0.1","","0.0002016","0.0002643824","0.000018171","","","","","","0","","","","2141.0048747972"
"2025-04-23","854.8814449798","786.6272972928","196.7616","40.5624439922","14.9180065492","137.259065364","56.7791611318","14.2701195463","10.1633879029","9.4763004451","21.6","1.5715136238","1.2901906408","0.9792816744","0.4142766672","0.08","","0.000474","0.0005935038","0.0000206017","","0.0000004998","","0","","0","0","","","2147.6351784156"
"2025-04-24","824.1694517172","804.5843975246","196.7616","40.562587397","14.9180064939","137.8561974","55.7239249549","14.2705308019","10.2693780054","9.4633192","18.5842225","1.5711225201","1.385352702","0.9840276744","0.4307016672","0.11","0","0.0011712861","0.000930406","0.0001453607","0.0000009657","0.0000010355","","0","","0","0","","","2131.6470696126"
"2025-04-25","838.4341940206","769.7323033453","196.7616","40.5627329416","14.918006918","141.9735291879","51.8320644375","14.2707259121","10.1641200379","9.4662376","9.6","1.5751377112","1.8898679721","0.9895326744","0.4353616672","0.11","0","0.0017266702","0.001291816","0.0004150806","0.000001941","0.0000021041","","0","","0","0","","","2102.7188520377"
"2025-04-26","793.9257988831","755.3041534676","196.7616","40.562717832","14.9180068898","139.6801366101","51.3543522462","14.2712352369","9.9671786988","9.4669692","9.6","1.5854320885","1.9056325157","0.9863166744","0.4337616672","0.09","0","0.0012290032","0.0009855397","0.0003224777","0.000001934","0.0000013182","","0","","0","0","","","2040.8158322831"
"2025-04-27","807.5632954594","737.6342963723","196.7616","40.5626267412","14.9180073796","138.8092571628","50.8473454597","14.2702587782","9.9099980906","9.4613648","9.6","1.5854535237","1.9202093549","0.9878646744","0.4313616672","0.1","0","0.0009968866","0.0009146509","0.0001368732","0.0000014437","0.0000017872","","0","","0","0","","","2035.3649911056"
"2025-04-28","829.6805778995","738.8000017993","196.7616","40.5615109982","14.9180069126","138.5014615105","51.0283215252","14.2699053735","9.8802850045","9.4687956","9.6","1.5834885611","1.9404865008","0.9872856744","0.4313416672","0.09","0","0.0009169418","0.0009057097","0.0002311272","0.0000019276","0.0000018143","","0","","0","0","","0","2058.5051265474"
"2025-04-29","810.645676034","744.8161621768","196.7616","40.560259812","14.9180067815","139.1524028756","51.3306857395","14.2694729143","10.0305271813","9.4685952","9.6","1.578670245","1.9488252759","0.9881736744","0.4159366672","0.09","0.0042","0.0008961298","0.0007651735","0.0002154687","0.0000014481","0.000001301","","0","","0","0","","","2046.5810740986"
"2025-04-30","807.6341246437","742.2757449829","196.7616","40.560259812","14.9180068027","139.6490960561","51.9522969916","14.2702493033","10.17570623","9.4727072","9.6","1.5786521875","1.9489883404","0.9895536744","0.4344116672","0.09","0.0042","0.001017082","0.0006004614","0.0003504035","0.0000014649","0.0000021104","","0","","0","0","","","2042.317569414"
"2025-05-01","782.9590433806","729.8838859975","196.7616","40.5587622898","14.8757487292","135.7951912066","52.1856679818","14.2687923584","10.2002143094","9.561486","9.6","1.381867235","1.926239425","0.938810856","0.420503224","0.09","0","0.0009286741","0.0000662","0.0000041974","0.0000019419","0.0000021131","","0","","0","0","","","2001.4088161198"
"2025-05-02","744.471502233","725.3324490179","196.7616","40.5594981782","14.8757485741","136.2279114773","52.0503705344","14.2673072271","10.1915255201","9.4557893338","9.6","1.372056953","1.92277877","0.954323856","0.415563224","0.11","0","0.0011144468","0.0006867172","0.0000025958","0.0000009614","0.0000010213","","0","","0","0","","","1958.5702306414"
