"Service","EC2-Instances($)","EC2-Other($)","Elastic MapReduce($)","ElastiCache($)","Relational Database Service($)","S3($)","CloudWatch($)","VPC($)","Elastic Load Balancing($)","Route 53($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","EC2 Container Registry (ECR)($)","Key Management Service($)","Secrets Manager($)","Cost Explorer($)","Service Catalog($)","SQS($)","Lambda($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Systems Manager($)","CodeArtifact($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Total costs($)"
"2024-09-08","1129.768838559","701.780937084","208.8576","81.024","103.6166755712","46.0421458455","9.986223641","12.2410265427","9.2900236479","9.4743376","4.8","1.4741615343","0.678961428","0.3097530024","0.25279","0.01","0.0077","0.000016","0.000006025","0","0.0000019128","0.0000015549","","0","","0","0","","","2319.6151999487"
"2024-09-09","1138.7295263626","713.6506839362","208.8576","81.024","103.6166756716","46.4712657295","10.1392224418","12.2467363552","9.4178547668","9.474124","4.8","1.474084968","0.6791903191","0.3094830024","0.252705","0.01","0.0056","0.0000480184","0.0000059521","0.0000000943","0.0000009566","0.0000015549","","0","","0","0","","","2341.1588091295"
"2024-09-10","1143.8098464666","718.4743116042","208.8576","81.024","103.6166755519","46.8596765404","10.1719672087","12.2486693263","9.4247619786","9.4787152","4.8","1.4741280466","0.6802515367","0.3097980024","0.252915","0.02","0.0105","0.000024","0.0000060959","0","0.0000014349","0.00000182","","0","","0","0","","","2351.5138498132"
"2024-09-11","1143.863134342","715.681351187","208.8576","81.024","103.6166755625","47.2073742086","10.1927687653","12.2765992641","9.3399314612","9.4905676","4.8","1.4740673627","0.6829453885","0.3097710024","0.252855","0.01","0.0063","0.0000376","0.0000128897","0.0000004433","0.0000014349","0.0000015549","","0","","0","0","","","2349.0859950671"
"2024-09-12","1143.8396967837","718.7909384087","208.8576","81.024","103.6166759467","47.6592805637","10.175160603","12.2693805663","9.4540235397","9.5012152","4.8","1.4751942139","0.6846569249","0.3099090024","0.24264","0.01","0.0077","0.0000384","0.0000058666","0","0.0000019128","0.0000015549","","0","","0","0","","","2352.7181194873"
"2024-09-13","1143.8232662576","716.5951610459","208.8576","81.024","103.6166755583","48.0027259753","10.1781925135","12.2572413254","9.4192289886","9.503132","4.8","1.4749294107","0.6853911832","0.3097740024","0.25268","0.01","0.007","0.0000204","0.0000059563","0.000035","0.0000009566","0.0000015549","","0","","0","0","","","2350.8170621287"
"2024-09-14","1143.6523587653","715.4091685096","208.8576","81.024","103.6166755751","48.3403520936","10.173868636","12.2412396616","9.3900271773","9.4832308","4.8","1.4740640923","0.6859512725","0.3100230024","0.252705","0.01","0.007","0.000014","0.0000057334","0.000035","0.0000019128","0.0000018083","","0","","0","0","","","2349.7283230402"
"2024-09-15","1130.3700640841","709.9014082281","208.8576","81.024","103.616675561","48.6509714275","10.1220603721","12.2409267205","9.2944554331","9.477302","4.8","1.4741297361","0.6859556952","0.3097530024","0.252705","0.01","0.0063","0.0000268","0.0000059396","0.000035","0.0000014349","0.0000020732","","0","","0","0","","","2331.0943785078"
"2024-09-16","1126.6977270908","713.6792761347","208.8576","81.024","103.6166755542","49.1003033406","10.1010594815","12.2804138777","9.4217301676","9.4797056","4.8","1.4801993932","0.6863513912","0.3101250024","0.252795","","0.0077","0.000094","0.0000060166","0.0000385","0.0000014349","0.0000015549","","0","","0","0","","","2331.7958035403"
"2024-09-17","1126.9021826857","710.9700652305","208.8576","81.024","103.6166756785","49.4041908294","10.4282861078","12.2450283956","9.3816730238","9.48706","4.8","1.4742960797","0.6877299701","0.3098910024","0.252685","0.01","0.0077","0.0000576","0.0000058625","0.0000365","0.0000014349","0.0000015551","","0","","0","0","","","2329.859166956"
"2024-09-18","1129.922754614","713.4533892878","208.8576","81.024","103.616675569","49.8562823125","10.1418967152","12.2463222824","9.4191903313","9.5172368","4.8","1.4741862721","0.6888748106","0.3070560024","0.2529","0.01","0.007","0.0001324","0.0000061605","0.0000315","0.0000019128","0.0000015549","","0","","0","0","","","2335.5955385255"
"2024-09-19","1134.2011728992","715.4755023644","208.8576","81.024","103.6166755621","50.2545669494","10.5190290353","12.2831505889","9.4838065559","9.5177416","4.8","1.4740474937","0.6926668058","0.3095070024","0.253115","0.01","0.0063","0.000104","0.0000061917","0.00004","0.0000009566","0.0000018198","","0","","0","0","","","2342.7790348252"
"2024-09-20","1130.2102662642","713.4874275554","208.8576","81.024","103.6166755626","50.4883083388","10.103335195","12.2462539717","9.5142036408","9.5105188","4.8","1.4740714579","0.6977604203","0.3097740024","0.252735","0.01","0.0077","0.000038","0.0000059271","0.0000385","0.0000014349","0.0000015551","","0","","0","0","","","2336.6107156262"
"2024-09-21","1128.6199398383","714.4543448265","208.8576","81.024","103.616675847","50.7681080097","10.1177305982","12.2409615247","9.4326548259","9.5175816","4.8","1.474071884","0.6990512194","0.3097530024","0.25291","0.01","0.007","0.000014","0.0000059708","0.000035","0.0000019128","0.0000015549","","0","","0","0","","","2336.2024416146"
"2024-09-22","1131.933617802","711.5176422526","208.8576","81.024","103.6166762759","51.040312026","10.5998009142","12.2409953771","9.3407469146","9.5177724","4.8","1.4741672284","0.6993491452","0.3097530024","0.252745","0.01","0.007","0.000032","0.0000062209","0.000035","0.0000014349","0.0000018083","","0","","0","0","","","2337.2422548025"
"2024-09-23","1132.2479526087","718.0453358692","208.8576","81.024","103.6166755755","51.7235453596","10.2845364954","12.3053870439","9.4673855049","9.5190052","4.8","1.4739488321","0.7012850165","0.3098460024","0.25353","","0.0063","0.0000736","0.0000061646","0.0000365","0.0000014349","0.0000018198","","0","","0","0","","","2344.6364530275"
"2024-09-24","1172.6137290452","721.1717502578","208.8576","81.024","103.6166760019","51.899878468","10.3223028856","12.3682250754","9.4329451567","9.5196428","4.8","1.4741066616","0.7044298926","0.3103140024","0.25322","0.01","0.007","0.0000508","0.0000064104","0.0000375564","0.0000014349","0.0000015551","","0","","0","0","","","2388.385918004"
"2024-09-25","1282.9455618994","748.4078243474","229.8016","81.024","103.6166755616","52.4260853524","10.5498046888","12.3598678095","9.5136255218","9.5278324","4.8","1.4747254918","0.70669728","0.3095100024","0.242455","0.01","0.0049","0.0000112","0.0000059458","0.0000337831","0.0000014349","0.0000015549","","0","","0","0","","","2547.7212192738"
"2024-09-26","1292.7215659397","751.6783725537","238.4256","81.024","103.6166755715","52.8184706218","10.5554990888","12.2629134985","9.7173576294","9.5284132","4.8","1.4741360582","0.7083721154","0.3100230024","0.253115","0.01","0.0119","0.000026","0.0000073604","0.0000612114","0.0000019128","0.0000018083","","0","","0","0","","","2569.9165125723"
"2024-09-27","1292.5270920476","756.1364779926","238.4187046752","81.024","103.6166755649","53.375721547","10.552099887","12.2431184912","9.9361298185","9.526654","4.8","1.4741147246","0.7097920535","0.3097530024","0.253905","0.01","0.0161","0.000044","0.0000069","0.0000906056","0.0000014349","0.0000018198","","0","","0","0","","","2574.9304835648"
"2024-09-28","1292.4573501349","752.3050609903","238.4256","81.024","103.616675572","53.6976491429","10.5535298045","12.2409540471","9.7400620141","9.52434","4.8","1.4741258364","0.7114818096","0.3098610024","0.244005","0.01","0.0168","0.0000448","0.00000815","0.0001033171","0.0000019128","0.0000018087","","0","","0","0","","","2571.1516553428"
"2024-09-29","1292.5245072639","747.1588787707","238.4256","81.024","103.6166755707","54.0566451254","10.8770330602","12.2409648802","9.6588745633","9.5246084","4.8","1.4740608151","0.7114818096","0.3101340024","0.253985","0.01","0.0161","0.0000348","0.0000122022","0.0001420889","0.0000019128","0.000002074","","0","","0","0","","","2566.6837423394"
"2024-09-30","1278.4228259698","748.3907949004","238.4256","81.024","103.616675571","54.5992004692","10.5329376081","12.241681966","9.7986668283","9.5258464","4.8","1.4739246506","0.7133767825","0.3098610024","0.25412","0.01","0.0168","0.000078","0.0000210871","0.0001799052","0.0000019128","0.0000020734","","0","","0","0","","","2554.1565951268"
"2024-10-01","1223.7906647373","718.8478944025","238.4256","81.024","103.518073422","53.4766464073","10.1569397104","12.2452093722","9.8227100745","9.6243484638","4.8","0.428449557","0.6917217029","0.292953576","0.2462430656","0.01","0","0.000044","0.0000152134","0.0000021247","0.0000014349","0.0000015549","","0","","0","0","","","2467.4015188194"
"2024-10-02","1224.1123110081","715.7851569872","238.4256","81.024","103.5180741844","53.9148481386","10.2999878222","12.2416398619","9.8046467144","9.5023604","4.8","1.3164879938","0.692613867","0.300183576","0.2462480656","0.01","0","0.000042","0.0000222317","0.000001955","0.0000019128","0.0000020736","","0","","0","0","","","2465.9942287923"
"2024-10-03","1200.2587866837","712.5405752842","232.341202912","81.024","103.5180735041","54.3657271861","10.30830579","12.247345415","9.8230867815","9.4965206625","4.8","1.3170826613","0.694221301","0.300207576","0.2465080656","0.01","0.0161","0.0000872","0.0000846508","0.000001223","0.0000019128","0.0000020732","","0","","0","0","","","2433.3079208828"
"2024-10-04","1129.1430435107","699.3066966833","208.8576","81.024","103.5180734208","54.715461863","10.8583590755","12.242919046","9.6860097157","9.5014188","4.8","1.3767722414","0.6962386803","0.300192576","0.2464780656","0.01","0.0259","0.0000592","0.0000466905","0.0000413851","0.0000014349","0.0000015223","","0","","0","0","","0","2326.3093139111"
"2024-10-05","1125.4778701435","703.8688070899","208.8576","81.024","103.5180739406","55.2335013148","10.1914640627","12.2410460483","9.852739604","9.5056694388","4.8","1.4740470457","0.6971006064","0.296907576","0.2462930656","0.01","0.0329","0.0000512","0.0000277626","0.0000006421","0.0000019128","0.0000020076","","0","","0","0","","","2327.3281034614"
"2024-10-06","1123.7031973698","706.4271700284","208.8576","81.024","103.5180734009","55.7492390076","10.1861490845","12.2410663971","9.9443212057","9.5086028","4.8","1.4740681752","0.6971006064","0.300183576","0.2461530656","0.01","0.0329","0.000038","0.0000063813","0.0000001136","0.0000014349","0.0000020076","","0","","0","0","","","2328.7198726546"
"2024-10-07","1125.363987624","711.9972561906","208.8576","81.024","103.5180734082","56.3168098763","10.186943112","12.2508790566","9.7820825391","9.4904436","4.8","1.4746076216","0.6972137771","0.297756576","0.2404530656","","0.0308","0.0000528","0.0000319022","0.0000002649","0.0000019128","0.0000015057","","0","","0","0","","","2336.3289948327"
"2024-10-08","1122.7635367838","716.4313263865","208.8576","81.024","103.5180734222","56.3908744936","10.7115782659","12.2572933245","9.6839730254","9.4767512","4.8","1.4764819435","0.6984263509","0.299127576","0.2376330656","0.01","0.0308","0.0001332","0.0001677503","0.0000006476","0.0000019128","0.0000020071","","0","","0","0","","","2338.6677813557"
"2024-10-09","1109.0474022807","717.881994974","208.8576","81.024","103.5180734218","56.6906871334","10.3391634573","12.2482084553","9.7717894003","9.4783852","4.8","1.483678695","0.7007758085","0.300192576","0.2352380656","0.01","0.0238","0.0001216184","0.0001547437","0.0001229981","0.0000014349","0.0000020076","","0","","0","0","","","2326.4113922706"
"2024-10-10","1111.2173801443","713.5625412085","208.8576","96.216","103.5180734253","57.1813346061","10.1444854181","12.2484243044","9.8100049209","9.4738596","4.8","1.4836047275","0.7019114416","0.300249576","0.2367780656","0.01","0.0259","0.000098","0.0001372982","0.0001760857","0.0000019128","0.0000015057","","0","","0","0","","","2339.7885622407"
"2024-10-11","1117.3339763329","716.2293852938","208.8576","121.536","103.5180734799","57.4716354211","10.0714752391","12.2965109618","9.7404100018","9.4758856","4.8","1.4837440933","0.7024552437","0.300183576","0.2360730656","0.01","0.0357","0.000054","0.0000112667","0.0001178535","0.0000014349","0.0000020076","","0","","0","0","","","2374.0992948717"
"2024-10-12","1124.855351091","717.432719577","208.8576","121.536","103.5180734186","57.7757947891","10.1066910999","12.2410328383","9.7698677671","9.4731257563","4.8","1.4836620466","0.7028031912","0.300183576","0.2359780656","0.01","0.0378","0.0000372","0.0000341417","0.0001045443","0.0000019128","0.0000017591","","0","","0","0","","","2383.1368627746"
"2024-10-13","1126.9388731161","718.3400875369","208.8576","121.536","103.5180734074","58.1698948989","10.1150156532","12.2411594205","9.7939257288","9.474566","4.8","1.4836525573","0.7028031912","0.300183576","0.2358830656","0.01","0.0364","0.000054","0.0000085146","0.0001149307","0.0000019128","0.0000017542","","0","","0","0","","","2386.5542992642"
"2024-10-14","1125.7910613261","721.8236265739","208.8576","121.536","103.5180734143","58.759029438","10.5140510305","12.3067176286","9.9502552391","9.4783432","4.8","1.4886412724","0.7062869113","0.300183576","0.2266656462","0.01","0.0385","0.0001928","0.0002833567","0.0001181955","0.0000014349","0.0000017591","","0","","0","0","","","2390.1056328026"
"2024-10-15","1122.4512502156","735.2641728912","208.8576","121.536","103.5180742268","59.1528053426","10.1094013155","12.2821393932","9.9716008843","9.4806568","4.8","1.5011377056","0.7122532132","0.300264576","0.2361380656","0.01","0.0336","0.0000668","0.0000365668","0.0001270975","0.0000019128","0.0000020076","","0","","0","0","","","2400.2173290143"
"2024-10-16","1115.4542775164","741.1621610246","208.8576","121.536","103.5180734741","59.9034948991","10.3786795343","12.2620192907","9.9488791793","9.487798","4.8","1.5011474777","0.7147236362","0.300237576","0.2361130656","0.01","0.0357","0.0000544","0.0000277625","0.0001309184","0.0000018855","0.0000015057","","0","","0","0","","","2400.1071211461"
"2024-10-17","1128.961891503","765.0764744056","208.8576","121.536","103.5180734254","60.3563643314","10.1136052634","12.269468966","9.8943657527","9.4886752","4.8","1.5011846525","0.7165663728","0.300189576","0.2275306462","0.01","0.0336","0.0001408","0.0001816961","0.0000954592","0.0000013257","0.0000020076","","0","","0","0","","","2437.6620113836"
"2024-10-18","1143.835033648","735.4180037546","208.8576","121.536","103.5180734253","60.4623646311","10.1190454705","12.2783464261","9.7146644648","9.489978","4.8","1.501114831","0.7184274793","0.300225576","0.2355980656","0.01","0.0294","0.0001072","0.0002017421","0.0000976912","0.0000019128","0.0000015057","","0","","0","0","","","2422.8242858241"
"2024-10-19","1144.0762190235","736.9747854248","208.8576","121.536","103.51807342","60.7713176754","10.1244524184","12.24143009","9.7967894785","9.4886256","4.8","1.5012041645","0.718692528","0.300183576","0.2355980656","0.01","0.0294","0.000038","0.00001005","0.00008715","0.0000014349","0.0000020076","","0","","0","0","","","2424.9805101072"
"2024-10-20","1147.8259292044","736.7703147704","208.8576","121.536","103.5180734056","61.1406344169","10.1427899086","12.2413737508","9.7864357785","9.489016","4.8","1.5010852406","0.718692528","0.296634576","0.2355980656","0.01","0.0308","0.0000428","0.0000284041","0.00009865","0.0000019128","0.0000017542","","0","","0","0","","","2428.9011511665"
"2024-10-21","1149.6640950862","746.8720397836","208.8576","121.536","103.5180734224","63.762363618","10.316116861","12.2542247468","9.8905970688","9.4896292","4.8","1.5011784426","0.7191269855","0.300402576","0.2252006462","0.01","0.0294","0.0001064","0.0001436963","0.0000862557","0.0000014349","0.0000017591","","0","","0","0","","","2443.7463879831"
"2024-10-22","1150.4052492912","727.9836091996","208.8576","121.536","103.5180737762","69.7205741929","10.2008615908","12.2681830763","9.8498449977","9.4901672","4.8","1.5012038706","0.7205188152","0.300249576","0.2352530656","0.01","0.0259","0.0000568","0.0000651897","0.0000973532","0.0000019128","0.0000017542","","0","","0","0","","","2431.423511662"
"2024-10-23","1143.873044327","730.0314530105","208.8315233424","121.536","103.5180735182","63.9259372956","10.1881543961","12.2505581139","9.8227722746","9.4909696","4.8","1.5010810393","0.7226396072","0.300183576","0.2357080656","","0.0245","0.0000724","0.0000841085","0.0000719307","0.0000014349","0.0000017586","","0","","0","0","","","2421.0528297991"
"2024-10-24","1138.5776418064","735.6749145863","206.4384","121.536","103.5180736079","63.1131366165","10.2143256196","12.2473741458","9.8346541333","9.49025","4.8","1.5012177667","0.7249846949","0.300189576","0.2265206462","0.01","0.0238","0.0000856","0.0000908627","0.0000775728","0.0000019128","0.0000015057","","0","","0","0","","","2418.2317406536"
"2024-10-25","1136.6250916612","748.9089766519","206.4384","121.536","103.5180734887","71.6783870039","10.3302797023","12.2432453087","9.8529299949","9.5029608","4.8","1.5009887043","0.727272951","0.300183576","0.2350480656","0.01","0.0224","0.0001176","0.000297961","0.0000798456","0.0000014349","0.0000017591","","0","","0","0","","","2438.2307365091"
"2024-10-26","1135.7782371215","728.3441506052","206.4384","121.536","103.5180734196","67.429771759","10.1615486683","12.2410522405","9.7944740694","9.4990936","4.8","1.5010986876","0.7280286888","0.300183576","0.2350280656","0.01","0.0217","0.000026","0.0000138918","0.0000717684","0.0000019128","0.0000017542","","0","","0","0","","","2412.3369558287"
"2024-10-27","1135.8451478276","726.6136617223","206.4384","121.536","103.5180734267","64.7239305931","10.1357549443","12.2410778841","9.7046727192","9.4981212","4.8","1.501203307","0.7280286888","0.300183576","0.2255406462","0.01","0.0224","0.000026","0.000009475","0.000069528","0.0000014349","0.0000020076","","0","","0","0","","","2407.8423049808"
"2024-10-28","1135.8871018783","732.4994232878","206.4384","121.536","103.5180734516","61.6420144896","10.130952328","12.2418110724","9.8923082389","9.4990912","4.8","1.5010434615","0.728126123","0.300183576","0.2352180656","0.01","0.0077","0.0000368","0.0000115","0.0000789406","0.0000014349","0.0000015057","","0","","0","0","","","2410.8675773539"
"2024-10-29","1136.9225432347","733.4846223103","206.4384","121.536","103.5180734276","61.2634968193","10.4847956107","12.2427982813","9.8594117588","9.4971356","4.8","1.500933458","0.7290197246","0.300183576","0.2357230656","0.01","0.0035","0.0000524","0.0000440606","0.0001038009","0.0000019128","0.0000020061","","0","","0","0","","","2412.8268410473"
"2024-10-30","1135.8454281171","736.6839402223","206.4384","121.536","103.518073462","61.617100209","10.1347438902","12.2413827289","9.9932601377","9.5101684","4.8","1.5010626497","0.7298981212","0.288086802","0.2356930656","0.01","0.0035","0.000038","0.000012021","0.0000954513","0.0000019128","0.0000015052","","0","","0","0","","","2415.086886696"
"2024-10-31","1132.3216670643","731.1296673324","204.6189835872","121.536","103.5180734243","61.9052029033","10.1383679534","12.2410048129","9.7020199906","9.5074496","4.8","1.5012246092","0.7306711428","0.300183576","0.2355030656","0.01","0.0028","0.0000336","0.0000078916","0.0000948171","0.0000014349","0.0000020076","","0","","0","0","","","2404.1989588132"
"2024-11-01","1131.2298991473","752.4025742806","204.0192","121.536","103.6166755773","64.0957411617","10.1883822084","12.2411201987","9.7348505622","9.6016736","4.8","1.2043419485","0.7557864557","0.3014760024","0.243165","0.01","0","0.0000512","0.0000062","0.0000007455","0.0000019128","0.0000015057","","0","","0","0","","","2425.9809477068"
"2024-11-02","1131.3946782875","743.9900612514","203.9952582864","121.536","103.6166755693","64.3327373597","10.1794575376","12.241100261","9.5423017309","9.4914744","4.8","1.2043745769","0.756252648","0.3098610024","0.24296","0.01","0","0.0000404","0.0000044","0.0000004228","0.0000014349","0.0000020066","","0","","0","0","","","2417.6432415754"
"2024-11-03","1131.3250887519","748.8170771966","204.0192","121.536","103.6166755794","64.7433038063","10.510018456","12.2411277918","9.6475770203","9.4941036","4.8","1.2044122984","0.756252648","0.3098610024","0.24296","0.01","0","0.000034","0.0000069271","0.0000001057","0.0000014349","0.0000015057","","0","","0","0","","","2423.2737021245"
"2024-11-04","1132.2471997306","756.6607571655","204.0192","121.536","103.6166755654","65.2251675412","10.1991279689","12.2462810211","9.8427284705","9.4943644","4.8","1.2647204511","0.7569862321","0.3098610024","0.24311","0.01","0","0.0000412","0.0000361732","0.0000006584","0.0000019128","0.0000020076","","0","","0","0","","","2432.4722615008"
"2024-11-05","1133.035669268","760.2402066753","204.0192","121.536","103.616675562","65.7466141412","10.1966195704","12.2460773125","9.8303416021","9.4988056","4.8","1.361982488","0.7596900144","0.3098790024","0.242675","0.01","0","0.0000328","0.0000172063","0.000001166","0.0000014349","0.0000015057","","0","","0","0","","","2437.4504903492"
"2024-11-06","1134.0446178029","770.4185179198","204.0192","121.536","103.6166752328","66.3370045661","10.2102071535","12.2433194621","10.0157268877","9.4956704","4.8","1.3619664473","0.7614733495","0.3101340024","0.242705","","0","0.0000424","0.000038021","0.0000060705","0.0000019128","0.0000020076","","0","","0","0","","","2449.413308636"
"2024-11-07","1135.2617045843","762.2412166587","204.0192","121.536","103.6166759892","66.6584053037","10.2526893936","12.2528724183","9.8868060924","9.4938724","4.8","1.3619554443","0.7640786142","0.3054930024","0.243985","0.01","0","0.0000956","0.0001119837","0.0000765285","0.0000014349","0.0000015057","","0","","0","0","","","2442.7052419539"
"2024-11-08","1129.4758606678","757.7187664736","204.0192","121.536","103.6166768536","67.1503030688","10.1544276662","12.2431919795","9.9269003091","9.4962652","4.8","1.3623109391","0.7674255698","0.3000630024","0.243055","0.01","0","0.00004","0.0000236524","0.0001092719","0.0000019128","0.0000017591","","0","","0","0","","0","2432.8206233261"
"2024-11-09","1129.4753939694","747.1696781348","204.0192","121.536","103.6166769201","67.3977893819","10.1581787653","12.2411373452","9.6528469808","9.4966876","4.8","1.3619719822","0.7680056016","0.3000330024","0.243245","0.01","0","0.00004","0.000013271","0.0000911706","0.0000019128","0.0000017542","","0","","0","0","","","2422.2469927923"
"2024-11-10","1136.8238348609","760.541323111","204.0192","121.536","103.6166765076","67.9020368751","10.1978020455","12.2411854688","9.8364014904","9.4979916","4.8","1.361988838","0.7680056016","0.2875330023","0.243285","0.01","0","0.0000556","0.0000365064","0.0001003171","0.0000014349","0.0000020076","","0","","0","0","","","2443.6834602672"
"2024-11-11","1140.5890242317","764.0292632258","204.0192","121.536","74.6649450769","68.3662115581","10.5298666326","12.2453981727","9.8981646057","9.4981576","4.8","1.3620042569","0.7684310763","0.3061560024","0.222785","0.01","0","0.000048","0.0000598751","0.0000736421","0.0000019128","0.0000015057","","0","","0","0","","","2422.8457923748"
"2024-11-12","1139.1689733648","761.8610649572","204.0192","121.536","66.4886756699","68.8302879913","10.1984678264","12.2423344365","9.6030422562","9.4983548","4.8","1.3620193244","0.7698832031","0.3113730024","0.24269","0.01","0.0042","0.0000324","0.0000305855","0.0000603082","0.0000014349","0.0000017591","","0","","0","0","","","2410.9466933199"
"2024-11-13","1137.8427502938","757.9785729963","204.0192","121.536","66.4886755481","69.1796041109","10.1923698026","12.2446132049","9.2002200661","9.5037604","4.8","1.3620187587","0.7706982292","0.3113850024","0.24239","0.01","0.0035","0.000032","0.000032071","0.0000740934","0.0000014349","0.0000017542","","0","","0","0","","","2405.6858997665"
"2024-11-14","1137.8434248455","759.4739102053","204.0192","121.536","66.4886763423","69.6042919873","10.1854825191","12.241198581","9.2246674868","9.5244564","4.8","1.3619836205","0.7720930346","0.3112650024","0.23258","0.01","0.0042","0.0000292","0.0000225189","0.0000618591","0.0000019128","0.0000015057","","0","","0","0","","","2407.6335470213"
"2024-11-15","1145.748285997","765.1022259874","204.0192","121.536","66.4886754796","70.0526611518","10.7080802213","12.241547814","9.3172792144","9.5183453613","4.8","1.3619939624","0.7727693884","0.3112650024","0.2446","0.01","0.0042","0.000158","0.0002421213","0.0000725705","0.0000014349","0.0000020076","","0","","0","0","","","2422.2376057143"
"2024-11-16","1199.3122894212","758.3698733937","204.0192","121.536","66.4886754598","70.3967390935","10.2026306685","12.2410134202","9.1836641521","9.520152","4.8","1.3619755376","0.773140185","0.3113730024","0.24308","0.01","0.0042","0.0000476","0.0000457813","0.0000664228","0.0000019128","0.0000015057","","0","","0","0","","","2468.7741695566"
"2024-11-17","1265.0046432608","757.4004437897","204.0192","121.536","66.4886754734","70.7492967826","10.1741257013","12.2410353756","9.0695133661","9.495376","4.8","1.362047755","0.7731402432","0.3113730024","0.24258","0.01","0.0042","0.00002","0.0000126105","0.000067557","0.0000014349","0.0000017591","","0","","0","0","","","2533.6817541116"
"2024-11-18","1268.7058387334","763.7049456852","204.0192","121.536","66.4886755402","71.2620419002","10.2423194334","12.2441494181","9.2248507947","9.4928776","4.8","1.3619463741","0.7733097169","0.3112650024","0.243005","0.01","0.0035","0.0000552","0.0000658377","0.0000658456","0.0000019128","0.0000017542","","0","","0","0","","","2544.4241157489"
"2024-11-19","1270.2773721672","764.8278669292","204.0192","121.536","66.4886759947","71.7253307927","10.2295005343","12.2471209986","9.2096523702","9.4932168","4.8","1.3619827406","0.7756398782","0.3112680024","0.24291","","0.0035","0.0000572","0.0000898896","0.0000677438","0.0000014349","0.0000015052","","0","","0","0","","","2547.5494549816"
"2024-11-20","1262.8998353876","763.8718414198","204.0039407952","121.536","66.4886759571","72.1036086406","10.2186543636","12.2468845076","9.1895082522","9.4957932","4.8","1.3619248382","0.7769995586","0.3113730024","0.24261","0.01","0.0049","0.000026","0.0000398522","0.0000672684","0.0000019128","0.0000017591","","0","","0","0","","","2539.5626867154"
"2024-11-21","1261.17248871","759.2030434175","204.0192","121.536","66.4886759387","72.5564806989","10.2141802402","12.2409565775","9.2394477249","9.4955368","4.8","1.361980012","0.7788312602","0.3114840024","0.24258","","0.0042","0.0000244","0.0000109708","0.0000647399","0.0000014349","0.0000020076","","0","","0","0","","","2533.6651889355"
"2024-11-22","1261.2329873637","748.4850504364","204.0192","121.536","66.488676007","72.6262438546","10.2182381644","12.2409243643","8.9473609371","9.4982268","4.8","1.3619846111","0.780953712","0.3111630024","0.24258","0.01","0.0035","0.0000372","0.000022719","0.0000531706","0.0000019128","0.0000015057","","0","","0","0","","","2522.8032057611"
"2024-11-23","1261.2128281248","755.9616826319","204.0192","121.536","66.4886762201","73.2357946969","10.2111415104","12.240992121","9.1883869371","9.4985444","4.8","1.3619610253","0.7821698448","0.3112650024","0.24277","0.01","0.0049","0.000026","0.0000095167","0.0000565364","0.0000014349","0.0000020071","","0","","0","0","","","2531.1064080098"
"2024-11-24","1261.7110284776","755.1063052881","204.0192","121.536","66.4886759348","73.5324465427","11.6938735813","12.2409985082","9.0698427328","9.4973972","4.8","1.3619676723","0.7821698448","0.3073950024","0.2428","0.01","0.0042","0.000032","0.0000246001","0.0000677557","0.0000014349","0.0000015057","","0","","0","0","","","2532.4044280814"
"2024-11-25","1263.0858888552","760.8516883089","204.0192","121.536","66.4886759934","74.1386663266","10.3158875387","12.2409909083","9.2721199317","9.4982872","4.8","1.3619965594","0.7828702466","0.3110490024","0.24239","0.01","0.0042","0.00002","0.0000162895","0.0000681884","0.0000019128","0.0000015047","","0","","0","0","","","2538.9600187666"
"2024-11-26","1263.1115349877","761.1774080415","204.0192","121.536","63.333288785","74.5482326815","10.2958036348","12.2410283589","9.2557324027","9.4988648","4.8","1.3619452252","0.7894300609","0.3110880024","0.242645","0.01","0.0049","0.000022","0.0000159625","0.0000604796","0.0000014349","0.0000017586","","0","","0","0","","","2536.5372036162"
"2024-11-27","1180.5938048247","758.8425153655","204.0192","121.536","48.5606754699","74.8445739959","10.2864533176","12.241111016","9.0547188529","9.4969992","4.8","1.3619875983","0.7943346317","0.3110490024","0.242485","0.01","0.0042","0.000022","0.0000147376","0.0000610736","0.0000014349","0.0000017542","","0","","0","0","","","2437.0002092752"
"2024-11-28","1149.6287703944","762.7661537493","204.0192","121.536","48.560675323","75.4178568197","10.2946901712","12.2410407456","9.294745449","9.4986104","4.8","1.3619885627","0.7957186496","0.3110490024","0.242485","0.01","0.0035","0.0000332","0.0000435897","0.0000577897","0.0000019128","0.0000017591","","0","","0","0","","","2410.7826225182"
"2024-11-29","1148.5392413229","765.24511886","204.0192","121.536","48.5606749424","75.9324798836","10.305974672","12.2410472133","9.3265193961","9.4975","4.8","1.361981606","0.7968439727","0.3113220024","0.24264","","0.0042","0.0000876","0.0001922482","0.0000572763","0.0000019128","0.0000020076","","0","","0","0","","","2412.7210849163"
"2024-11-30","1147.8260268198","765.0290723811","204.0192","121.536","48.5606751307","76.3645822216","10.6223037928","12.2409973652","9.3920534878","9.4983052","4.8","1.361998788","0.7970491072","0.3110490024","0.24239","0.01","0.0035","0.0000796","0.0001247919","0.0000580282","0.0000014349","0.0000015052","","0","","0","0","","","2412.6154686568"
