"Service","EC2-Instances($)","EC2-Other($)","Elastic Load Balancing($)","VPC($)","Network Firewall($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","S3($)","Lambda($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Route 53($)","Cost Explorer($)","DynamoDB($)","Service Catalog($)","Key Management Service($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Athena($)","Elastic File System($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-11-17","127.5150210933","59.4844936183","13.5278953379","16.6007387347","9.4960847101","2.4","1.6700057556","0.7769244532","","0.1905466664","0.2059866528","0.0069728","0.06","0.0213120672","0.0049","0.003837","0.0017404","0.000018","0.0000019128","0.0000017591","","0.0000000624","0","0","","231.9664810238"
"2024-11-18","128.8089891152","59.6615494149","13.5705100117","16.8804418882","9.4989055293","2.4","1.6704357556","0.7796681549","","0.1905266664","0.2059866528","0.0079172","0.05","0.0213120672","0.0042","0.004302","0.0017456","0.0000195","0.0000014349","0.0000015057","","0.0000000624","0","0","","233.7565125592"
"2024-11-19","128.738133021","60.0262322526","13.5696021885","16.8651079445","9.689942629","2.4","1.6703257556","0.7797231715","","0.1907866664","0.2076634705","0.0079892","0.07","0.0213120672","0.0042","0.003621","0.0017432","0.0000195","0.0000019128","0.0000017542","","0.0000000624","0","0","","234.2464057962"
"2024-11-20","129.3823234651","59.866930457","13.5695280428","16.7069712522","9.5617540411","2.4","1.6700057556","0.7796593456","","0.1904666664","0.2103800616","0.0084916","0.05","0.0213120672","0.0042","0.004302","0.0017396","0.000021","0.0000014349","0.0000020076","","0.0000000624","0","0","","234.4280888595"
"2024-11-21","129.4261871117","59.8588802752","13.564762289","16.7207168694","9.5554224924","2.4","1.6700057556","0.7796929458","","0.1906366664","0.2103800616","0.0083684","0.05","0.0213120672","0.0049","0.003837","0.0017432","0.000018","0.0000019128","0.0000015057","","0.0000000624","0","0","","234.4668666152"
"2024-11-22","129.1320324948","59.540895187","13.5343168562","16.8260309742","9.55950039","2.4","1.6700057556","0.7802179562","","0.1905016664","0.2103800616","0.0082096","0.05","0.0213120672","0.0042","0.003888","0.0017428","0.000018","0.0000014349","0.0000015057","","0.0000000624","0","0","","233.9332548122"
"2024-11-23","129.0682208956","59.4606042139","13.51503099","16.8260615336","9.5325926583","2.4","1.6700057556","0.7802269107","","0.1906266664","0.2103800616","0.0071856","0.05","0.0213120672","0.0056","0.003837","0.0017432","0.0000195","0.0000014349","0.0000020076","","0.0000000624","0","0","","233.7434505578"
"2024-11-24","128.6603105483","59.3919718073","13.5004579572","16.8092406517","9.4998018492","2.4","1.6700057556","0.7800548291","","0.1904966664","0.2103800616","0.0071376","0.06","0.0213120672","0.0049","0.00366","0.0017432","0.000018","0.0000019128","0.0000015057","","0.0000000624","0","0","","233.2114944745"
"2024-11-25","129.7034444869","59.5106969369","13.5317075546","16.6812955477","9.5017989895","2.4","1.6700057556","0.7801747532","","0.1906966664","0.2103800616","0.0080892","0.05","0.0213120672","0.0056","0.003693","0.0017432","0.0000195","0.0000014349","0.0000020066","","0.0000000624","0","0","","234.2706612235"
"2024-11-26","129.7753706232","59.6427196461","13.5590702416","16.586981172","9.5471916548","2.4","2.0407743267","0.7829634229","","0.1904416664","0.2103800616","0.0081564","0.06","0.0213120672","0.0042","0.003978","0.001742","0.000018","0.0000014349","0.0000017591","0.000495","0.0000000624","0","0","","234.8357975389"
"2024-11-27","121.1043141382","59.5960212673","13.560776743","16.5880200878","9.5319801992","2.4","2.4226290013","0.7843480745","","0.1904766664","0.2103800616","0.008324","0.07","0.0213120672","0.0042","0.003969","0.0017392","0.0000165","0.0000019128","0.0000015057","","0.0000000624","0","0","","226.4985104874"
"2024-11-28","117.6779996095","59.6000978688","13.5545338211","16.6152373793","9.5342087971","2.4","2.4223032869","0.7844853641","","0.1904866664","0.2103800616","0.0080228","0.06","0.0213120672","0.0042","0.004044","0.0017408","0.0000165","0.0000014349","0.0000020076","","0.0000000624","0","0","","223.0890725269"
"2024-11-29","117.6560995553","59.6301050732","13.5623471606","16.7062713528","9.5343291607","2.4","2.4228189659","0.7855567553","","0.1904766664","0.2103800616","0.0079728","0.05","0.0213120672","0.0049","0.00393","0.0017408","0.0000165","0.0000019128","0.0000015057","","0.0000000624","0","0","","223.1882603999"
"2024-11-30","117.5841249167","59.6213744059","13.5464004347","16.706206455","9.5551672159","2.4","2.4220233474","0.7885479231","","0.1906366664","0.2103800616","0.0068596","0.05","0.0213120672","0.0042","0.003969","0.0017408","0.0000165","0.0000019128","0.0000020066","","0.0000000624","0","0","","223.1129633757"
"2024-12-01","117.6308945181","57.9533827018","13.5393178487","16.7062510053","9.5417960278","2.4","0.3967797921","0.7617767891","","0.185755484","0.2035936032","1.5068444","0.05","0.01776","0","0.001701","0.0017372","0","0.0000014349","0.0000020056","","0.00000006","0","0","","220.8975938706"
"2024-12-02","117.6804702734","58.0576483709","13.556570921","16.7061287089","9.5574119945","2.4","2.3708859852","0.7623200539","","0.185745484","0.2035936032","0.0080708","0.06","0.021312","0","0.004044","0.0017392","0","0.0000019128","0.0000015057","","0.00000006","0","0","","221.5759448735"
"2024-12-03","117.6784440139","58.102990614","13.5566161247","16.706172527","9.5160315015","2.4","2.3689394367","0.7629869901","","0.185695484","0.2035936032","0.008282","0.05","0.0213120648","0","0.003969","0.0017396","0","0.0000014349","0.0000017591","","0.00000006","0","0","","221.5667762139"
"2024-12-04","117.6842505733","58.0768674246","13.5425219202","16.6782971937","9.5381686368","2.4","2.3707972919","0.7646256593","","0.185825484","0.2035936032","0.0081872","0.05","0.0213120648","0","0.003969","0.0017408","0","0.0000019128","0.0000017542","","0.00000006","0","0","","221.5301605788"
"2024-12-05","117.6310121365","58.086214508","13.5725569642","16.5861772197","9.5648460772","2.4","2.371144186","0.764710809","","0.1797915055","0.2035936032","0.0081392","0.05","0.0213120648","0","0.004044","0.0017408","0","0.0000019128","0.0000017591","","0.00000006","0","0","","221.445286806"
"2024-12-06","118.194404614","58.8217002111","13.5941305439","14.067830155","9.5333924354","2.4","2.3719147617","0.7652796351","","0.185705484","0.2035936032","0.0081456","0.05","0.0213120648","0","0.003969","0.0017404","0","0.0000014349","0.0000015057","","0.00000006","0","0","","220.2231215088"
"2024-12-07","117.8610933732","59.7670769674","13.5988476102","7.945413671","9.5320013069","2.4","2.3751859109","0.7658793174","","0.185665484","0.2035936032","0.007214","0.06","0.0213120648","0","0.004044","0.0017384","0","0.0000014349","0.0000017542","","0.00000006","0","0","","214.7290689581"
"2024-12-08","117.67269857","59.7226453598","13.5501353788","7.9455146591","9.5642851353","2.4","2.3737359928","0.7661513796","","0.185675484","0.2035936032","0.0071144","0.05","0.0213120648","0","0.003969","0.0017408","0","0.0000019128","0.0000012523","","0.00000006","0","0","","214.4685750525"
"2024-12-09","117.6803251058","60.1475223166","13.5776604008","7.9455158442","9.5917028782","2.4","2.375925554","0.7676681167","0.00000165","0.186175484","0.2035936032","0.0083728","0.04","0.0213120648","0","0.004605","0.001748","0.0000306036","0.0000014349","0.0000020076","","0.00000006","0","0","","214.9521629244"
"2024-12-10","117.6470610616","60.0416838674","13.58656858","7.9455269461","9.5036867215","2.4","2.3766361587","0.7673418321","","0.186485484","0.2035936032","0.0080688","0.06","0.0213120648","0.0042","0.00483","0.0017528","0.00003","0.0000019128","0.0000015057","","0.00000006","0","0","","214.7587813979"
"2024-12-11","117.6296907808","59.9761901699","13.5694602822","7.9455256515","9.5369456564","2.4","2.3753941973","0.7680435092","","0.185855484","0.2035936032","0.0078032","0.05","0.0213120648","0.0042","0.00276","0.0017428","0.0000195","0.0000014349","0.0000020071","","0.00000006","0","0","","214.6785404013"
"2024-12-12","117.664987282","60.0426752096","13.5765029972","7.9454868472","9.5657912813","2.4","2.3742039194","0.7689061779","","0.185815484","0.2035936032","0.0077068","0.05","0.0213120648","0.0056","0.001977","0.001742","0.0000195","0.0000019128","0.0000015047","","0.00000006","0","0","","214.8163236441"
"2024-12-13","117.6200591173","59.8805919549","13.5712302637","7.9454200455","9.5941415518","2.4","2.3782880204","0.7681800908","","0.185815484","0.2035936032","0.0079588","0.05","0.0213120648","0.0049","0.00195","0.0017408","0.000015","0.0000014349","0.0000020061","","0.00000006","0","0","","214.6352002974"
"2024-12-14","117.4167304086","59.5223510027","13.5577718009","7.9454245766","9.5657690474","2.4","2.374280314","0.7681881551","","0.185700484","0.2035936032","0.0069672","0.05","0.0213120648","0.0042","0.001923","0.0017408","0.0000165","0.0000019128","0.0000015057","","0.00000006","0","0","","214.0259724358"
"2024-12-15","117.4372779708","59.4321999173","13.5404217784","7.9454276801","9.5647283977","2.4","2.372135265","0.7688918271","","0.185825484","0.2035936032","0.00671","0.06","0.0213120648","0.0042","0.00195","0.0017396","0.0000165","0.0000014349","0.0000020076","","0.00000006","0","0","","213.9464335909"
"2024-12-16","118.2033988768","59.9982941317","13.5854041504","7.9454311371","9.58898837","2.4","2.3785479152","0.7712477315","","0.186140484","0.2035936032","0.0074572","0.05","0.0213120648","0.0042","0.00195","0.0017388","0.0000195334","0.0000019128","0.0000017542","","0.00000006","0","0","","215.3477277251"
"2024-12-17","117.6554458685","57.9644427642","13.6114463837","7.9454211497","9.5549208096","2.4","2.3689666503","0.7727184316","0.0000015483","0.185705484","0.2035936032","0.0076804","0.07","0.0213120648","0.0049","0.001923","0.0017396","0.0000171036","0.0000019128","0.0000015057","","0.00000006","0","0","","212.77023834"
"2024-12-18","117.6729569499","59.7373811327","13.5602233339","10.1353901696","9.5038462269","2.4","2.3707161676","0.7711075806","","0.1797865055","0.2035936032","0.0075688","0.05","0.0213201623","0.0049","0.001986","0.001742","0.000015","0.0000014397","0.0000017787","","0.00000006","0","0","","216.6225369106"
"2024-12-19","118.7679525151","61.042536242","13.5489997425","9.2799357491","9.5033793442","2.4","2.3844249265","0.7712926721","","0.185745484","0.2035936032","0.007444","0.05","0.0213120648","0.0042","0.00204","0.001742","0.000015","0.0000014421","0.0000017874","","0.00000006","0","0","","218.174616633"
"2024-12-20","119.5149355629","61.4741607982","13.5779355409","8.1853730554","9.5234820991","2.4","2.3980453907","0.7727889049","","0.185670484","0.2035936032","0.0074156","0.05","0.0213120648","0.0084","0.00198","0.0017448","0.0000165","0.0000019216","0.0000015357","","0.00000006","0","0","","218.3268579214"
"2024-12-21","119.4816650854","61.3657430063","13.551238418","8.1853767928","9.5340680331","2.4","2.3985686761","0.7723863052","","0.1798315055","0.2035936032","0.0067988","0.06","0.0213120648","0.0112","0.00204","0.0017436","0.000015","0.0000014429","0.000002039","","0.00000006","0","0","","218.1755844323"
"2024-12-22","119.5288247564","61.2927932063","13.5258549962","8.1853722397","9.5669721538","2.4","2.397066078","0.7728558643","","0.186100484","0.2035936032","0.0074736","0.05","0.0213120648","0.0098","0.00204","0.0017436","0.0000165","0.0000014437","0.0000015377","","0.00000006","0","0","","218.1518221881"
"2024-12-23","119.5358205045","61.3663641963","13.5452892474","8.1853913578","9.567020737","2.4","2.4054735665","0.7733801221","","0.1951873656","0.2057496037","0.0085056","0.05","0.0213120648","0.0098","0.002082","0.0017452","0.0000165","0.0000014429","0.0000017854","","0.00000006","0","0","","218.273141354"
"2024-12-24","122.91494102","61.5310429744","13.5656279079","8.1854309819","9.5571203291","2.4","2.4545980128","0.7731338577","","0.2101076879","0.2076401832","0.0091632","0.05","0.0213120648","0.0098","0.002016","0.0017436","0.000015","0.0000019216","0.0000015368","","0.00000006","0","0","","221.8936963381"
"2024-12-25","123.7388339587","61.898601282","13.5645029361","8.1853618744","9.4997672788","2.4","2.5200049979","0.7740763558","","0.2161769352","0.2076401832","0.0103992","0.06","0.0213120648","0.0084","0.00198","0.0017436","0.0000165","0.0000014421","0.0000020396","","0.00000006","0","0","","223.1088207086"
"2024-12-26","122.4762655923","62.0097182626","13.5512055797","8.1853755422","9.4980910814","2.4","2.13476499","0.7745480577","","0.2177019352","0.2076401832","0.0104872","0.05","0.0213120648","0.0084","0.00207","0.0017436","0.000015","0.0000014421","0.0000015331","","0.00000006","0","0","","221.5493421243"
