"Service","EC2-Instances($)","EC2-Other($)","Elastic Load Balancing($)","VPC($)","Network Firewall($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","S3($)","Lambda($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Route 53($)","Cost Explorer($)","DynamoDB($)","Service Catalog($)","Key Management Service($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Athena($)","Elastic File System($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-05-12","125.6712742837","58.6208104741","13.4364289873","10.8248082444","9.5522262125","2.4","1.616135817","0.1399908945","0.0000011983","0.143375484","0.1198860072","0.006932","0.01","0.0213120624","0","0.004284","0.0017536","0.0000001079","0.0000014349","0.0000010136","","0.00000006","0","0","","222.5692218818"
"2024-05-13","125.6048601139","59.0490959077","13.4695173813","10.826369713","9.5682286944","2.4","1.6171340735","0.1419033969","0.0000103884","0.1373765055","0.1198860072","0.0073064","0.01","0.0213120624","0","0.003366","0.001754","0.0000008288","0.0000019128","0.0000007602","","0.00000006","0","0","","222.978124206"
"2024-05-14","127.2822180963","59.6607615285","13.4954414935","10.8279607333","9.6202222751","2.4","1.6167705239","0.142195136","0.0000062767","0.143485484","0.1198860072","0.0072668","0.01","0.0213120624","0","0.004182","0.0017528","0.0000005349","0.0000019128","0.0000010136","","0.00000006","0","0","","225.3534647382"
"2024-05-15","129.5271101199","60.0470811537","13.5030825536","10.8258468658","9.5727621129","2.4","1.6162845986","0.1424076439","","0.1373865055","0.1208853926","0.0073688","0.01","0.0213120624","0","0.004218","0.0017516","0.0000000169","0.0000014349","0.0000010136","","0.00000006","0","0","","227.9374999343"
"2024-05-16","135.4462198304","59.8498196884","13.4958279575","10.826646973","9.5609475527","2.4","1.6162645986","0.1434309709","","0.143230484","0.1213026216","0.007366","0.01","0.0213120624","0","0.004182","0.0017548","0","0.0000019128","0.0000010136","","0.00000006","0","0","","233.6483085259"
"2024-05-17","131.9208817814","60.4760799254","13.4829777179","10.8661976737","9.524284301","2.4","1.6177458329","0.1439085244","0.0000012783","0.143265484","0.1213026216","0.0067604","0.01","0.0213120624","0","0.004284","0.0017504","0.000000175","0.0000019128","0.0000007611","","0.00000006","0","0","","230.7407549119"
"2024-05-18","131.5703637986","60.2110632805","13.4766223282","10.9448095763","9.5237140551","2.4","1.6161345997","0.143942691","","0.1375965055","0.1213026216","0.006412","0.01","0.0213120624","0","0.004182","0.0017548","0","0.0000014349","0.0000010136","","0.00000006","0","0","","230.1892128274"
"2024-05-19","131.195938914","59.9023184747","13.4617283275","10.9449870789","9.5513978323","2.4","1.6161345997","0.1439902622","","0.143290484","0.1213026216","0.0063936","0.01","0.0213120624","0","0.004182","0.0017528","0","0.0000019128","0.0000007602","","0.00000006","0","0","","229.5247317903"
"2024-05-20","136.7810662854","60.4770268829","13.4994999738","10.8931042442","9.6239448812","2.4","1.6162945997","0.1455981125","","0.143320484","0.1213026216","0.006596","0.01","0.0213120624","0","0.004182","0.0017572","0","0.0000019128","0.0000010136","","0.00000006","0","0","","235.7450083341"
"2024-05-21","147.9027664667","60.6762433843","13.497505829","10.8322137409","9.7435216461","2.4","1.6165881481","0.1489554","","0.143275484","0.1213026216","0.0069412","0.01","0.0213120624","0","0.004182","0.0017536","0","0.0000014349","0.0000010136","","0.00000006","0","0","","247.1265640916"
"2024-05-22","147.4950539719","60.4827260416","13.6568616848","10.9704918133","10.059885561","2.4","1.6346858308","0.1510808976","0.0000013","0.1372865055","0.1231847281","0.0064936","0.01","0.0213120624","0","0.004188","0.0017544","0.0000001245","0.0000019128","0.0000010136","","0.00000006","0","0","","247.1550095079"
"2024-05-23","126.7626650875","59.3408204319","13.496493885","10.9567873929","9.7188119321","2.4","1.6169846009","0.1516985354","","0.143610484","0.1238816928","0.0064784","0.01","0.0213120624","0","0.004182","0.0017528","0","0.0000019128","0.0000007602","","0.00000006","0","0","","224.7554820379"
"2024-05-24","126.2976879114","58.2898128795","13.4697364502","10.9521482915","9.5338138495","2.4","1.6163946009","0.1501649806","","0.143375484","0.1238816928","0.0064576","0.01","0.0213120624","0","0.004284","0.0017524","0","0.0000014349","0.0000010136","","0.00000006","0","0","","223.0208247113"
"2024-05-25","126.3452296735","58.4854754144","13.4524755138","10.8400783975","9.5569360644","2.4","1.6161346009","0.1501412451","","0.143215484","0.1238816928","0.0058792","0.01","0.0213120624","0.0014","0.004305","0.0017528","0","0.0000014349","0.0000007602","","0.00000006","0","0","","223.1582194039"
"2024-05-26","126.1176682765","59.0174146801","13.4300272476","10.8248584784","9.5536440108","2.4","1.6163946009","0.1508180478","","0.143015484","0.1238816928","0.0056768","0.01","0.0213120624","0.0014","0.004305","0.0017504","0","0.0000019128","0.0000010136","","0.00000006","0","0","","223.4221697677"
"2024-05-27","126.6068049718","59.1588957034","13.4593031679","12.9179952151","9.5970927435","2.4","1.6175546009","0.1519162061","","0.143600484","0.1238816928","0.0066652","0.01","0.0213120624","0.0014","0.00441","0.0017508","0.0000001005","0.0000014349","0.0000007602","","0.00000006","0","0","","226.2225852035"
"2024-05-28","126.5479408492","59.8012370569","13.4766565995","13.8059303156","9.8504204644","2.4","1.6172357834","0.1559724633","0.00000126","0.143145484","0.1238816928","0.006256","0.01","0.0213120624","0.0014","0.004305","0.0017504","0.0000001033","0.0000019128","0.0000010136","","0.00000006","0","0","","227.9674485212"
"2024-05-29","130.5786710342","59.0312246502","13.4734260823","13.833892328","9.5838406722","2.4","1.616264602","0.1568482072","","0.143280484","0.1249402057","0.006228","0.01","0.0213120624","0.0014","0.00357","0.001754","0","0.0000019128","0.0000007602","","0.00000006","0","0","","230.9866550612"
"2024-05-30","129.2987395873","58.8951630228","13.4869204729","13.8501020739","9.8001710827","2.4","1.617484602","0.1597818244","","0.1373115055","0.125298312","0.0059652","0.01","0.0213120624","0.0014","0.004305","0.0017528","0","0.0000014349","0.0000010136","","0.00000006","0","0","","229.8157100544"
"2024-05-31","126.5364534365","58.5778461912","13.5421412252","13.8362577185","9.528202732","2.4","1.6163057807","0.1617313347","0.000001245","0.143160484","0.125298312","0.0065196","0.01","0.0213120624","0.0014","0.0042","0.0017536","0.0000001029","0.0000019128","0.0000010136","","0.00000006","0","0","","226.5125868115"
"2024-06-01","126.162821082","60.5351039876","13.4956351542","14.0316500184","9.52255586","2.4","1.6700057233","0.1640258238","","0.1481516664","0.1294749264","0.3065316","0.01","0.0213120648","0","0.004284","0.0017516","0","0.0000019128","0.0000007602","","0.0000000624","0","0","","228.6033062423"
"2024-06-02","126.5878881581","60.956219258","13.4777545614","14.2900091333","9.5269322746","2.4","1.6700057233","0.1640667706","","0.1480616664","0.1294749264","0.0097788","0.01","0.0213120648","0","0.004182","0.0017512","0","0.0000014349","0.0000010136","","0.0000000624","0","0","","229.3974390478"
"2024-06-03","126.6333698111","61.1321608091","13.4968406819","15.7185103932","9.5279490152","2.4","1.6700057233","0.1641766985","","0.1478666664","0.1294749264","0.0068944","0.01","0.0213120661","0","0.004197","0.001754","0","0.0000019128","0.0000010136","","0.0000000624","0","0","","231.06451518"
"2024-06-04","126.6163220579","61.0154789795","13.457381781","17.1859961731","9.5481783306","2.4","1.6695890567","0.1647952204","","0.1477666664","0.1294749264","0.0068348","0.01","0.0213120672","0","0.003468","0.0017476","0","0.0000014349","0.0000007602","","0.0000000624","0","0","","232.3783479167"
"2024-06-05","126.5767455184","61.400189791","13.5031121976","17.2356875516","9.5106067231","2.4","1.6700057233","0.1651332046","","0.1476466664","0.1299870971","0.0067928","0.01","0.0213120672","0","0.003393","0.0017504","0","0.0000019128","0.0000010136","","0.0000000624","0","0","","232.7823657291"
"2024-06-06","126.8195106194","61.2888855467","13.5306270758","17.0784257907","9.5583648569","2.4","1.6707057233","0.1654880223","","0.1480566664","0.132313116","0.0064476","0.01","0.0213120672","0","0.003783","0.0017492","0","0.0000014349","0.0000007602","","0.0000000624","0","0","","232.8356715422"
"2024-06-07","126.6020733027","60.893115389","13.5181103485","16.7020432229","9.5257939515","2.4","1.6700657233","0.1658640972","","0.1477466664","0.132313116","0.006636","","0.0213120672","0","0.003672","0.0017516","0","0.0000019128","0.0000010136","","0.0000000624","0","0","","231.7905004735"
"2024-06-08","126.616194325","60.7071466171","13.5151327834","16.5852304336","9.4997083436","2.4","1.6700057233","0.1650435803","","0.1479716664","0.132313116","0.006342","0.01","0.0213120672","0","0.003672","0.0017468","0","0.0000019128","0.0000007602","","0.0000000624","0","0","","231.4818221913"
"2024-06-09","126.5336968777","60.9849298991","13.4784933676","16.6060263982","9.5212057042","2.4","1.6700057233","0.1655223129","","0.1476916664","0.132313116","0.0063044","0.01","0.0213120672","0","0.00357","0.0017512","0","0.0000014349","0.0000010136","","0.0000000624","0","0","","231.6828252435"
"2024-06-10","126.6879903128","61.9974852487","13.5335119571","16.7321514979","9.5276756536","2.4","1.6700657233","0.1660380012","","0.1418405553","0.132313116","0.0065","0.01","0.0213120672","0","0.003699","0.00175","0","0.0000019128","0.0000007602","","0.0000000624","0","0","","233.0323358685"
"2024-06-11","128.4310843687","63.8756553627","13.5241405331","16.8263664092","9.5615021259","2.4","1.6703457233","0.1677559241","","0.1475666664","0.1340073978","0.0061208","0.01","0.0213120672","0","0.003672","0.0017504","0","0.0000014349","0.0000010136","","0.0000000624","0","0","","236.7812822893"
"2024-06-12","128.786532852","67.2086445851","13.8291739736","16.8332614629","9.8421473852","2.4","1.6700857233","0.1687655936","","0.1474466664","0.1349543808","0.0061752","0.01","0.0213120672","0","0.003678","0.0017468","0","0.0000019128","0.0000007602","","0.0000000624","0","0","","241.0639274255"
"2024-06-13","128.1052360582","66.8826698835","14.15023109","16.6250127462","9.7770801873","2.4","1.6738857233","0.1698299778","","0.1477466664","0.1349543808","0.0060612","0.01","0.0213120672","0","0.003789","0.0017456","0","0.0000014349","0.0000010136","","0.0000000624","0","0","","240.1095570916"
"2024-06-14","126.8566133706","65.5429525556","14.1044594491","16.5869177024","9.5233637978","2.4","1.6702857233","0.1675489775","","0.1472866664","0.1349543808","0.0058144","0.01","0.0213120672","0","0.003468","0.001738","0","0.0000014349","0.0000007602","","0.0000000624","0","0","","237.1767173482"
"2024-06-15","126.8566131139","65.4357479394","14.0874036678","16.5851920316","9.5239260754","2.4","1.6700057233","0.166931231","","0.1469666664","0.1349543808","0.0055268","0.01","0.0213120672","0","0.00357","0.0017336","0","0.0000014349","0.0000005068","","0.0000000624","0","0","","237.0498853009"
"2024-06-16","126.7882962911","65.5957601466","14.0516742129","16.5853086786","9.5236299991","2.4","1.6700057233","0.1664789423","","0.1467866664","0.1349543808","0.0055236","0.01","0.0213120672","0","0.00357","0.00173","0","0.0000004782","0.0000002534","","0.0000000624","0","0","","237.1050315023"
"2024-06-17","126.7958073979","65.0436750729","13.8199609862","16.5916984674","9.5669444532","2.4","1.6700857233","0.1674198441","","0.1405555553","0.1349543808","0.0058504","","0.0213120672","0","0.003474","0.0017276","","","","","0.0000000624","0","","","236.3634660107"
"2024-06-18","115.4811336895","65.2675835599","13.5547032174","16.595039849","9.6301574902","2.4","1.6704857233","0.1980721549","","0.1405705553","0.1349543808","0.0061884","","0.0213120672","","0.003366","0.0017276","","","","","0.0000000624","0","","","225.1052947499"
"2024-06-19","116.3822150058","64.7519312046","13.5364050038","16.5860494575","9.6494213344","2.4","1.6715357233","0.170133432","","0.1467466664","0.1349543808","0.0059968","","0.0213120672","","0.002652","0.0017272","0","","","","0.0000000624","0","0","","225.4610803382"
"2024-06-20","113.6470629705","66.0002893992","13.5685386557","16.6355504673","10.1798776428","2.4","1.6715269188","0.1855981267","0.000001285","0.1468216664","0.1371959108","0.006118","","0.0213120672","","0.00237","0.0017276","0.0000001041","","","","0.0000000624","0","0","","224.6039908769"
"2024-06-21","112.3132228663","64.2036464657","13.5366012626","16.5934586514","9.5203399562","2.4","1.6700057244","0.1732313903","","0.1468466664","0.1416534768","0.0058816","0.02","0.0213120672","0","0.00306","0.00173","0","0.0000004782","0.0000002534","","0.0000000624","0","0","","220.7509909213"
"2024-06-22","111.0855465627","61.9005034581","13.485553445","16.5860213544","9.5220575839","2.4","1.6700057244","0.1725286957","","0.1466666664","0.1416534768","0.005364","0.01","0.0213120672","0","0.003264","0.0017288","","","0.0000005068","","0.0000000624","0","0","","217.1522064038"
"2024-06-23","110.1362427992","61.9305969716","13.4642809868","16.5860433558","9.4958837325","2.4","1.6700057244","0.1730668629","","0.1470866664","0.1416534768","0.0054068","0.06","0.0213120672","0","0.003366","0.0017348","0","0.0000014349","0.0000007602","","0.0000000624","0","0","","216.2366825011"
"2024-06-24","110.0113911226","61.9665886511","13.5017400515","16.693236498","9.4935874286","2.4","1.6702257244","0.1758654839","","0.1483466664","0.1416534768","0.0060164","0.01","0.0213120672","0.0028","0.003672","0.0017596","0","0.0000019128","0.0000007602","","0.0000000624","0","0","","216.2481979059"
"2024-06-25","109.2633937125","62.091710196","13.509388581","16.5892505931","9.5358912446","2.4","1.6872657244","0.1770200071","","0.1484866664","0.1431114504","0.0059864","0.01","0.0213120672","0.0021","0.003774","0.0017636","0","0.0000014349","0.0000010136","","0.0000000624","0","0","","215.5904567536"
"2024-06-26","110.1184571098","63.6477207348","13.539420413","16.5872758373","9.4953706822","2.4","1.6701823912","0.176849885","","0.1485266664","0.1460069904","0.0058344","0.01","0.0213120672","0.0021","0.00357","0.0017624","0.0000000169","0.0000019128","0.0000010136","","0.0000000624","0","0","","217.974392583"
"2024-06-27","110.7680695027","63.6909537697","13.536099984","16.7621728264","9.5210992875","2.4","1.6730757244","0.1769104222","","0.1481066664","0.1460069904","0.0059124","","0.0213120672","0.0021","0.003672","0.00176","0","0.0000019128","0.0000010136","","0.0000000624","0","0","","218.8572546297"
"2024-06-28","111.0683548449","63.1646504326","13.5427189525","16.8282017198","9.5230371445","2.4","1.6700457244","0.177634347","","0.1485466664","0.1460069904","0.006364","0.01","0.0213120672","0.0014","0.00378","0.001766","0","0.0000014349","0.0000007602","","0.0000000624","0","0","","218.7138211472"
"2024-06-29","110.2149760992","62.005440856","13.5383196248","16.8251889581","9.5236769689","2.4","1.6700057244","0.1772701463","","0.1485866664","0.1460069904","0.0061752","0.01","0.0213120672","0.0021","0.003675","0.0017644","0","0.0000019128","0.0000010136","","0.0000000624","0","0","","216.6945016905"
"2024-06-30","109.6702762632","62.0631736825","13.5684043842","16.8252057406","9.5218146333","2.4","1.6700057244","0.1800481318","","0.1486466664","0.1460069904","0.0063232","0.01","0.0213120672","0.0014","0.00378","0.00176","0","0.0000019128","0.0000010136","","0.0000000624","0","0","","216.2381604728"
"2024-07-01","109.9735355353","61.8364310724","13.6032724975","16.8287893069","9.4970729199","2.4","1.6193246042","0.1742017879","","0.143795484","0.1412970864","0.3063336","0.01","0.0213120648","0","0.003672","0.0017524","0.0000000336","0.0000014349","0.0000007602","","0.00000006","0","0","","216.560792648"
"2024-07-02","113.1932544711","61.9215444935","13.7417742628","16.82740452","9.5266409225","2.4","1.6167681526","0.1731562376","","0.143590484","0.1459771478","0.006244","0.01","0.0213120648","0","0.003672","0.001766","0","0.0000019128","0.0000010136","","0.00000006","0","0","","219.7331077431"
"2024-07-03","112.7939084171","61.898877711","13.5431736351","16.6501611561","9.4989783753","2.4","1.6170457904","0.1737328535","0.000001295","0.143495484","0.1482813648","0.0062076","0.01","0.0213120648","0","0.00357","0.0017648","0.0000001036","0.0000019128","0.0000007602","","0.00000006","0","0","","218.9105133837"
"2024-07-04","112.3929474773","61.698947519","13.5651291146","16.5898545352","9.685438478","2.4","1.6317546054","0.1756054861","","0.143315484","0.1482813648","0.0064584","0.01","0.0213120648","0","0.003672","0.0017536","0.0000000334","0.0000014349","0.0000010136","","0.00000006","0","0","","218.4744726711"
"2024-07-05","112.7486449867","61.3566008593","13.5350928676","16.6688173253","9.5246793512","2.4","1.6165146054","0.1734788235","","0.143015484","0.1482813648","0.00724","0.01","0.0213120648","0","0.003672","0.0017552","0","0.0000019128","0.0000007602","","0.00000006","0","0","","218.3591076656"
"2024-07-06","112.5969184449","60.6235870613","13.5277620141","16.7703112981","9.5239335986","2.4","1.6161346054","0.1734739893","","0.143255484","0.1482813648","0.007098","0.01","0.0213120648","0","0.00306","0.0017528","0","0.0000014349","0.0000010136","","0.00000006","0","0","","217.5668832338"
"2024-07-07","112.6165047087","61.0687841544","13.5060973368","16.8253327311","9.5254357898","2.4","1.6161346054","0.1742155801","","0.143255484","0.1482813648","0.0067288","0.01","0.0213120648","0","0.003723","0.001754","0","0.0000019128","0.0000010136","","0.00000006","0","0","","218.0675626063"
"2024-07-08","113.0282817095","62.1715736316","13.5745374341","16.8337805242","9.6493607509","2.4","1.6161346054","0.1893879525","","0.143335484","0.1482813648","0.0067264","0.02","0.0213120648","0","0.003693","0.001754","0.0000001676","0.0000014349","0.0000007602","","0.00000006","0","0","","219.8081613445"
"2024-07-09","111.5024722018","62.7248623926","13.5715101742","16.8287039096","9.7297513052","2.4","1.6253074308","0.1786004505","0.00000258","0.143480484","0.1482813648","0.007034","0.01","0.0213120648","0","0.003672","0.0017532","0.0000006044","0.0000019128","0.0000010136","","0.00000006","0","0","","218.8967471491"
"2024-07-10","111.0785559057","56.9026769993","13.5367647968","16.8259897336","9.5374714755","2.4","1.6246346076","0.1913747711","","0.143745484","0.1482813648","0.0068508","0.01","0.0213120648","0","0.003621","0.0017572","0","0.0000019128","0.0000010136","","0.00000006","0","0","","212.4330391896"
"2024-07-11","110.8958070305","55.2561087246","13.5473145511","16.6824161377","9.4953647709","2.4","1.6169546076","0.1970696902","","0.1379415055","0.1482813648","0.006764","0.01","0.0213120648","0","0.00357","0.001766","0","0.0000014349","0.0000010136","","0.00000006","0","0","","210.4206729562"
"2024-07-12","111.117489351","55.9015500445","13.5280445343","16.5904800643","9.5214002707","2.4","1.6162546076","0.2004138415","","0.143855484","0.1482813648","0.006572","0.01","0.0213120648","0.0217","0.003672","0.0017672","0","0.0000019128","0.0000007602","","0.00000006","0","0","","211.2327955605"
"2024-07-13","110.5252727751","55.8982385968","13.5088494277","16.5852065734","9.4950281192","2.4","1.6161346076","0.2050646519","","0.143855484","0.1482813648","0.0065556","0.01","0.0213120648","0.0245","0.00357","0.001766","0","0.0000019128","0.0000010136","","0.00000006","0","0","","210.5936382517"
"2024-07-14","110.3840172724","55.8359624785","13.4847429912","16.5852332935","9.5227022518","2.4","1.6161346076","0.2065793309","","0.143675484","0.1482813648","0.0067068","0.01","0.0213120648","0.0238","0.003162","0.0017636","0","0.0000014349","0.0000010136","","0.00000006","0","0","","210.394076048"
"2024-07-15","111.2091353228","56.2326926583","13.5551097168","16.5893944683","9.6135254166","2.4","1.6184946076","0.2165795673","","0.143735484","0.1482813648","0.0066808","0.01","0.0213120648","0.0245","0.00369","0.0017644","0","0.0000019128","0.0000010136","","0.00000006","0","0","","211.7948988577"
"2024-07-16","110.8286214907","55.5525776206","13.5606902422","16.5916429862","9.5409007466","2.4","1.6164646076","0.2175278211","","0.143795484","0.1482813648","0.0100972","0.01","0.0213120648","0.0224","0.003672","0.0017636","0","0.0000019128","0.0000007602","","0.00000006","0","0","","210.6697499616"
"2024-07-17","111.0775920113","54.9990143191","13.5248355813","16.597269715","9.5017429373","2.4","1.6161946076","0.2211847289","","0.143735484","0.1482813648","0.0065988","0.01","0.0213120648","0.0231","0.00357","0.0017636","0","0.0000019128","0.0000010136","","0.00000006","0","0","","210.2961982005"
"2024-07-18","113.0037441172","56.8452257036","13.5567458949","16.5939824999","9.8187537723","2.4","1.6213146076","0.2297174525","","0.1377615055","0.1482813648","0.0066564","0.01","0.0213120648","0.0224","0.003675","0.0017624","0","0.0000014349","0.0000010136","","0.00000006","0","0","","214.4213352916"
"2024-07-19","112.651836742","55.3055468475","13.5773597063","16.5913667114","9.558973653","2.4","1.6164546076","0.233142535","","0.143375484","0.1482813648","0.00686","0.02","0.0213120648","0.0196","0.002961","0.0017572","0","0.0000019128","0.0000015549","","0.00000006","0","0","","212.2988314441"
"2024-07-20","112.47424803","55.9913249496","13.6088248458","16.5853922376","9.5275837675","2.4","1.6161346076","0.2419241709","","0.142955484","0.1482813648","0.0064744","0.01","0.0213120648","0.014","0.003672","0.001748","0","0.0000019128","0.0000018083","","0.00000006","0","0","","212.7938797037"
"2024-07-21","112.2565438221","55.8409534308","13.5508623237","16.5853965752","9.526486813","2.4","1.6161346076","0.2437554184","","0.142775484","0.1482813648","0.006212","0.01","0.0213120648","0.0119","0.002958","0.0017444","0","0.0000014349","0.0000018198","","0.00000006","0","0","","212.3653196191"
"2024-07-22","112.33471851","55.6952340623","13.5438615953","16.5867075157","9.5449630683","2.4","1.616135792","0.2462609895","0.0000012583","0.142775484","0.1482813648","0.0067228","0.01","0.0213120648","0.0112","0.003672","0.0017432","0.0000001034","0.0000019128","0.0000018083","","0.00000006","0","0","","212.3135935895"
"2024-07-23","112.8875915694","55.8540072428","13.5368568106","16.6202243206","9.5611521199","2.4","1.6161346088","0.2496140887","","0.143615484","0.1482813648","0.0067916","0.01","0.0213120648","0.0217","0.003672","0.0017624","0","0.0000019128","0.0000018198","","0.00000006","0","0","","213.082719467"
"2024-07-24","112.4083585916","57.3132062844","13.5170386515","16.7083863521","9.5369992439","2.4","1.6161346088","0.2536093884","","0.143435484","0.1482813648","0.0068212","0.01","0.0213120648","0.0224","0.00357","0.0017624","0.000042","0.0000014349","0.0000020732","","0.00000006","0","0","","214.1113612024"
"2024-07-25","112.1084082306","57.5637385929","13.527585301","16.7310124932","9.7414202567","2.4","1.616711383","0.2599837148","","0.143375484","0.1482813648","0.006524","0.01","0.0213120648","0.0189","0.00357","0.0017548","0.000036","0.0000019128","0.0000015549","","0.00000006","0","0","","214.3026172135"
"2024-07-26","113.4310025531","57.9544645217","13.4707525282","16.8751583538","9.6601613081","2.4","1.6153281572","0.2591931475","","0.143255484","0.1482813648","0.0062212","0.01","0.0213120648","0.0182","0.003672","0.0017552","0.0000345","0.0000019128","0.0000020738","","0.00000006","0","0","","216.0187964298"
"2024-07-27","114.2890398528","57.217809379","13.4670081238","16.9818781658","9.5474619604","2.4","1.616129052","0.2614641915","","0.143195484","0.1482813648","0.0063512","0.01","0.0213120648","0.0175","0.003672","0.0017528","0.000033","0.0000014349","0.0000018085","","0.00000006","0","0","","216.1328919423"
"2024-07-28","114.1883862025","57.3844068633","13.4466218483","16.9454557043","9.5286347927","2.4","1.6161346088","0.2654521487","","0.143255484","0.1482813648","0.0064536","","0.0213120648","0.0175","0.00378","0.0017552","0.00003","0.0000019128","0.0000015664","","0.00000006","0","0","","216.1174634214"
"2024-07-29","115.8650425803","58.8354394606","13.490838825","16.9499648292","9.5638118987","2.4","1.6153281572","0.2741123791","","0.142955484","0.1482813648","0.0066876","0.01","0.0213120648","0.0105","0.00378","0.0017504","0.000027","0.0000019128","0.0000018083","","0.00000006","0","0","","219.3398358248"
"2024-07-30","115.4908051253","59.0109473044","13.4857412118","16.9491629121","9.9621256054","2.4","1.616101383","0.2740947503","","0.142895484","0.1482813648","0.0065132","0.01","0.0213120648","0.0133","0.00378","0.0017476","0.0000361172","0.0000014349","0.0000020732","","0.00000006","0","0","","219.5368476912"
"2024-07-31","115.7020017904","58.1885058651","13.5226449592","16.9351539346","9.5319727198","2.4","1.6225546088","0.2841387054","","0.142955484","0.1482813648","0.0069288","0.01","0.0213120648","0.0133","0.00378","0.0017468","0.0000225","0.0000014349","0.0000015549","","0.00000006","0","0","","218.5353026467"
"2024-08-01","113.6001039207","58.1600749856","13.5587127661","16.7459485323","9.5437479052","2.4","1.6152917056","0.2869074923","","0.142730484","0.1482813648","0.3069908","0.01","0.0213120648","0","0.00306","0.0017456","0","0.0000014349","0.0000020732","","0.00000006","0","0","","216.5449111895"
"2024-08-02","113.7793858714","58.1491254419","13.545486923","16.7870441727","9.5567338263","2.4","1.6161346088","0.2904046056","","0.143435484","0.1482813648","0.006816","0.01","0.0213120648","0","0.002958","0.0017576","0","0.0000019128","0.0000018198","","0.00000006","0","0","","216.4588797559"
"2024-08-03","113.591534906","57.7968569173","13.4868165605","16.825230672","9.5589657865","2.4","1.6161346088","0.291450801","","0.142895484","0.1482813648","0.0067272","0.01","0.0213120648","0","0.003672","0.0017468","0","0.0000014349","0.0000018083","","0.00000006","0","0","","215.9016284689"
"2024-08-04","113.9934787018","57.7452287273","13.4608569704","16.8251652433","9.5568663966","2.4","1.6161346088","0.2946792608","","0.142775484","0.1482813648","0.0068456","0.01","0.0213120648","0.014","0.002346","0.0017468","0","0.0000014349","0.0000018198","","0.00000006","0","0","","216.2397205373"
"2024-08-05","114.5045554949","58.0441339432","13.5090956866","16.8269019747","9.6807868307","2.4","1.6161546088","0.3005680335","","0.1368615055","0.1482813648","0.006866","0.01","0.0213120648","0.0133","0.003672","0.001744","0","0.0000019128","0.0000018083","","0.00000006","0","0","","217.2242372886"
"2024-08-06","111.7896348727","57.8871043241","13.5583191597","16.742390876","9.6290239548","2.4","1.6161346088","0.3100194929","","0.142895484","0.1482813648","0.0069876","0.01","0.0213120648","0.0119","0.003672","0.0017444","0","0.0000014349","0.0000015549","","0.00000006","0","0","","214.2794232524"
"2024-08-07","111.543141365","57.8552921768","13.5650143185","16.6599684311","9.6624402967","2.4","1.6170869944","0.3152310515","0.0000032567","0.142835484","0.1482813648","0.0069004","0.01","0.0213120648","0.0126","0.003672","0.0017456","0.0000237081","0.0000019128","0.0000020736","","0.00000006","0","0","","213.9655525588"
"2024-08-08","111.1111502645","57.1500416124","13.5860146921","16.5930740421","9.5516863923","2.4","1.6172213853","0.3192194039","","0.1368965055","0.1524645505","0.0067412","0.01","0.0213120648","0.0161","0.003696","0.0017516","0.0000315","0.0000019128","0.0000020736","","0.00000006","0","0","","212.6774052598"
"2024-08-09","111.0725031603","57.6823136002","13.5680226731","16.5871161465","9.5768690443","2.4","1.6159713853","0.3225311394","","0.142955484","0.1566205176","0.0067968","0.01","0.0213120648","0.0147","0.003672","0.0017476","0.0000255","0.0000014349","0.0000015549","","0.00000006","0","0","","213.1831601653"
"2024-08-10","110.9153617372","57.5772559829","13.5791312674","16.585291759","9.5284729361","2.4","1.6161346111","0.3282058079","","0.142775484","0.1566205176","0.0066608","0.01","0.0213120648","0.0133","0.003672","0.0017468","0.000021","0.0000019128","0.0000020732","","0.00000006","0","0","","212.885966814"
"2024-08-11","110.943187333","57.5646019451","13.5645342365","16.5861561919","9.5452095517","2.4","1.6161346111","0.3320617454","","0.143195484","0.1566205176","0.0067288","0.01","0.0213120648","0.0154","0.003162","0.0017516","0.0000315","0.0000014349","0.0000018083","","0.00000006","0","0","","212.9100908843"
"2024-08-12","110.941027594","57.6699700737","13.588666536","16.7357236865","9.5787610414","2.4","1.6186357955","0.3384459795","0.0000015967","0.142895484","0.1566205176","0.006738","0.01","0.0213120648","0.0133","0.003672","0.0017444","0.0000246034","0.0000019128","0.0000015549","","0.00000006","0","0","","213.2275429008"
"2024-08-13","111.1735753699","57.8709004434","13.5961903201","16.8450375936","9.6494051808","2.4","1.6178181654","0.3443305118","0.0000049184","0.142895484","0.1566205176","0.0067024","0.01","0.0213120648","0.0133","0.003672","0.0017444","0.0000228102","0.0000019128","0.0000020732","","0.00000006","0","0","","213.853536226"
"2024-08-14","111.127854646","57.7222332319","13.5775529898","16.7213334549","9.5791403461","2.4","1.6162758","0.3512277834","0.00000163","0.142895484","0.1566205176","0.0067628","0.01","0.0213120648","0.014","0.003672","0.0017464","0.0000246034","0.0000014349","0.0000015551","","0.00000006","0","0","","213.4526568019"
