"Service","EC2-Other($)","EC2-Instances($)","VPC($)","Elastic Load Balancing($)","Directory Service($)","Elastic Container Service for Kubernetes($)","Key Management Service($)","EC2 Container Registry (ECR)($)","CloudWatch($)","DynamoDB($)","Secrets Manager($)","Elastic File System($)","S3($)","Backup($)","Relational Database Service($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Systems Manager($)","Lambda($)","SNS($)","Athena($)","SQS($)","Direct Connect($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","CloudWatch Events($)","Total costs($)"
"2024-08-31","21.0541429663","32.0380168007","12.0785713906","7.5307555161","3.4115156639","2.4","1.176743304","0.8047830696","0.5032784444","0.3261325952","0.4667861288","0.3034636167","0.2356927379","0.0823865127","0.150913812","0.02","","0.0084","","0.0004457934","0.0000493171","","0.0000032","","0.0000009566","0.0000010366","","0","0","","","82.5920828626"
"2024-09-01","21.4638308386","32.1029252996","12.0785187992","7.5306118459","3.4080827277","2.4","1.2162240096","0.8316091872","0.423377606","0.3120181033","0.48264","0.3142262914","0.2364179075","0.0851327299","0.155944272","0.01","0.2","0","","0.0000153427","0.0000003172","","0.0000044","","0.0000014349","0.0000015551","","0","0","","","83.2515826678"
"2024-09-02","22.6796218218","32.0143790732","11.9985070125","7.5336003691","3.3559863557","2.4","1.2157860096","0.832184021","0.520053622","0.3234533746","0.481985","0.3162813166","0.2392380649","0.0851327299","0.1558872671","0.01","","0","","0.0002517621","0.0000013304","","0.0000028","","0.0000019128","0.0000015549","","0","0","","","84.1623553982"
"2024-09-03","22.6668335432","31.8399127702","11.9541998665","7.533205587","3.2921798778","2.4","1.2162240096","0.8337289827","0.5200536423","0.3309263742","0.48217","0.329492117","0.241339914","0.0851668648","0.1558872671","0.01","","0","","0.0004947844","0.0000215317","","0.0000032","0.0000000402","0.0000009566","0.0000015551","","0","0","","","83.8918428844"
"2024-09-04","22.1390405506","31.4324565008","11.8406779839","7.5357763109","3.3939687833","2.4","1.2162240096","0.8347351994","0.5200536631","0.315861221","0.48191","0.3110293842","0.238591508","0.0851668648","0.155944272","","","0","","0.0004572274","0.0000010965","","0.0000032","","0.0000019128","0.0000015549","","0","0","","","82.9019012432"
"2024-09-05","22.3345611453","31.7560774827","11.8401445761","7.5328073773","3.2824546805","2.4","1.2157860096","0.8356263474","0.5200536826","0.3272921505","0.482085","0.3219061106","0.2395894115","0.0851668648","0.155944272","0.01","","0","","0.0004904958","0.0000016677","","0.0000028","","0.0000014349","0.0000013015","","0","0","","","83.3399928108"
"2024-09-06","22.2800057384","31.5716626302","11.8423080514","7.5312409751","3.4675462111","2.4","1.2158130096","0.836228856","0.5200537026","0.3248090383","0.4819","0.3100641532","0.2365060455","0.0851668648","0.0669798236","0.01","","0.0063","","0.000450091","0.0000003172","","0.0000028","","0.0000014349","0.0000018083","","0","0","","","83.1870415512"
"2024-09-07","21.8238297043","29.8516911894","11.8402899506","7.5299419087","3.3854015027","2.4","1.2105300096","0.836228856","0.5200530489","0.3231473211","0.48227","0.3219213978","0.2376940356","0.0851668648","","0.01","","0.0077","","0.0004895842","0.0000003172","","0.0000032","","0.0000014349","0.0000015549","","0","0","","","80.8663618807"
"2024-09-08","21.9153092161","31.4012357006","11.8384550104","7.5352109243","3.3520351861","2.4","1.2153480096","0.836228856","0.5200530684","0.3233555245","0.482085","0.3060913656","0.2378966627","0.0851668648","","0.02","","0.0084","","0.0004491339","0.0000003172","","0.0000036","","0.0000014349","0.00000182","","0","0","","","82.4773276951"
"2024-09-09","23.2627818744","30.3044629779","11.8412191381","7.5330167836","3.2752410058","2.4","1.2153480096","0.8365358052","0.5200537617","0.311699722","0.48234","0.3131872659","0.2370878231","0.0851668648","","","","0.0049","","0.0005019918","0.0000006539","","0.0000024","","0.0000009566","0.0000013015","","0","0","","","82.6235483359"
"2024-09-10","24.7259759325","30.243268156","11.9143175105","7.541961971","3.444488075","2.4","1.2157860096","0.8372337039","0.5200537819","0.3266906238","0.483435","0.3207156412","0.2424518395","0.0851668648","","0.02","","0.0112","","0.0004527589","0.0000010848","","0.0000048","","0.0000014349","0.0000015549","","0","0","","","84.3332067432"
"2024-09-11","22.5374804416","30.2995363768","12.031606134","7.5409530323","3.2455219999","2.4","1.2153480096","0.8388540563","0.520053802","0.3256928828","0.482115","0.3337783648","0.2406314956","0.0851663143","","0.01","","0.0063","","0.0004943329","0.0000030477","","0.0000028","0.0000000603","0.0000019128","0.0000018083","","0","0","","","82.113541872"
"2024-09-12","24.4628683558","31.433898242","12.0810875906","7.5367721195","3.3684441","2.4","1.2144840096","0.8450680838","0.5200538222","0.3179306227","0.462845","0.3456634161","0.2423606165","0.0851663143","","0.01","","0.007","","0.0004683131","0.0001268313","","0.0000036","","0.0000014349","0.0000015549","","0","0","","","85.3342440273"
"2024-09-13","22.7990015755","30.2637418476","12.0793127138","7.535132241","3.3935177891","2.4","1.2140340096","0.8480993256","0.5200538424","0.3288657536","0.482405","0.3291454638","0.2393712856","0.0851663143","","0.01","","0.007","","0.0004898822","0.0000468172","","0.0000032","","0.0000009566","0.0000013017","","0","0","","","82.5353893196"
"2024-09-14","21.9081891311","29.9499330273","12.08118368","7.5403055288","3.3723544945","2.4","1.2144780096","0.8480993256","0.520053189","0.321865954","0.482085","0.3269467716","0.236410316","0.0851663143","","","","0.007","","0.000462804","0.0000418172","","0.0000032","","0.0000019128","0.0000018087","","0","0","","","81.2945822845"
"2024-09-15","22.5346052016","30.145096345","12.078454416","7.5326856678","3.3906454751","2.4","1.2144960096","0.8480993256","0.5200532085","0.332970808","0.48232","0.3391774511","0.2388935756","0.0851663143","","0.01","","0.007","","0.0004676045","0.0000508172","","0.0000036","","0.0000014349","0.0000018198","","0","0","","","82.1601890746"
"2024-09-16","22.3723727638","30.4083029962","12.0176655353","7.5403781841","3.3647502975","2.4","1.2144720096","0.8497955834","0.5200539017","0.3325189875","0.482405","0.3318289444","0.2406972797","0.0851663143","","0.01","","0.007","","0.0004974746","0.0000508172","","0.0000032","","0.0000014349","0.0000018083","","0","0","","","82.1779625325"
"2024-09-17","22.542799041","30.9275913309","11.8934292246","7.5338152571","3.3826693833","2.4","1.2106020096","0.8539893663","0.5200539221","0.3242698391","0.482475","0.3397157204","0.2423645858","0.0851663143","","0.01","","0.0063","","0.0004529335","0.0000528172","","0.0000032","","0.0000014349","0.0000015549","","0","0","","","82.755752935"
"2024-09-18","22.7530883605","31.4400086047","11.9369958979","7.5332034233","3.3672987251","2.4","1.2162780096","0.8579512346","0.5200539421","0.3377048529","0.48243","0.3347072576","0.2386957681","0.0851663143","","0.01","","0.0063","","0.0005053507","0.0000573172","","0.0000028","0.0000001006","0.0000014349","0.0000018198","","0","0","","","83.5204512139"
"2024-09-19","24.2644332532","30.5116955285","12.063334771","7.5431514681","3.3136167946","2.4","1.2157860096","0.8598198792","0.5200539624","0.3280799156","0.48251","0.3422232988","0.2439502134","0.0851663143","","0.01","","0.007","","0.0004550928","0.0000528172","","0.0000032","0.0000000402","0.0000019128","0.0000015549","","0","0","","","84.1913360266"
"2024-09-20","22.5977510137","31.5729340493","12.0844264151","7.5335242145","3.3752759055","2.4","1.2357044542","0.8619454139","0.5200539823","0.3358516252","0.4824","0.3341843911","0.2398747976","0.0851663143","","0.01","","0.0077","","0.0004879908","0.0000577086","","0.0000036","","0.0000014349","0.0000018083","","0","0","","","83.6773451193"
"2024-09-21","22.3403466548","30.0946351582","12.0786159149","7.5360202974","3.3741001582","2.4","1.2824646768","0.8630459304","0.5200533288","0.3320884502","0.482335","0.3485418097","0.2367231982","0.0851663143","","","","0.007","","0.0004654158","0.0000508172","","0.0000036","","0.0000014349","0.00000182","","0","0","","","81.9816599798"
"2024-09-22","21.4063235698","30.0813412185","12.0785777927","7.5335635576","3.2601579108","2.4","1.2828906768","0.8630459304","0.5200533484","0.3160687218","0.48209","0.341328101","0.2360639507","0.0851663143","","0.01","","0.0077","","0.0004669654","0.0000553172","","0.0000036","","0.0000014349","0.0000018083","","0","0","","","80.9049002186"
"2024-09-23","23.472444318","32.1887342213","12.0865377494","7.5385085017","3.4065085248","2.4","1.2815766768","0.867177411","0.5200540414","0.337466614","0.48227","0.3387655078","0.2367977182","0.0851663143","","0.01","","0.007","","0.0004987971","0.0000546539","","0.0000032","","0.0000014349","0.0000015549","","0","0","","","85.2595672395"
"2024-09-24","25.0988138578","34.5131453595","11.8931939894","7.5396633837","3.3115055362","2.4","1.2807006768","0.8739646139","0.5200540616","0.32822411","0.48215","0.3359324362","0.2396389348","0.0851663143","","0.01","","0.007","","0.0004650657","0.0000463172","","0.0000032","","0.0000014349","0.0000015553","","0","0","","","88.9196708473"
"2024-09-25","22.6597597476","34.3999098249","11.8437744208","7.5340777243","3.415463528","2.4","1.2820146768","0.876142596","0.5200540815","0.324613359","0.461665","0.3425896045","0.2391810294","0.0851663143","","0.01","","0.0049","","0.0004937727","0.0000378172","","0.0000024","","0.0000009566","0.0000015549","","0","0","","","86.3998484085"
"2024-09-26","23.9603589882","34.365176537","11.8885999151","7.5330349893","3.3947716251","2.4","1.2829086768","0.8774117649","0.5200541018","0.3362034909","0.48356","0.3552241634","0.239821957","0.0851663143","","0.01","","0.0105","","0.0004608887","0.0002614362","","0.0001040343","","0.0000014349","0.0000018198","","0","0","","","87.7436221377"
"2024-09-27","23.1303800368","33.9640441571","11.9982310657","7.5381591658","3.3702731419","2.4","1.2811386768","0.8813392718","0.5200541217","0.3481464651","0.484435","0.3416529321","0.2413913452","0.0851910331","","0.01","","0.0147","","0.0004993001","0.0001486539","","0.0000168","","0.0000014349","0.0000018083","","0","0","","","86.6098044103"
"2024-09-28","22.4784866419","33.4455053934","12.0793312891","7.5305506647","3.3616031166","2.4","1.2815886768","0.8832399768","0.5200534683","0.3425500396","0.463565","0.3454297288","0.2355566264","0.0851904823","","","","0.0175","","0.0004560264","0.0001738171","","0.000026","","0.0000019128","0.0000020732","","0","0","","","85.4708109342"
"2024-09-29","22.9703830735","33.4814405653","12.0785145306","7.5297573737","3.3657207111","2.4","1.2816786768","0.8832399768","0.5200534877","0.3353401007","0.48412","0.3312039489","0.2365585651","0.0851904823","","0.01","","0.0168","","0.000477943","0.0001628171","","0.0000272","","0.0000019128","0.0000018198","","0","0","","","86.0106731852"
"2024-09-30","23.4311112769","33.0158711241","12.0817931823","7.5427392529","3.3466910165","2.4","1.2763866768","0.8832399768","0.5200541831","0.335461979","0.48466","0.3239923143","0.2397690489","0.0851904823","","0.01","","0.0168","","0.0005434963","0.0002963792","","0.0000936086","","0.0000014349","0.0000018083","","0","0","","","85.9946972412"
"2024-10-01","24.1886760143","31.970209718","12.0815968466","7.5427574601","3.3663296138","2.4","1.230960432","0.854748348","0.4290772142","0.3520596696","0.4696161288","0.3374038263","0.2392532621","0.0824423964","","0.01","1","0","","0.0000147322","0.0000006539","","0.0000268","","0.0000019128","0.0000018198","","0","0","","","86.5551768489"
"2024-10-02","21.5308199821","32.3506927465","12.0369848536","7.5348297914","3.3672191971","2.4","1.239495432","0.854748348","0.503279737","0.3287720254","0.4693761288","0.3310548725","0.2345000123","0.0824423964","","0.01","","0","","0.0002411316","0.0000003172","","0.000026","","0.0000019128","0.0000020732","","0","0","","","83.2744869579"
"2024-10-03","23.4495831203","32.5780379991","11.9332257328","7.5465749359","3.3331304028","2.4","1.239495432","0.8560460888","0.5032797566","0.3288312191","0.4695511288","0.3188198794","0.2303555035","0.0824423964","","0.01","","0.0154","","0.0005307153","0.0000055484","","0.0000292","","0.0000014349","0.0000018083","","0","0","","","85.2953423024"
"2024-10-04","23.8138701747","31.1031373696","11.8386606165","7.5319831384","3.3060439807","2.4","1.239495432","0.8574250272","0.5032797762","0.3459086156","0.4689361288","0.3247360096","0.626214266","0.0824423964","","0.01","","0.0217","","0.0004965494","0.0000006539","","0.0000284","","0.0000019128","0.0000017706","","0","0","0","","84.4743622184"
"2024-10-05","21.7947758938","31.8497536944","11.9886685555","7.5397436902","3.357172875","2.4","1.239555432","0.8574250272","0.5032791215","0.3434898614","0.4687561288","0.3039191878","0.231570774","0.0824423964","","0.01","","0.0315","","0.0004608026","0.0000003172","","0.0000332","","0.0000014349","0.0000020076","","0","0","","","83.0025504003"
"2024-10-06","22.5108230424","31.3488510347","12.0780540259","7.5311798989","3.4505024945","2.4","1.239495432","0.8574250272","0.5032791402","0.3474503345","0.4693261288","0.3040075744","0.236584353","0.0824423964","","0.01","","0.0294","","0.0004761806","0.0000003172","","0.000026","","0.0000019128","0.0000015047","","0","0","","","83.3993267982"
"2024-10-07","22.5044909403","32.2006602065","12.0841462278","7.5417497876","3.3401789943","2.4","1.235526432","0.8574250272","0.5032798332","0.3334929331","0.4687761288","0.3110731999","0.4657614583","0.0824423964","","0.01","","0.0294","","0.0004777926","0.000101669","","0.0000192","","0.0000014349","0.0000020061","","0","0","","","84.369005668"
"2024-10-08","22.1099221299","30.963782633","12.0807738931","7.5348860314","3.355279589","2.4","1.239495432","0.8579351751","0.5032798536","0.3359361887","0.4691511288","0.3179591449","0.2384888975","0.0824215184","","0.01","","0.0287","","0.0005365155","0.0000204861","","0.0000228","","0.0000019128","0.0000017542","","0","0","","","82.528595084"
"2024-10-09","25.974084289","31.9683410805","12.1006516162","7.5511331148","3.3846689141","2.4","1.239942432","0.8583801545","0.5032798727","0.3481319557","0.4691061288","0.3394361419","0.2605265712","0.0824215184","","","","0.0245","","0.0004989349","0.0000487536","","0.0000224","","0.0000019128","0.0000017591","","0","0","","","87.5051775502"
"2024-10-10","23.375088631","32.3658693283","12.0929188846","7.556890283","3.2850050333","2.4","1.241700432","0.8597867739","0.5032798922","0.322512328","0.4688011288","0.3415706789","0.2513771798","0.0824215184","","0.01","","0.028","","0.0004874977","0.0001473172","","0.0000236","","0.0000014349","0.0000017542","","0","0","","","85.1858836962"
"2024-10-11","22.7176026573","31.3692835596","11.9321581857","7.5328344081","3.4153412999","2.4","1.236744432","0.8624789042","0.5032799116","0.3315524173","0.4691361288","0.3219799976","0.2458788085","0.0824215184","","0.01","","0.0322","","0.0005006373","0.0001873172","","0.0000272","","0.0000019128","0.0000020076","","0","0","","","83.4636113039"
"2024-10-12","21.970161037","30.3222199602","11.8412214837","7.5314535038","3.3728840443","2.4","1.241841432","0.864655716","0.5032792573","0.3202728971","0.4694761288","0.3217892241","0.2443564118","0.0824215184","","0.01","","0.0371","","0.000485832","0.0001873172","","0.0000308","","0.0000019128","0.0000015057","","0","0","","","81.5338399822"
"2024-10-13","21.77852298","30.3480282095","11.8702591418","7.5284899028","3.2369836138","2.4","1.242141432","0.864655716","0.5032792763","0.3195749249","0.4699561288","0.2977513521","0.2428885588","0.0824215184","","0.01","","0.0343","","0.0005044597","0.0001996743","","0.000026","","0.0000019128","0.0000020071","","0","0","","","81.2299868091"
"2024-10-14","22.4019745773","30.9666675244","12.0876726587","7.5356509456","3.4764185945","2.4","1.241259432","0.8717757975","0.5032799694","0.3280205271","0.4498662901","0.3052252057","0.2462294674","0.0824215184","","0.01","","0.0371","","0.0004949212","0.0002069091","","0.0000296","","0.0000014349","0.0000017591","","0","0","","","82.9442971324"
"2024-10-15","22.1207350474","31.2392200743","12.0867909273","7.5355421247","3.2490765222","2.4","1.239936432","0.8760784795","0.5032799889","0.3181558264","0.4697411288","0.3352876956","0.2464093466","0.0824215184","","0.01","","0.0364","","0.0005143634","0.0001868172","","0.0000308","","0.0000019128","0.0000020076","","0","0","","","82.7498110131"
"2024-10-16","22.4404150843","31.4110078803","12.0907494154","7.5379192611","3.3718934669","2.4","1.239951432","0.8762684616","0.5032801246","0.3227588144","0.4694811288","0.3449731246","0.2455682518","0.0824215184","","0.01","","0.0378","","0.0005057959","0.0001843172","","0.0000332","","0.0000014349","0.0000017542","","0","0","","","83.3852144664"
"2024-10-17","22.7029623754","31.6485404417","12.0800751933","7.5377108319","3.3641720581","2.4","1.240383432","0.878923586","0.5032800256","0.3272387229","0.4498562901","0.3232022185","0.2483734616","0.0824215184","","0.01","","0.0322","","0.0005001045","0.0002873319","","0.000026","","0.0000017763","0.0000017586","","0","0","","","83.8301571268"
"2024-10-18","22.3424441391","30.2619630038","12.0803384041","7.5381194037","3.3742279473","2.4","1.239054432","0.8805264936","0.503280045","0.3113262988","0.4685861288","0.3098085953","0.2516469945","0.0824215184","","0.01","","0.0273","","0.0005073103","0.0001554287","","0.0000272","","0.0000019128","0.0000020061","","0","0","","","82.0817372623"
"2024-10-19","22.241199652","30.3801126393","12.049241297","7.5327699854","3.3721513","2.4","1.239936432","0.8805264936","0.5032793907","0.3321754035","0.4688311288","0.3035809652","0.2497600784","0.0824215184","","0.01","","0.0301","","0.0004913226","0.0001523171","","0.0000248","","0.0000014349","0.0000017591","","0","0","","","82.076757918"
"2024-10-20","22.3320926388","30.2947012828","11.8411133903","7.5317065895","3.3733140585","2.4","1.240377432","0.8805264936","0.5032794095","0.3178765826","0.4689661288","0.2646103883","0.2477509793","0.0824215184","","0.01","","0.0308","","0.0005226147","0.0001628171","","0.0000236","","0.0000019128","0.0000017542","","0","0","","","81.8202495912"
"2024-10-21","23.1000942868","31.2688156405","12.0194394458","7.5353399378","3.3048167637","2.4","1.240377432","0.8821702829","0.5032801024","0.3258025102","0.4497162901","0.2992816107","0.2500295539","0.0824215184","","","","0.0238","","0.0004743621","0.0001368171","","0.0000212","","0.0000014349","0.0000017591","","0","0","","","83.6860209484"
"2024-10-22","23.5389485","31.6643460008","12.082047645","7.5323840037","3.3830331111","2.4","1.240818432","0.8851264099","0.503280122","0.3366671049","0.4690261288","0.2927941395","0.2512931974","0.0824215184","","0.01","","0.0259","","0.0005294012","0.0001514862","","0.0000212","","0.0000019128","0.0000017537","","0","0","","","84.6987920674"
"2024-10-23","26.8470798221","31.5903980541","12.0862503091","7.5383309457","3.4203039502","2.4","1.239936432","0.8866748335","0.5032801416","0.3136238488","0.4688961288","0.3170332279","0.2498832803","0.0824215184","","0.01","","0.0182","","0.0004785311","0.0001482443","","0.0000292086","","0.0000014349","0.0000017591","","0","0","","","87.9729716705"
"2024-10-24","27.5609114197","32.0132622972","12.0825964206","7.5356081921","3.3418356418","2.4","1.235967432","0.8868258552","0.5032801612","0.3272094277","0.4499462901","0.3500619996","0.2485057977","0.0824318571","","0.01","","0.021","","0.0005218143","0.0001153171","","0.0000228","","0.0000014349","0.0000017542","","0","0","","","89.0501059125"
"2024-10-25","26.3919660838","32.1580270815","12.0803593134","7.5421632171","3.3228345111","2.4","1.234686432","0.8868258552","0.5032801808","0.3274664074","0.4690211288","0.3684866859","0.2503717105","0.0824318571","","0.01","","0.0245","","0.0004841237","0.000149486","","0.0000204","","0.0000019128","0.0000017591","","0","0","","","88.0530781462"
"2024-10-26","32.7173730341","31.0480093804","12.0794926865","7.5336343706","3.3788092721","2.4","1.240818432","0.8868258552","0.5032795266","0.3232310633","0.4700511288","0.365232976","0.2497223838","0.0824318571","","0.01","","0.021","","0.0004960791","0.0001153171","","0.0000156","","0.0000014349","0.0000017542","","0","0","","","93.3105421518"
"2024-10-27","23.940996099","31.2330501801","11.907051541","7.5310356061","3.3569231111","2.4","1.240395432","0.8868258552","0.5032795457","0.3246595197","0.4484812901","0.359869936","0.2465407651","0.0824318571","","0.01","","0.0238","","0.0004753964","0.000123411","","0.0000192","","0.0000014349","0.0000017586","","0","0","","","84.4959619391"
"2024-10-28","30.2018238222","32.0556061066","11.8477117728","7.5464723009","3.4341457501","2.4","1.239936432","0.8879596707","0.503280498","0.3257961053","0.4694211288","0.3667313313","0.2557100857","0.0824318571","","0.01","","0.007","","0.0005241774","0.0001562284","","0.0000168","","0.0000019128","0.0000017542","","0","0","","","91.6347277343"
"2024-10-29","23.6514879795","31.3603128075","11.8838211485","7.5368967189","3.3569309471","2.4","1.239495432","0.8894075304","0.5032805177","0.3314361112","0.4690661288","0.3719030711","0.2480988941","0.0824318571","","0.01","","0.0035","","0.0004918757","0.000222954","","0.000024","","0.0000019128","0.0000015057","","0","0","","","84.3388113921"
"2024-10-30","24.8201375124","31.3307832468","12.0797154189","7.5341474132","3.3552227722","2.4","1.239495432","0.8894075304","0.5032806558","0.3255618917","0.4686361288","0.3818316896","0.2472964575","0.0824318571","","0.01","","0.0035","","0.0005343546","0.0001832868","","0.000024","","0.0000014349","0.0000020076","","0","0","","","85.6721930903"
"2024-10-31","23.9587279988","30.9627408173","12.0794334175","7.5323211446","3.3727440639","2.4","1.239054432","0.8894075304","0.5032805572","0.3134635317","0.4685961288","0.3719424043","0.2432546523","0.0824318571","","","","0.0035","","0.0004824202","0.0001419111","","0.0000252","","0.0000014349","0.0000015057","","0","0","","","84.4215510078"
"2024-11-01","24.3139836662","30.797889953","12.0785529261","7.5321368822","3.3464217112","2.4","1.2680196768","0.9190544616","0.5200452031","0.20799659","0.48393","0.3784433507","0.2451065078","0.0851790347","","0.01","0.2","0","","0.0000166036","0.0000006559","","0.000024","","0.0000019128","0.0000017542","","0","0","","","84.7868048899"
"2024-11-02","23.614734138","31.145021277","12.0793480912","7.5439639229","3.2798308278","2.4","1.2799146768","0.9190544616","0.5200544282","0.2245576218","0.483555","0.3832188469","0.244921162","0.0851790347","","0.01","","0","","0.0000124707","0.0000004861","","0.0000192","","0.0000014349","0.0000017586","","0","0","","","84.2133888392"
"2024-11-03","23.2759894775","31.0074549775","12.0799681979","7.5312038138","3.3774561917","2.4","1.2799146768","0.9190544616","0.5200544479","0.2240680032","0.48378","0.3728818318","0.243188886","0.0851790347","","0.01","","0","","0.000512398","0.0000003172","","0.0000192","","0.0000019128","0.0000020076","","0","0","","","83.810729836"
"2024-11-04","23.6640231891","30.9070859371","12.0532943858","7.5384981066","3.3707048083","2.4","1.2799146768","0.9190544616","0.5200553975","0.2286034938","0.483615","0.1160774261","0.2482480627","0.0851790347","","0.21","","0","","0.0004940627","0.0000009547","","0.000018","","0.0000014349","0.0000015057","","0","0","","","84.0248699381"
"2024-11-05","25.320173635","32.9655519307","11.8639587178","7.5287824043","3.3325570251","2.4","1.2803616768","0.9190544616","0.5200554185","0.355424988","0.48495","0.1086068843","0.2572947138","0.0851790347","","0.03","","0","","0.000544296","0.0000007496","","0.0000192","","0.0000019128","0.0000017591","","0","0","","","87.4525188081"
"2024-11-06","23.8755640004","32.6294373635","11.8308645255","7.5357328962","3.4551672167","2.4","1.2803556768","0.9190544616","0.5200554385","0.3180605851","0.48363","0.3808762222","0.2448595766","0.0851790347","","0.05","","0","","0.0004944312","0.0001101482","","0.0000696","","0.0000019128","0.0000017537","","0","0","","","86.0095148437"
"2024-11-07","24.5728566389","32.0913248214","11.8473226119","7.5365391272","3.3601154414","2.4","1.2755046768","0.9196706877","0.5200554589","0.3094854678","0.48356","0.3622169372","0.2711533367","0.0851790347","","0.06","","0","","0.0005194391","0.0001925693","","0.000066","","0.0000014349","0.0000015052","","0","0","","","86.0957651891"
"2024-11-08","24.988424598","32.0245199256","11.9489972053","7.544982789","3.289745375","2.4","1.2671256768","0.9226395233","0.5200554792","0.3030265797","0.48418","0.3663545414","0.2493429566","0.0851790347","","0.05","","0","","0.000502338","0.0002020218","","0.0000324","","0.0000019128","0.0000020076","","0","0","0","","86.4453143648"
"2024-11-09","23.1712199296","31.4013448907","11.9584517287","7.5321378749","3.3271227305","2.4","1.2671256768","0.924175932","0.5200548258","0.3072561942","0.484665","0.3612069534","0.2395422792","0.0851790347","","0.05","","0","","0.0005117923","0.0001754862","","0.0000596","","0.0000014349","0.0000017576","","0","0","","","84.0302331215"
"2024-11-10","23.8971543648","31.5639242636","11.9584191432","7.5537592481","3.4128363887","2.4","1.2671256768","0.924175932","0.5200548457","0.3147118007","0.48452","0.3476721982","0.2368266869","0.0851790347","","0.06","","0","","0.0005133574","0.0001790595","","0.0000288","","0.0000019128","0.0000017542","","0","0","","","85.0270844673"
"2024-11-11","22.9319222842","31.3979024369","11.9600453884","7.547592926","3.3077739526","2.4","1.2755016768","0.924175932","0.5200555394","0.3019687441","0.44396","0.3413569729","0.2401356915","0.0851790347","","0.04","","0","","0.0005151346","0.0001314713","","0.0000268","","0.0000014349","0.0000017591","","0","0","","","83.7182471794"
"2024-11-12","20.3498898214","30.7266839847","11.9587459404","7.5292139356","3.4657969112","2.4","1.2831096768","0.924175932","0.5200565866","0.2985674437","0.48326","0.0885787121","0.2404525249","0.0851790347","","0.05","","0.0042","","0.0005398749","0.0001397227","","0.0000196","","0.0000019128","0.0000015057","","0","0","","","80.4086131202"
"2024-11-13","20.4961336164","30.7343417555","11.9179621324","7.5465095344","3.3633301333","2.4","1.2833556768","0.9248576545","0.5200561061","0.2900154665","0.483325","0.6309252806","0.2415683013","0.0851790347","","0.06","","0.0042","","0.000518934","0.0001336421","","0.000022","","0.0000014349","0.0000017542","","0","0","","","80.9824374577"
"2024-11-14","20.2316455548","31.0385003222","11.8527809046","7.5403468837","3.3634574749","2.4","1.2820926768","0.9256865","0.5200561275","0.2916445135","0.463165","0.2859656875","0.2401628202","0.0852279725","","0.05","","0.0042","","0.000538211","0.0001230645","","0.0000228","","0.0000019128","0.0000017586","","0","0","","","80.5756201851"
"2024-11-15","20.5213808337","30.8508513407","11.8406281927","7.5372161604","3.3550177114","2.4","1.2830436768","0.9259088304","0.5200561483","0.2955035041","0.48339","0.28969516","0.2396005375","0.0852279725","","0.05","","0.0042","","0.0005407605","0.0001432639","","0.000026","","0.0000014349","0.0000017591","","0","0","","","80.6824332869"
"2024-11-16","17.3319221347","25.8475413886","11.8384217641","7.5280963692","3.2721151943","2.4","1.2827856768","0.9259088304","0.520055747","0.2906805374","0.48297","0.2709474887","0.2069532656","0.0852279725","","0.05","","0.0042","","0.0005163682","0.0001873873","","0.0000244","","0.0000019128","0.0000017542","","0","0","","","72.3385581918"
"2024-11-17","17.0614346097","26.0237924189","11.8878979438","7.5337291831","3.3550597694","2.4","1.2826626768","0.9259088304","0.5200557673","0.2962377187","0.4826","0.2487290093","0.2070368565","0.0852279725","","0.06","","0.0042","","0.0005215574","0.000141116","","0.0000228","","0.0000014349","0.0000015057","","0","0","","","72.3752611704"
"2024-11-18","20.3959318123","32.191108753","11.9662011677","7.538810575","3.3436926834","2.4","1.2824736768","0.9259088304","0.5200562094","0.2975678208","0.483595","0.2613582133","0.2409382364","0.0852279725","","0.05","","0.0042","","0.0005279871","0.0001177553","","0.0000208","","0.0000014349","0.0000017591","","0","0","","","81.9877406874"
"2024-11-19","20.2074506651","32.4599202669","11.9974019923","7.5340878348","3.3526332584","2.4","1.2827856768","0.9281597378","0.5200563157","0.2969303033","0.48335","0.3064796466","0.2393004464","0.0852285034","","0.07","","0.0035","","0.0005492673","0.0001558914","","0.0000228","","0.0000019128","0.0000015057","","0","0","","","82.1680160247"
"2024-11-20","18.8643110136","32.5141581595","12.0829595763","7.5351566894","3.4805890389","2.4","1.2826086768","0.9304787712","0.5200565277","0.3031345599","0.48303","0.336250822","0.2422018565","0.0852285034","","0.04","","0.0042","","0.000535333","0.0000975944","","0.0000176","","0.0000014349","0.0000020066","","0","0","","","81.1050181641"
"2024-11-21","18.4746463228","32.3638240609","12.0792414011","7.5398595301","3.3153465336","2.4","1.2820326768","0.9307261666","0.5200563574","0.2928489716","0.483755","0.3391451368","0.2412439154","0.0852285034","","0.05","","0.0035","","0.0005459174","0.0001075","","0.0000192","","0.0000019128","0.0000015042","","0","0","","","80.4021306109"
"2024-11-22","17.7687688426","31.8704634842","12.0794847489","7.5338839688","3.2978782085","2.4","1.2823686768","0.9310882392","0.5200563784","0.3024279051","0.483935","0.3234287284","0.2444568541","0.0852285034","","0.05","","0.0028","","0.0005124758","0.0001060939","","0.0000192","","0.0000014349","0.0000017586","","0","0","","","79.1769105016"
