"Service","EC2-Other($)","EC2-Instances($)","VPC($)","Elastic Load Balancing($)","Directory Service($)","Elastic Container Service for Kubernetes($)","Key Management Service($)","EC2 Container Registry (ECR)($)","CloudWatch($)","DynamoDB($)","Secrets Manager($)","Elastic File System($)","S3($)","Backup($)","Relational Database Service($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Systems Manager($)","Lambda($)","SNS($)","Athena($)","SQS($)","Direct Connect($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","CloudWatch Events($)","Total costs($)"
"2024-11-23","14.9581159776","26.5641281298","12.0348790981","7.5414654474","3.4114289222","2.4","1.2820326768","0.9310882392","0.5200559775","0.2987731946","0.4826","0.3217470766","0.2092064886","0.0852285034","","0.05","","0.0042","","0.0005415926","0.000111358","","0.0000192","","0.0000014349","0.0000017542","","0","0","","","71.0956250715"
"2024-11-24","15.4605837515","26.5448105044","11.9592762489","7.5438843834","3.2890388999","2.4","1.2773736768","0.9310882392","0.5200561887","0.2904143834","0.48223","0.3123819325","0.2064313035","0.0852285034","","0.06","","0.0035","","0.0005329844","0.0001224507","","0.0000196","","0.0000019128","0.0000015057","","0","0","","","71.3669764692"
"2024-11-25","19.1096598734","32.5864760091","11.9608829636","7.5357905573","3.4529394862","2.4","1.2814446768","0.9315206295","0.5200565264","0.3032950246","0.483245","0.3255688337","0.2397511542","0.0852285034","","0.05","","0.0042","","0.0005438554","0.0001025","","0.0000204","","0.0000014349","0.0000020076","","0","0","","","81.2707294361"
"2024-11-26","17.9812790263","32.5236986227","11.9611026863","7.5431400882","3.3176255386","2.4","1.2814206768","0.9334206979","0.910302334","0.3006995025","0.46315","0.3473847777","0.2429912465","0.0852285034","","0.06","","0.0042","","0.0005227353","0.000136277","0.00128","0.0000204","","0.0000014349","0.0000015052","","0","0","","","80.3576060533"
"2024-11-27","19.0341037913","30.0578698686","11.9637412592","7.5385163535","3.3370721806","2.4","1.2819996768","0.9363499362","1.4528063986","0.3031950275","0.48335","0.3530956358","0.2493284881","0.0852285034","","0.07","","0.0042","","0.0005626703","0.000107169","0.006","0.000018","","0.0000019128","0.0000020071","","0","0","","","79.5575488788"
"2024-11-28","18.9266651652","28.9924371248","12.0100614678","7.5358625169","3.3926793057","2.4","1.2814386768","0.9375829338","1.4499363338","0.3000080654","0.483035","0.3620905606","0.2489740147","0.0852254992","","0.05","","0.0049","","0.0005106204","0.0001148464","","0.000018","","0.0000019128","0.0000015052","","0","0","","","78.4615435495"
"2024-11-29","17.7516520929","28.2890753785","12.0792627597","7.5325154276","3.4102373862","2.4","1.2819996768","0.9381742293","1.4721089916","0.2994654426","0.46324","0.370959369","0.2510259839","0.0852254992","","0.05","","0.0042","","0.0005687604","0.000092","0.00767","0.0000168","","0.0000014349","0.0000020076","","0","0","","","76.6874932402"
"2024-11-30","14.5376373902","23.7279738011","12.0783214966","7.5311404179","3.335781361","2.4","1.2824466768","0.938383716","1.0900154533","0.3000967775","0.48223","0.3328011757","0.2123514481","0.0852254992","","0.05","","0.0042","","0.0004976165","0.0001308384","","0.0000152","","0.0000019128","0.0000020076","","0","0","","","68.3892527887"
"2024-12-01","14.2039832942","23.6580393427","12.0460714339","7.5313133761","3.3643900891","2.4","1.228938432","0.90811326","0.5032715485","0.1691745275","0.4669311288","0.3307075251","0.212565316","0.0824762895","","0.05","0.2","0","","0.0000167941","0","","0.000018","","0.0000014349","0.0000015057","","0","0","","","67.3560132981"
"2024-12-02","20.0217363299","28.3037073022","11.958571464","7.5322577502","3.3365839499","2.4","1.241007432","0.9084266191","1.455981468","0.300967179","0.4682611288","0.3471471607","0.2499946197","0.0824762895","","0.06","","0","","0.0003187463","0.000000169","","0.0000168","","0.0000019128","0.0000020076","","0","0","","","78.6674583287"
"2024-12-03","17.7704082387","28.8476008924","11.9593462673","7.5345030606","3.4147240365","2.4","1.241139432","0.9094936436","1.4753117645","0.3028249335","0.4675311288","0.3618496042","0.2490704911","0.0824762895","","0.05","","0","","0.0005604899","0.0000003378","","0.0000168","","0.0000014349","0.0000015047","","0","0","","","77.06686035"
"2024-12-04","18.6215398004","28.8212004752","11.9098703074","7.5319152875","3.2238203862","2.4","1.241007432","0.9098966448","1.5060618557","0.2925694871","0.4683111288","0.3653817586","0.2454027292","0.0824762895","","0.05","","0","","0.0005164768","0.0000001689","","0.0000156","","0.0000019128","0.0000015052","","0","0","","","77.6699892461"
"2024-12-05","18.5608366623","28.1888736236","11.8400189212","7.5336995862","3.4122441695","2.4","1.241139432","0.9113965832","1.4710445293","0.2980644424","0.4486012901","0.3522692162","0.2502087136","0.0824762895","","0.05","","0","","0.0005645787","0","","0.000018","","0.0000014349","0.0000020071","","0","0","","","77.0414594798"
"2024-12-06","18.0948894684","28.8758136811","9.6401148311","7.5322808184","3.3666122585","2.4","1.240560432","0.9129414432","1.4968083496","0.2948396634","0.4675711288","0.3454854383","0.2468431776","0.0824762895","","0.05","","0","","0.0005182571","0.0000003214","","0.0000156","","0.0000014349","0.0000015052","","0","0","","","75.0477740985"
"2024-12-07","14.2431909268","23.8490235013","6.0741016763","7.5315936212","3.3518665636","2.4","1.240164432","0.9129414432","1.0850974437","0.2922939667","0.4667461288","0.3437684358","0.2113574519","0.0824762895","","0.05","","0","","0.0005452023","0","","0.0000156","","0.0000014349","0.0000015052","","0","0","","","62.1351856232"
"2024-12-08","14.2159806145","23.8491422446","6.0740407223","7.5302011855","3.3721475278","2.4","1.240560432","0.9129414432","1.0841840119","0.2960321511","0.4669311288","0.3473448959","0.212146701","0.0824762895","","0.05","","0","","0.0005240609","0.000026","","0.0000152","","0.0000014349","0.0000020076","","0","0","","","62.1346980515"
"2024-12-09","19.5549951295","28.6804984536","6.0740378827","7.538375427","3.3658771028","2.4","1.242075432","0.9141790525","1.4891979938","0.2907779011","0.4690811288","0.3401393292","0.249744654","0.0824762895","","0.05","","0.0035","","0.0005351629","0.0001425","","0.0000228","","0.0000019128","0.0000015057","","0","0","","","72.7456596579"
"2024-12-10","21.3667676898","29.1949744461","6.0740441608","7.6971034543","3.3614512557","2.4","1.242906432","0.9200657072","1.4808394997","0.2960542142","0.4708311288","0.3444715112","0.2571076104","0.0824762895","","0.05","","0.0042","","0.0005412676","0.000172","","0.0000276","","0.0000019128","0.0000020071","","0","0","","","75.2440381872"
"2024-12-11","20.416560745","30.3992826046","6.0741047801","7.6373894603","3.3553045164","2.4","1.239735432","0.9314923269","1.5139338454","0.2954297647","0.4682711288","0.367366835","0.2569160424","0.0824762895","","0.06","","0.0028","","0.0005302399","0.0001025","","0.0000168","","0.0000009566","0.0000015057","","0","0","","","75.5017157733"
"2024-12-12","20.4706719214","30.2185495337","6.0740463059","7.6011399033","3.3654153749","2.4","1.239210432","0.9386015433","1.5646188354","0.2888649043","0.4679611288","0.3746134248","0.2620501309","0.0824762895","","0.05","","0.0042","0","0.0004786053","0.0001","","0.0000176","","0.0000019128","0.0000020076","","0","0","0","","75.4030198539"
"2024-12-13","18.7584809419","30.2351516603","6.0740668585","7.5374537928","3.3823164473","2.4","1.238757432","0.9395249973","1.5050730887","0.2955362688","0.4675411288","0.3867081063","0.2577936813","0.0824762895","","0.05","","0.0042","0","0.0006777951","0.000107169","","0.0000156","","0.0000019128","0.0000017542","","0","0","0","","73.6158849246"
"2024-12-14","15.5705994681","25.2156181461","6.0740438028","7.530752608","3.2916765581","2.4","1.238301432","0.93967098","1.1226739435","0.2896547552","0.4669311288","0.371588002","0.21865002","0.0824762895","","0.05","","0.0042","0","0.0005502606","0.0001126692","","0.0000144","","0.0000014349","0.0000017591","","0","0","","","64.8675176579"
"2024-12-15","15.7576736715","25.0666169184","6.074130474","7.530989773","3.4649843471","2.4","1.238373432","0.93967098","1.1228785834","0.2894731389","0.4667461288","0.3579791882","0.2201127342","0.0824762895","","0.06","","0.0042","0","0.0006441318","0.0003259102","","0.0000517056","","0.0000019128","0.0000017542","","0","0","","","65.0773310736"
"2024-12-16","26.1213876001","30.3797993584","6.0740445213","7.5714869304","3.2835970613","2.4","1.238781432","0.9418399912","1.5389356629","0.2973716988","0.4697061288","0.3710250758","0.2681143685","0.0824762895","","0.04","","0.0042","0","0.0005544262","0.0001381942","","0.00003","","0.0000014349","0.0000017591","","0","0","","","81.0834919334"
"2024-12-17","20.1072810603","30.4997539396","6.0741003116","7.555359724","3.32516065","2.4","1.238193432","0.9434650128","1.5092314711","0.2868773649","0.4674161288","0.3815936063","0.2712496355","0.0824762895","","0.07","","0.0042","0","0.0006476307","0.0001787941","","0.0000236","","0.0000019128","0.0000017542","","0","0","","","75.2172123182"
"2024-12-18","20.3737954567","30.4206112893","6.0740445636","7.5562081195","3.4282682001","2.4","1.238289432","0.9434650128","1.5331821241","0.2897256087","0.4482412901","0.3753175799","0.2630139781","0.0824762895","","0.05","","0.0042","0","0.0005652043","0.000103484","","0.0000232","","0.0000014349","0.0000017591","","0","0","","","75.4815340267"
"2024-12-19","19.9641874547","30.397182732","6.0740993611","7.58880752","3.3248912863","2.4","1.237875432","0.9434650128","1.5281821602","0.2876620993","0.4672611288","0.3800253427","0.2605785884","0.0824757344","","0.05","","0.0042","0","0.0035786058","0.000098","","0.0000236","","0.0000014349","0.0000017542","","0","0","","","74.9945972476"
"2024-12-20","20.1702750442","30.5936869041","6.0740166837","7.5499056073","3.3670902222","2.4","1.237797432","0.9434650128","1.5254166507","0.2892413854","0.4673461288","0.3784369921","0.2575628436","0.0824757344","","0.05","","0.0035","0.05094","0.0005840396","0.0008353146","","0.0000998702","","0.0000014349","0.0000015057","","0","0","","","75.4426788063"
"2024-12-21","15.8500647786","25.5959379899","6.0741524486","7.5313015404","3.3702596668","2.4","1.237881432","0.9434650128","1.1260309609","0.2939853633","0.4468262901","0.3805959193","0.2201336993","0.0824757344","","0.06","","0.0042","0.01575","0.0006429203","0.0010634711","","0.000058015","","0.0000019128","0.0000015057","","0","0","","","65.6348286613"
"2024-12-22","16.3837642936","25.6863086821","6.0740918459","7.5305770091","3.2966848056","2.4","1.238037432","0.9434650128","1.1282110205","0.2845312136","0.4663661288","0.3495823933","0.2201021148","0.0824757344","","0.05","","0.0042","0.00003","0.0005615651","0.0001145745","","0.000040409","","0.0000014349","0.0000020066","","0","0","","","66.1391476766"
"2024-12-23","20.0348916844","30.1342008116","6.0740885753","7.5419573557","3.439686036","2.4","1.237872432","0.9434650128","1.4758444244","0.2924506935","0.4672911288","0.3584957644","0.2595916774","0.0824757344","","0.05","","0.0042","0.00132","0.0006498537","0.000184805","","0.000051209","","0.0000014349","0.0000015057","","0","0","","","74.798720139"
"2024-12-24","21.4019100532","29.8890561755","6.0740961217","7.534779605","3.4063060695","2.4","1.237953432","0.9434650128","1.4250853936","0.2948246378","0.4478712901","0.367332878","0.2577620058","0.0824752206","","0.04","","0.0042","0.00003","0.0005860155","0.0001045","","0.0000264","","0.0000019128","0.0000017542","","0","0","","","75.8078684781"
"2024-12-25","18.7145634484","29.8722877052","6.074101038","7.5321552308","3.3709941417","2.4","1.237953432","0.9434650128","1.4163889776","0.2826637816","0.4671711288","0.3520298445","0.2529722849","0.0824752206","","0.06","","0.0035","0.00003","0.0006339942","0.0000915","","0.0000256","","0.0000014349","0.0000017591","","0","0","","","73.0635055351"
"2024-12-26","20.881564933","29.292313871","6.0741522967","7.535933661","3.319933361","2.4","1.237785432","0.9434650128","1.0157927962","0.2898918471","0.4670811288","0.3638445558","0.2544003407","0.0824752206","","0.05","","0.0042","0.00003","0.0005883199","0.0000985","","0.0000236","","0.0000019128","0.0000017591","","0","0","","","74.2135785485"
"2024-12-27","19.0182667387","28.319365192","6.0741904818","7.5362143061","3.3371867471","2.4","1.237953432","0.9434650128","0.9617025557","0.293906356","0.4669161288","0.3631327984","0.2484596434","0.0824752206","","0.05","","0.0035","0.00003","0.0006612214","0.0001157153","","0.0000248","","0.0000014349","0.0000017542","","0","0","","","71.3375695392"
"2024-12-28","15.3443389578","24.8922114535","6.0747947346","7.5584834103","3.4172895361","2.4","1.237869432","0.9434650128","0.7965624139","0.295483896","0.4663661288","0.3690818985","0.2203898434","0.0824752206","","0.05","","0.0028","0.00003","0.0005680091","0.000115669","","0.0000236","","0.0000014349","0.0000015052","","0","0","","","64.1523521565"
"2024-12-29","15.4284347287","24.8814045865","6.0741803438","7.5306302297","3.339189564","2.4","1.237869432","0.9434650128","0.7962702547","0.294881653","0.4663661288","0.3580540263","0.2211107663","0.0824752206","","0.06","","0.0049","0.00003","0.0006347567","0.0001221692","","0.0000272","","0.0000019128","0.0000015057","","0","0","","","64.1200494916"
"2024-12-30","19.548222437","29.7786056903","6.0740424234","7.5426982004","3.3774537221","2.4","1.237401432","0.9434650128","1.0353983232","0.2909186526","0.4669061288","0.3642195107","0.2572167774","0.0824752206","","0.05","","0.0035","0.00003","0.0005834674","0.000095","","0.0000264","","0.0000014349","0.0000017542","","0","0","","","73.4532615878"
"2024-12-31","20.6452444137","30.522405467","6.0741019834","7.547664505","3.3520740942","2.4","1.238256432","0.9434650128","1.0273237792","0.2993358843","0.4672461288","0.3551732093","0.2549479031","0.0824752206","","0.06","","0.0042","0.00003","0.0006364815","0.0000885","","0.0000236","","0.0000014349","0.0000015057","","0","0","","","75.2746955555"
"2025-01-01","20.2079425116","31.0382304024","6.0740415728","7.5340000857","3.3765877443","2.4","1.226565432","0.9434650128","0.4762468005","0.2920388875","0.4672111288","0.3686685773","0.2479537321","0.0824752206","","0.05","0.2","0","0","0.0000176107","0.0000001528","","0.000024","","0.0000014349","0.0000017591","","0","0","","","74.9854720659"
"2025-01-02","20.7857067639","29.4484044041","6.0740439791","7.5441725276","3.2309437222","2.4","1.237785432","0.9434650128","1.4368650997","0.2910956075","0.4681961288","0.3799226779","0.2556530553","0.0824752206","","0.06","","0","0","0.0006367814","0.0000009381","","0.0000248","","0.0000019128","0.0000017542","","0","0","","","74.639395818"
"2025-01-03","22.1810681113","30.1446857781","6.0741376412","7.5534323586","3.3726600251","2.4","1.237887432","0.9434650128","1.4051939978","0.3047987828","0.4671711288","0.3757430004","0.2565144738","0.0824752206","","0.05","","0","0","0.0005859531","0.0000002122","","0.0000232029","0.0000003862","0.0000014349","0.0000015057","","0","0","","","76.8498456583"
"2025-01-04","15.3187366002","24.6035623129","6.0740824059","7.5322255532","3.3244666195","2.4","1.237701432","0.9434650128","1.0211151863","0.2893240772","0.4661811288","0.3756020799","0.2162107708","0.0824752206","","0.05","","0","0","0.0006310148","0.0000001689","","0.0000248","","0.0000014349","0.0000015052","","0","0","","","63.9358073239"
"2025-01-05","15.5128261093","24.5928319986","6.0741631297","7.5322626112","3.4195329389","2.4","1.237398432","0.9434650128","1.0242266222","0.2922176765","0.4663661288","0.3764034489","0.2161648855","0.0824752206","","0.06","","0","0","0.0005782706","0","","0.0000236","","0.0000019128","0.0000015052","","0","0","","","64.2309395036"
"2025-01-06","21.4162461149","30.1660144043","6.0741087276","7.5410150148","3.3168686249","2.4","1.237722432","0.9438479474","1.4345436734","0.2956277565","0.4666361288","0.3628343366","0.2563920306","0.0824752206","","0.05","","0","0","0.0006503354","0.0000023269","","0.0000236","","0.0000014349","0.0000017591","","0","0","","","76.0450118687"
"2025-01-07","23.4349420814","29.7149680804","6.074211291","7.5494708683","3.3685469805","2.4","1.237869432","0.9466111221","1.4201611901","0.2878806031","0.4672811288","0.3858472084","0.2564260058","0.0824752206","","0.05","","0","0","0.0005910642","0","","0.0000244","","0.0000014349","0.0000017542","","0","0","","","77.6773098658"
"2025-01-08","19.5588375642","29.7388760898","6.0741806509","7.5419135412","3.4391087112","2.4","1.237725432","0.9493834368","1.4126226954","0.2905704221","0.4734227416","0.3860718288","0.2555702485","0.0825088915","","0.05","","0","0","0.0006399083","0","","0.000026","","0.0000014349","0.0000015057","","0","0","","","73.8914611029"
"2025-01-09","21.2923650076","29.6738042862","6.0729510889","7.5378590486","3.3259300862","2.4","1.237869432","0.9493834368","1.4115103433","0.2852158579","0.4801843544","0.38624972","0.2568341274","0.0825088915","","0.05","","0.0042","0","0.0005839599","0","","0.0000248","","0.0000019128","0.0000017591","","0","0","","","75.4474781126"
"2025-01-10","19.140822789","29.6908995918","6.0722076405","7.5396183021","3.3356068666","2.4","1.237701432","0.9493834368","1.4453385847","0.2910128617","0.4799043544","0.3859452413","0.2582926608","0.0825088915","","0.05","","0.0042","0","0.0006361824","0","","0.0000244","","0.0000014349","0.0000015052","","0","0","","","73.3641061757"
"2025-01-11","15.7439402385","24.7572096066","6.0720474407","7.5322382939","3.4536798334","2.4","1.237785432","0.9493834368","1.0303119018","0.2933123763","0.4791293544","0.3829307373","0.2155892353","0.0825088915","","0.05","","0.0035","0","0.0006188962","0","","0.0000236","","0.0000019128","0.0000015057","","0","0","","","64.6842126932"
"2025-01-12","16.0947602102","24.704566663","6.0721112483","7.5317323448","3.2592491362","2.4","1.237785432","0.9493834368","1.0272850486","0.2844001672","0.4791293544","0.3827855499","0.216982744","0.0825088915","","0.06","","0.0035","0","0.0006316461","0.000020169","","0.0000248","","0.0000014349","0.0000017542","","0","0","","","64.7868600311"
"2025-01-13","21.0695067673","29.7056768621","6.0720693958","7.5421701838","3.3770916863","2.4","1.237869432","0.9511603453","1.405346321","0.2952411601","0.4800743544","0.3866564151","0.2565103218","0.0825088915","","0.05","","0.0042","0.03162","0.0006075523","0.0001029929","","0.0000244","","0.0000014349","0.0000015057","","0","0","","","75.3484400223"
"2025-01-14","20.5861599243","29.7549124251","6.0730970087","7.559486732","3.349612972","2.4","1.237701432","0.9551206952","1.4401656737","0.2905787224","0.4798643544","0.3864042386","0.2579837192","0.0825088915","","0.05","","0.0028","0.00003","0.0006405295","0.0000855","","0.0000236","","0.0000019128","0.0000015057","","0","0","","","74.9071798371"
"2025-01-15","19.3893145332","29.7374560761","6.0720224525","7.5543629237","3.4016154861","2.4","1.237857432","0.9579646104","1.4402853397","0.2873979275","0.4800543544","0.3868471196","0.2582973645","0.0825088915","","0.05","","0.0042","0.00003","0.0005961071","0.0007396507","","0.000026","","0.0000014349","0.0000015057","","0","0","","","73.7415792096"
"2025-01-16","22.6128642462","29.526635789","6.073802918","7.5494469985","3.4242100473","2.4","1.237785432","0.9583485176","1.4144304011","0.3780344962","0.4602268813","0.3869627582","0.2572336948","0.0825088915","","0.04","","0.0042","0.00006","0.0006299683","0.000092","","0.0000224","","0.0000019128","0.0000017591","","0","0","","","76.8074991119"
"2025-01-17","19.0298849305","29.1782501028","6.1131214288","7.5432836105","3.3053588946","2.4","1.237788432","0.9597433638","1.3260386288","0.2987820776","0.4798543544","0.3830702873","0.2482980812","0.0825088915","","0.06","","0.0035","0.00003","0.0006088936","0.0002194013","","0.0000252029","","0.0000014349","0.0000015057","","0","0","","","72.6503695222"
"2025-01-18","15.3862888214","24.7472514143","6.1930745348","7.5356668194","3.3861512416","2.4","1.237785432","0.9603859032","0.964013148","0.2935560131","0.4791293544","0.3724186871","0.2110354307","0.0825088915","","0.05","","0.0042","0.00003","0.000615848","0.0000825","","0.0000232","","0.0000014349","0.0000015057","","0","0","","","64.3042201801"
"2025-01-19","15.3960447874","24.7364851645","6.1937480949","7.5324774755","3.3331726559","2.4","1.237785432","0.9603859032","0.9625690487","0.2860569739","0.4793193544","0.325316693","0.2102936556","0.0825088915","","0.06","","0.0042","0.00003","0.000600558","0.0001077658","","0.0000236","","0.0000014349","0.0000017542","","0","0","","","64.2011292434"
"2025-01-20","21.355544115","29.2056828937","6.1921171549","7.5520026529","3.4135690362","2.4","1.237797432","0.9607556405","1.361263618","0.295261625","0.4796743544","0.3399711586","0.2521183373","0.0825088915","","0.05","","0.0042","0.10701","0.0006364518","0.0005125554","","0.0000244","","0.0000019128","0.0000017591","","0","0","","","75.2906539891"
"2025-01-21","19.0548275588","29.5226138334","6.1920663304","7.5493733226","3.3434912778","2.4","1.237869432","0.9613325568","1.3574220781","0.2952275231","0.4796593544","0.3708949272","0.2516569759","0.0825088915","","0.05","","0.0042","0.00003","0.0006039833","0.000085","","0.0000236","","0.0000014349","0.0000015052","","0","0","","","73.1538895854"
"2025-01-22","19.1122909042","28.9254803205","6.1925316435","7.5504940146","3.2688599806","2.4","1.237803432","0.9613325568","1.3324723002","0.286306011","0.4795693544","0.3666161635","0.2547799188","0.0825088915","","0.05","","0.0042","0.00003","0.0006238464","0.000076","","0.0000244","","0.0000014349","0.0000015057","","0","0","","","72.5060026786"
"2025-01-23","20.276054779","28.9229232388","6.1538806408","7.5480541318","3.371150961","2.4","1.237701432","0.9613995541","1.3629718535","0.294667275","0.4798443544","0.3566085604","0.2535817218","0.0825088915","","0.06","","0.0042","0.00003","0.000617293","0.0001122143","","0.0000232","","0.0000019128","0.0000015057","","0","0","","","73.7663335199"
"2025-01-24","21.4588070802","28.933684843","6.0725345832","7.5456003024","3.3523832806","2.4","1.240578432","0.9614275728","1.3595397968","0.2938299417","0.4802393544","0.3784778269","0.2531576566","0.0825088915","","0.12","","0.0042","0.00003","0.0006148805","0.0001015","","0.0000256","","0.0000014349","0.0000020071","","0","0","","","74.9377449846"
"2025-01-25","15.4141954307","24.4882655538","6.0737371852","7.5352256464","3.3425423111","2.4","1.240578432","0.9614275728","0.9594643721","0.2911195684","0.4793193544","0.382284486","0.2105187161","0.0825088915","","0.09","","0.0042","0.00003","0.0006071689","0.000095","","0.0000236","","0.0000014349","0.0000015047","","0","0","","","63.956146229"
"2025-01-26","15.5188972276","24.4894007967","6.1456180458","7.5331612514","3.3411335998","2.4","1.240578432","0.9614275728","0.7503048856","0.2939240942","0.4793193544","0.3681450721","0.2082267849","0.0825088915","","0.11","","0.0028","0.00003","0.0005981027","0.000118669","","0.0000232","","0.0000019128","0.0000017542","","0","0","","","63.9262196475"
"2025-01-27","18.881801469","28.8930263061","6.1930521329","7.5448644411","3.469170561","2.4","1.240668432","0.9614275728","0.9891893665","0.2904724028","0.4800343544","0.3840343356","0.2498761398","0.0825088915","","0.09","","0.0035","0.03081","0.0006175707","0.0002471689","","0.0000284","","0.0000014349","0.0000015057","","0","0","","","72.1853324857"
"2025-01-28","21.4872146962","29.4980303971","6.2580037843","7.5423777357","3.3658461083","2.4","1.240662432","0.9614275728","1.0071245807","0.2998475818","0.4801043544","0.3789420352","0.2541137362","0.0825088915","","0.16","","0.0042","0.00003","0.0006434516","0.0001045","","0.0000256","","0.0000014349","0.0000020076","","0","0","","","75.4212109003"
"2025-01-29","21.8980729455","29.0738221827","6.3129871954","7.5554531626","3.3227403804","2.4","1.240191432","0.9682449764","0.9945361336","0.2959439039","0.4799793544","0.3942567306","0.2525428685","0.0825088915","","0.09","","0.0042","0.00003","0.000592389","0.000108","","0.0000236","","0.0000019128","0.0000015057","","0","0","","","75.366237565"
"2025-01-30","23.2449722512","29.2498080864","6.3120128905","7.5629701017","3.2898627805","2.4","1.240578432","0.978485348","1.0134943097","0.2933010106","0.4803343544","0.4010995932","0.2581797691","0.0825088931","","0.11","","0.0035","0.00003","0.0006372278","0.0000966692","","0.0000248","","0.0000014349","0.0000015057","","0","0","","","76.921899458"
"2025-01-31","20.0757511054","29.5328175781","6.3120663234","7.547491905","3.4712967137","2.4","1.240662432","0.9860138163","1.0233440821","0.2998779718","0.4824093544","0.3917409678","0.2573801795","0.0825426052","","0.09","","0.0042","0.00003","0.0005994553","0.000098","","0.0000232","","0.0000014349","0.0000020071","","0","0","","","74.198349132"
"2025-02-01","17.0578325803","25.526577013","6.2412607589","7.5344572374","3.3444322527","2.4","1.3579708464","1.0942419888","0.4714750802","0.2874832791","0.534121428","0.3856804237","0.2196464104","0.0913864559","","0.08","1","0","0","0.0000208504","0.0000001689","","0.0000244","","0.0000019128","0.0000015057","","0","0","","","67.6266145926"
"2025-02-02","17.3827544705","25.5132386808","6.1925067422","7.5340242742","3.3404326082","2.4","1.3671898464","1.0942419888","1.098104735","0.2951902197","0.534311428","0.3875224512","0.2197733226","0.0913864559","","0.11","","0","0","0.0006155286","0","","0.0000248","","0.0000014349","0.0000017591","","0","0","","","67.5613207461"
"2025-02-03","26.4105247655","29.7100491749","6.128607774","7.556671074","3.414693042","2.4","1.3719328464","1.0950013224","1.4852421346","0.3065079129","0.535551428","0.4000041911","0.2678318917","0.0913864559","","0.09","","0","0","0.0006350496","0.000000999","","0.0000252","","0.0000019128","0.0000017542","","0","0","","","81.264668929"
"2025-02-04","22.0533228963","29.1696388984","6.1314610893","7.5809403351","3.3081497555","2.4","1.3715278464","1.0955640984","1.4559358278","0.296828494","0.534376428","0.3978688229","0.2672774731","0.0913864559","","0.09","","0","0","0.000647037","0","","0.00009","","0.0000014349","0.0000015057","","0","0","","","76.2450183987"
"2025-02-05","20.7744501841","29.5732299102","6.193429391","7.5474196563","3.4090520334","2.4","1.3719778464","1.0955640984","1.4909148779","0.2968785956","0.534191428","0.4004486637","0.2641025015","0.0913864559","","0.09","","0","0","0.000628741","0","","0.0000228","","0.0000014349","0.0000015057","","0","0","","","75.533700124"
"2025-02-06","22.9063388158","29.5802138776","6.2423743139","7.5423420096","3.2548038639","2.4","1.3719208464","1.0955640984","1.4972043697","0.2936142768","0.534366428","0.3978963886","0.2664521957","0.0913864559","","0.11","","0","0","0.0006434236","0","","0.000024","","0.0000019128","0.0000017542","","0","0","","","77.5851490309"
"2025-02-07","23.1793878295","29.5034906592","6.312017865","7.5439655186","3.3840722028","2.4","1.3718308464","1.0992596639","1.4574048935","0.3002136841","0.535056428","0.4123993205","0.2660944842","0.0913864559","","0.09","","0","0","0.0006604823","0","","0.0000216","","0.0000014349","0.0000017591","","0","0","","","77.9472651279"
"2025-02-08","16.7604100825","24.5234878779","6.3129431988","7.5338405059","3.4292499501","2.4","1.3718488464","1.1014325544","1.0528621151","0.2989554518","0.533641428","0.3763985252","0.2215019805","0.0913864559","","0.13","","0","0","0.0006470363","0","","0.0000212","","0.0000014349","0.0000015057","","0","0","","","66.1386301494"
"2025-02-09","16.8635718765","24.4920099686","6.312013099","7.5396539532","3.3043960637","2.4","1.3718308464","1.1014325544","1.0535415621","0.2889735545","0.533641428","0.3989927274","0.2222262132","0.0913864559","","0.09","","0.0035","0","0.0006453689","0.0001056688","","0.0000216","","0.0000019128","0.0000017542","","0","0","","","66.0679466076"
"2025-02-10","22.8991322125","30.3035405587","6.256375514","7.5457755488","3.4312284027","2.4","1.3718308464","1.1037978561","1.4765859275","0.3039090918","0.5123576185","0.385071037","0.2652499429","0.0913864559","","0.08","","0.0042","0","0.0006279034","0.0002536843","","0.0000264","","0.0000019128","0.0000015047","","0","0","","","78.431352418"
"2025-02-11","24.0047749412","30.1313882521","6.1928467576","7.5485987888","3.3345141665","2.4","1.3723858464","1.1122186004","1.5616742339","0.3009594003","0.535481428","0.3870763135","0.2712324711","0.0913864559","","0.09","","0.0049","0","0.000624345","0.000092","","0.00002","","0.0000014349","0.0000020056","","0","0","","","79.3401774412"
"2025-02-12","20.9538288213","30.2489019341","6.1798679824","7.5465812598","3.3302537335","2.4","1.3718308464","1.1167804584","1.5979486418","0.2958737663","0.5128376185","0.3939858402","0.2792326565","0.0913706996","","0.11","","0.0035","0","0.0006367985","0.000098","","0.0000252","","0.0000014349","0.0000015057","","0","0","","","76.4335571979"
"2025-02-13","21.4509257447","29.782690828","6.1938833056","7.5501674074","3.2762622471","2.4","1.3719148464","1.1167804584","1.4441552752","0.2982225265","0.535296428","0.401390137","0.266734318","0.0913706996","","0.09","","0.0035","0","0.0006247677","0.0001191692","","0.0000232","","0.0000014349","0.0000015057","","0","0","","","76.2740642994"
