"Service","EC2-Instances($)","EC2-Other($)","S3($)","Elastic Load Balancing($)","Network Firewall($)","CloudWatch($)","VPC($)","Elastic File System($)","ElastiCache($)","Elastic Container Service for Kubernetes($)","Route 53($)","Directory Service($)","EC2 Container Registry (ECR)($)","Secrets Manager($)","DynamoDB($)","Key Management Service($)","Direct Connect($)","Lambda($)","Backup($)","Athena($)","SQS($)","Cost Explorer($)","OpenSearch Service($)","Service Catalog($)","SNS($)","Systems Manager($)","Simple Workflow Service($)","Step Functions($)","Glacier($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Certificate Manager($)","Total costs($)"
"2024-05-04","1342.8736646454","868.6009726182","31.9901630702","46.9512876314","73.966191344","20.8679886542","17.472274913","5.150048461","7.776","4.8","5.60831","3.3400923889","1.4937847776","1.76715258","1.473865372","0.623550216","2.1367072264","2.3207999433","0.348578415","","0.325744","0.05","","0","0.0000987868","","0.0000019128","0.0000010136","","","0","0","","","","2439.9372779698"
"2024-05-05","1342.5613085321","868.4647623834","32.7614819472","43.7344391388","72.2880288861","14.4274547019","17.5683381387","5.1361533541","7.776","4.8","5.2895172","3.2850644749","1.4937847776","1.78344758","0.7421668778","0.623796216","2.1832214107","0.3907951419","0.348578415","","0.361042","0.05","","0","0.0001021511","","0.0000019128","0.0000010136","","","0","0","","","","2426.0694862537"
"2024-05-06","1353.0816539405","876.7635196134","33.9636526067","47.708721985","78.8788948311","15.4182817436","17.7244036677","5.3400860696","7.776","4.8","5.9513084","3.4772560668","1.4962826417","1.76532758","0.7177047483","0.623607216","2.0970663467","0.6302089479","0.3485644639","","0.409478","0.05","","0","0.0001158143","","0.0000014349","0.0000007602","","","0","0","","","","2459.0221368783"
"2024-05-07","970.4942138633","879.0817053521","35.0360827567","46.3053312425","80.5360240341","14.4841070927","17.7113294573","5.4400814792","7.776","4.8","5.7258748","3.2666640808","1.5083707019","1.75011758","0.7229696129","0.623829216","2.0261153574","0.4879950128","0.348569307","","0.5270072","0.05","","0","0.0001059213","","0.0000019128","0.0000010136","","","0","0","","","","2078.7024969944"
"2024-05-08","992.0108858732","888.0888277692","36.2130192602","47.9835768926","84.8795804464","14.5945660516","17.7272867537","6.2888627864","7.776","4.8","5.8658564","3.3618855083","1.5373452699","1.7687274725","0.7087480709","0.623568216","2.0881544527","0.4672329382","0.3485686191","","0.3423332","0.06","","0","0.000128032","","0.0000019128","0.0000010136","","","0","0","","","","2117.5351569393"
"2024-05-09","997.2510335569","887.21345676","36.8427606192","48.066158068","83.1184837949","15.2510652795","17.4359009883","5.6537983403","7.776","4.8","5.851646","3.3680172553","1.5709886237","1.80163758","0.7122048667","0.623670216","2.097948268","0.4387116487","0.3507393436","","0.4635720853","0.05","","0","0.0001237203","","0.0000014349","0.0000007602","","","0","0","","","","2120.7379192098"
"2024-05-10","994.0352320854","884.1487910653","37.6985916968","48.6647317912","79.1585046756","15.1303565546","17.2992249453","5.7510060473","7.776","4.8","5.7893112","3.3892291613","1.5790066832","1.70861758","0.7646348961","0.623604216","2.1377133208","0.4589363059","0.3507565693","","0.3827204","0.05","","0","0.0001203665","","0.0000019128","0.0000010136","","","0","0","","","","2111.697092487"
"2024-05-11","985.7944818093","865.6321232517","38.6227548629","45.964788394","69.9718391216","14.3085266008","17.174935525","5.7769755723","7.776","4.8","5.4861508","3.362996389","1.5808197456","1.6830624725","0.7469641372","0.623577216","2.0908683468","0.3517145135","0.3507558368","","0.3355988","0.05","","0","0.0001019081","","0.0000019128","0.0000010136","","","0","0","","","","2072.4850382295"
"2024-05-12","978.7210415284","854.2661801933","38.6336188999","43.1534579721","67.9870196273","13.9088276957","17.0336279234","5.7466102078","7.776","4.8","5.1403424","3.3620773667","1.5808197456","1.72984258","0.7426282526","0.622326216","2.093356975","0.3757133749","0.3507558368","","0.2833456","0.05","","0","0.0001212257","","0.0000019128","0.0000007602","","","0","0","","","","2048.3577162942"
"2024-05-13","973.9302325684","860.6200794276","40.2778595068","47.0453103357","77.6518226727","15.8043344728","17.1778425416","5.9636764783","7.776","4.8","5.6067256","3.37800225","1.58370043","1.7342624725","0.7251172422","0.623802216","2.0028620558","0.6999494374","0.3507558369","","0.33669","0.05","","0","0.0001160885","","0.0000014349","0.0000010136","","","0","0","","","","2068.1391440817"
