"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Relational Database Service($)","S3($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","SQS($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SNS($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Key Management Service($)","Step Functions($)","Simple Workflow Service($)","Glacier($)","SES($)","Lambda($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-01-04","55.5372189491","35.81784141","6.9863671998","5.1673608688","5.1802125133","2.4","2.9122816848","1.6516137987","0.1732024","0.2043508072","0.1601710992","0.0122453399","0.05","0","0.0003068","0.02131206","0.001005","0.0000015343","0.00000192","","","","0","0","","116.2754933851"
"2025-01-05","55.5372383937","37.1542208963","6.9864098822","5.1350809916","5.3842014548","2.4","3.1385059091","1.6516137987","0.2591216","0.2044058072","0.1601710992","0.0186441464","0.06","0","0.0001056","0.02131206","0.00099","0.0000017845","0.0000014437","","","","0","0","","118.1120248674"
"2025-01-06","55.5372112248","35.087652869","6.9876034838","5.1305081363","5.2470058672","2.4","2.7889026539","1.6516137987","0.2014796","0.2044358072","0.1601710992","0.0143499206","0.05","0","0.0003256","0.02131206","0.00099","0.0000015373","0.00000192","","","","0","0","","115.483565578"
"2025-01-07","55.5374501443","34.2351190814","6.9865130804","5.102805024","5.1346243961","2.4","2.4552199405","1.6516171563","0.161942","0.2043558072","0.1601710992","0.0114044289","0.05","0","0.0002732","0.02131206","0.001029","0.000001784","0.0000014421","","","","0","0","","114.1138396444"
"2025-01-08","55.8001960723","31.9444543891","6.9864946731","5.1450626978","5.1594855034","2.4","1.1083737752","1.6903234779","0.1944712","0.2043658072","0.1601710992","0.0138244101","0.06","0","0.000378","0.0213120612","0.001029","0.0000017891","0.0000014429","","","","0","0","","110.8899453985"
"2025-01-09","61.0745001396","65.1137132675","6.9866788265","5.4979833694","6.3883803685","2.4","8.4810368539","1.980649433","0.1994012095","0.2044408072","0.1601710992","0.0143136258","0.05","0.0042","0.000658","0.021312064","0.001005","0.0000015343","0.0000014429","","","","0","0","","158.5784470413"
"2025-01-10","65.1864767106","42.7858938106","6.9864896396","5.1678560171","5.1635187735","2.4","4.3683428087","2.193549293","0.0271752","0.2044108072","0.1601710992","0.0013445354","0.05","0.0042","0.0005544","0.0213120648","0.001005","0.0000017826","0.0000014413","","","","0","0","","134.7223033836"
"2025-01-11","65.3148508299","27.6012880854","6.9863986891","4.9772507472","4.6057442629","2.4","0.8344885328","2.193549293","0.0122644","0.2043508072","0.1601710992","0.0001086249","0.05","0.0035","0.0000504","0.0213120648","0.00105","0.0000015338","0.0000019208","","","","0","0","","115.366381291"
"2025-01-12","65.314873035","27.5004248781","6.986383031","4.9525773504","4.6113868962","2.4","0.5993148323","2.193549293","0.0116908","0.2043958072","0.1601710992","0.0001031109","0.06","0.0042","0.0000184","0.0213120648","0.00102","0.0000015357","0.0000014421","","","","0","0","","115.0214235759"
"2025-01-13","65.3149730372","54.5614088078","6.9866234231","5.3721762107","7.5192401891","2.4","4.2810209801","2.193549293","1.0776172","0.2044608072","0.1601710992","0.2172119512","0.04","0.0028","0.0003684","0.0213120648","0.001026","0.0000015327","0.0000014421","","","","0","0","","150.3539624382"
"2025-01-14","58.8788060404","54.7074704074","6.9864910999","5.4318031328","6.2981116471","2.4","4.3187369735","1.8935492885","0.5220568","0.2043558072","0.1601710992","0.1451197223","0.05","0.0035","0.0004088","0.021312068","0.001005","0.0000017856","0.0000014429","","","","0","0","","142.0229011148"
"2025-01-15","55.537677627","52.4901392956","6.9864957924","5.1524611388","5.6121753238","2.4","3.0579689483","1.651613801","0.2705756","0.2043958072","0.1601710992","0.0738657796","0.05","0.007","0.000304","0.0213120696","0.001005","0.0000017828","0.0000014421","","","","0","0","","133.6771645074"
"2025-01-16","55.5418371191","57.4317620319","6.986502632","5.2133971087","5.7390506601","3.60416275","3.9123203476","1.6580688459","0.2548628","0.2001047319","0.1601710992","0.0695670767","0.05","0.0084","0.0003288","0.0213120687","0.00117","0.0000015331","0.0000014421","","","","0","0","","140.853021047"
"2025-01-17","55.5373001775","52.7094640576","6.9864964957","5.1565842936","5.3991343875","4.8","2.8086948878","1.6516172547","0.1531428","0.2044008072","0.1601710992","0.0406731569","0.06","0.0084","0.2004412","0.0213120693","0.001179","0.0000015322","0.0000014421","","","","0","0","","135.8990146613"
"2025-01-18","55.6823997623","44.8165966961","6.9864932088","5.0200857762","4.8910885641","4.8","1.5758187261","1.6512105778","0.0146668","0.2044108072","0.1601710992","0.0012291418","0.05","0.0084","0.0002884","0.0213120693","0.001179","0.0000017877","0.0000019208","","","","0","0","","125.8853543374"
"2025-01-19","55.9141327948","41.5910073097","6.9865054056","4.9514781021","4.7792898481","4.8","0.5809796905","1.6516138036","0.01176","0.2043358072","0.1601710992","0.0004160409","0.06","0.007","0.0000136","0.0213120693","0.001179","0.0000017826","0.0000014421","","","","0","0","","121.7211977957"
"2025-01-20","57.0023919689","57.2236255873","6.9865186529","5.1891544008","6.4167283978","4.8","3.0058364496","1.6516138036","0.5702128","0.2043458072","0.1601710992","0.1588668224","0.05","0.007","0.0007468","0.0213120693","0.001179","0.0000015343","0.0000014421","","","","0","0","","143.4497066354"
"2025-01-21","55.9145726789","55.1294405134","6.98649509","5.2936339198","6.2021218073","4.8","2.9989529074","1.6516138853","0.490266","0.2044558072","0.1601710992","0.1362754444","0.05","0.0056","0.0003996","0.0213120693","0.001179","0.0000015341","0.0000014429","","","","0","0","","140.0464927992"
"2025-01-22","60.8921698545","67.444672821","6.9866593951","5.3161943339","6.2555513186","4.8","6.6441852238","1.7677428377","0.2581800095","0.2043408072","0.1601710992","0.070601768","0.05","0.007","0.0007296","0.0213120706","0.00117","0.000001784","0.0000014421","","","","0","0","","160.8806843652"
"2025-01-23","85.4565951486","51.8492358233","6.9867860428","5.2110843128","5.6404500074","4.8","2.7843761748","1.8838718717","0.2477864","0.2043358072","0.1606643215","0.0674374961","0.06","0.0084","0.000664","0.0213120692","0.001224","0.0000017844","0.0000014421","","","","0","0","","165.3842267019"
"2025-01-24","101.2106901016","52.3682183391","6.9866084503","5.1568485958","5.6643602468","4.8","2.8261759394","1.8838718717","0.2543316","0.2045458072","0.1612229952","0.0693234429","0.08","0.0084","0.0005584","0.02131207","0.001395","0.0000015398","0.0000014429","","","","0","0","","181.6978658427"
"2025-01-25","101.0923178174","55.1125975974","6.9865511562","5.1438233524","5.7335041031","4.8","3.4326828077","1.8838718717","0.2336056","0.2043958072","0.1612229952","0.063456942","0.09","0.0084","0.000102","0.02131207","0.001446","0.0000017891","0.0000014421","","","","0","0","","184.9692933515"
"2025-01-26","100.49925476","55.8061122164","6.9865641259","5.1637031167","5.7355937365","4.8","3.894143168","1.8838718717","0.2146284","0.2045058072","0.1612229952","0.058013028","0.11","0.0084","0.0001136","0.02131207","0.001446","0.0000017826","0.0000019216","","","","0","0","","185.5488885998"
"2025-01-27","101.4231481335","50.123382514","6.9869450812","5.1476302618","5.7087220297","4.8","2.09300806","1.9290331627","0.2565728","0.2044358072","0.1612229952","0.0700100865","0.09","0.007","0.000508","0.02131207","0.001446","0.000001793","0.0000014429","","","","0","0","","179.0243802377"
"2025-01-28","118.7114261553","63.0596999062","7.2454815291","5.5541239555","6.7607455205","4.8","2.4579681784","2.785081562","0.7376256095","0.1501308072","0.1612229952","0.2209658612","0.15","0.0056","0.0006556","0.0213120684","0.001452","0.000001789","0.0000014421","","","","0","0","","212.8234949796"
"2025-01-29","130.9436596508","60.1191949064","7.6100566167","6.7040810582","8.7182261248","4.8","2.2255115869","3.3076622157","1.1268900222","0.1850621512","0.1612229952","0.3045347397","0.08","0.007","0.0007692","0.0213120703","0.00156","0.0000015355","0.0000014429","","","","0","0","","226.3167463165"
"2025-01-30","132.2021458425","99.9771499416","7.6106503793","5.4370971902","7.5077858619","4.8","11.4084670741","3.2677428605","0.2612624","0.2173540328","0.1612229952","0.0718363034","0.11","0.007","0.0010604","0.0213120703","0.001692","0.0000015359","0.0000019224","","","","0","0","","273.0637828101"
"2025-01-31","132.0382601619","55.8638507028","7.6105629507","5.6500417925","6.1180178775","4.8","3.5274397919","3.2677428605","0.309014819","0.2174040328","0.1612229952","0.0829870758","0.09","0.0084","0.0007792","0.0213120703","0.00171","0.0000017877","0.0000014421","","","","0","0","","219.7687495607"
"2025-02-01","131.3732013856","49.6311652939","7.6105702157","5.0942180372","6.2011562474","4.8","1.1565777533","2.8299120249","0.2471132","0.2299064296","0.178496892","0.0177211258","0.09","0","0.4000812","0.0213120697","0.00063","0.0000015368","0.0000014421","","","","0","0","","209.882064854"
"2025-02-02","131.3732880735","49.7485720552","7.610561271","5.0889875458","6.2076989672","4.8","1.1500573636","3.6178581421","0.2422964","0.2297914296","0.178496892","0.0173556587","0.11","0","0.0000976","0.0213120697","0.001632","0.000001787","0.0000014413","","","","0","0","","210.3980086967"
"2025-02-03","131.8844202596","69.0261894279","7.6105529246","5.2887818754","6.950372969","4.8","4.9561857649","3.6102722878","0.2472272","0.2297814296","0.178496892","0.018633598","0.09","0","0.0008856","0.0213120697","0.00171","0.0000020376","0.0000014437","","","","0","0","","234.9148257798"
"2025-02-04","132.0661022079","47.9895459796","7.6105556353","4.980236516","5.7835934546","4.8","1.168907484","3.6071438571","0.0052444","0.2299364296","0.178496892","0.0001907163","0.09","0","0.0004412","0.0213120698","0.00168","0.0000015341","0.0000014413","","","","0","0","","208.5333898176"
"2025-02-05","132.1995629232","56.4679845939","7.6105371927","5.0778289358","6.5871669161","4.8","2.7808724988","3.6071440193","0.2837852","0.2297864296","0.178496892","0.0199684395","0.09","0","0.0004916","0.0213120714","0.001692","0.0000017893","0.0000019217","","","","0","0","","219.9566334233"
"2025-02-06","133.1187984992","65.0157453852","7.6105542691","5.4911923655","7.6234016329","4.8","3.8797874665","3.6071441026","0.6786236","0.2299064296","0.178496892","0.0501328225","0.11","0","0.0006816","0.0213120714","0.001692","0.0000015355","0.0000014429","","","","0","0","","232.4174721149"
"2025-02-07","133.6206404932","63.2445503322","7.6105404067","5.2265769816","6.8556891274","4.8","4.1005188698","3.6062510006","0.262672","0.2296814296","0.1798685112","0.0189296126","0.09","0","0.0005432","0.0213120722","0.001692","0.0000017828","0.0000014437","","","","0","0","","229.8694692636"
"2025-02-08","132.0972964457","57.5613340901","7.6104912974","5.134247748","6.5979134491","4.8","2.9944103708","3.6071438578","0.2318688","0.2297264296","0.1802745816","0.0165910397","0.13","0","0.0001744","0.0213120731","0.001674","0.0000015308","0.0000014429","","","","0","0","","221.2144615566"
"2025-02-09","132.0272411785","54.7347359183","7.6104966457","5.1138302952","6.461732647","4.8","2.6293209596","3.6071438578","0.2076124","0.2298514296","0.1802745816","0.0234889536","0.09","0.0042","0.0001752","0.0213120731","0.001674","0.0000015339","0.00000192","","","","0","0","","217.7430935939"
"2025-02-10","134.8213029763","54.6866856404","7.6104944516","5.2062403237","6.6416665108","4.8","2.076210354","3.6071438578","0.2666408","0.2249195248","0.1813567685","0.0728849075","0.09","0.0042","0.0005296","0.0213120731","0.001656","0.0000017891","0.0000014437","","","","0","0","","220.3132470213"
"2025-02-11","136.6054917188","60.3052902168","7.6105091251","5.3056169928","6.8992556169","4.8","3.5930648","3.6071438578","0.2920752","0.2298464296","0.1828653312","0.0800985952","0.09","0.0035","0.0006152","0.0213120731","0.001725","0.0000015343","0.0000014429","","","","0","0","","229.6284131345"
"2025-02-12","138.4983266835","62.2385178285","7.6105316254","5.2449385948","7.0613428994","4.8","3.7773962814","3.6071440138","0.3391616","0.2297964296","0.1830035586","0.09343099","0.11","0.0035","0.0007352","0.0213120731","0.00171","0.0000015357","0.0000014429","","","","0","0","","233.8208507567"
"2025-02-13","126.8359091298","57.5073453692","7.6104925036","5.2252836317","7.3795933005","4.8","3.9357426733","3.6424117148","0.2489816","0.2299064296","0.1831702368","0.0678978059","0.09","0.0042","0.0005796","0.0213120731","0.00171","0.0000017874","0.0000014421","","","","0","0","","217.7845392978"
"2025-02-14","117.2772753833","50.0863071491","7.6105187709","5.2315121618","6.8633269039","4.8","3.3758766495","3.6066974294","0.2523576","0.2297964296","0.1831702368","0.0688209964","0.09","0.007","0.0002928","0.0213120731","0.001614","0.0000017842","0.0000019192","","","","0","0","","199.7058822872"
"2025-02-15","113.5028472581","49.1295818322","7.6105225029","7.1022361997","6.8631489672","4.8","3.0464740165","3.607143858","0.26273","0.2297264296","0.1831702368","0.0717315891","0.09","0.007","0.0002256","0.0213120731","0.001656","0.0000017784","0.0000014421","","","","0","0","","196.5295097837"
"2025-02-16","112.9414476874","69.9178513022","7.6104949668","7.8470149028","7.2434311518","4.8","8.0198606853","3.6071446036","0.0617932","0.2297414296","0.1831702368","0.0150492041","0.11","0.0084","0.000258","0.0213120731","0.001596","0.0000017805","0.0000019192","","","","0","0","","222.6185691432"
"2025-02-17","113.4739025704","38.7993770527","7.6105252199","9.4069482762","6.1392920744","4.8","1.1812059858","3.607144012","0.0122256","0.2297314296","0.1831702368","0.0005517177","0.09","0.0084","0.000502","0.0213120731","0.001674","0.0000017812","0.0000014421","","","","0","0","","185.5659654719"
"2025-02-18","112.7540921904","48.3791005449","7.6105692046","11.2168478322","7.5260204387","4.8","2.0326168106","3.6071462999","0.6036848","0.2297914296","0.1831702368","0.1684978203","0.08","0.007","0.0006196","0.0213120731","0.001614","0.0000017861","0.0000014421","","","","0","0","","199.2220865093"
"2025-02-19","111.9899293162","53.4368138957","7.6105306349","10.1264957664","7.2578752569","4.8","4.1006833188","3.607143862","0.256226","0.2297364296","0.1831702368","0.0699592862","0.09","0.0056","0.0004516","0.0213120731","0.00147","0.0000015338","0.0000019208","","","","0","0","","203.7874011312"
"2025-02-20","112.3302949955","47.4456191636","7.6104821203","10.9875104384","6.6772446189","4.8","3.1767858362","3.6071504388","0.0847424","0.2296864296","0.1831702368","0.0213209649","0.09","0.0084","0.0004804","0.0213120731","0.00138","0.0000017807","0.0000019192","","","","0","0","0","197.275583816"
"2025-02-21","113.1644661089","50.0516666534","7.6104436405","11.6886612689","8.1952711247","4.8","2.5456641479","3.6071500466","0.5216252","0.2296714296","0.1831702368","0.1451148735","0.11","0.007","0.0006712","0.0213120731","0.001386","0.000001783","0.0000014422","","","","0","0","","202.8832772291"
"2025-02-22","111.7385224665","53.1521831457","7.610870805","10.6282515232","7.1552686729","4.8","3.9569181916","3.6071438726","0.2317924","0.2296264296","0.1831702368","0.0630001024","0.09","0.0084","0.0014252","0.0213120731","0.001404","0.0000015266","0.0000019192","","","","0","0","","203.4792925652"
"2025-02-23","114.0488289737","51.4696358085","7.6103954704","10.5882343991","7.0663384892","4.8","3.9502459498","3.606697444","0.2116736","0.2298414296","0.1831702368","0.0572351815","0.09","0.007","0.0001364","0.0213120731","0.001344","0.0000017779","0.0000014405","","","","0","0","","203.9420926741"
"2025-02-24","116.6261361127","45.4363627813","7.61044907","11.474659526","7.0566061956","4.8","2.1001956495","3.6071440367","0.2699004","0.2296864296","0.1833185771","0.0738285274","0.09","0.0084","0.0026688","0.0213120731","0.001446","0.0000015269","0.0000014421","","","","0","0","","199.592117148"
"2025-02-25","114.3136708683","50.7175466039","7.6104262547","11.4103099","7.2280334078","4.8","3.4858589406","3.6071438729","0.2796452","0.2296764296","0.18347514","0.0765852523","0.11","0.0056","0.0004616","0.0213120731","0.001446","0.0000015267","0.0000014405","","","","0","0","","204.0811945104"
"2025-02-26","115.8941245212","53.5850197101","7.6109102487","10.9772376922","7.4277309057","4.8","3.7196433095","3.6071438729","0.3339816","0.2295714296","0.18347514","0.0919371687","0.23","0.007","0.0001404","0.0213120731","0.001326","0.0000015251","0.0000014405","","","","0","0","","208.7205570373"
"2025-02-27","117.589723503","51.1030663126","7.6104167908","11.0705201907","7.2764621558","4.8","3.4809527631","3.6066974443","0.251688","0.2296214296","0.18347514","0.0686924271","0.09","0.0084","0.0004964","0.0213120731","0.001452","0.0000015216","0.0000014405","","","","0","0","","207.3929795922"
"2025-02-28","114.0913756243","48.8528632964","7.6107949881","11.6054020401","7.2624566245","4.8","3.1240755702","3.6071438729","0.2723524","0.2295714296","0.18347514","0.0744872227","0.11","0.0056","0.0003904","0.0213120731","0.001596","0.0000015237","0.0000009614","","","","0","0","","201.852899167"
"2025-03-01","113.6869058129","47.522454742","7.6103946854","10.8949124238","6.6738814506","4.8","3.5210241817","1.6516139021","0.2049708","0.2170790328","0.1657194792","0.0177797547","0.09","0","2.0001932","0.003108","0.001404","0.0000012798","0.0000014397","","","","0","0","","199.0614441847"
"2025-03-02","113.4894695782","46.9105510849","7.6104126832","11.2895706544","6.6354896398","4.8","3.4119325907","3.2580654576","0.2301568","0.2171940328","0.1657194792","0.0165024723","0.08","0","0.0001804","0.0035520684","0.00156","0.0000015237","0.0000009614","","","","0","0","","198.1203594266"
"2025-03-03","115.9746731555","42.0789669174","7.6104468072","11.4599424634","6.5292145366","4.8","2.2469235091","3.258068902","0.251554","0.2171790328","0.1658991411","0.0180727747","0.09","0","0.0005956","0.0213120684","0.001428","0.0000010213","0.0000014397","","","","0","0","","194.7242793692"
"2025-03-04","114.1201597134","49.8623015054","7.6104637795","11.7713184971","7.3030387619","4.8","2.8241819017","3.2580687472","0.5439576","0.2170740328","0.1668113272","0.0399113711","0.09","0","0.000522","0.0213120684","0.001536","0.0000017833","0.0000014405","","","","0","0","","202.6306605295"
"2025-03-05","115.6109027758","53.3523708535","7.6105324536","10.7452551073","7.0020110838","4.8","4.5461666089","3.2580654598","0.254826","0.2171440328","0.1676002776","0.0183701351","0.11","0","0.0005016","0.0213120684","0.00141","0.0000015237","0.0000014397","","","","0","0","","207.71647142"
"2025-03-06","114.223819893","45.7204230649","7.610503274","11.9681451262","6.747378344","4.8","3.0854619133","3.2580654598","0.2495828","0.2170790328","0.1676002776","0.0179349818","0.09","0","0.000438","0.0213120684","0.001308","0.0000015239","0.0000014397","","","","0","0","","198.1790551994"
"2025-03-07","112.8946698896","44.2554574883","7.6104441669","12.3276807872","6.7423914304","4.8","2.6675226295","3.2580654598","0.269304","0.2170640328","0.1676002776","0.0194390814","0.09","0","0.0003076","0.0213120684","0.001248","0.0000010204","0.0000014389","","","","0","0","","195.3425093712"
"2025-03-08","113.6373670698","62.6446446076","7.6103714826","9.1297825","7.3790448124","4.8","7.1097402815","3.2580656239","0.2494804","0.2171340328","0.1676002776","0.0180016764","0.09","0","0.0002424","0.0213120684","0.001326","0.0000015202","0.0000009598","","","","0","0","","216.334115713"
"2025-03-09","113.5586646935","58.4801428913","7.6104306516","9.7625870854","7.1893873183","4.8","6.3891358447","3.25806546","0.2168408","0.2170090328","0.1676002776","0.0397218003","0.12","0","0.0002368","0.0213120684","0.001308","0.0000015232","0.0000009606","","","","0","0","","211.8324452077"
"2025-03-10","115.9461796889","41.8666321152","7.6105417916","11.8960758164","6.7486892665","4.8","2.0430100851","3.258065616","0.2622056","0.2171290328","0.1676002776","0.0716235634","0.11","0.0035","0.0001748","0.0213120684","0.00129","0.0000010188","0.0000014389","","","","0","0","","195.0240321796"
"2025-03-11","116.5183507814","48.8074310264","7.610511564","11.7974187006","7.0750663197","4.8","3.8347913245","3.2580655419","0.3072832","0.2128179575","0.1676002776","0.0844646739","0.09","0.0028","0.0002804","0.0213120684","0.001308","0.0000010158","0.0000009606","","","","0","0","","204.5895038123"
"2025-03-12","116.5130509878","46.8133928666","7.6105299399","11.8723912829","7.7415810091","4.8","3.3532776691","3.2580689004","0.2516","0.2172540328","0.1676002776","0.068610068","0.09","0.0042","0.00027","0.0213120684","0.001266","0.0000015223","0.0000014397","","","","0","0","","202.7844080646"
"2025-03-13","116.2904466294","46.2057561644","7.610578173","11.8439660745","6.9947747751","4.8","3.2904206747","3.2580688317","0.2581044","0.2127629575","0.1676002776","0.070450556","0.11","0.0035","0.0001736","0.0213120684","0.00129","0.0000015191","0.0000009598","","","","0","0","","201.1392076612"
"2025-03-14","116.2731602766","49.197330398","7.6105608776","11.6110323793","6.9847597178","4.8","4.035100945","3.2580657085","0.2215476","0.2170740328","0.1676002776","0.0600983254","0.09","0.0035","0.0001352","0.0213120684","0.001326","0.0000010158","0.0000014389","","","","0","0","","204.5526062617"
"2025-03-15","114.6172591637","41.5371884312","7.6105478783","12.858382131","6.754300045","4.8","2.0828015984","3.2580655455","0.219734","0.2170690328","0.1676002776","0.059460514","0.09","0.007","0.0001512","0.0213120684","0.001308","0.0000012673","0.0000014389","","","","0","0","","194.3021825921"
"2025-03-16","111.4672674602","44.4409090954","7.6105366545","12.571357082","6.8905977597","4.8","2.8498230417","3.2580654634","0.2359824","0.2171340328","0.1676002776","0.0641482373","0.1","0.0056","0.000082","0.0213120684","0.00129","0.0000012708","0.0000009606","","","","0","0","","194.7017078044"
"2025-03-17","115.4879224936","45.59145798","7.6102884233","12.7180548384","6.9904511874","4.8","3.1737533823","3.2580654634","0.2565288","0.2170090328","0.1676002776","0.0700087911","0.09","0.007","0.0003536","0.0213120684","0.000972","0.0000007608","0.000000959","","","","0","0","","200.4607800581"
"2025-03-18","113.3921447172","46.9721370387","7.6105376188","12.6744351889","7.6090731719","4.8","3.3595862066","3.2580657891","0.2641656","0.2169190328","0.1690000309","0.0721938513","0.12","0.0056","0.0003504","0.0213120684","0.000666","0.0000007599","0.0000009582","","","","0","0","","200.5461884327"
"2025-03-19","112.1844107961","45.7159546349","7.6105478464","12.8222981279","12.1175251143","4.8","2.3250165502","3.2580657959","0.2868124","0.2168490328","0.1734239236","0.0778141397","0.08","0.0028","0.0008184","0.0213120684","0.00063","","","","","","0","0","","201.6942788302"
"2025-03-20","113.1769546146","54.8403601169","7.6105534889","10.8324505735","6.9264553264","4.8","4.9126747741","3.2580654642","0.0230960605","0.2168590328","0.1758332592","0.0038416968","0.08","","0.0006896","0.0213120684","0.000588","","","","","","0","","","206.8797340763"
"2025-03-21","102.879133011","42.711014568","7.6105657873","13.1584855609","7.3281365498","4.8","2.0871376776","3.2580761132","0.4213736","0.2168140328","0.1765951744","0.1167687552","0.1","","0.000436","0.0213120684","0.00063","","","","","","0","","","184.8864788986"
"2025-03-22","87.6711491532","40.2448579003","7.6104508424","12.7655760626","6.4685175128","4.8","2.7147817207","3.258065469","0.014084","0.2168090328","0.1770156264","0.0010935552","0.08","","0.0000916","0.0213120684","0.000588","","","","","","0","","","166.0443925438"
"2025-03-23","83.7416030034","34.1964756827","7.6105903203","13.3442881991","6.2490476251","4.8","1.1472276438","3.258065469","0.0103692","0.2167890328","0.1770156264","0.0000013642","0.08","","0.00004","0.0213120684","0.00063","","","","","","0","","","154.8534552352"
"2025-03-24","83.6685881935","42.9849939268","7.6104635462","13.033820347","7.7844264579","4.8","2.0676887511","3.258065469","0.6209888","0.2168240328","0.1770156264","0.1733752673","0.1","","0.00034","0.0213120684","0.000588","","","","","","0","","","166.5184904864"
"2025-03-25","83.1421142287","58.0971470598","7.6104629665","11.6382352547","7.8841794908","4.8","5.7635632814","3.258065469","0.3827196477","0.2167990328","0.1770156264","0.1059181601","0.08","","0.000792","0.0213120684","0.00063","","","","","","0","","","183.1789542863"
"2025-03-26","86.8171844263","47.4042637015","7.6104750224","12.7936527881","7.3383635166","4.8","3.8040704783","3.258065469","0.260962","0.2168590328","0.1770156264","0.0712742281","0.08","","0.0006184","0.0213120684","0.00063","","","","","","0","","","174.6547467579"
"2025-03-27","87.7477593807","45.6530674442","7.6106280582","13.4975735071","7.2441235729","4.8","3.3385664981","3.258065469","0.2582988","0.2167890328","0.1770156264","0.0705289691","0.1","","0.0003828","0.0213120684","0.00063","","","","","","0","","","173.9947412269"
"2025-03-28","85.3118049811","46.4588304269","7.610627618","13.0049646822","7.2993101105","4.8","3.5637624135","3.258065469","0.258696","0.2168090328","0.1770156264","0.0706577705","0.08","0.0014","0.0003416","0.0213120684","0.000714","","","","","","0","","0","172.1343117993"
"2025-03-29","84.3227136236","44.7168215025","7.6105699445","13.4906452025","7.2333709497","4.8","3.1458252354","3.258065469","0.2446904","0.2167990328","0.1770156264","0.0666365445","0.08","","0.0001776","0.0213120684","0.00084","","","","","","0","","","169.3854831993"
"2025-03-30","77.6125121409","44.8542912578","7.6103249926","13.5628854352","7.2180459962","4.8","3.2191258244","3.258065469","0.2299572","0.2168540328","0.1770156264","0.0624198212","0.1","","0.0001104","0.0213120684","0.000882","","","","","","0","","","162.9438022649"
"2025-03-31","79.7811767675","42.0242909497","7.6106118532","13.9059710058","7.1789505826","4.8","2.4979968452","3.258065469","0.2536432","0.2124979575","0.1770156264","0.069175647","0.08","","0.000166","0.0213120684","0.00084","","","","","","0","","","161.8717139723"
"2025-04-01","79.5812246444","53.9363297171","7.6106339245","12.1576952233","7.8109015605","4.8","5.181399858","2.151671781","0.2006688","0.220675","0.1829161488","0.0179728865","0.08","","0.4004656","0.003552","0.00075","","","","","0.0000134051","0","","","174.3368705492"
"2025-04-02","77.2813513006","52.2671316927","7.6106333002","12.6080505659","7.770500967","4.8","4.7535066157","3.3666676543","0.2446492","0.2162355556","0.1829161488","0.0175932341","0.08","","0.0004732","0.021312072","0.00096","","","","","","0","","","171.2219815069"
"2025-04-03","76.8868678602","46.9977549586","7.6105752119","13.6806580448","7.6353537036","4.8","3.3548831031","3.3666677287","0.2606156","0.22074","0.1829161488","0.0187882511","0.1","","0.000308","0.021312072","0.001008","","","","","","0","","","165.1384486828"
"2025-04-04","75.5615498821","46.5600278678","7.6105869931","13.6551805685","7.6141209094","4.8","3.3387262809","3.3666710049","0.2468064","0.22069","0.1829161488","0.0177446085","0.1","","0.0004736","0.021312072","0.00096","","","","","","0","","","163.297766336"
"2025-04-05","75.3345783042","45.7831218531","7.6105861104","13.7006087733","7.584078349","4.8","3.1941362562","3.3666675742","0.2439296","0.220665","0.1829161488","0.0175220955","0.1","0","0.0001216","0.021312072","0.001029","0.0000002499","","","","","0","0","","162.1612729866"
"2025-04-06","74.9521160541","45.6080725859","7.610416614","13.6208478362","7.5437637438","4.8","3.1877380763","3.3666675742","0.2208372","0.220735","0.1829161488","0.0157904933","0.08","0","0.0001296","0.021312072","0.00096","","","","","","0","0","","161.4323029986"
"2025-04-07","75.3257410506","41.5904183443","7.6104438752","14.8274461198","7.5387709816","4.8","2.1800063476","3.3666675742","0.2458672","0.22072","0.1829161488","0.0176521288","0.08","","0.0004236","0.021312072","0.000912","","","","","","0","","","158.0092974429"
"2025-04-08","75.1773357938","47.4067344419","7.6104408104","14.0608572651","7.7808541743","4.8","3.3957849483","3.3666676565","0.283152","0.2162255556","0.1829161488","0.0204797969","0.1","0","0.0003352","0.021312072","0.00096","","","","","","0","","","164.4240558636"
"2025-04-09","74.9772087141","46.725872409","7.6104454029","13.8978917523","7.7372707441","4.8","3.3554601139","3.3666675744","0.2576832","0.2162155556","0.1829161488","0.0185498692","0.1","0","0.0003076","0.021312072","0.001056","","","","","","0","","","163.2688571563"
"2025-04-10","75.1133116509","57.1251101256","7.6104416911","14.0378748869","9.8759601098","4.8","3.2321722298","3.3666675744","1.147156","0.22067","0.1829161488","0.2903517857","0.08","0","0.000388","0.021312072","0.00105","","","","","","0","0","","177.105382275"
"2025-04-11","75.1775757585","74.5293111772","7.6104097304","11.7008503701","13.9043126851","4.8","5.6069443182","3.3666675744","2.8854392","0.22066","0.1829161488","0.8148864116","0.09","0","0.000364","0.021312072","0.001056","0.000000255","","","","","0","0","","200.9127057013"
"2025-04-12","74.1414409597","84.1368875403","7.6102492618","6.7886607394","9.9377870391","4.8","9.1985433753","3.3666708628","0.4771168","0.22073","0.1829161488","0.1328668659","0.08","","0.0003108","0.021312072","0.001008","","","","","","0","","","201.0965004651"
