"Service","EC2-Instances($)","EC2-Other($)","ElastiCache($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic Container Service for Kubernetes($)","S3($)","SQS($)","DynamoDB($)","Key Management Service($)","EC2 Container Registry (ECR)($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Secrets Manager($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2024-10-18","44.6328186508","26.6385557029","7.44","8.0754607181","3.7000647972","3.6528735399","2.4","0.7534238103","0.6517516","0.1989175887","0.068008128","0.0434228904","0.01","","0.0322","0.00009","0.0000185","0.0000014349","0.0000020076","","0","0","","98.2976093688"
"2024-10-19","44.6339534346","26.4879156313","7.44","8.1610514998","3.6837734004","3.6471615798","2.4","0.748322591","0.6518548","0.1989130335","0.068008128","0.0434228904","0.01","","0.0322","0.000095","0.0000185","0.0000019128","0.0000017591","","0","0","","98.2066941607"
"2024-10-20","44.794653783","26.4576764372","7.44","8.1615465241","3.6727364403","3.6454126428","2.4","0.7414808162","0.6519984","0.1989130335","0.068008128","0.0434228904","0.01","","0.0308","0.00011","0.00002","0.0000019128","0.0000017542","","0","0","","98.3167827625"
"2024-10-21","45.691507346","26.5355228923","7.44","8.1810379545","3.7121251893","3.649606971","2.4","0.7509412365","0.6517384","0.1989130344","0.068008128","0.0434228904","0.02","","0.0259","0.00009","0.0000175","0.0000014349","0.0000017591","","0","0","","99.3688347364"
"2024-10-22","45.5599598926","26.6214157612","7.44","7.9480538562","3.7099763558","3.6005997255","2.4","0.7541005376","0.651356","0.1989131014","0.068008128","0.0445482963","0.01","","0.0266","0.000085","0.0000155","0.0000019128","0.0000020076","","0","0","","99.033636075"
"2024-10-23","45.0131742987","26.5087249983","7.44","7.9732018226","3.7007457804","3.5380723898","2.4","0.7534963467","0.6519088","0.1989130995","0.068008128","0.0464970187","0.01","","0.0273","0.00009","0.000015","0.0000014349","0.0000017542","","0","0","","98.3301508718"
"2024-10-24","45.6774993011","34.0090919342","7.44","8.0697962523","4.3167687899","3.5473739395","2.4","7.0458729484","0.6522916","0.1989130289","0.068008128","0.0479856536","0.01","","0.0224","0.00007","0.0000125","0.0000019128","0.0000017591","","0","0","","113.5060877478"
"2024-10-25","45.4497456955","43.1096032489","7.44","8.0688969449","4.7372858703","3.5908473134","2.4","11.734483773","0.652066","0.1989130289","0.068008128","0.0481934304","0.01","","0.0238","0.000075","0.0000135","0.0000019128","0.0000015052","","0","0","","127.5319353513"
"2024-10-26","44.7984840173","37.5559416048","7.44","8.1719648734","4.2849050912","3.7022032802","2.4","6.6078213404","0.6521948","0.1989130287","0.068008128","0.0481934304","0.01","","0.0231","0.000085","0.0000135","0.0000014349","0.0000017542","","0","0","","115.9618312835"
"2024-10-27","44.8910422517","26.2720058054","7.44","8.1606869809","3.6784211221","3.5277487503","2.4","0.8627722287","0.6521496","0.1989130287","0.068008128","0.0481934304","0.01","","0.0231","0.000075","0.000014","0.0000014349","0.0000017591","","0","0","","98.2331335202"
"2024-10-28","45.4662941738","29.2728965666","7.44","8.0075029622","3.8989133108","3.5964489773","2.4","2.4523892467","0.6519524","0.1989130289","0.068008128","0.0481934304","0.01","","0.0091","0.000075","0.000015","0.0000019128","0.0000017542","","0","0","","103.5207058917"
"2024-10-29","45.5473946466","29.7904398643","7.44","7.9323519383","3.88456037","3.5649473409","2.4","2.2329427483","0.6516568","0.1989130287","0.068008128","0.0481934304","0.02","","0.0035","0.0001","0.0000155","0.0000014349","0.0000017591","","0","0","","103.7830269895"
"2024-10-30","45.7278023317","30.2995519515","7.44","7.9274899272","3.9285782205","3.6076610869","2.4","2.4633699048","0.6518744","0.1989130359","0.065319956","0.0481934304","0.01","","0.0042","0.00009","0.0000175","0.0000019128","0.0000017542","","0","0","","104.7730654119"
"2024-10-31","45.2535026544","29.8522769323","7.44","7.9574449547","3.8819220924","3.5873235911","2.4","2.1197315112","0.651942","0.1989130366","0.068089128","0.0481934304","0.01","","0.0042","0.000095","0.0000165","0.0000019128","0.0000017591","","0","0","","103.473654503"
"2024-11-01","44.9338800877","27.8538208855","7.44","7.9710845241","3.6763277994","3.1427755355","2.4","0.7917136815","0.6520572","0.198912","0.0685026672","0.0497998752","0.01","0.1","0","0.0001","0","0.0000014349","0.0000020076","","0","0","","99.2889776986"
"2024-11-02","45.2533490898","27.7353653076","7.44","7.9924755037","3.6760661149","3.5762328264","2.4","0.7882739522","0.652956","0.198913068","0.0701586672","0.0497998752","0.01","","0","0.00008","0","0.0000014349","0.0000015057","","0","0","","99.8436733456"
"2024-11-03","45.0038935482","27.7349219302","7.44","8.0406427269","3.6747001546","3.5770052004","2.4","0.7867632341","0.6526432","0.198913068","0.0701586672","0.0497998752","0.01","","0","0.000075","0","0.0000019128","0.0000017542","","0","0","","99.6395202718"
"2024-11-04","45.491147046","27.79680655","7.44","8.081133657","3.704454891","3.578541232","2.4","0.8023381925","0.6518784","0.198913068","0.0701586672","0.0497998752","0.01","","0","0.000075","0","0.0000014349","0.0000017591","","0","0","","100.2752497729"
"2024-11-05","45.6147799696","28.0009935584","7.44","8.1762820495","3.7089139211","3.5914519264","2.4","0.8073734241","0.6518572","0.1989153405","0.0701586672","0.0497998752","0.02","","0","0.000065","0.0000000022","0.0000019128","0.0000017542","","0","0","","100.7305946012"
"2024-11-06","45.5478576786","27.9229734136","7.44","7.9443572523","3.7049424819","3.584572792","2.4","0.8052858084","0.6522216","0.198913068","0.0701586672","0.0497998752","0.01","","0","0.000075","0","0.0000014349","0.0000017591","","0","0","","100.3311608312"
"2024-11-07","45.2997874313","27.8574339314","7.44","7.9481615764","3.7080121059","3.5871303024","2.4","0.8039061122","0.6520556","0.198913068","0.0688626672","0.0497998752","0.03","","0","0.000085","0.000015","0.0000019128","0.0000020076","","0","0","","100.0441665904"
"2024-11-08","45.2871438859","27.8230195813","7.44","8.0359553247","3.7214471295","3.5872850423","2.4","0.8114303109","0.6522952","0.198913068","0.0672426672","0.0497998752","0.05","","0","0.000105","0.0000165","0.0000019128","0.0000017542","","0","0","0","100.124657252"
"2024-11-09","45.5260310604","27.8702405071","7.44","8.0406483646","3.8888943717","3.5862006899","2.4","0.8058097995","0.6519592","0.198913068","0.0672426672","0.0497998752","0.05","","0","0.00009","0.0000165","0.0000014349","0.0000017591","","0","0","","100.5758492976"
"2024-11-10","45.5190013659","27.7488139036","7.44","8.0677003756","3.6789882242","3.5763660137","2.4","0.7912020279","0.6527308","0.198913068","0.0644648894","0.0497998752","0.06","","0","0.000085","0.000019","0.0000019128","0.0000017542","","0","0","","100.2480882105"
"2024-11-11","45.4947199242","27.8170721569","7.44","8.1776073373","3.7196128393","3.5875580088","2.4","0.8042087022","0.6529156","0.198913068","0.0691476672","0.0497998752","0.05","","0","0.000065","0.0000155","0.0000014349","0.0000015057","","0","0","","100.4616386197"
"2024-11-12","45.3127267624","27.8689065588","7.44","8.512037146","3.8578292822","3.5837139426","2.4","0.8121003281","0.6529576","0.198913068","0.0699546672","0.0497998752","0.05","","0.0042","0.00005","0.0000105","0.0000014349","0.0000017542","","0","0","","100.8132029196"
"2024-11-13","45.3118881975","28.0143630106","7.44","8.4836790176","3.9399548446","3.5918896126","2.4","0.811565611","0.6534076","0.198913068","0.0708996672","0.0497998752","0.06","","0.0042","0.00007","0.0000095","0.0000019128","0.0000017591","","0","0","","101.0306436762"
"2024-11-14","45.8719628007","28.5915752644","7.44","8.3766033543","3.9660117948","4.6709194659","2.4","0.8062760707","0.6529636","0.1989131215","0.0707886672","0.0497998752","0.05","","0.0042","0.00005","0.0000150043","0.0000014349","0.0000020071","","0","0","","103.150082461"
"2024-11-15","46.8713669073","29.5203814359","7.44","8.3873649177","3.9357075241","4.0126755521","2.4","0.8105536323","0.6531428","0.1989222745","0.0708996672","0.0497998752","0.06","","0.0063","0.000065","0.00001","0.0000014349","0.0000015042","","0","0","","104.4171925254"
"2024-11-16","46.5622305913","28.8941560251","7.44","7.920726059","3.8357008408","3.9503108565","2.4","0.7977315351","0.6532348","0.1989130704","0.0708996672","0.0497998752","0.05","","0.0035","0.000055","0.000012","0.0000014349","0.0000015057","","0","0","","102.8272732612"
"2024-11-17","47.5885430774","27.8283363457","7.44","7.9223166086","3.6736703301","3.9478334917","2.4","0.7907648811","0.6532908","0.1989130704","0.0708426672","0.0497998752","0.06","","0.0049","0.00007","0.0000115","0.0000019128","0.0000017591","","0","0","","102.6292963193"
"2024-11-18","49.1989503495","29.293491466","7.44","8.2039381455","3.8238004579","3.9929024959","2.4","0.8311918302","0.6527136","0.1989221605","0.0708996672","0.0497998752","0.05","","0.0042","0.000065","0.0000135","0.0000014349","0.0000017532","","0","0","","106.210891736"
"2024-11-19","49.0100035027","30.0455559254","7.44","8.2902268222","4.2330466064","3.9485595925","2.4","0.8157026156","0.6520208","0.1989130704","0.0707856672","0.0497998752","0.07","","0.0035","0.00006","0.0000125","0.0000014349","0.0000017537","","0","0","","107.2281901662"
"2024-11-20","49.0018827603","28.9302919959","7.44","8.0166178398","3.9025113449","3.9626159613","2.4","0.811789022","0.6518888","0.1989130704","0.0702516672","0.0497998752","0.05","","0.0042","0.000065","0.000013","0.0000014349","0.0000017581","","0","0","","105.49084353"
"2024-11-21","49.3329209365","28.7831247687","7.44","7.9723347967","3.805171124","3.9697888316","2.4","0.802925694","0.65105","0.1989130704","0.0703836672","0.0497998752","0.05","","0.0049","0.00005","0.0000105","0.0000014349","0.0000015057","","0","0","","105.5313762049"
"2024-11-22","48.3821406494","28.7661359572","7.44","7.962937169","3.7995262235","3.9601814952","2.4","0.8111740087","0.6512288","0.1989130704","0.0706716672","0.0497998752","0.05","","0.0042","0.00007","0.0000115","0.0000014349","0.0000020076","","0","0","","104.5469938583"
"2024-11-23","47.7317956116","28.476520323","7.44","7.9206364894","3.769493887","3.9465776144","2.4","0.8035649248","0.652376","0.1989130704","0.0707856672","0.0497998752","0.05","","0.0049","0.00005","0.000012","0.0000019128","0.0000015057","","0","0","","103.5154288815"
"2024-11-24","47.6944947116","28.0134874016","7.44","7.9206291123","3.6819649707","3.9680119141","2.4","0.7927975593","0.6524204","0.1989130704","0.0707856672","0.0497998752","0.06","","0.0042","0.00007","0.0000125","0.0000014349","0.0000015057","","0","0","","102.947590123"
"2024-11-25","48.7949658924","28.592068234","7.44","7.9858657105","3.7936493975","3.9382316875","2.4","0.8169184376","0.6520192","0.1989130704","0.0708996672","0.0497998752","0.06","","0.0042","0.000065","0.000011","0.0000014349","0.0000020071","","0","0","","104.7976106143"
"2024-11-26","50.7287905419","28.9980563933","7.44","8.0416785968","3.8115152067","4.0293330245","2.4","0.8151543957","0.652328","0.1989130704","0.0707856672","0.0497998752","0.06","","0.0042","0.000065","0.00001","0.0000014349","0.0000015057","","0","0","","107.3006327123"
"2024-11-27","43.8888390572","28.6920529477","7.44","8.1314048297","4.2136110427","3.961850653","2.4","0.8101158012","0.6522528","0.1989130704","0.0707856672","0.0497998752","0.07","","0.0042","0.000055","0.000011","0.0000019128","0.0000017542","","0","0","","100.5838954113"
"2024-11-28","41.2239627559","28.9729101611","7.44","8.1922178175","4.4017694366","3.9707388099","2.4","0.814154971","0.6525892","0.1989130704","0.0707856672","0.0497998752","0.06","","0.0042","0.000055","0.00001","0.0000019128","0.0000017591","","0","0","","98.4521104367"
"2024-11-29","41.0732067314","29.1649972388","7.44","8.2867057717","4.4297856842","3.9535106776","2.4","0.8195439268","0.6524536","0.1989176154","0.0707886672","0.0497998752","0.05","","0.0056","0.000055","0.00001","0.0000014349","0.0000020076","","0","0","","98.5953782308"
"2024-11-30","40.7970293435","28.6112023847","7.44","8.280955015","4.4199462589","3.8492790318","2.4","0.8035219261","0.6518908","0.1989130704","0.0707286672","0.0497998752","0.05","","0.0042","0.000055","0.000011","0.0000019128","0.0000017542","","0","0","","97.6275360398"
"2024-12-01","40.70522921","27.3626320244","7.44","8.2807007407","4.2770523033","3.3841924851","2.4","0.7720044119","0.6523756","0.056832","0.066820128","0.0481934304","0.05","0.1","0","0.000055","0","0.0000014349","0.0000017591","","0","0","","95.5960905278"
"2024-12-02","40.9543639794","29.5272765891","7.44","8.2856479709","4.4048932696","3.86764963","2.4","0.7902270073","0.6523752","0.198912","0.068635128","0.0481934304","0.06","","0","0.000055","0","0.0000019128","0.0000017542","","0","0","","98.6982328717"
"2024-12-03","40.9651029307","30.706788351","7.44","8.2813947075","4.6407243568","3.8757518499","2.4","0.8027840036","0.652238","0.1989130705","0.068581128","0.0484011731","0.05","","0","0.000055","0","0.0000014349","0.0000017591","","0","0","","100.1307377651"
"2024-12-04","40.4130110903","27.779664408","7.44","8.2841417045","4.3050518079","3.9481452643","2.4","0.7865950657","0.652054","0.1989131331","0.068638128","0.0487427615","0.05","","0","0.000055","0","0.0000019128","0.0000017542","","0","0","","96.3750160303"
"2024-12-05","38.6298752374","27.4034852609","7.44","8.2819883044","4.2950469068","3.6220039244","2.4","0.7890035813","0.6520064","0.1989169943","0.068635128","0.048775008","0.05","","0","0.000055","0","0.0000014349","0.0000015057","","0","0","","93.8797946861"
"2024-12-06","39.5198867398","27.5260513916","7.44","6.8619123101","4.2795358469","3.6692122653","2.4","0.7903493381","0.6522868","0.1989161554","0.067666128","0.048775008","0.06","","0","0.000055","0","0.0000014349","0.0000015057","","0","0","","93.5146499238"
"2024-12-07","39.581567741","27.3647664624","7.44","3.9602972533","4.2546365825","3.6827786699","2.4","0.7806246607","0.653074","0.1989130313","0.068497128","0.048775008","0.06","","0","0.000055","0","0.0000019128","0.0000017537","","0","0","","90.4939892036"
"2024-12-08","39.0957348326","27.1517322621","7.44","3.9602364491","4.2506903431","3.6144134818","2.4","0.7772468011","0.6531996","0.1989130313","0.068578128","0.048775008","0.05","","0","0.00005","0.000009","0.0000014349","0.0000017591","","0","0","","89.7095821311"
"2024-12-09","39.104779589","27.4865225134","7.44","3.9602956783","4.4293862464","3.635890581","2.4","0.7914360915","0.6531236","0.1989153108","0.069091128","0.048775008","0.05","","0.0042","0.000095","0.000014","0.0000014349","0.0000017542","","0","0","","90.2725279355"
"2024-12-10","39.0964865875","27.2447090468","7.44","3.9602379319","4.4093106205","3.9568396708","2.4","0.7900348078","0.6528924","0.198913039","0.069148128","0.048775008","0.05","","0.0035","0.00011","0.0000205","0.0000019128","0.0000017581","","0","0","","90.3209814112"
"2024-12-11","39.0972810023","27.2823731673","7.44","3.9602974115","4.2903428168","3.6176468154","2.4","0.792310865","0.6527296","0.1989130392","0.067174128","0.048775008","0.06","","0.0042","0.000065","0.0000115","0.0000014349","0.0000017591","","0","0","","89.9121235475"
"2024-12-12","40.0367856561","27.4630177278","7.44","3.9602372168","4.3149503538","3.6633156134","2.4","0.7975598519","0.6529476","0.1989130392","0.066388128","0.048775008","0.05","","0.0042","0.000055","0.0000115","0.0000019128","0.0000020076","","0","0","","91.0971606154"
"2024-12-13","40.6707396669","27.5256922746","7.44","3.9603470642","4.3256355651","3.7007117916","2.4","0.7954425159","0.6530688","0.1989130383","0.066379128","0.048775008","0.05","","0.0063","0.000055","0.000011","0.0000014349","0.0000015057","","0","0","","91.8420737932"
"2024-12-14","40.4697461331","27.4478934176","7.44","3.9603075132","4.2752601656","3.6945948738","2.4","0.7767643627","0.6534008","0.1989130383","0.066379128","0.048775008","0.05","","0.0042","0.000055","0.0000105","0.0000019128","0.0000020076","","0","0","","91.4863038607"
"2024-12-15","40.3566996139","27.4640858545","7.44","3.9603803057","4.2665800983","3.6962040809","2.4","0.7829602733","0.6535988","0.1989130313","0.066370128","0.048775008","0.07","","0.0042","0.000055","0.0000105","0.0000019128","0.0000015057","","0","0","","91.4088361124"
"2024-12-16","40.738898554","27.6197526441","7.44","3.9603088888","4.3200857198","3.7008132304","2.4","0.8060787763","0.6531808","0.1989130313","0.066379128","0.048775008","0.05","","0.0035","0.000055","0.0000105","0.0000014349","0.0000020071","","0","0","","92.0067547227"
"2024-12-17","40.9276478742","27.6792864851","7.44","3.9603529313","4.3136536067","3.7036238799","2.4","0.7891012703","0.6528312","0.1989130313","0.066370128","0.048775008","0.07","","0.0042","0.000055","0.00001","0.0000019128","0.0000017537","","0","0","","92.2548240813"
"2024-12-18","40.9304154071","27.8019851227","7.44","3.9602913671","4.312616216","3.7074858694","2.4","0.8024798964","0.6526652","0.1989130313","0.066370128","0.048775008","0.05","","0.0042","0.00005","0.00001","0.0000014349","0.0000017586","","0","0","","92.3762604395"
"2024-12-19","40.9287279032","27.8475777053","7.44","3.9603484065","4.3272984031","3.7274918963","2.4","0.7952277151","0.6530332","0.1989175754","0.066379128","0.048775008","0.05","","0.0042","0.000055","0.00001","0.0000014349","0.0000015052","","0","0","","92.448044881"
"2024-12-20","40.9304928959","27.6483865604","7.44","3.9602947933","4.3554816983","4.0341861333","2.4","0.7993254454","0.6535856","0.1989130311","0.066370128","0.048775008","0.05","","0.0049","0.00005","0.0000095","0.0000019128","0.0000017591","","0","0","","92.5907744656"
"2024-12-21","40.8551083604","27.5188134047","7.44","3.9603502408","4.3132259943","3.7044910275","2.4","0.7880466787","0.654454","0.1989130385","0.066370128","0.048775008","0.06","","0.0049","0.00005","0.00001","0.0000014349","0.0000017542","","0","0","","92.01351107"
"2024-12-22","40.9306464968","27.5291746324","7.44","3.960295205","4.2997178754","3.6982540741","2.4","0.7831134011","0.6544056","0.1989130383","0.066370128","0.048775008","0.05","","0.0035","0.000055","0.00001","0.0000019128","0.0000017591","","0","0","","92.063234131"
"2024-12-23","40.9309565012","27.5974229599","7.44","3.9603519139","4.3534322019","3.6978093093","2.4","0.7963012098","0.6540516","0.1989130392","0.066346128","0.048775008","0.05","","0.0049","0.00005","0.0000105","0.0000014349","0.0000015047","","0","0","","92.1993233108"
"2024-12-24","42.0245174975","27.7739911131","7.44","3.9602961592","4.353524972","3.7296233049","2.4","0.7989556666","0.6536116","0.1989130383","0.066379128","0.0489084963","0.05","","0.0042","0.00005","0.00001","0.0000019128","0.0000020071","","0","0","","93.5029848958"
"2024-12-25","42.1132624542","27.6835313826","7.44","3.9603526552","4.3015605785","3.8181756945","2.4","0.7881161132","0.6537044","0.1989130392","0.066370128","0.0493612032","0.06","","0.0042","0.00005","0.00001","0.0000014349","0.0000015057","","0","0","","93.5376105892"
"2024-12-26","42.1648831092","27.8182488194","7.44","3.9603132266","4.3380364466","3.8192172981","2.4","0.7995913","0.653232","0.1989130313","0.066379128","0.0493612032","0.05","","0.0042","0.00005","0.0000105","0.0000019128","0.0000020076","","0","0","","93.7624399828"
"2024-12-27","42.164973916","27.7335651928","7.44","3.9603800436","4.3299640605","3.8256808484","2.4","0.7986902855","0.6538512","0.1989130313","0.066361128","0.0493612032","0.06","","0.0035","0.00005","0.000009","0.0000014349","0.0000015047","","0","0","","93.6853028489"
"2024-12-28","42.1650727254","27.6954083483","7.44","3.9603263983","4.324714517","3.817715896","2.4","0.7946187916","0.654094","0.1989130313","0.066370128","0.0493612032","0.05","","0.0056","0.00005","0.000009","0.0000014349","0.0000017586","","0","0","","93.6222572326"
"2024-12-29","42.1651172978","27.7098188268","7.44","3.9603554939","4.3031749929","3.8179371026","2.4","0.7948073872","0.6542352","0.1989130313","0.066361128","0.0493612032","0.06","","0.0049","0.00005","0.0000095","0.0000019128","0.0000017537","","0","0","","93.6250448302"
"2024-12-30","42.1654408054","27.911781588","7.44","3.9602756829","4.3527665713","3.8201968745","2.4","0.8044306918","0.6538444","0.1989130313","0.066379128","0.049733076","0.05","","0.0035","0.00005","0.0000095","0.0000014349","0.0000015052","","0","0","","93.8773242893"
"2024-12-31","45.9171850746","27.7722265947","7.44","3.9603550015","4.3596544683","3.8199256452","2.4","0.8047350703","0.6538072","0.1989130304","0.066361128","0.0499475136","0.06","","0.0042","0.000055","0.000009","0.0000014349","0.0000017542","","0","0","","97.5073779157"
"2025-01-01","46.1392711945","27.7524204763","7.44","3.9602886354","4.298323219","3.8163555047","2.4","0.7817975047","0.6540568","0.198912","0.064732128","0.0499475136","0.06","0.5","0","0.00005","0","0.0000014349","0.0000020076","","0","0","","98.1161584187"
"2025-01-02","42.1479003793","28.0900923082","7.44","3.9603355432","4.4472216849","3.8286630675","2.4","0.8102537026","0.6537468","0.1989142725","0.066361128","0.050770985","0.06","","0","0.000045","0","0.0000014349","0.0000015052","","0","0","","94.1543078113"
"2025-01-03","42.1659615672","27.8145851167","7.44","3.9602707615","4.546290543","3.8225158657","2.4","0.8098437183","0.6532628","0.1989130383","0.066370128","0.0515671992","0.05","","0","0.00005","0","0.0000014349","0.0000015057","","0","0","","93.9796336785"
"2025-01-04","42.1659456098","27.7687628354","7.44","3.960327393","4.3129250143","3.8289038406","2.4","0.8090878226","0.6535568","0.1989130383","0.066352128","0.0515671992","0.05","","0","0.00005","0","0.0000019128","0.0000015057","","0","0","","93.7063950997"
"2025-01-05","42.1660283283","27.7664756111","7.44","3.9602789454","4.2953505334","4.1575685097","2.4","0.7892549225","0.6539824","0.1989130385","0.066370128","0.0515671992","0.06","","0","0.00004","0","0.0000014349","0.0000015057","","0","0","","94.0058325567"
"2025-01-06","42.1659980037","28.9703008805","7.44","3.9602742534","4.4059759188","3.8590605767","2.4","0.9510642444","0.6531076","0.1989130392","0.066361128","0.0515671992","0.05","","0","0.000045","0","0.0000019128","0.0000017581","","0","0","","95.1726715148"
"2025-01-07","42.1669237094","29.5780675611","7.44","3.9603928377","4.4238196248","3.8687724507","2.4","1.0125796647","0.6531612","0.1989130392","0.066370128","0.0515671992","0.05","","0","0.00005","0","0.0000009566","0.0000017537","","0","0","","95.8706201251"
"2025-01-08","42.1667983639","31.2021612916","7.44","3.9602637202","4.476198035","3.90194709","2.4","1.183753048","0.6528104","0.1989130392","0.066370128","0.0515671992","0.07","","0","0.000045","0","0.0000019128","0.0000015047","","0","0","","97.7708307326"
"2025-01-09","42.1669023708","30.8491573095","7.44","3.9603494784","4.4780089165","3.922900906","2.4","1.1767202093","0.6522508","0.1989130313","0.066370128","0.0515671992","0.05","","0.0035","0.00005","0","0.0000014349","0.0000017542","","0","0","","97.4166935381"
"2025-01-10","42.1668628769","29.2068791582","7.44","3.9602926087","4.445204574","3.8440842924","2.4","0.9932520668","0.6518896","0.1989130313","0.066370128","0.0515671992","0.05","","0.0042","0.000045","0","0.0000014349","0.0000015057","","0","0","","95.4795634761"
"2025-01-11","42.1193033868","27.8548101362","7.44","3.9603229068","4.3679807979","3.8240238424","2.4","0.813348663","0.652422","0.1989130304","0.066361128","0.0515671992","0.05","","0.0042","0.000045","0","0.0000014349","0.0000015057","","0","0","","93.8033010313"
"2025-01-12","42.1669445966","27.7048486033","7.44","3.9602686571","4.2919219863","3.8236857023","2.4","0.8039512627","0.6529212","0.1989130306","0.066370128","0.0515671992","0.06","","0.0042","0.00005","0","0.0000019128","0.0000017591","","0","0","","93.625646038"
"2025-01-13","42.1564135068","27.7006887149","7.44","3.9603269305","4.3278908387","3.8139900767","2.4","0.818589644","0.6524228","0.1989130306","0.066361128","0.0515671992","0.05","","0.0035","0.000045","0","0.0000014349","0.0000015052","","0","0","","93.6407118095"
"2025-01-14","42.2498628446","27.8355587385","7.44","3.9622552789","4.3163963164","3.8285449892","2.4","0.8183922877","0.6528756","0.1989168654","0.066361128","0.0515671992","0.05","","0.0049","0.00005","0.000009","0.0000014349","0.0000015057","","0","0","","93.8756931885"
"2025-01-15","42.1680567383","27.9808871892","7.44","4.0804006601","4.300217237","3.8130253361","2.4","0.8149161811","0.6526452","0.1989130385","0.066361128","0.0515671992","0.05","","0.0042","0.000045","0.0000085","0.0000019128","0.0000015057","","0","0","","94.021246826"
"2025-01-16","42.7281154733","28.2737141575","7.44","4.080297177","4.3012602205","3.8813206117","2.4","0.822221565","0.6523124","0.1989130383","0.066361128","0.0515671992","0.05","","0.0049","0.000045","0.000009","0.0000014349","0.0000020071","","0","0","","94.9510404125"
"2025-01-17","42.1838904346","29.0020399523","7.44","4.139676329","4.366682676","3.8489919747","2.4","0.9849889551","0.6524364","0.1989160218","0.066370128","0.0515671992","0.06","","0.0049","0.000045","0.000008","0.0000014349","0.0000015047","","0","0","","95.4005160103"
"2025-01-18","42.1675545091","27.8355276409","7.44","4.1123111021","4.2942655719","3.8094843666","2.4","0.8313728163","0.6530768","0.1989130392","0.066370128","0.0515671992","0.05","","0.0035","0.000045","0.000009","0.0000014349","0.0000015057","","0","0","","93.9140001139"
"2025-01-19","42.1238393987","27.6957418803","7.44","3.9603700861","4.2648404474","3.8097600787","2.4","0.8082210279","0.6532004","0.1989130385","0.066361128","0.0515671992","0.06","","0.0035","0.000045","0.0000095","0.0000014349","0.0000015057","","0","0","","93.5363721254"
"2025-01-20","42.1678949798","27.7529975149","7.44","3.9603104256","4.2946554851","3.8137181101","2.4","0.8221628205","0.6524756","0.1989130383","0.066361128","0.0515671992","0.05","","0.0049","0.00004","0.0000095","0.0000014349","0.0000017537","","0","0","","93.6760089901"
"2025-01-21","42.1784801359","27.9168806093","7.44","3.9603562382","4.3004791846","3.8206914145","2.4","0.8307756873","0.6528564","0.1989153118","0.066370128","0.0515671992","0.06","","0.0042","0.00005","0.0000085","0.0000019128","0.0000015052","","0","0","","93.8816342268"
"2025-01-22","42.1440508909","27.8073955666","7.44","3.9603023085","4.305254607","3.8125511675","2.4","0.8258345643","0.652752","0.1989130392","0.066370128","0.0515671992","0.05","","0.0042","0.000045","0.0000095","0.0000014349","0.0000015052","","0","0","","93.7192489113"
"2025-01-23","42.1634799774","27.8521475657","7.44","3.9603548691","4.3148873175","3.8183386071","2.4","0.8300780812","0.6526304","0.1989137413","0.066304128","0.0515671992","0.06","","0.0049","0.00005","0.000008","0.0000019128","0.0000015047","","0","0","","93.813663304"
"2025-01-24","42.4160704955","27.8968889097","7.44","3.9970417644","4.3091125982","3.8149603772","2.4","0.8182451396","0.6528904","0.1989130313","0.066379128","0.0515671992","0.08","","0.0035","0.000055","0.0000105","0.0000014349","0.0000020066","","0","0","","94.1456379846"
"2025-01-25","42.1680984567","27.8518610046","7.44","4.0802646059","4.2790662857","3.8088203329","2.4","0.7996620261","0.6532376","0.1989130313","0.066379128","0.0515671992","0.09","","0.0049","0.00006","0.0000095","0.0000014349","0.0000015052","","0","0","","93.8928421105"
"2025-01-26","42.1681584119","27.7200167813","7.44","4.1157606797","4.2662661401","3.8063730618","2.4","0.7951557433","0.653458","0.1989130313","0.066379128","0.0515671992","0.11","","0.0049","0.000055","0.00001","0.0000019128","0.0000015057","","0","0","","93.7970165951"
"2025-01-27","42.3255242133","27.7648882936","7.44","4.2011909457","4.3132110584","3.8134644875","2.4","0.805747442","0.6530936","0.1989130306","0.066370128","0.0515671992","0.09","","0.0042","0.00005","0.00001","0.0000014349","0.0000017591","","0","0","","94.1282335923"
"2025-01-28","42.4454182654","28.0987589731","7.44","4.20031574","4.3299640963","3.8304314618","2.4","0.805754297","0.6530884","0.1989168661","0.066370128","0.0515671992","0.15","","0.0035","0.00006","0.00001","0.0000014349","0.0000015057","","0","0","","94.6741583675"
"2025-01-29","42.431595532","30.3791716831","7.44","4.0844578466","4.4699856837","3.8561963352","2.4","1.167290022","0.65282","0.1989130392","0.066388128","0.0515671992","0.09","","0.0042","0.000055","0.0000095","0.0000014349","0.0000017542","","0","0","","97.2926531581"
"2025-01-30","43.0580338326","29.606511822","7.44","4.0803802364","4.4225236859","3.8417213368","2.4","1.0343176933","0.6524232","0.198913039","0.066373128","0.0515671992","0.11","","0.0035","0.000045","0.000009","0.0000014349","0.0000015057","","0","0","","96.9663221138"
