"Service","Relational Database Service($)","EC2-Other($)","EC2-Instances($)","S3($)","API Gateway($)","Elastic Load Balancing($)","CloudWatch($)","VPC($)","ElastiCache($)","DynamoDB($)","Route 53($)","Secrets Manager($)","Cost Explorer($)","Lambda($)","Athena($)","Service Catalog($)","Key Management Service($)","SNS($)","SQS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","Total costs($)"
"2024-07-09","1146.0058166708","178.090613939","153.2714421069","37.6073931247","16.4921907607","9.7825239561","9.7555525372","10.7735344852","2.952568776","0.1065601364","0.0095792","0.0380617736","0.01","0.0008018268","","0","0.00303","0.0002093257","0.0000084","0.0000014349","0.0000010136","","0","0","","","1564.8998894676"
"2024-07-10","1163.5725318978","176.9968918584","152.5186457691","36.3331398404","16.8904756955","8.8716539995","9.749366375","10.4046228972","2.952574068","0.1065601393","0.0099232","0.0381817736","0.01","0.0007589265","","0","0.003024","0.0006705561","0.000012","0.0000019128","0.0000010136","","0","0","","","1578.4590359228"
"2024-07-11","1077.0320042935","175.9150265253","153.7167701571","36.1468492421","17.2896696322","8.7589110082","9.8671409544","10.3471417732","2.9525787384","0.106560166","0.0100836","0.0381717736","0.01","0.0007286702","0.11335","0","0.003024","0.0000472261","0.0000124","0.0000019128","0.0000010136","","0","0","","","1492.3080730867"
"2024-07-12","1093.271103444","177.348959687","153.1572465606","35.9458856382","16.8826032142","9.5370404064","9.8867427065","10.5462548698","2.9525872488","0.1065601752","0.0097832","0.0398996768","0.01","0.0009022059","","0.0252","0.003024","0.0002294291","0.0000132","0.0000014349","0.0000010136","","0","0","","","1509.724038111"
"2024-07-13","1064.182026463","175.9799334619","153.3630762634","35.5498054636","15.7984670478","9.4997675989","9.2589941682","10.3375593297","2.9525933976","0.1065601752","0.0092812","0.0397896768","0.01","0.0006628473","","0.0238","0.00294","0.0000432707","0.0000132","0.0000019128","0.0000007602","","0","0","","","1477.1153162371"
"2024-07-14","1036.9209312908","174.6688538231","153.5042599628","34.8522328746","14.8491428161","8.7363149573","8.8625605621","9.9486052632","2.95259652","0.1065601752","0.0095936","0.0397796768","0.01","0.0007029098","","0.0231","0.003024","0.0000839267","0.000012","0.0000019128","0.0000010136","","0","0","","","1445.4883572849"
"2024-07-15","1080.8690954286","177.0647046354","154.0351292402","35.3915204391","16.4137513446","9.3991523023","9.5150886411","10.1569729633","2.9526014928","0.1065601752","0.0094508","0.0399096768","0.01","0.0008038808","","0.0231","0.003024","0.0000442345","0.000012","0.0000019128","0.0000010136","","0","0","","","1495.9909241811"
"2024-07-16","1107.2995762324","176.8676744071","153.3262139838","38.707005316","16.1348418926","9.9376594496","9.4404048708","10.3615828536","2.9526077424","0.106560258","0.0130424","0.0409946768","0.01","0.0007469683","1.467465","0.0238","0.003069","0.0026682673","0.0000124","0.0000014349","0.0000007776","","0","0","","","1526.6959279312"
"2024-07-17","1113.9177635676","180.4526502203","174.625358903","34.8379639156","16.2218436108","10.0433312838","9.6041707538","10.2703813967","2.952612648","0.1065603794","0.0096936","0.0403896768","0.01","0.0116055377","","0.0238","0.003024","0.0000851307","0.0000124","0.0000019128","0.0000010136","","0","0","0","","1553.1312499506"
"2024-07-18","1071.4135852125","232.2580016034","179.8224424731","34.5822063561","16.4574903075","10.0346582845","9.8203861177","10.0971034459","2.9526183936","0.1065603816","0.0094744","0.0388567736","0.01","0.0247508926","","0.0224","0.002946","0.0000442891","0.000008","0.0000019128","0.0000010136","","0","0","","","1567.6535358576"
"2024-07-19","1072.2236916753","180.212968906","179.4400252671","33.4220807654","16.8208963581","10.5564349045","9.8924902329","10.3466347339","2.9526245976","0.1065603816","0.009692","0.0397346768","0.01","0.0285448483","","0.0175","0.00294","0.0000849516","0.0000096","0.0000014349","0.0000018083","","0","0","","","1516.0829171423"
"2024-07-20","1086.6691443757","179.1919717576","166.1478264198","33.4266570322","16.3081226473","10.4352614299","9.6864481743","10.2404388347","2.9526322128","0.1065603816","0.0086664","0.0394946768","0.01","0.0285766276","","0.014","0.00294","0.0000039481","0.0000064","0.0000019128","0.0000015553","","0","0","","","1515.2687547865"
"2024-07-21","1052.7533077156","176.899624409","160.3277196666","32.9240328303","14.1833495985","8.9997626954","9.019160675","9.9286160501","2.95263714","0.1065603816","0.0087268","0.0378017736","0.01","0.0285606567","","0.0112","0.003024","0.0000027957","0.0000048","0.0000014349","0.0000020734","","0","0","","","1468.1940954964"
"2024-07-22","1073.3830048645","177.9616251305","159.7180000249","33.761638346","14.2264402712","8.9563237114","9.1571028285","9.9770694325","2.9526449928","0.1065603816","0.0092712","0.0393546768","0.01","0.026787005","0.176995","0.0119","0.00294","0.0004485551","0.0000052","0.0000019128","0.0000015549","","0","0","","","1490.4781150885"
"2024-07-23","1116.4044891969","178.2173395723","158.3762994344","32.8638412269","14.3207382086","8.736909073","9.1824136626","9.8152617861","2.9526521256","0.1065603816","0.0096936","0.0395146768","0.01","0.0284996899","","0.0196","0.003024","0.0007319298","0.0000112","0.0000014349","0.0000020732","","0","0","","","1531.0875832726"
"2024-07-24","1088.6409463945","177.6347913121","158.5218405812","32.5257670825","14.4493081904","8.7889681791","9.3254566686","9.9261012376","2.9526574944","0.1065603816","0.0096992","0.0397496768","0.01","0.0285586609","","0.0217","0.002967","0.0010840386","0.0000116","0.0000019128","0.0000018198","","0","0","","","1502.9861714309"
"2024-07-25","1097.3508574436","177.3784048747","157.3561945995","32.2097701078","14.5614559104","8.1756702852","9.2819696215","9.839631855","2.9526632568","0.1065603816","0.009034","0.0396846768","0.01","0.0247546654","","0.0189","0.002946","0.0009833248","0.0000096","0.0000019128","0.0000018083","","0","0","","","1509.3194943242"
"2024-07-26","1066.3375546251","178.0664514772","162.0392935963","32.0033597619","14.1981199804","8.1822975671","9.2342749922","9.8562312973","2.9526753144","0.1065603816","0.0099204","0.0396546768","0.01","0.0271815329","","0.0161","0.003024","0.0005649786","0.0000088","0.0000019128","0.0000020732","","0","0","","","1483.0832773678"
"2024-07-27","1054.8961724989","177.3169807156","162.0710745327","31.483804787","14.1164880371","8.2848614771","9.0347629392","9.9148760437","2.9526831192","0.1065603816","0.0093624","0.0395546768","0.01","0.0285219565","","0.0182","0.003024","0.0002616397","0.0000088","0.0000014349","0.0000015549","","0","0","","","1470.2872009949"
"2024-07-28","1043.882185881","176.7739788128","161.7040338753","31.0366744575","13.7657451048","7.7594899881","8.8974147738","9.7118122559","2.9526872856","0.1065603816","0.0093244","0.0395946768","0.01","0.0282545516","","0.0182","0.003132","0.0002541397","0.0000088","0.0000019128","0.0000020736","","0","0","","","1456.6993553709"
"2024-07-29","1086.0025955606","178.6817026611","161.9261518012","31.4971668379","14.3652597259","8.2888898254","9.2222752156","9.9548407283","2.9526953904","0.1065603816","0.0100512","0.0395196768","0.01","0.0264807751","","0.0147","0.002958","0.0011765648","0.0000072","0.0000019128","0.0000020736","","0","0","","","1503.1030355311"
"2024-07-30","1064.945761904","177.8230412236","164.1918442467","30.8582321666","14.3353154151","7.8625916287","9.2131344628","9.7617053856","2.9527070832","0.1065603816","0.009846","0.0394546768","0.01","0.0263540104","","0.0133","0.002802","0.0004164111","0.0000056","0.0000014349","0.0000015551","","0","0","","","1482.1530755862"
"2024-07-31","1077.605734738","178.2949831301","163.5541135013","30.6460960537","14.1901897502","8.1265658308","9.1462226037","9.8174329863","2.9527146816","0.1065603816","0.0103528","0.0394396768","0.01","0.0267632238","","0.0133","0.003132","0.0001921397","0.0000068","0.0000019128","0.0000020732","","0","0","","","1494.5438042836"
"2024-08-01","1090.9499146293","177.4712611802","160.2063881999","30.9551728792","20.6117908336","8.2264075344","1.695106115","9.8980742113","2.952719976","0.1065603882","0.6100412","0.0394546768","0.01","0.0008494","","0","0.003051","0.0000032341","0.0000052","0.0000014349","0.0000015549","","0","0","","","1503.7368036478"
"2024-08-02","1088.1744416746","177.0786610657","160.2285663829","30.739628848","19.1567489035","8.4543145121","8.6252075429","9.994297005","2.9527272816","0.1065603984","0.0101808","0.0397046768","0.01","0.0226632422","","0","0.003036","0.0000028729","0.0000096","0.0000014349","0.0000018083","","0","0","","","1505.5967540498"
"2024-08-03","1068.1105204069","176.2320184869","159.9950136519","29.8747707055","14.9545533186","8.516487482","8.4869035088","10.025019134","2.9527374768","0.1065603984","0.0095136","0.0394146768","","0.0285219565","","0.014","0.003024","0.0000026398","0.0000068","0.0000019128","0.0000020734","","0","0","","","1479.3490722291"
"2024-08-04","1053.2654835511","175.4916051043","161.9640665277","29.0437859055","14.6520146429","7.5473081917","8.2122131759","9.6777847463","2.9527478904","0.1065603984","0.0092232","0.0394346768","0.01","0.0285219565","","0.0133","0.003024","0.0000026398","0.0000064","0.0000014349","0.0000015555","","0","0","","","1463.0170859977"
"2024-08-05","1117.7926514381","179.2569681308","163.9994096825","29.424753205","15.0990609935","8.5669749612","8.5392146446","9.9792071071","2.9527537872","0.1065603984","0.0094964","0.0378367736","0.01","0.0284561417","","0.0133","0.00252","0.0000039807","0.0000064","0.0000014349","0.00000182","","0","0","","","1535.8191772993"
"2024-08-06","1148.1760505244","178.0648023833","160.6816122947","29.0288929194","13.0424319616","8.4838597254","8.6380420716","10.0165367857","2.95276092","0.1065603984","0.0097748","0.0394096768","0.01","0.0268611886","","0.0119","0.00252","0.0001437536","0.0000064","0.0000019128","0.0000018083","","0","0","","","1559.2921695246"
"2024-08-07","1197.0411275323","177.2059403035","160.5897611202","28.3586487701","13.0374801681","8.3341557026","8.5997593799","9.957782622","2.952771984","0.1065603984","0.0098612","0.0394596768","0.01","0.0265024503","","0.0126","0.003024","0.0002409481","0.0000064","0.0000019128","0.0000018198","","0","0","","","1606.2856863889"
"2024-08-08","1181.8553427571","176.6700177399","160.2040318012","28.2010352333","13.2357512038","8.5429722886","8.7440364598","10.0360772691","2.9527778328","0.1065603984","0.0098144","0.0379517736","0.01","0.0286009525","","0.0161","0.003036","0.0008554662","0.0000076","0.0000014349","0.0000018083","","0","0","","","1590.6549724195"
"2024-08-09","1082.6632359617","176.811075145","160.3702930289","27.7974580666","12.3080235878","8.7117595866","8.601289274","10.0477949856","2.952786636","0.1065603984","0.0102556","0.0394846768","0.01","0.0285649358","","0.014","0.003024","0.0002493227","0.0000056","0.0000019128","0.0000015551","","0","0","","","1490.4758642738"
"2024-08-10","1072.2175836009","175.9336450159","159.485560531","27.2782523075","7.8133555908","8.6363241161","7.2539091145","10.0447693819","2.9527974768","0.1065603984","0.009488","0.0393996768","0.01","0.0285606565","","0.0133","0.003024","0.0001927951","0.0000064","0.0000014349","0.0000020738","","0","0","","","1471.8267325709"
"2024-08-11","1067.9186443097","175.9291456018","160.2344800024","26.9237672492","7.7074033962","8.3707932339","7.1234854562","9.8951815128","2.952804588","0.1065603984","0.0093512","0.0395646768","0.01","0.0286187067","","0.0161","0.002604","0.0002235276","0.0000084","0.0000019128","0.0000015549","","0","0","","","1467.2687397274"
"2024-08-12","1278.3461336778","177.9804662644","160.785007668","26.9270152842","8.7170482576","8.5570961123","7.4659908687","9.9239895476","2.9528126064","0.1065603984","0.0091904","0.0394496768","0.01","0.028819457","","0.0133","0.002562","0.0040472777","0.0000064","0.0000014349","0.0000020732","","0","0","","","1681.869499405"
"2024-08-13","1236.0538978245","179.6150863837","160.5499313903","27.4725699296","10.110265924","8.6598253007","7.9108590994","10.1394234164","2.9528227848","0.1065603984","0.0096944","0.0394996768","0.01","0.0285738398","","0.0133","0.00312","0.0013726721","0.000006","0.0000019128","0.0000015549","","0","0","","","1643.6768125082"
"2024-08-14","1148.8403003956","177.281485931","160.26272231","26.2281173394","10.7138284311","8.6243111513","8.1079921089","10.0199458798","2.9528305944","0.1065603984","0.009228","0.0394396768","0.01","0.0285219565","","0.0133","0.003024","0.0001991398","0.0000056","0.0000019128","0.0000020738","","0","0","","","1553.2418168996"
"2024-08-15","1111.3819076235","176.1954004944","160.2664564967","25.7721249068","7.8625985738","8.1734826432","7.1344014345","9.8664076064","2.9528339976","0.1065603984","0.0094288","0.0394346768","0.01","0.0284948314","","0.0133","0.00252","0.0001881398","0.000006","0.0000019128","0.00000182","","0","0","","","1509.8155503561"
"2024-08-16","1120.8911357786","176.7067433022","160.220387961","25.6106237951","12.737812429","8.5408453891","8.6442548231","9.9693695147","2.9528396856","0.1065603984","0.0097772","0.0395696768","0.01","0.0285589731","","0.0147","0.00294","0.0002281156","0.0000072","0.0000014349","0.0000018087","","0","0","","","1526.4863574859"
"2024-08-17","1107.6698588408","175.9626787822","159.9653496525","25.1844996039","13.4352634246","8.3482519793","8.7515351459","9.9076101567","2.9528493192","0.1065603984","0.0091628","0.0394396768","0.01","0.0285413065","","0.0126","0.003024","0.0001927174","0.000006","0.0000019128","0.0000018083","","0","0","","","1512.3874275253"
"2024-08-18","1093.5676894741","175.4948166052","159.5921256432","24.6362948146","13.4427320377","8.0558655194","8.675359876","9.8520980158","2.952856536","0.1065603984","0.0086876","0.0393996768","0.01","0.0285413065","","0.0126","0.003024","0.0001777174","0.0000056","0.0000014349","0.0000018198","","0","0","","","1496.4788380758"
"2024-08-19","1118.5093086782","176.5296233974","160.0526796903","24.6652553366","13.4394404541","8.1161029254","8.7539522286","9.9410946261","2.9528629392","0.1065603984","0.0090604","0.0394146768","0.01","0.0285413065","","0.0126","0.00252","0.0001892177","0.0000048","0.0000014349","0.0000020732","","0","0","","","1523.1692145834"
"2024-08-20","1145.8323463672","177.7439458163","160.6096472522","24.7455955207","13.7152452405","8.5803728603","8.9831755615","10.0688064285","2.9528752584","0.1065603984","0.0091708","0.0395696768","0.01","0.0284484625","","0.0147","0.003024","0.0002472174","0.0000088","0.0000019128","0.0000018083","","0","0","","","1553.4437433818"
"2024-08-21","1152.9711175483","178.0426103914","160.7929663351","24.4189029314","13.6340146224","8.473622911","8.9133554343","9.9874016305","2.9528901672","0.1065603993","0.0131132","0.0396346768","0.01","0.0285606566","","0.0168","0.003024","0.0002667956","0.0000088","0.0000019128","0.0000018198","","0","0","","","1560.4048542325"
"2024-08-22","1139.7161637388","178.0946687213","164.0937296459","24.3531304817","13.670165231","8.2939123739","8.9727375486","9.9139400166","2.9528969544","0.1065604008","0.0100148","0.0394696768","0.01","0.0285413065","","0.0175","0.003024","0.0002547174","0.0000068","0.0000014349","0.0000018083","","0","0","","","1550.2767196569"
"2024-08-23","1133.9035306283","177.7316958211","167.4115068455","23.8732002254","15.6064579844","8.6373193671","33.4697290572","10.3612552567","2.9529041784","0.1065604008","0.0099224","0.0395696768","0.01","0.0285800066","","0.0175","0.002604","0.0002558732","0.0000096","0.0000019128","0.0000020732","","0","0","","","1574.1626053075"
"2024-08-24","1122.6203159017","177.1215230558","166.966082462","23.7850516541","15.2328933896","8.4216714387","25.6251719467","10.1596394316","2.9529122664","0.1065604008","0.0097612","0.0396346768","0.01","0.0285455044","","0.0196","0.002529","0.0003477338","0.0000104","0.0000014349","0.0000018198","","0","0","","","1553.1022537171"
"2024-08-25","1121.0039462613","177.5185900454","166.7221734165","23.2072735522","15.3849090797","8.2531722694","25.5524842188","10.0950912771","2.9529224112","0.1065604008","0.009978","0.0396946768","0.01","0.0239665931","","0.021","0.002604","0.0003073736","0.0000112","0.0000019128","0.0000018083","","0","0","","","1550.904688497"
"2024-08-26","1136.3047808409","177.9315223642","169.0740865411","23.4503298803","15.2069278481","8.4023538181","25.3618773368","10.1599087261","2.9529350088","0.1065604008","0.0103796","0.0395696768","0.01","0.0262576018","","0.0168","0.002604","0.0002858199","0.0000076","0.0000014349","0.0000018198","","0","0","","","1569.0571903184"
"2024-08-27","1165.8623806684","180.399651477","169.335111585","23.9191973505","13.4116343059","8.0869104001","13.2353849926","9.8731024326","2.9529381768","0.1065604008","0.0104736","0.0396846768","0.01","0.0286961068","","0.0175","0.002616","0.0002719532","0.0000092","0.0000019128","0.0000020732","","0","0","","","1587.2921273125"
"2024-08-28","1125.7371318828","177.6398086796","169.2873487229","23.3810582208","12.9272857525","7.9451514858","8.7815994961","9.7809182595","2.9529395736","0.1065604008","0.0104344","0.0379567736","0.01","0.0285288128","","0.0175","0.002451","0.0009294662","0.0000092","0.0000019128","0.0000018083","","0","0","","","1538.6476158481"
"2024-08-29","1073.7637773489","177.0736544155","170.6758490326","22.7800673012","12.8732109756","7.8514101312","8.7328239935","9.7641300433","2.9529395736","0.1065604008","0.0103396","0.0394646768","0.01","0.0285219565","","0.0147","0.001857","0.0002326397","0.000008","0.0000014349","0.00000182","","0","0","","","1486.6795503441"
"2024-08-30","1088.1328630186","177.3513137546","170.3559110691","22.605302685","12.4455392751","7.6260711155","8.5788607145","9.6492093541","2.9529401928","0.1065604008","0.010442","0.0393296768","","0.0285219565","","0.0077","0.002712","0.0001481397","0.0000048","0.0000019128","0.0000015553","","0","0","","","1499.8934336212"
"2024-08-31","1086.4322115948","177.1222117063","170.3898495585","22.3073287106","13.5108125367","7.7011984237","8.8474445859","9.677739583","2.9529427056","0.1065604008","0.009946","0.0392746768","0.02","0.0285272357","","0.0091","0.003132","0.0000949599","0.0000024","0.0000009566","0.0000013019","","0","0","","","1499.1583793368"
"2024-09-01","1092.6527550052","182.4207148852","170.6214908534","22.8771545816","17.5177859436","7.4735720939","6.5409923641","9.5881171435","2.9529751152","0.0177604128","0.2099448","0.0405900008","0.01","0.0008484","","0","0.003024","0.0000026398","0.0000044","0.0000014349","0.0000015551","","0","0","","","1512.9277356291"
"2024-09-02","1130.8682250939","184.3219627017","169.8437762693","23.3397650746","19.2989284185","8.0631521632","8.8919907713","9.8181202594","2.9529778248","0.1065604128","0.0102316","0.0407850008","0.01","0.0148352285","","0","0.003114","0.0000032977","0.0000024","0.0000014349","0.0000015549","","0","0","","","1557.5844335063"
"2024-09-03","1224.3331972804","184.004126709","170.1051101392","22.8266046419","15.4341098027","8.0037522807","8.931560164","9.8041074539","2.9525914416","0.1065604128","0.0102296","0.0405750008","","0.0285219565","","0","0.003024","0.0000026398","0.0000028","0.0000014349","0.0000015553","","0","0","","","1646.5840793135"
"2024-09-04","1308.5622165218","183.9823066537","169.3152984913","22.679029416","15.340164125","7.9125444657","8.9213950146","9.7714553003","2.9522047872","0.1065604128","0.0104792","0.0405250008","0.01","0.0285413065","","0","0.003039","0.0000027174","0.0000028","0.0000014349","0.00000182","","0","0","","","1729.635768468"
"2024-09-05","1306.1830754546","183.9580255828","169.5131356479","22.6860833428","15.3244759649","8.0115606261","8.8502809183","9.7678414572","2.9522031264","0.1065604114","0.0102116","0.0405300008","0.01","0.028545619","","0","0.002925","0.0000033502","0.0000024","0.0000014349","0.0000015549","","0","0","","","1727.4454634922"
"2024-09-06","1301.6085855508","183.9366069061","169.4630119342","22.0497305442","15.7052095474","8.0987427462","8.9196954889","9.870123876","2.9522031264","0.1065604128","0.0103404","0.0405650008","0.01","0.0285606566","","0.007","0.00294","0.0000027949","0.0000024","0.0000019128","0.0000015549","","0","0","","","1722.809884853"
"2024-09-07","1269.5814886072","182.7421624903","167.320795785","21.6606300806","12.5514943818","7.6620326468","8.5676742286","9.6844685908","2.9522031264","0.1065604121","0.0098328","0.0405550008","0.01","0.0285219565","","0.0077","0.002268","0.0000026398","0.0000028","0.0000014349","0.0000015549","","0","0","","","1682.9283965365"
"2024-09-08","1276.5682703193","183.1092743067","169.3136788807","21.4636637724","11.6357805773","7.6765809813","8.3035156432","9.630012797","2.9522041752","0.1065604114","0.0100892","0.0405600008","0.01","0.0285413065","","0.0084","0.00252","0.0000027174","0.0000032","0.0000014349","0.0000015549","","0","0","","","1690.859661279"
"2024-09-09","1306.9128378216","184.9548310153","167.8103341985","21.6732901158","11.3194146609","8.0640951467","8.4257259558","9.7870501475","2.9522058624","0.1065604127","0.0103312","0.0405350008","0.01","0.0271782351","","0.0042","0.003024","0.0000027951","0.0000024","0.0000009566","0.0000015549","","0","0","","","1722.1016214797"
"2024-09-10","1302.2443451199","184.4715297463","167.9921583032","21.8535085309","11.5304208619","8.0067435708","8.4075014546","9.7665635151","2.9522116368","0.1065604121","0.0094708","0.0409500008","0.01","0.0285718087","","0.0112","0.003618","0.0002682453","0.0000044","0.0000014349","0.0000015549","","0","0","","","1717.4356293962"
"2024-09-11","1283.7699807193","183.4648289914","167.9794195756","21.1900136592","11.0817685328","7.9379950198","8.3221691254","9.8610099735","2.9522173872","0.1065604127","0.0097472","0.0406850008","0.01","0.0286199796","","0.0063","0.003108","0.0001236385","0.0000024","0.0000014349","0.0000015549","","0","0","","","1696.7645526056"
"2024-09-12","1297.4779950821","183.2663534334","169.4940361032","20.969328569","11.5006289014","7.9820829575","8.4033875773","9.7655289833","2.9521150056","0.1065604128","0.0101212","0.0389283341","0.01","0.0285468794","","0.0077","0.002004","0.0024153303","0.0000036","0.0000019128","0.0000020732","","0","0","","","1712.0177403554"
"2024-09-13","1300.0219545665","183.9480787158","168.2922837889","20.8426269828","11.6589423206","8.028057883","8.4556602651","9.7830942433","2.9520115368","0.1065604128","0.0097188","0.0405800008","0.01","0.0285219565","","0.007","0.003033","0.0000966398","0.0000028","0.0000014349","0.00000129","","0","0","","","1714.1882266376"
"2024-09-14","1290.4246469641","182.7436139615","167.29325828","20.3510853517","11.599560925","7.9938184672","8.417119308","9.7945668378","2.9520111024","0.1065604127","0.0098808","0.0405900008","0.01","0.028546192","","0.0063","0.0021","0.0001393094","0.0000028","0.0000014349","0.0000018198","","0","0","","","1701.7738039673"
"2024-09-15","1275.4936332295","182.4639629413","167.2822082723","20.1719616955","11.0884161838","8.0157342584","8.2449976611","9.8391845729","2.9520107304","0.1065604128","0.0097528","0.0405650008","0.01","0.0285219565","","0.0077","0.003024","0.0000966398","0.0000028","0.0000019128","0.0000018083","","0","0","","","1685.7583368762"
"2024-09-16","1232.3105627364","183.6429703584","167.9956682844","20.5071252414","11.4462750737","7.938217891","8.4585933074","9.8060036518","2.9520097824","0.1065604114","0.0104824","0.0405550008","0.01","0.0285219565","","0.007","0.00294","0.0000982553","0.0000032","0.0000014349","0.0000015549","","0","0","","","1645.2635905407"
"2024-09-17","1068.3680192547","183.2867457897","169.0668980907","20.2167327935","11.3097766828","7.8103311325","8.3591122077","9.7106033437","2.9520112128","0.1065604128","0.0102344","0.0405600008","0.01","0.0285419836","","0.0063","0.003024","0.0001012919","0.0000024","0.0000014349","0.0000018083","","0","0","","","1481.2855582404"
"2024-09-18","1082.9217667884","183.57030228","169.0242078257","20.2054583873","11.6045535107","7.8086981646","8.5104861522","9.847552009","2.9520112128","0.1065604128","0.0103836","0.0405850008","","0.0285109772","","0.007","0.003024","0.0001110993","0.0000032","0.0000014349","0.0000015549","","0","0","","","1496.6412176106"
"2024-09-19","1077.4671085445","183.7389597007","167.9623497825","20.1430169616","11.5374715455","7.8819270065","8.430292647","9.7246959393","2.9520112128","0.1065604107","0.010046","0.0406150008","0.01","0.0284476374","","0.007","0.003108","0.0001012925","0.0000028","0.0000014349","0.0000018198","","0","0","","","1490.0437177365"
"2024-09-20","1082.2954494516","183.6593531476","169.4789589615","20.1177150275","10.694777943","7.9077271372","8.112569109","9.7057760431","2.952010608","0.1065604128","0.0103276","0.0405700008","0.01","0.0265991705","","0.0077","0.003024","0.0001024448","0.0000028","0.0000019128","0.0000018198","","0","0","","","1495.12922759"
"2024-09-21","1078.4334623314","183.2722388772","166.920132741","19.9574378748","11.5785522712","7.7517463809","8.2770656902","9.6665048612","2.9520117672","0.1065604128","0.0098332","0.0405700008","0.01","0.027719134","","0.0077","0.003024","0.0001012925","0.0000028","0.0000014349","0.0000018085","","0","0","","","1489.0146668786"
"2024-09-22","1147.8244765779","182.6675413884","167.2970872356","19.8804848584","11.9634518836","8.1634263017","8.360331494","9.7351948755","2.9520104256","0.1065604128","0.0107036","0.0405500008","0.01","0.026061139","","0.007","0.003024","0.0000966398","0.0000032","0.0000014349","0.0000015549","","0","0","","","1559.0480070229"
"2024-09-23","1176.7561837754","184.2959223108","170.0328664832","20.2851676435","13.359804176","9.1925512952","8.9543621879","9.9869342602","2.9520101856","0.1065604128","0.0107324","0.0406150008","0.01","0.028100039","","0.007","0.003036","0.0001052925","0.0000024","0.0000019128","0.0000018198","","0","0","","","1596.0219575955"
"2024-09-24","1161.1196465639","184.8465354972","181.6392131072","19.6397861169","13.9724917747","9.6126503459","9.1109168288","10.1539164124","2.9520101856","0.1065604128","0.0107976","0.0406900008","0.01","0.028222156","","0.0063","0.003024","0.0001755825","0.0000028","0.0000014349","0.0000015549","","0","0","","","1593.2529423745"
"2024-09-25","1170.5549467503","185.190374013","183.787836151","20.6813946943","13.5946109458","8.9217496502","9.0404716322","9.9628113339","2.9520101856","0.1065604114","0.0105176","0.0387533341","0.01","0.0283398227","","0.0049","0.002967","0.0017106983","0.0000016","0.0000014349","0.00000129","","0","0","","","1604.8899585477"
"2024-09-26","1201.145260024","185.4382087065","183.6203533226","20.7645176252","13.0781697508","8.5942266463","8.8270271712","9.8811786335","2.9520094896","0.1065604114","0.0106868","0.0405750008","0.01","0.0284072479","","0.0112","0.003024","0.000153325","0.0000052","0.0000019128","0.0000018198","","0","0","","","1634.5115670874"
"2024-09-27","1211.8526905224","184.9100999658","172.5547903283","21.2931484373","14.5802552079","8.8433309419","9.2474466929","9.940938628","2.9520094056","0.1065604114","0.0106984","0.0407100008","0.01","0.0287502486","","0.0161","0.003036","0.00132311","0.0000076","0.0000019128","0.0000018083","","0","0","","","1636.391899622"
"2024-09-28","1185.6845806799","184.4519553176","171.693199069","20.5665765774","14.0479335557","8.4767014107","9.0280917802","9.839347477","2.9520094056","0.1065604114","0.0103532","0.0392033341","0.01","0.0285619295","","0.0161","0.003024","0.0002494467","0.0000084","0.0000014349","0.0000020732","","0","0","","","1606.9544595029"
"2024-09-29","1165.3102493863","183.522153441","171.780682697","20.3906362274","14.2452146225","8.3850889487","9.0389383688","9.8197308977","2.9520094056","0.1065604121","0.0103068","0.0408300008","0.01","0.0264272064","","0.0168","0.003132","0.0002431397","0.0000088","0.0000014349","0.0000020732","","0","0","","","1585.6590158621"
"2024-09-30","1231.3264248758","186.8018671471","171.5701486841","20.867079882","14.5836709871","8.9796356599","9.3355863657","9.9646993806","2.952008796","0.106560412","0.0134272","0.0408400008","0.01","0.0285219565","","0.0161","0.003246","0.0002396397","0.0000084","0.0000019128","0.0000018198","","0","0","","","1656.6000691199"
"2024-10-01","1190.232743398","180.7256554869","171.160604843","20.7304743721","21.8113840465","9.003428661","7.502960276","10.0092690565","2.9520088272","0.01776","1.009812","0.0395096768","0.01","0.0008484","","0","0.001512","0.0000026398","0.000008","0.0000014349","0.0000018083","","0","0","","","1615.207984927"
"2024-10-02","1172.2893654438","178.8892817491","171.0530106271","20.2721630021","21.439896173","8.8147166087","9.0515996716","9.9551248956","2.9520091392","0.1065604008","0.0104148","0.0395496768","0.01","0.0103060193","","0","0.003144","0.0000026398","0.0000084","0.0000019128","0.0000018198","","0","0","","","1594.8971569795"
"2024-10-03","1200.3467997748","182.613756181","171.6408381528","20.8186042561","21.4908458134","8.7453340629","9.1826812831","9.9576245698","2.9520091392","0.106560405","0.010798","0.0396246768","0.01","0.0285674441","","0.0161","0.003138","0.0000034718","0.000008","0.0000014349","0.0000020732","","0","0","","","1627.9632967389"
"2024-10-04","1191.4137893154","179.6903307454","170.2145253375","20.7990215917","15.4353090265","8.6569908947","8.724524193","9.9594291919","2.9520091392","0.1065604104","0.0105348","0.0395396768","0.01","0.0285219565","","0.0196","0.00315","0.0000026398","0.0000076","0.0000019128","0.0000017591","","0","0","","0","1608.0638501907"
