"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Cost Explorer($)","Service Catalog($)","Route 53($)","Secrets Manager($)","S3($)","DynamoDB($)","Key Management Service($)","SQS($)","Athena($)","SNS($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-03-03","22.8703128598","16.5523752506","3.6000070619","2.2944674517","1.1398096707","0.09","0","0.0000236","0.0259264512","0.0287558108","0.021312068","0.001401","0.0000048","","0","","0.0000015221","0.0000014397","0","0","","46.6243989865"
"2025-03-04","23.1215742949","16.5741435536","3.6000136072","2.2944116778","1.1395673192","0.09","0","0.0000396","0.0259464512","0.0291231127","0.021312068","0.001401","0.0000064","","0","","0.0000015267","0.0000014397","0","0","","46.897542051"
"2025-03-05","23.1215265026","16.553858529","3.6000100272","2.294413122","1.1398027946","0.11","0","0.000056","0.0259264512","0.0287227987","0.021312068","0.001386","0.0000056","","0","","0.0000015253","0.0000014397","0","0","","46.8970228583"
"2025-03-06","23.6604139048","16.5522531564","3.60000708","2.2944111398","1.1403853374","0.09","0","0.0000284","0.0259064512","0.0287436215","0.021312068","0.001371","0.000004","","0","","0.0000012687","0.0000009606","0","0","","47.4148383884"
"2025-03-07","22.8382007283","16.5515090201","3.6000135916","2.2944056588","1.1397834225","0.09","0","0.0000644","0.0259064512","0.0286740661","0.021312068","0.00135","0.0000048","","0","","0.0000015202","0.0000014389","0","0","","46.5912271657"
"2025-03-08","22.7671992688","16.5521367817","3.6000060374","2.2944","1.1395519692","0.09","0","0.0000212","0.0259464512","0.0287890271","0.021312068","0.001356","0.000004","","0","","0.0000012687","0.0000009606","0","0","","46.5207250327"
"2025-03-09","22.807516347","16.5525298918","3.6000063688","2.2944","1.1396227171","0.13","0","0.0000108","0.0259064512","0.0285933971","0.021312068","0.001386","0.000004","","0.000006","","0.0000012722","0.0000014389","0","0","","46.6012967521"
"2025-03-10","23.2483627024","16.584095878","3.6000069747","2.2944","1.1398644501","0.11","0.0042","0.0000152","0.0258864512","0.0288386712","0.021312068","0.001386","0.000004","","0.0000045","","0.0000015218","0.0000009606","0","0","","47.058379378"
"2025-03-11","23.6445652978","16.6078485629","3.6000100321","2.2944","1.1413449623","0.09","0.0042","0.000016","0.0259064512","0.0287549927","0.021312068","0.001335","0.000004","","0.000005","","0.0000010199","0.0000014389","0","0","","47.4597048258"
"2025-03-12","23.7853480528","16.6897659965","3.6000076155","2.2944034603","1.1431083799","0.09","0.0042","0.0000188","0.0258864512","0.0290841822","0.021312068","0.001371","0.0000032","","0.000005","","0.0000015221","0.0000009606","0","0","","47.6845166891"
"2025-03-13","23.8699116444","16.7856147262","3.600007387","2.2944","1.1443829866","0.11","0.0028","0.0000136","0.0248311824","0.0288286922","0.021312068","0.001356","0.000004","","0.0000045","","0.0000010174","0.0000014389","0","0","","47.8834692431"
"2025-03-14","23.6629177052","16.7853518686","3.6000078088","2.2944","1.1440508221","0.09","0.0035","0.0000108","0.0259064512","0.0286804156","0.021312068","0.001356","0.000004","","0.000005","","0.0000015207","0.0000009606","0","0","","47.6575054208"
"2025-03-15","23.7257456294","16.7848637428","3.6000093045","2.2944","1.1438528839","0.09","0.0042","0.0000204","0.0258864512","0.0288078788","0.021312068","0.001356","0.0000048","","0.0000055","","0.0000012657","0.0000014389","0","0","","47.7204673632"
"2025-03-16","22.0929974034","16.789555833","3.6000108534","2.2944","1.1440474499","0.11","0.0084","0.0000116","0.0259264512","0.0287656413","0.021312068","0.001371","0.0000032","","0.0000055","","0.0000012719","0.0000014397","0","0","","46.1168097118"
"2025-03-17","23.4544529953","16.7855537088","3.6000190992","2.2944","1.1441749562","0.08","0.0056","0.0000184","0.0259064512","0.0293504221","0.021312068","0.00096","0.000004","","0.0000035","","0.0000010153","0.0000004806","0","0","","47.4417570967"
"2025-03-18","23.6995063786","16.7858096945","3.6000142092","2.2944048192","1.1441781041","0.11","0.007","0.000018","0.0258264512","0.0289358197","0.021312068","0.000576","0.0000016","","0.000001","","0.00000051","0.000000479","0","0","","47.7175851335"
"2025-03-19","22.9595844042","16.8238240575","3.6000114418","2.2944327566","1.1442634428","0.08","0.0014","0.0000552","0.0258064512","0.0281409988","0.021312068","0.000555","","","","","","","0","0","","46.9793858209"
"2025-03-20","23.0979111876","16.8069655551","3.6000071608","2.2944136829","1.1444843896","0.08","","0.0000576","0.0258064512","0.0282464619","0.021312068","0.000576","","","","","","","0","0","","47.0997805571"
"2025-03-21","23.0977593774","16.7850753682","3.6000101588","2.2944141601","1.1444227624","0.1","","0.0000548","0.0258064512","0.0283302203","0.021312068","0.00054","","","","","","","0","0","","47.0977253664"
"2025-03-22","23.0978632689","16.7852831049","3.6000131294","2.2944","1.1434325393","0.08","","0.000016","0.0258064512","0.0282200628","0.021312068","0.000588","","","","","","","0","0","","47.0769346245"
"2025-03-23","23.0363345437","16.787548683","3.6000162863","2.2944","1.1443137849","0.08","","0.000016","0.0258064512","0.0281928883","0.021312068","0.00054","","","","","","","0","0","","47.0184807054"
"2025-03-24","23.0979157355","16.7828750408","3.6000156995","2.2944041192","1.1435904946","0.1","","0.0000152","0.0258064512","0.028391357","0.021312068","0.00054","","","","","","","0","0","","47.0948661658"
"2025-03-25","22.9097352418","16.8192298763","3.6000151444","2.2944050809","1.1434053231","0.08","","0.0000228","0.0258064512","0.0281750095","0.021312068","0.000504","","","","","","","0","0","","46.9226109952"
"2025-03-26","23.6003422573","16.7822373922","3.6000127748","2.2944031281","1.1040320998","0.08","0.0014","0.0000628","0.0258064512","0.0285111387","0.021312068","0.00054","","","","","","","0","0","","47.5386601101"
"2025-03-27","24.5781377038","16.7819768451","3.6000120173","2.2944","1.1043940739","0.1","","0.0000128","0.0258064512","0.0282383042","0.021312068","0.00054","","","","","","","0","0","","48.5348302635"
"2025-03-28","24.1255711373","16.7821746374","3.6000099777","2.2944041698","1.1042353323","0.08","","0.0000272","0.0247311824","0.028191643","0.021312068","0.000684","","","","","","","0","0","0","48.0613413479"
"2025-03-29","23.1607703314","16.7813982553","3.6000091079","2.2944","1.1041891952","0.08","","0.0000172","0.0258064512","0.0282058584","0.021312068","0.000756","","","","","","","0","0","","47.0968644674"
"2025-03-30","21.9676733078","16.7896289035","3.60000932","2.2944","1.1039951292","0.1","","0.000018","0.0258064512","0.0282029437","0.021312068","0.000756","","","","","","","0","0","","45.9318021234"
"2025-03-31","21.9676309169","16.7861015821","3.6000097937","2.2944475595","1.1038011271","0.08","","0.0000496","0.0247311824","0.0282105053","0.021312068","0.000792","","","","","0.0000002499","","0","0","","45.9070865849"
"2025-04-01","22.0894157899","17.2209810235","3.6000099473","2.2944039115","1.0671744691","0.09","0","2.0000336","0.0266666664","0.0288417473","0.0035520714","0.000552","","","","","","","0","0","","48.4216312264"
"2025-04-02","21.7792876399","17.1628758723","3.600014895","2.2945028715","1.1777308747","0.08","","0.0000508","0.0255555553","0.0289009047","0.0213120714","0.000792","","","","","","","0","0","","46.1710234848"
"2025-04-03","21.6537064995","17.1644717551","3.6000157158","2.2944287655","1.1780892503","0.1","","0.0000632","0.0266866664","0.0288989095","0.0213120714","0.000792","","","","","","","0","0","","46.0684648335"
"2025-04-04","21.6537217347","17.1624434026","3.6000175161","2.294424932","1.1780299018","0.1","","0.00004","0.0266666664","0.0286200084","0.0213120714","0.000828","","","","","","","0","0","","46.0661042334"
"2025-04-05","21.5281450993","17.1622935522","3.6000172356","2.2944","1.1780015844","0.11","0","0.0000172","0.0266666664","0.0287111389","0.0213120714","0.000792","0.0000008","","0","","","0.000000479","0","0","","45.9503578272"
"2025-04-06","21.4654207919","17.1691138872","3.6000162326","2.2944","1.17790094","0.08","","0.0000088","0.0266666664","0.0284864203","0.0213120714","0.000807","","","","","","","0","0","","45.8641328098"
"2025-04-07","21.6537746015","17.1630441953","3.6000211199","2.2944129132","1.1774581787","0.08","0","0.0000304","0.0266666664","0.0285701106","0.0213120714","0.000792","0.0000008","","","","","0.000000479","0","0","","46.046083536"
"2025-04-08","21.5283580925","17.1993145518","3.600019232","2.2944062114","1.1778494196","0.1","0","0.000018","0.0255755553","0.0291716126","0.0213120714","0.000792","","","","","0.0000002499","","0","0","","45.9768169965"
"2025-04-09","21.5282168922","17.1631805943","3.6000132741","2.2944045925","1.1781861698","0.1","","0.0000176","0.0255555553","0.0288639893","0.0213120714","0.000807","0.0000008","","0","","","","0","0","","45.9405585389"
"2025-04-10","21.4230411378","17.1628341235","3.6000148172","2.2944118027","1.1778614429","0.08","0","0.000028","0.0266866664","0.0288301678","0.0213120714","0.000864","0.0000008","","0.0000015","","0.0000002499","0.0000009582","0","0","","45.8158877378"
"2025-04-11","21.4844187596","17.1631046112","3.6000131471","2.2944017595","1.1771786457","0.08","","0.0000144","0.0266666664","0.0289292535","0.0213120714","0.000864","0.0000008","","0.000001","","0.000000255","","0","0","","45.8769053694"
"2025-04-12","21.3891299676","17.1625227113","3.6000191075","2.294405747","1.1770155733","0.08","0","0.000012","0.0266866664","0.0285057095","0.0213120714","0.000828","","","","","","","0","0","","45.780437554"
"2025-04-13","21.402641751","17.1646027501","3.6000104113","2.2944","1.1769503846","0.08","0","0.00001","0.0266866664","0.0285340906","0.0213120714","0.000864","0.0000008","","0.000001","","0.0000005049","","0","0","","45.7960144303"
"2025-04-14","21.4027065144","17.1635796708","3.6000098809","2.2944080651","1.1769545961","0.1","","0.000048","0.0266666664","0.0289014752","0.0213120714","0.000792","","","0.0000005","","","","0","0","","45.8153794403"
"2025-04-15","21.4026670887","17.1630343531","3.6000092544","2.2944","1.1772811528","0.08","0","0.000016","0.0266866664","0.0291522712","0.0213120714","0.0009","","","0.0000005","","0.0000002499","0.000000479","0","0","","45.7954600869"
"2025-04-16","21.4026786309","17.1629466148","3.6000088005","2.2944","1.177307213","0.09","0","0.00001","0.0255555553","0.0287688797","0.0213120714","0.000828","0.0000008","","0.0000015","","0.000000255","0.000000479","0","0","","45.8038187996"
"2025-04-17","21.4027389773","17.1637060898","3.6000168909","2.2944","1.1777664061","0.1","0","0.0000168","0.0266666664","0.0287701238","0.0213120714","0.000828","","","0.0000005","","","","0","0","","45.8162225257"
"2025-04-18","21.3039161582","17.1633036083","3.6000168371","2.2944015111","1.1778786206","0.08","","0.0000428","0.0266666664","0.0286417669","0.0213120714","0.000792","","","","","","","0","0","","45.69697204"
"2025-04-19","21.332558725","17.1633184143","3.6000127758","2.2944","1.1777005498","0.08","","0.0000096","0.0266666664","0.0285192619","0.0213120714","0.000792","","","","","","","0","0","","45.7252900646"
"2025-04-20","21.3328019824","17.200556087","3.6000166769","2.2944","1.1776103664","0.1","0","0.000016","0.0266666664","0.0286980904","0.0213120714","0.000828","0.0000008","","","","","","0","0","","45.7829067409"
"2025-04-21","21.3092226386","17.1638660358","3.60001724","2.2944","1.1772835459","0.08","","0.0000212","0.0266666664","0.0285370408","0.0213120714","0.000828","","","","","","","0","0","","45.7021544389"
"2025-04-22","21.3095449782","17.2407140299","3.6000212409","2.2944","1.1773323702","0.1","","0.0000096","0.0266666664","0.0285805107","0.0213120714","0.000864","","","","","","","0","0","","45.7994454677"
"2025-04-23","21.3092200153","17.1638247998","3.6000197242","2.2944016","1.1772523256","0.09","0","0.0000116","0.0255555553","0.0285974069","0.0213120714","0.000828","","","","","","","0","0","","45.7110230985"
"2025-04-24","21.309196305","17.1640081324","3.6000136277","2.2944","1.1773807072","0.11","0","0.000016","0.0268666664","0.0303796462","0.0213120714","0.001158","0.0000168","","0.0000165","","0.0000010352","0.0000009657","0","0","","45.7347664572"
"2025-04-25","21.2856947178","17.1633311659","3.6000152997","2.2944","1.1774883693","0.11","0","0.0000248","0.0273466664","0.0346649961","0.0213120714","0.001734","0.0000544","","0.000051","","0.0000021041","0.0000014557","0","0","","45.7161210464"
"2025-04-26","21.2624694823","17.1633500774","3.6000213238","2.2944","1.17771302","0.09","0","0.00002","0.0271866664","0.033129891","0.0213120714","0.001506","0.0000416","","0.000039","","0.0000015773","0.0000019323","0","0","","45.6711926419"
"2025-04-27","21.26253235","17.1647254303","3.6000194626","2.2944","1.1386222894","0.11","0","0.000016","0.0268666664","0.0305674855","0.0213120714","0.001461","0.0000176","","0.0000165","","0.0000017915","0.0000014438","0","0","","45.6505600909"
"2025-04-28","21.2859305881","17.1641883602","3.60001834","2.2944022534","1.1387693393","0.09","0","0.0000208","0.0270266664","0.0321293478","0.0213120714","0.001494","0.0000288","","0.000027","","0.0000015576","0.0000014497","0","0","0","45.6553505739"
"2025-04-29","21.286247808","17.2210085224","3.6000156679","2.2944","1.1385555794","0.09","0.0042","0.000012","0.0258555553","0.0313436163","0.0213120714","0.001536","0.0000248","","0.000023","","0.0000015488","0.0000014473","0","0","","45.7145376168"
"2025-04-30","21.2859813361","17.1666474325","3.6000087586","2.2944160666","1.1380715107","0.09","0.0049","0.0000204","0.0273866664","0.0351547954","0.0213120714","0.001836","0.0000576","","0.000054","","0.0000021099","0.0000014549","0","0","","45.6658502025"
"2025-05-01","21.2625896391","16.7884554654","3.600012223","2.2944124118","1.135599667","0.09","0","0.40005","0.0265064512","0.0344308634","0.021312068","0.001785","0.000056","","0","","0.0000021085","0.0000019419","0","0","","45.6552138393"
"2025-05-02","21.2392440432","16.7895289792","3.600008922","2.2944184186","1.1426790736","0.11","0","0.0000776","0.0259264512","0.0296567587","0.021312068","0.001386","0.0000096","","0","","0.0000010213","0.0000009614","0","0","","45.2542498972"
