account_id,service_name,2025-04-23,2025-04-24,2025-04-25,total_cost
161115069565,AWS Glue,0,0,0,0
161115069565,AWS Secrets Manager,0,0,0,0
161115069565,Amazon Elastic Load Balancing,1.15,1.15,1.15,8.05
161115069565,AWS Config,0.08,0.08,0.08,0.56
161115069565,AWS Cost Explorer,0.01,0.07,0.05,0.36
161115069565,Amazon Simple Queue Service,0.01,0.01,0.01,0.07
161115069565,AWS CloudTrail,0,0,0,0
182401677120,AWS Service Catalog,0.01,0.02,0.01,0.08
182401677120,Amazon ElastiCache,26.31,26.39,26.98,185.01
182401677120,EC2 - Other,673.01,652.17,638.71,4647.65
182401677120,Amazon Simple Workflow Service,0,0,0,0
182401677120,Amazon Elastic Load Balancing,16.2,16.6,15.74,103.7
182401677120,AWS Cost Explorer,0.2,0.21,0.14,1.4
182401677120,Amazon Simple Queue Service,2.08,2.08,2.05,14.62
182401677120,Amazon Elastic Compute Cloud - Compute,147.67,151.74,152.79,1052.23
182401677120,AWS Key Management Service,0.47,0.48,0.48,3.31
182401677120,Amazon Simple Notification Service,0,0,0,0
182401677120,Amazon EC2 Container Registry (ECR),0.97,0.98,1,6.8
182401677120,Amazon Virtual Private Cloud,35.74,35.96,35.92,250.76
182401677120,CloudWatch Events,0,0,0,0
182401677120,AWS Secrets Manager,0,0,0,0
182401677120,Amazon Simple Storage Service,52.75,56.39,44.03,299.78
182401677120,AWS CloudTrail,0,0,0,0
182401677120,Amazon DynamoDB,0.7,0.7,0.7,4.9
182401677120,Amazon Elastic Container Service for Kubernetes,4.8,4.8,4.8,33.6
182401677120,AWS X-Ray,0,0,0,0
182401677120,Amazon Route 53,0.02,0.02,0.02,0.13
182401677120,AmazonCloudWatch,6.68,7.1,7.13,48.18
182401677120,AWS Lambda,0,0,0,0
182401677120,AWS Step Functions,0,0,0,0
182401677120,AWS Glue,0,0,0,0
182401677120,Amazon CloudFront,2.19,2.76,2.19,14.26
185774682289,AWS Key Management Service,0,0,0.01,0.01
185774682289,AWS Service Catalog,0.01,0.01,0,0.06
185774682289,Amazon Simple Notification Service,0,0,0,0
185774682289,Amazon ElastiCache,0,0,0,0
185774682289,Amazon Simple Workflow Service,0,0,0,0
185774682289,AWS Step Functions,0,0,0,0
185774682289,Amazon Simple Storage Service,0,0,0.01,0.01
185774682289,AWS Secrets Manager,0,0,0,0
185774682289,AWS Glue,0,0,0,0
185774682289,AWS Cost Explorer,0.04,0.06,0.05,0.41
185774682289,Amazon Simple Queue Service,0,0,0,0
185774682289,AWS CloudTrail,0,0,0,0
210577074618,AWS Service Catalog,0.01,0.01,0,0.06
210577074618,AWS Backup,20.48,20.61,20.53,142.11
210577074618,EC2 - Other,183.6,178.88,190.89,1277.06
210577074618,Amazon Simple Workflow Service,0,0,0,0
210577074618,Amazon Elastic Load Balancing,2.31,2.33,2.3,16.19
210577074618,AWS Cost Explorer,0.04,0.06,0.05,0.41
210577074618,Amazon Simple Email Service,0.01,0.01,0.01,0.08
210577074618,Amazon Simple Queue Service,0.1,0.2,0.53,1.57
210577074618,Amazon Elastic Compute Cloud - Compute,222.23,217.12,241.8,1528.17
210577074618,AWS Key Management Service,0.07,0.07,0.07,0.49
210577074618,Amazon Simple Notification Service,0.02,0.05,0.14,0.39
210577074618,Amazon Virtual Private Cloud,13.02,13.14,12.89,91.25
210577074618,CloudWatch Events,0,0,0,0
210577074618,AWS Secrets Manager,0.14,0.15,0.15,1.04
210577074618,Amazon Simple Storage Service,168.11,168.71,170.97,1175.98
210577074618,AWS CloudTrail,0,0,0,0
210577074618,Amazon DynamoDB,0.02,0.02,0.02,0.14
210577074618,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
210577074618,Amazon Route 53,0,0,0.01,0.01
210577074618,AmazonCloudWatch,1.37,1.37,1.37,9.59
210577074618,Amazon Elastic File System,392.62,394.74,385.71,2785.89
210577074618,Amazon OpenSearch Service,557.14,542.65,551.81,3889.47
210577074618,AWS Step Functions,0,0,0,0
210577074618,Amazon Relational Database Service,17.53,17.51,18.47,124.37
210577074618,AWS Glue,0,0,0,0
211125458732,AWS Service Catalog,0.01,0.01,0,0.06
211125458732,EC2 - Other,1608.12,1624.25,1612.51,11193.71
211125458732,Amazon Simple Workflow Service,0,0,0,0
211125458732,Amazon Elastic Load Balancing,74.32,76.26,74.22,524.57
211125458732,AWS Cost Explorer,0.01,0.07,0.05,0.34
211125458732,Amazon Simple Queue Service,0.75,0.76,0.76,5.14
211125458732,Amazon Elastic Compute Cloud - Compute,1042.29,1041.12,961.76,7027.95
211125458732,AWS Key Management Service,0,0,0,0
211125458732,Amazon Simple Notification Service,0,0,0,0
211125458732,Amazon Virtual Private Cloud,35.94,35.91,36,251.57
211125458732,CloudWatch Events,0,0,0,0
211125458732,AWS Secrets Manager,0.84,0.85,0.79,5.79
211125458732,Amazon Simple Storage Service,142.93,143.97,141.99,997.98
211125458732,AWS CloudTrail,0,0,0,0
211125458732,Amazon DynamoDB,0.02,0.02,0.02,0.14
211125458732,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
211125458732,AmazonCloudWatch,1.6,1.61,1.6,11.19
211125458732,AWS Lambda,0,0,0,0
211125458732,AWS Step Functions,0,0,0,0
211125458732,AWS Glue,0,0,0,0
211125515568,AWS Service Catalog,0.01,0.01,0,0.06
211125515568,Amazon ElastiCache,6.77,6.91,6.91,48.23
211125515568,EC2 - Other,460.18,462.34,467.5,3192.4
211125515568,Amazon Simple Workflow Service,0,0,0,0
211125515568,Amazon Elastic Load Balancing,7.52,7.52,7.53,50.77
211125515568,AWS Cost Explorer,0.01,0.02,0.02,0.13
211125515568,Amazon Simple Queue Service,0,0,0,0
211125515568,Amazon Elastic Compute Cloud - Compute,699.83,692.94,698.28,4709.61
211125515568,AWS Key Management Service,0.41,0.41,0.41,2.87
211125515568,Amazon Simple Notification Service,0,0,0,0
211125515568,Amazon EC2 Container Registry (ECR),0.11,0.11,0.11,0.7
211125515568,Amazon Virtual Private Cloud,17.21,17.21,17.21,120.47
211125515568,AWS Secrets Manager,0.15,0.16,0.16,1
211125515568,Amazon Elastic MapReduce,83.53,83.53,85.69,562.11
211125515568,Amazon Simple Storage Service,45.52,40.73,37.03,270.64
211125515568,AWS CloudTrail,0,0,0,0
211125515568,Amazon DynamoDB,1.17,1.18,1.18,8.21
211125515568,Amazon Elastic Container Service for Kubernetes,19.2,19.2,19.2,128.52
211125515568,Amazon Route 53,0.16,0.17,0.17,1.14
211125515568,AWS CloudShell,0,0,0,0
211125515568,AmazonCloudWatch,7.91,8.07,8.24,55.51
211125515568,AWS Lambda,0,0,0,0
211125515568,AWS Step Functions,0,0,0,0
211125515568,Amazon Relational Database Service,30.06,30.89,30.89,250.69
211125515568,AWS Glue,0,0,0,0
218943325897,AWS Service Catalog,0.01,0.01,0,0.06
218943325897,EC2 - Other,4.26,4.26,4.26,30.26
218943325897,Amazon Simple Workflow Service,0,0,0,0
218943325897,Amazon Elastic Load Balancing,0.57,0.57,0.57,3.99
218943325897,AWS Cost Explorer,0.22,0.11,0.07,0.7
218943325897,Amazon Simple Queue Service,0,0,0,0
218943325897,Amazon Elastic Compute Cloud - Compute,0,0,0,0.88
218943325897,AWS Key Management Service,0.1,0.1,0.11,0.71
218943325897,Amazon Simple Notification Service,0,0,0,0
218943325897,Amazon EC2 Container Registry (ECR),0.01,0.01,0.01,0.07
218943325897,Amazon Virtual Private Cloud,6.48,6.48,6.48,45.8
218943325897,AWS Secrets Manager,0.01,0.01,0.01,0.07
218943325897,Amazon Simple Storage Service,0,0,0.01,0.01
218943325897,AWS CloudTrail,0,0,0,0
218943325897,Amazon DynamoDB,0.13,0.13,0.13,0.91
218943325897,AmazonCloudWatch,0,0,0,0
218943325897,AWS Lambda,0,0,0,0
218943325897,AWS Step Functions,0,0,0,0
218943325897,AWS Glue,0,0,0,0
233815244996,AWS Service Catalog,0.1,0.19,0.07,0.96
233815244996,AWS Backup,0,0,0,0
233815244996,Amazon ElastiCache,8.15,8.15,8.16,57.08
233815244996,EC2 - Other,102.79,100.1,102.6,653.06
233815244996,Amazon Simple Workflow Service,0,0,0,0
233815244996,Amazon Glacier,0,0,0,0
233815244996,Amazon Elastic Load Balancing,11.08,11.11,11.16,77.67
233815244996,AWS Cost Explorer,0.04,0.08,0.07,0.51
233815244996,Amazon Simple Queue Service,0.01,0.01,0.01,0.05
233815244996,Amazon Elastic Compute Cloud - Compute,251.44,255.32,257.68,1481.61
233815244996,AWS Key Management Service,0.21,0.21,0.22,1.48
233815244996,Amazon Simple Notification Service,0,0,0,0
233815244996,Amazon EC2 Container Registry (ECR),18.72,18.77,18.82,130.72
233815244996,Amazon SageMaker,0.7,0.7,0.7,4.9
233815244996,Amazon Virtual Private Cloud,13.54,14.23,13.52,93.3
233815244996,CloudWatch Events,0,0,0,0
233815244996,Amazon MemoryDB,0,0,0,0
233815244996,AWS Secrets Manager,0.97,1.02,1.03,7.04
233815244996,Amazon API Gateway,2.47,7.55,12.5,31.85
233815244996,Amazon Simple Storage Service,0.96,0.98,0.97,6.44
233815244996,AWS CloudTrail,0,0,0,0
233815244996,Amazon DynamoDB,16.31,16.31,16.32,111.61
233815244996,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
233815244996,AWS X-Ray,0,0,0,0
233815244996,Amazon Route 53,0.02,0.03,0.03,0.17
233815244996,AmazonCloudWatch,14.99,14.91,14.94,101.01
233815244996,Amazon Elastic File System,0,0,0,0
233815244996,AWS Lambda,1.53,1.53,1.54,10.74
233815244996,Amazon OpenSearch Service,42.82,42.41,42.67,297.74
233815244996,AWS Step Functions,0,0,0,0
233815244996,DynamoDB Accelerator (DAX),18.19,18.19,18.19,127.33
233815244996,Amazon Relational Database Service,84.38,85.74,93.53,490.96
233815244996,Amazon DocumentDB (with MongoDB compatibility),30.15,30.14,30.14,173.89
233815244996,AWS Direct Connect,7.2,7.2,7.2,50.4
233815244996,AWS Glue,0,0,0,0
239103975135,AWS Key Management Service,0.1,0.1,0.11,0.71
239103975135,AWS Service Catalog,0.01,0.01,0,0.06
239103975135,Amazon Simple Notification Service,0,0,0,0
239103975135,AWS Lambda,0,0,0,0
239103975135,Amazon Virtual Private Cloud,17.71,17.61,17.69,123.64
239103975135,AmazonCloudWatch,0.67,0.67,0.68,4.66
239103975135,CloudWatch Events,0,0,0,0
239103975135,EC2 - Other,33.99,34.02,34.04,238.09
239103975135,Amazon Simple Workflow Service,0,0,0,0
239103975135,AWS Step Functions,0,0,0,0
239103975135,Amazon Elastic Compute Cloud - Compute,94.74,94.02,93.81,619.52
239103975135,Amazon Simple Storage Service,9.86,9.86,9.72,69.11
239103975135,AWS Glue,0,0,0,0
239103975135,AWS Secrets Manager,0,0,0,0
239103975135,Amazon Elastic Load Balancing,3.31,3.31,3.31,23.37
239103975135,AWS Cost Explorer,0.07,0.08,0.07,0.54
239103975135,Amazon Simple Queue Service,0,0,0,0
239103975135,AWS CloudTrail,0,0,0,0
239666495852,AWS Service Catalog,0.01,0.01,0,0.06
239666495852,EC2 - Other,6.2,6.2,6.22,43.43
239666495852,Amazon Simple Workflow Service,0,0,0,0
239666495852,Amazon Elastic Load Balancing,0.57,0.57,0.57,3.99
239666495852,AWS Cost Explorer,0.04,0.06,0.05,0.41
239666495852,Amazon Simple Queue Service,0.03,0.03,0.03,0.21
239666495852,Amazon Elastic Compute Cloud - Compute,0.13,0.13,0.13,0.91
239666495852,AWS Key Management Service,0.07,0.07,0.07,0.49
239666495852,Amazon Simple Notification Service,0,0,0,0
239666495852,Amazon EC2 Container Registry (ECR),0.01,0.01,0.01,0.07
239666495852,Amazon Virtual Private Cloud,6.72,6.72,6.72,47.04
239666495852,CloudWatch Events,0,0,0,0
239666495852,AWS Secrets Manager,0,0,0,0
239666495852,Amazon Simple Storage Service,0,0.01,0.01,0.02
239666495852,AWS CloudTrail,0,0,0,0
239666495852,Amazon DynamoDB,0.85,0.85,0.85,5.95
239666495852,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
239666495852,AmazonCloudWatch,0.01,0.01,0.01,0.07
239666495852,AWS Lambda,0,0,0,0
239666495852,AWS Step Functions,0,0,0,0
239666495852,AWS Glue,0,0,0,0
251917288737,AWS Direct Connect,7.2,7.2,7.2,50.4
251917288737,Amazon Simple Queue Service,0,0,0,0
251917288737,AWS Cost Explorer,0.01,0.07,0.05,0.35
251917288737,Amazon Simple Storage Service,196.46,196.64,196.69,1372.57
251917288737,Amazon Simple Workflow Service,0,0,0,0
251917288737,Amazon Simple Notification Service,0,0,0,0
251917288737,AWS Secrets Manager,0,0,0,0
251917288737,AmazonCloudWatch,0,0,0,0
251917288737,AWS CloudTrail,0,0,0,0
251917288737,AWS Key Management Service,0,0,0.01,0.01
251917288737,AWS Lambda,0,0,0,0
251917288737,EC2 - Other,46.18,46.66,47.81,323.48
251917288737,AWS Glue,0,0,0,0
251917288737,AWS Step Functions,0,0,0,0
251917288737,Amazon Elastic Compute Cloud - Compute,73.84,73.74,74.94,517.83
251917288737,Amazon WorkSpaces,9.66,8.4,8.4,52.05
251917288737,Amazon Virtual Private Cloud,36.02,36.07,36.01,248.36
251917288737,Amazon Elastic Load Balancing,0.57,0.57,0.57,3.99
251917288737,AWS Service Catalog,0.01,0.01,0,0.06
252197745876,Amazon Simple Queue Service,0,0,0,0
252197745876,AWS Cost Explorer,0.04,0.07,0.05,0.42
252197745876,Amazon Simple Storage Service,8.63,8.63,8.64,60.41
252197745876,Amazon Simple Workflow Service,0,0,0,0
252197745876,Amazon Simple Notification Service,0,0,0,0
252197745876,AWS Secrets Manager,0.59,0.62,0.62,4.27
252197745876,AmazonCloudWatch,0.18,0.18,0.18,1.26
252197745876,AWS CloudTrail,0,0,0,0
252197745876,AWS Key Management Service,0.07,0.08,0.08,0.51
252197745876,EC2 - Other,82.58,82.48,82.32,573.83
252197745876,Amazon EC2 Container Registry (ECR),0,0,0,0
252197745876,AWS Glue,0,0,0,0
252197745876,Amazon Relational Database Service,16.74,16.74,16.75,117.14
252197745876,AWS Step Functions,0,0,0,0
252197745876,Amazon Elastic Compute Cloud - Compute,249.09,248.94,250.71,1742.92
252197745876,Amazon Virtual Private Cloud,25.46,25.64,25.57,178.23
252197745876,Amazon Elastic Load Balancing,7.66,7.65,7.63,53.25
252197745876,Amazon Glacier,0,0,0,0
252197745876,AWS Service Catalog,0.13,0.17,0.07,1.03
264522784930,Amazon DynamoDB,0.11,0.11,0.11,0.77
264522784930,Amazon Simple Workflow Service,0,0,0,0
264522784930,AWS Lambda,0,0,0,0
264522784930,AWS Step Functions,0,0,0,0
264522784930,Amazon Simple Storage Service,0.02,0.02,0.03,0.15
264522784930,Amazon Simple Queue Service,0,0,0,0
264522784930,Amazon Simple Notification Service,0,0,0,0
264522784930,AWS Secrets Manager,0.01,0.01,0.01,0.07
264522784930,Amazon Route 53,1.35,1,0.97,7.25
264522784930,AmazonCloudWatch,0,0,0,0
264522784930,AWS CloudTrail,0,0,0,0
264522784930,AWS Cost Explorer,0.02,0.07,0.05,0.4
264522784930,AWS Glue,0,0,0,0
264522784930,AWS Service Catalog,0.01,0.01,0,0.06
264522784930,AWS Key Management Service,0.1,0.1,0.11,0.71
272415727726,Amazon Athena,22.83,20.5,26.4,138.62
272415727726,Amazon CloudFront,0.01,0.01,0.01,0.09
272415727726,Amazon Simple Queue Service,0,0,0,0
272415727726,Amazon Elastic Container Service for Kubernetes,19.2,19.2,19.2,134.4
272415727726,Amazon DevOps Guru,0,0,0,0
272415727726,AWS Cost Explorer,0.07,0.07,0.05,0.45
272415727726,AWS WAF,0.23,0.23,0.23,1.61
272415727726,Amazon Elastic Container Service,0,0,0,0
272415727726,Amazon Simple Storage Service,1033.74,996.53,1029.13,7040.55
272415727726,Amazon Simple Workflow Service,0,0,0,0
272415727726,Amazon Simple Notification Service,0.04,0.03,0.05,0.23
272415727726,Amazon ElastiCache,237.71,239.6,240.26,1687.05
272415727726,AWS Secrets Manager,1.02,1.07,1.07,7.4
272415727726,Amazon Elastic File System,0.02,0.02,0.02,0.14
272415727726,AWS CloudTrail,1.16,1.03,1.04,7.3
272415727726,AmazonCloudWatch,24.55,24.47,24.6,169.49
272415727726,AWS Key Management Service,0.71,0.71,0.72,4.98
272415727726,Amazon DynamoDB,40.6,41.41,40.21,295.13
272415727726,Amazon Elastic MapReduce,408.25,407.93,426.93,3080.74
272415727726,CloudWatch Events,0,0,0,0
272415727726,AWS Lambda,0.07,0.07,0.07,0.44
272415727726,CodeBuild,0,0.08,0.1,0.18
272415727726,EC2 - Other,306.26,286.11,296.37,2164.24
272415727726,Amazon EC2 Container Registry (ECR),57.27,57.31,57.37,400.84
272415727726,Amazon Keyspaces (for Apache Cassandra),0,0,0,0
272415727726,Amazon DocumentDB (with MongoDB compatibility),0,0,0,0
272415727726,AWS Transfer Family,14.4,14.4,14.4,101.13
272415727726,AWS Glue,1.56,1.27,1.23,9.3
272415727726,Amazon Relational Database Service,173.42,173.44,173.43,1213.95
272415727726,AWS Systems Manager,98.02,65.32,67.34,531.91
272415727726,AWS Amplify,0,0,0,0
272415727726,AWS Step Functions,0,0,0,0
272415727726,Amazon Elastic Compute Cloud - Compute,988.69,965.81,979.4,7061.09
272415727726,Amazon API Gateway,0.01,0.01,0.01,0.07
272415727726,AWS Backup,0.02,0.02,0.02,0.14
272415727726,Amazon Virtual Private Cloud,15.92,15.87,15.86,111.76
272415727726,Amazon Managed Streaming for Apache Kafka,38.72,38.69,38.75,271.21
272415727726,Amazon Elastic Load Balancing,79.82,80.54,82.54,554.1
272415727726,AWS CloudFormation,0,0,0,0
272415727726,Amazon Route 53,0.18,0.08,0.09,1.18
272415727726,AWS Service Catalog,0.01,0.01,0,0.06
272968093320,Amazon Simple Workflow Service,0,0,0,0
272968093320,AWS Lambda,0,0,0,0
272968093320,AWS Step Functions,0,0,0,0
272968093320,Amazon Simple Storage Service,0.08,0.08,0.09,0.57
272968093320,EC2 - Other,5.71,5.7,5.7,38.88
272968093320,Amazon Elastic Compute Cloud - Compute,33.19,33.21,33.86,235.17
272968093320,Amazon Simple Queue Service,0,0,0,0
272968093320,Amazon Simple Notification Service,0,0,0,0
272968093320,Amazon Virtual Private Cloud,1.56,1.56,1.56,10.93
272968093320,AWS Secrets Manager,0,0,0,0
272968093320,AmazonCloudWatch,0.01,0.01,0.01,0.07
272968093320,AWS CloudTrail,0,0,0,0
272968093320,AWS Cost Explorer,0.03,0.07,0.05,0.4
272968093320,Amazon Elastic Load Balancing,0.57,0.57,0.57,3.99
272968093320,AWS Glue,0,0,0,0
272968093320,AWS Service Catalog,0.01,0.01,0,0.06
272968093320,AWS Key Management Service,0,0,0,0
304016915943,Amazon Simple Queue Service,0,0,0,0
304016915943,AWS Cost Explorer,0.04,0.07,0.05,0.42
304016915943,Amazon Simple Storage Service,157.05,156.96,157.07,1096.88
304016915943,Amazon Simple Workflow Service,0,0,0,0
304016915943,Amazon Simple Notification Service,0,0,0,0
304016915943,Amazon ElastiCache,10.09,10.63,10.28,71.98
304016915943,AWS Secrets Manager,0.04,0.04,0.04,0.28
304016915943,AmazonCloudWatch,53.12,53.57,54.84,374.67
304016915943,AWS CloudTrail,0,0,0,0
304016915943,AWS Key Management Service,0.07,0.07,0.08,0.5
304016915943,Amazon DynamoDB,0.06,0.06,0.06,0.42
304016915943,CloudWatch Events,0,0,0,0
304016915943,AWS Lambda,0.03,0.03,0.03,0.21
304016915943,EC2 - Other,878.96,866.22,880.7,6100.97
304016915943,AWS Glue,0,0,0,0
304016915943,Amazon Relational Database Service,4394.73,4469.73,4529.06,30853.11
304016915943,AWS Step Functions,0,0,0,0
304016915943,Amazon Elastic Compute Cloud - Compute,474.91,472.13,471.37,3277.51
304016915943,Amazon API Gateway,160.81,162.3,166.78,1136.16
304016915943,Amazon Virtual Private Cloud,26.71,26.79,27.55,187.75
304016915943,Amazon Elastic Load Balancing,26.65,26.86,28.04,188.77
304016915943,Amazon Route 53,0,0,0.01,0.01
304016915943,AWS Service Catalog,0.01,0.01,0,0.06
318633126153,Amazon Simple Workflow Service,0,0,0,0
318633126153,AWS Global Accelerator,1.2,1.2,1.2,8.4
318633126153,AWS Step Functions,0,0,0,0
318633126153,Amazon Simple Storage Service,0,0,0.01,0.01
318633126153,EC2 - Other,114.07,113.95,113.74,797.53
318633126153,Amazon Elastic Compute Cloud - Compute,69.81,69.66,69.67,488.38
318633126153,Amazon Simple Queue Service,0,0,0,0
318633126153,Amazon Simple Notification Service,0,0,0,0
318633126153,AWS Secrets Manager,0,0,0,0
318633126153,Amazon Virtual Private Cloud,15.64,15.64,15.61,109.47
318633126153,AmazonCloudWatch,0.71,0.71,0.71,4.97
318633126153,AWS CloudTrail,0,0,0,0
318633126153,AWS Cost Explorer,0.04,0.07,0.05,0.42
318633126153,Amazon Elastic Load Balancing,2.33,2.37,2.33,16.3
318633126153,AWS Glue,0,0,0,0
318633126153,AWS Service Catalog,0.01,0.01,0,0.06
318633126153,AWS Key Management Service,0,0,0.01,0.01
320811487590,Amazon Simple Queue Service,0,0,0,0
320811487590,Amazon QuickSight,0,0,0,0
320811487590,AWS Cost Explorer,0.04,0.06,0.05,0.41
320811487590,Amazon Simple Storage Service,0,0,0.01,0.01
320811487590,Amazon Simple Workflow Service,0,0,0,0
320811487590,Amazon Simple Notification Service,0,0,0,0
320811487590,AWS Secrets Manager,0,0,0,0
320811487590,AmazonCloudWatch,0.21,0.21,0.2,1.32
320811487590,AWS CloudTrail,0,0,0,0
320811487590,AWS Key Management Service,0,0,0.01,0.01
320811487590,AWS Lambda,0.18,0.19,0.16,1.19
320811487590,EC2 - Other,2.48,2.48,2.48,17.38
320811487590,AWS Glue,0,0,0,0
320811487590,Amazon Relational Database Service,0,0,0,0
320811487590,AWS Step Functions,0,0,0,0
320811487590,Amazon Elastic Compute Cloud - Compute,1.03,1.03,1.03,7.2
320811487590,Amazon API Gateway,0.13,0.13,0.12,0.82
320811487590,Amazon Virtual Private Cloud,2.04,2.04,2.04,14.28
320811487590,Amazon Elastic Load Balancing,1.15,1.15,1.15,8.05
320811487590,Amazon Glacier,0,0,0,0
320811487590,AWS Service Catalog,0.11,0.21,0.07,1.07
322263815270,Amazon Simple Workflow Service,0,0,0,0
322263815270,AWS Step Functions,0,0,0,0
322263815270,Amazon Simple Storage Service,0,0,0.01,0.01
322263815270,Amazon Simple Queue Service,0,0,0,0
322263815270,Amazon Simple Notification Service,0,0,0,0
322263815270,Amazon ElastiCache,0,0,0,0
322263815270,AWS Secrets Manager,0,0,0,0
322263815270,AWS CloudTrail,0,0,0,0
322263815270,AWS Cost Explorer,0.02,0.07,0.05,0.37
322263815270,AWS Glue,0,0,0,0
322263815270,AWS Service Catalog,0,0.01,0,0.04
322263815270,AWS Key Management Service,0,0,0.01,0.01
337158390682,Amazon Simple Queue Service,0,0,0,0
337158390682,AWS Cost Explorer,0.06,0.08,0.06,0.5
337158390682,Amazon Simple Storage Service,1.35,1.35,1.36,9.48
337158390682,Amazon Simple Workflow Service,0,0,0,0
337158390682,Amazon Simple Notification Service,0,0,0,0
337158390682,AWS Secrets Manager,0.04,0.04,0.04,0.28
337158390682,AmazonCloudWatch,1.27,1.24,1.23,8.6
337158390682,AWS CloudTrail,0,0,0,0
337158390682,CloudWatch Events,0,0,0,0
337158390682,Amazon DynamoDB,0.43,0.43,0.43,3.01
337158390682,AWS Key Management Service,0,0.01,0.01,0.02
337158390682,AWS Lambda,0,0,0,0
337158390682,EC2 - Other,24.18,23.4,23.54,167.57
337158390682,AWS Glue,0,0,0,0
337158390682,AWS Step Functions,0,0,0,0
337158390682,Amazon Elastic Compute Cloud - Compute,17.37,17.18,16.85,117.73
337158390682,Amazon Virtual Private Cloud,13.36,13.22,13.27,93.38
337158390682,Amazon Elastic Load Balancing,87.5,76.92,77.13,597.66
337158390682,AWS Service Catalog,0.02,0.02,0.01,0.12
337891198417,AWS Direct Connect,14.4,14.4,14.4,100.8
337891198417,Amazon Simple Queue Service,0.01,0.01,0.01,0.07
337891198417,Amazon Elastic Container Service for Kubernetes,7.2,7.2,7.2,50.4
337891198417,AWS Cost Explorer,0.08,0.09,0.07,0.57
337891198417,AWS WAF,0.17,0.17,0.17,1.19
337891198417,AWS X-Ray,0,0,0,0
337891198417,Amazon Simple Storage Service,43.24,43.08,43.19,296.47
337891198417,Amazon Simple Workflow Service,0,0,0,0
337891198417,Amazon Elastic Container Registry Public,0,0,0,0
337891198417,Amazon Simple Notification Service,0,0,0,0
337891198417,Amazon ElastiCache,2.01,2,2,14.04
337891198417,AWS Secrets Manager,1.26,1.33,1.34,9.14
337891198417,Amazon Elastic File System,0,0,0,0
337891198417,AWS CloudTrail,0,0,0,0
337891198417,AmazonCloudWatch,8.16,8.37,8.17,56.62
337891198417,Amazon Bedrock,120.74,111.96,102.3,557.69
337891198417,AWS Key Management Service,0.14,0.15,0.15,1
337891198417,Amazon DynamoDB,0,0,0,0
337891198417,Amazon SageMaker,0.43,0.43,0.43,3.01
337891198417,CloudWatch Events,0.6,0.62,0.59,4.06
337891198417,Amazon Kinesis Firehose,1.17,1.22,1.19,7.97
337891198417,AWS Lambda,0.72,0.75,0.72,4.87
337891198417,EC2 - Other,178.56,182.49,172.59,1183.6
337891198417,Amazon EC2 Container Registry (ECR),2.4,2.42,2.44,16.72
337891198417,AWS Glue,0,0,0,0
337891198417,AWS Systems Manager,0.01,0.01,0.01,0.07
337891198417,AWS Step Functions,0,0,0,0
337891198417,Amazon Elastic Compute Cloud - Compute,344.36,446.52,404.54,2541.91
337891198417,AWS Backup,0,0,0,0
337891198417,Amazon Virtual Private Cloud,36.74,36.56,36.46,255.72
337891198417,Amazon Elastic Load Balancing,15.29,15.74,15.24,106.5
337891198417,Amazon Glacier,0,0,0,0
337891198417,AWS Service Catalog,0.15,0.2,0.08,1.09
339712759199,Amazon Simple Queue Service,0,0,0,0
339712759199,Amazon Elastic Container Service for Kubernetes,14.4,14.4,4.86,91.26
339712759199,AWS Cost Explorer,0.01,0.02,0.01,0.12
339712759199,Amazon Simple Storage Service,17.22,17.3,17.38,120.05
339712759199,Amazon Simple Workflow Service,0,0,0,0
339712759199,Amazon Simple Notification Service,0,0,0,0
339712759199,AWS Secrets Manager,0.05,0.05,0.05,0.35
339712759199,AmazonCloudWatch,2.27,2.26,2.34,15.93
339712759199,AWS CloudTrail,0,0,0,0
339712759199,AWS Key Management Service,0.14,0.14,0.14,0.98
339712759199,Amazon DynamoDB,0.21,0.21,0.21,1.47
339712759199,Amazon Elastic MapReduce,9.08,9.32,9.11,66.18
339712759199,EC2 - Other,15.56,15.75,15.57,111.08
339712759199,AWS Glue,0,0,0,0
339712759199,Amazon Relational Database Service,15.89,15.89,15.89,111.23
339712759199,AWS Step Functions,0,0,0,0
339712759199,Amazon Elastic Compute Cloud - Compute,42.48,42.76,42.43,300.28
339712759199,Amazon Virtual Private Cloud,6.12,6.12,6.12,42.84
339712759199,Amazon Elastic Load Balancing,3,3,3,21
339712759199,Amazon Route 53,0,0,0,0
339712759199,AWS Service Catalog,0.01,0.01,0,0.06
339712810712,Amazon Simple Queue Service,0,0,0,0
339712810712,Amazon Elastic Container Service for Kubernetes,2.4,2.4,2.4,16.8
339712810712,AWS Cost Explorer,0.01,0.03,0.01,0.15
339712810712,Amazon Simple Storage Service,6.62,6.61,5.53,31.99
339712810712,Amazon Simple Workflow Service,0,0,0,0
339712810712,Amazon Kinesis,1.26,1.26,1.26,8.82
339712810712,Amazon Simple Notification Service,0,0,0,0
339712810712,AWS Secrets Manager,0.64,0.65,0.64,4.19
339712810712,Amazon Elastic File System,0,0,0,0
339712810712,AWS CloudTrail,0,0,0,0
