service_id,service_type,month,spend
96,Simple Workflow Service,2024-11-01,0.0059
96,Simple Workflow Service,2024-12-01,0.0058
96,Simple Workflow Service,2025-01-01,0.0055
96,Simple Workflow Service,2025-02-01,0.0049
96,Simple Workflow Service,2025-03-01,0.0039
97,Budgets,2024-04-01,0.0
97,Budgets,2024-05-01,0.0
97,Budgets,2024-06-01,0.0
97,Budgets,2024-07-01,0.0
97,Budgets,2024-08-01,0.0
97,Budgets,2024-09-01,0.0
97,Budgets,2024-10-01,0.0
97,Budgets,2024-11-01,0.0
97,Budgets,2024-12-01,0.0
97,Budgets,2025-01-01,0.0
97,Budgets,2025-02-01,0.0
97,Budgets,2025-03-01,0.05
98,Glacier,2024-04-01,0.0012
98,Glacier,2024-05-01,0.0012
98,Glacier,2024-06-01,0.0011
98,Glacier,2024-07-01,0.0013
98,Glacier,2024-08-01,0.0012
98,Glacier,2024-09-01,0.0009
98,Glacier,2024-10-01,0.001
98,Glacier,2024-11-01,0.0009
98,Glacier,2024-12-01,0.0008
98,Glacier,2025-01-01,0.0008
98,Glacier,2025-02-01,0.0007
98,Glacier,2025-03-01,0.0009
99,IoT Analytics,2024-04-01,0.0
99,IoT Analytics,2024-05-01,0.0
99,IoT Analytics,2024-06-01,0.0
99,IoT Analytics,2024-07-01,0.0
99,IoT Analytics,2024-08-01,0.0
99,IoT Analytics,2024-09-01,0.0
99,IoT Analytics,2024-10-01,0.0
99,IoT Analytics,2024-11-01,0.0
99,IoT Analytics,2024-12-01,0.0
99,IoT Analytics,2025-01-01,0.0
99,IoT Analytics,2025-02-01,0.0
99,IoT Analytics,2025-03-01,0.0
100,CloudShell,2024-04-01,0.0
100,CloudShell,2024-05-01,0.0
100,CloudShell,2024-06-01,0.0
100,CloudShell,2024-07-01,0.0
100,CloudShell,2024-08-01,0.0
100,CloudShell,2024-09-01,0.0
100,CloudShell,2024-10-01,0.0
100,CloudShell,2024-11-01,0.0
100,CloudShell,2024-12-01,0.0
100,CloudShell,2025-01-01,0.0
100,CloudShell,2025-02-01,0.0004
100,CloudShell,2025-03-01,0.0
101,Migration Hub Refactor Spaces,2024-04-01,0.0
101,Migration Hub Refactor Spaces,2024-05-01,0.0
101,Migration Hub Refactor Spaces,2024-06-01,0.0
101,Migration Hub Refactor Spaces,2024-07-01,0.0
101,Migration Hub Refactor Spaces,2024-08-01,0.0
101,Migration Hub Refactor Spaces,2024-09-01,0.0
101,Migration Hub Refactor Spaces,2024-10-01,0.0
101,Migration Hub Refactor Spaces,2024-11-01,0.0
101,Migration Hub Refactor Spaces,2024-12-01,0.0
101,Migration Hub Refactor Spaces,2025-01-01,0.0
101,Migration Hub Refactor Spaces,2025-02-01,0.0
101,Migration Hub Refactor Spaces,2025-03-01,0.0
102,X-Ray,2024-04-01,0.0
102,X-Ray,2024-05-01,0.0
102,X-Ray,2024-06-01,0.0
102,X-Ray,2024-07-01,0.0
102,X-Ray,2024-08-01,0.0
102,X-Ray,2024-09-01,0.0
102,X-Ray,2024-10-01,0.0
102,X-Ray,2024-11-01,0.0
102,X-Ray,2024-12-01,0.0
102,X-Ray,2025-01-01,0.0
102,X-Ray,2025-02-01,0.0
102,X-Ray,2025-03-01,0.0
103,Cognito,2024-04-01,0.0
103,Cognito,2024-05-01,0.0
103,Cognito,2024-06-01,0.0
103,Cognito,2024-07-01,0.0
103,Cognito,2024-08-01,0.0
103,Cognito,2024-09-01,0.0
103,Cognito,2024-10-01,0.0
103,Cognito,2024-11-01,0.0
103,Cognito,2024-12-01,0.0
103,Cognito,2025-01-01,0.0
103,Cognito,2025-02-01,0.0
103,Cognito,2025-03-01,0.0
104,SimpleDB,2024-04-01,0.0
104,SimpleDB,2024-05-01,0.0
104,SimpleDB,2024-06-01,0.0
104,SimpleDB,2024-07-01,0.0
104,SimpleDB,2024-08-01,0.0
104,SimpleDB,2024-09-01,0.0
104,SimpleDB,2024-10-01,0.0
104,SimpleDB,2024-11-01,0.0
104,SimpleDB,2024-12-01,0.0
104,SimpleDB,2025-01-01,0.0
104,SimpleDB,2025-02-01,0.0
104,SimpleDB,2025-03-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-04-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-05-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-06-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-07-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-08-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-09-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-10-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-11-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2024-12-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2025-01-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2025-02-01,0.0
105,CentOS 7.9 (X86-64) with support by Fleximg - Kernel 5.15,2025-03-01,0.0
106,CloudFormation,2024-04-01,0.0
106,CloudFormation,2024-05-01,0.0
106,CloudFormation,2024-06-01,0.0
106,CloudFormation,2024-07-01,0.0
106,CloudFormation,2024-08-01,0.0
106,CloudFormation,2024-09-01,0.0
106,CloudFormation,2024-10-01,0.0
106,CloudFormation,2024-11-01,0.0
106,CloudFormation,2024-12-01,0.0
106,CloudFormation,2025-01-01,0.0
106,CloudFormation,2025-02-01,0.0
106,CloudFormation,2025-03-01,0.0
107,CodeCommit,2024-04-01,0.0
107,CodeCommit,2024-05-01,0.0
107,CodeCommit,2024-06-01,0.0
107,CodeCommit,2024-07-01,0.0
107,CodeCommit,2024-08-01,0.0
107,CodeCommit,2024-09-01,0.0
107,CodeCommit,2024-10-01,0.0
107,CodeCommit,2024-11-01,0.0
107,CodeCommit,2024-12-01,0.0
107,CodeCommit,2025-01-01,0.0
107,CodeCommit,2025-02-01,0.0
107,CodeCommit,2025-03-01,0.0
108,Elastic Container Registry Public,2024-04-01,0.0
108,Elastic Container Registry Public,2024-05-01,0.0
108,Elastic Container Registry Public,2024-06-01,0.0
108,Elastic Container Registry Public,2024-07-01,0.0
108,Elastic Container Registry Public,2024-08-01,0.0
108,Elastic Container Registry Public,2024-09-01,0.0
108,Elastic Container Registry Public,2024-10-01,0.0
108,Elastic Container Registry Public,2024-11-01,0.0
108,Elastic Container Registry Public,2024-12-01,0.0
108,Elastic Container Registry Public,2025-01-01,0.0
108,Elastic Container Registry Public,2025-02-01,0.0
108,Elastic Container Registry Public,2025-03-01,0.0
